cutoff_year,concept_i_ite_donor,concept_j_tg_anchor,i_type,j_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_TG_edge_label,future_example_title,future_window
2016,ion-pair complexation control,hexacyanoferrate redox electrode,solvation_entropy,electrode_interface,6,1,4,1,2,0,1,0.40242960438184466,6,2,0.017665835012199274,1,5,1,1,1,0,,2017-2019
2016,ion-pair complexation control,imidazolium ionic-liquid phase transition electrolyte,solvation_entropy,material_system,6,5,4,4,2,3,1,0.45511961331341866,30,2,0.055770474940559055,1,5,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,7,3,3,2,4,2,1,0.40242960438184466,21,2,0.0030311063607124534,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,7,1,3,0,4,1,1,0.5581106265512472,7,2,0.0,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,7,3,3,2,4,2,0,0.0,21,3,0.038249774903904916,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,7,4,3,4,4,0,1,0.40242960438184466,28,2,0.04326946205103457,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,7,1,3,1,4,0,1,0.40242960438184466,7,2,0.02880078850185821,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,7,5,3,4,4,3,0,0.0,35,3,0.0953305444017914,1,0,1,1,1,0,,2017-2019
2016,ion-selectivity membrane transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,7,9,3,9,4,0,1,0.40242960438184466,63,2,0.004757284915474849,1,0,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,2,3,1,2,1,2,0,0.0,6,4,0.01887017341305277,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2,1,1,0,1,1,0,0.0,2,5,0.0,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,2,3,1,2,1,2,0,0.0,6,5,0.0,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2,4,1,4,1,0,0,0.0,8,4,0.04593708151960646,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,2,12,1,10,1,3,0,0.0,24,3,0.0063627356253703315,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,2,1,1,1,1,0,0,0.0,2,4,0.0,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,2,5,1,4,1,3,0,0.0,10,4,0.07829951974942309,1,4,1,1,1,0,,2017-2019
2016,moisture-gradient ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,2,9,1,9,1,0,0,0.0,18,4,0.01103852129345003,1,4,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,Fe2+/Fe3+ solvation redox chemistry,phase_or_species_transition,redox_chemistry,5,3,4,2,1,2,1,0.5581106265512472,15,2,0.07089054119254906,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,5,1,4,0,1,1,1,0.5581106265512472,5,2,0.0,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,5,3,4,2,1,2,1,0.45511961331341866,15,2,0.0035754312115571646,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,charge-transfer resistance engineering,phase_or_species_transition,electrode_interface,5,4,4,4,1,0,1,0.45511961331341866,20,2,0.10872875242872347,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,ferri/ferrocyanide redox chemistry,phase_or_species_transition,redox_chemistry,5,12,4,10,1,3,3,1.571340866415913,60,2,0.0,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,hexacyanoferrate redox electrode,phase_or_species_transition,electrode_interface,5,1,4,1,1,0,0,0.0,5,3,0.0034775149562482066,1,13,1,1,1,0,,2017-2019
2016,phase-transition entropy amplification,imidazolium ionic-liquid phase transition electrolyte,phase_or_species_transition,material_system,5,5,4,4,1,3,1,0.45511961331341866,25,2,0.26930496290645917,1,13,1,1,1,0,,2017-2019
2017,anti-freezing organohydrogel design,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,2,5,1,4,1,2,1,0.5581106265512472,10,2,0.0,1,9,1,1,1,0,,2018-2020
2017,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,2,3,1,2,1,2,0,0.0,6,3,0.0,1,9,1,1,1,0,,2018-2020
2017,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,14,1,13,1,3,2,1.013230239864666,28,2,0.0,1,9,1,1,1,0,,2018-2020
2017,anti-freezing organohydrogel design,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,2,1,1,1,1,0,0,0.0,2,3,0.008635475047824458,1,9,1,1,1,0,,2018-2020
2017,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,5,1,4,1,3,1,0.5581106265512472,10,2,0.0,1,9,1,1,1,0,,2018-2020
2017,anti-freezing organohydrogel design,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,9,1,9,1,0,1,0.5581106265512472,18,2,0.0,1,9,1,1,1,0,,2018-2020
2017,ion-pair complexation control,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,8,2,4,1,4,1,0,0.0,16,3,0.0,1,5,1,1,1,0,,2018-2020
2017,ion-pair complexation control,carbon-electrode redox interface,solvation_entropy,electrode_interface,8,3,4,2,4,2,1,0.45511961331341866,24,2,0.012377339918072465,1,5,1,1,1,0,,2018-2020
2017,ion-pair complexation control,charge-transfer resistance engineering,solvation_entropy,electrode_interface,8,6,4,6,4,0,3,1.4553777295629817,48,2,0.0,1,5,1,1,1,0,,2018-2020
2017,ion-pair complexation control,hexacyanoferrate redox electrode,solvation_entropy,electrode_interface,8,1,4,1,4,0,1,0.3789231816899512,8,2,0.01808248463985092,1,5,1,1,1,0,,2018-2020
2017,ion-pair complexation control,imidazolium ionic-liquid phase transition electrolyte,solvation_entropy,material_system,8,5,4,4,4,3,1,0.45511961331341866,40,2,0.05481289623624888,1,5,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,9,5,3,4,6,2,1,0.3789231816899512,45,2,0.002871727202666784,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,9,2,3,1,6,1,1,0.45511961331341866,18,2,0.0,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,9,3,3,2,6,2,0,0.0,27,3,0.0386086179072382,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,9,6,3,6,6,0,1,0.3789231816899512,54,2,0.04438483397414551,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,9,1,3,1,6,0,1,0.3789231816899512,9,2,0.03005185235325137,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,9,5,3,4,6,3,0,0.0,45,3,0.09761707179511535,1,0,1,1,1,0,,2018-2020
2017,ion-selectivity membrane transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,9,9,3,9,6,0,1,0.3789231816899512,81,2,0.004916388349136641,1,0,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,4,5,1,4,3,2,0,0.0,20,3,0.018804886527916367,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,4,2,1,1,3,1,0,0.0,8,3,0.0,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,4,3,1,2,3,2,0,0.0,12,4,0.0,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,4,6,1,6,3,0,0,0.0,24,3,0.04687626200121454,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,4,14,1,13,3,3,1,0.45511961331341866,56,2,0.006494844404323846,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,4,1,1,1,3,0,0,0.0,4,3,0.0,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,4,5,1,4,3,3,0,0.0,20,4,0.0790577363861974,1,4,1,1,1,0,,2018-2020
2017,moisture-gradient ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,4,9,1,9,3,0,0,0.0,36,3,0.011309264698813094,1,4,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,Fe2+/Fe3+ solvation redox chemistry,phase_or_species_transition,redox_chemistry,5,5,4,4,1,2,1,0.48089834696298783,25,2,0.06529943941682737,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,5,2,4,1,1,1,1,0.45511961331341866,10,2,0.0,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,5,3,4,2,1,2,1,0.45511961331341866,15,2,0.0037564540422048986,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,charge-transfer resistance engineering,phase_or_species_transition,electrode_interface,5,6,4,6,1,0,1,0.45511961331341866,30,2,0.11020676694232706,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,ferri/ferrocyanide redox chemistry,phase_or_species_transition,redox_chemistry,5,14,4,13,1,3,3,1.391137573589825,70,2,0.0,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,hexacyanoferrate redox electrode,phase_or_species_transition,electrode_interface,5,1,4,1,1,0,0,0.0,5,3,0.0036702061213561028,1,13,1,1,1,0,,2018-2020
2017,phase-transition entropy amplification,imidazolium ionic-liquid phase transition electrolyte,phase_or_species_transition,material_system,5,5,4,4,1,3,1,0.45511961331341866,25,2,0.2674852920901833,1,13,1,1,1,0,,2018-2020
2018,anti-freezing organohydrogel design,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,2,8,1,7,1,2,1,0.5581106265512472,16,2,0.0,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,2,7,1,6,1,2,0,0.0,14,3,0.0,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,19,1,17,1,7,2,1.013230239864666,38,2,0.0,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,2,1,1,1,1,0,0,0.0,2,3,0.0077228823546986606,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,7,1,4,1,5,1,0.5581106265512472,14,2,0.0,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,10,1,9,1,1,1,0.5581106265512472,20,2,0.0,1,9,1,1,1,0,,2019-2021
2018,anti-freezing organohydrogel design,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,2,3,1,3,1,0,0,0.0,6,3,0.0067504376246475374,1,9,1,1,1,0,,2019-2021
2018,ion-pair complexation control,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,8,2,4,1,4,1,0,0.0,16,3,0.0,1,5,1,1,1,0,,2019-2021
2018,ion-pair complexation control,carbon-electrode redox interface,solvation_entropy,electrode_interface,8,7,4,6,4,2,3,1.254816100761348,56,2,0.012429796323491246,1,5,1,1,1,0,,2019-2021
2018,ion-pair complexation control,charge-transfer resistance engineering,solvation_entropy,electrode_interface,8,6,4,6,4,1,3,1.254816100761348,48,2,0.0,1,5,1,1,1,0,,2019-2021
2018,ion-pair complexation control,hexacyanoferrate redox electrode,solvation_entropy,electrode_interface,8,1,4,1,4,0,1,0.3396232718951086,8,2,0.01805894578776722,1,5,1,1,1,0,,2019-2021
2018,ion-pair complexation control,imidazolium ionic-liquid phase transition electrolyte,solvation_entropy,material_system,8,7,4,4,4,5,3,1.3824873061762544,56,2,0.05300794698972974,1,5,1,1,1,0,,2019-2021
2018,ion-pair complexation control,metal-oxide nanostructured electrode,solvation_entropy,electrode_interface,8,3,4,3,4,0,2,0.8205216188580964,24,2,0.003466069727078938,1,5,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,12,8,3,7,9,2,3,1.3320283803496076,96,2,0.0027300666344427186,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,12,2,3,1,9,1,1,0.45511961331341866,24,2,0.0,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,12,7,3,6,9,2,3,1.3320283803496076,84,2,0.040226268385923254,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,12,6,3,6,9,1,2,0.7739177537983604,72,2,0.04175480959072644,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,12,1,3,1,9,0,1,0.3396232718951086,12,2,0.03142831168375701,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,12,7,3,4,9,5,2,0.8685889638065035,84,2,0.09365103169137906,1,0,1,1,1,0,,2019-2021
2018,ion-selectivity membrane transport,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,12,3,3,3,9,0,1,0.3396232718951086,36,2,0.03936967204013088,1,0,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,4,8,1,7,3,2,0,0.0,32,3,0.018315006764557273,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,4,2,1,1,3,1,0,0.0,8,3,0.0,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,4,7,1,6,3,2,0,0.0,28,3,0.0,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,4,6,1,6,3,1,0,0.0,24,3,0.044782573315971526,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,4,19,1,17,3,7,2,0.9163279467515955,76,2,0.006731352066527717,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,4,1,1,1,3,0,0,0.0,4,3,0.0,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,4,7,1,4,3,5,0,0.0,28,3,0.07381295346476205,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,4,10,1,9,3,1,1,0.40242960438184466,40,2,0.011336485762080503,1,4,1,1,1,0,,2019-2021
2018,moisture-gradient ion transport,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,4,3,1,3,3,0,0,0.0,12,3,0.03157273601394355,1,4,1,1,1,0,,2019-2021
