cutoff_year,concept_i_ite_donor,concept_j_tg_anchor,i_type,j_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_TG_edge_label,future_example_title,future_window,ml_score,graph_adoption_score,hybrid_adoption_score
2022,dynamic crosslinked gel network,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,13,18,2,14,12,6,8,2.8257986670774384,234,2,0.0,1,3,1,1,1,0,,2023-2026,0.814645139956923,1.6345092024539876,0.9279141104294478
2022,ion-pair complexation control,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,16,10,8,9,11,7,7,2.3928898856712357,160,2,0.021946251208541684,1,5,1,1,1,0,,2023-2026,0.8517322135344645,1.60260736196319,0.9233128834355828
2022,moisture-gradient ion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,11,16,3,12,11,10,5,1.6823247202955645,176,2,0.25914935454765115,1,4,1,1,1,1,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,2023-2026,0.8408740249427047,1.6065950920245398,0.9217791411042944
2022,moisture-gradient ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,11,18,3,14,11,6,5,1.670156664729705,198,2,0.011856285393290608,1,4,1,1,1,0,,2023-2026,0.769188582508522,1.5737730061349693,0.897239263803681
2022,cellulose nanofiber scaffold,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,14,16,4,13,12,7,4,1.355257349640229,224,2,0.0,1,1,1,1,1,1,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,2023-2026,0.8312312610257206,1.533282208588957,0.8911042944785277
2022,phase-transition entropy amplification,organic redox molecular design,phase_or_species_transition,redox_chemistry,22,7,13,2,12,7,6,2.159905136721504,154,2,0.0,1,13,1,1,1,1,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,2023-2026,0.8566641718905019,1.514877300613497,0.8895705521472393
2022,dynamic crosslinked gel network,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,13,16,2,13,12,7,5,1.6948806215353374,208,2,0.0,1,3,1,1,1,1,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,2023-2026,0.7720596305836813,1.5470858895705522,0.8849693251533742
2022,ion-pair complexation control,imidazolium ionic-liquid phase transition electrolyte,solvation_entropy,material_system,16,9,8,6,11,7,6,2.0576224704484263,144,2,0.048673868998692534,1,5,1,1,1,1,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,2023-2026,0.7495431107355224,1.5578220858895706,0.8803680981595091
2022,cellulose nanofiber scaffold,chaotropic polymer-water disruption,gel_microstructure,gel_microstructure,14,10,4,9,12,7,6,2.0764073471916555,140,2,0.006851678789399216,0,1,1,1,1,0,,2023-2026,0.8563778340655049,1.5004601226993866,0.8788343558282209
2022,phase-transition entropy amplification,hierarchical porous electrode interface,phase_or_species_transition,electrode_interface,22,7,13,4,12,7,5,1.7490462016745374,154,2,0.01401299201911241,1,13,1,1,1,0,,2023-2026,0.7985009108894501,1.532361963190184,0.8788343558282209
2022,cation/anion thermodiffusion asymmetry,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,6,25,5,25,4,9,4,1.3195093573520493,150,2,0.03382477189870805,1,5,1,1,1,1,High-Performance Quasi-Solid Thermogalvanic Cells via Crown-Ether-Mediated Ion Migration,2023-2026,0.9116562553852863,1.4955521472392637,0.8773006134969324
2022,phase-transition entropy amplification,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,22,9,13,8,12,3,5,1.8062452977719932,198,2,0.003873818961624633,1,13,1,1,1,1,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,2023-2026,0.7160074021176958,1.5661042944785275,0.8726993865030676
2022,moisture-gradient ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,11,13,3,2,11,12,7,2.355756192886007,143,2,0.0,1,4,1,1,1,1,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,2023-2026,0.8410656173422213,1.4992331288343557,0.8680981595092025
2022,dynamic crosslinked gel network,charge-transfer resistance engineering,gel_microstructure,electrode_interface,13,12,2,8,12,8,6,2.183788712397379,156,2,0.0,1,3,1,1,1,1,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,2023-2026,0.7180359643600502,1.5262269938650306,0.8512269938650306
2022,moisture-gradient ion transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,11,12,3,8,11,8,4,1.3092166098053877,132,2,0.04391002203797582,1,4,1,1,1,0,,2023-2026,0.726827927918945,1.465490797546012,0.8266871165644172
2022,thermoresponsive micellization p/n conversion,ferri/ferrocyanide redox chemistry,phase_or_species_transition,redox_chemistry,4,25,2,25,2,9,4,1.352727901245041,100,2,0.0,1,2,1,1,1,0,,2023-2026,0.8849119550827568,1.3326687116564417,0.8190184049079755
2022,moisture-gradient ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,11,16,3,13,11,7,3,0.9735331010908558,176,2,0.017220293481424148,1,4,1,1,1,1,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,2023-2026,0.7464623813871707,1.4122699386503066,0.8174846625766871
2022,cation/anion thermodiffusion asymmetry,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,6,18,5,8,4,13,3,1.0509422206199934,108,2,0.0,1,5,1,1,1,1,Thermal potential induced redox reaction enabled ionic thermoelectric generator,2023-2026,0.8413058474334374,1.2740797546012268,0.7914110429447853
2022,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,18,9,8,6,13,7,3,1.0260466860309303,162,2,0.0,1,9,1,1,1,0,,2023-2026,0.7091177163883287,1.4004601226993865,0.7883435582822087
2022,ion-pair complexation control,organic redox molecular design,solvation_entropy,redox_chemistry,16,7,8,2,11,7,5,1.7499005044027027,112,2,0.0,1,5,1,1,1,0,,2023-2026,0.7151642722224045,1.3992331288343558,0.7883435582822086
2022,ion-pair complexation control,hierarchical porous electrode interface,solvation_entropy,electrode_interface,16,7,8,4,11,7,5,1.736878146108678,112,2,0.0035000608570855208,1,5,1,1,1,0,,2023-2026,0.6874229284423962,1.411196319018405,0.7883435582822086
2022,ion-pair complexation control,carbon-electrode redox interface,solvation_entropy,electrode_interface,16,9,8,8,11,3,5,1.7176145158805898,144,2,0.012391348940376518,1,5,1,1,1,1,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,2023-2026,0.5973590964234328,1.5078220858895703,0.7852760736196319
2022,cellulose nanofiber scaffold,charge-transfer resistance engineering,gel_microstructure,electrode_interface,14,12,4,8,12,8,3,1.0067516449838476,168,2,0.006865437890522598,1,1,1,1,1,0,,2023-2026,0.6911744037230062,1.4092024539877301,0.7852760736196318
2022,cation/anion thermodiffusion asymmetry,cellulose nanofiber scaffold,transport_mechanism,gel_microstructure,6,14,5,4,4,12,4,1.396918476881187,84,2,0.0,1,5,1,1,1,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.8403324326734243,1.2654907975460121,0.7822085889570551
2022,cation/anion thermodiffusion asymmetry,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,6,18,5,14,4,6,3,0.9798860854569408,108,2,0.042308567310299486,1,5,1,1,1,0,,2023-2026,0.786703236043216,1.2889570552147238,0.7806748466257669
2022,cation/anion thermodiffusion asymmetry,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,6,16,5,13,4,7,3,0.9735331010908558,96,2,0.06787892637075583,1,5,1,1,1,1,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,2023-2026,0.8125968855193074,1.2503067484662576,0.7561349693251533
2022,soft mixed ionic-electronic coupling,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,5,25,0,25,5,9,3,0.9735331010908558,125,2,0.0,1,7,1,0,1,0,,2023-2026,0.7678521424525979,1.253680981595092,0.7530674846625768
2022,moisture-gradient ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,11,10,3,9,11,7,4,1.3195093573520493,110,2,0.007102496336806556,1,4,1,1,1,1,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,2023-2026,0.6609878162952771,1.3673312883435582,0.7469325153374233
2022,cellulose nanofiber scaffold,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,14,9,4,6,12,7,4,1.505952483392551,126,2,0.009502105996173092,1,1,1,1,1,0,,2023-2026,0.5160272237045739,1.4440184049079754,0.7423312883435583
2022,dynamic crosslinked gel network,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,13,9,2,6,12,7,4,2.4059353944331576,117,2,0.0,1,3,1,1,1,0,,2023-2026,0.5303734420370914,1.4197852760736196,0.7423312883435582
2022,cation/anion thermodiffusion asymmetry,gel-confined redox transport,transport_mechanism,gel_microstructure,6,16,5,12,4,10,3,0.9798860854569408,96,2,0.0,1,5,1,1,1,1,Self-powered information conversion based on thermogalvanic hydrogel with interpenetrating networks for nursing aphasic patients,2023-2026,0.8281633220726747,1.1868098159509202,0.7193251533742331
2022,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,18,9,8,8,13,3,3,1.005149428197381,162,2,0.0,1,9,1,1,1,0,,2023-2026,0.5515872186868022,1.3725460122699387,0.7177914110429449
2022,anti-freezing organohydrogel design,organic redox molecular design,gel_microstructure,redox_chemistry,18,7,8,2,13,7,3,1.0128330108856984,126,2,0.31898678192043994,1,9,1,1,1,1,Material recognition and spatial thermal sensation enabled by organic thermogalvanic hydrogels,2023-2026,0.5345433256256987,1.396319018404908,0.7162576687116564
2022,thermoresponsive micellization p/n conversion,gel-confined redox transport,phase_or_species_transition,gel_microstructure,4,16,2,12,2,10,4,1.352727901245041,64,2,0.018080592776178607,1,2,1,1,1,0,,2023-2026,0.746828626678513,1.1955521472392638,0.7039877300613496
2022,high-entropy redox/ion coupling,ferri/ferrocyanide redox chemistry,solvation_entropy,redox_chemistry,3,25,3,25,1,9,3,0.9735331010908558,75,2,0.03992141651120207,1,0,1,1,1,1,Tunable Electrochemical Entropy through Solvent Ordering by a Supramolecular Host,2023-2026,0.8457612237156371,1.143558282208589,0.7009202453987731
2022,cation/anion thermodiffusion asymmetry,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,6,10,5,9,4,7,4,1.3195093573520493,60,2,0.019877104468887657,1,5,1,1,1,0,,2023-2026,0.766054921834447,1.1691717791411043,0.691717791411043
2022,soft mixed ionic-electronic coupling,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,5,18,0,8,5,13,3,1.0509422206199934,90,2,0.015622759382056694,1,7,1,0,1,0,,2023-2026,0.6132626586380087,1.258435582822086,0.6901840490797545
2022,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,5,18,0,8,5,13,3,1.0509422206199934,90,2,0.008334578231064788,1,5,1,0,1,0,,2023-2026,0.6120152987514321,1.2449386503067483,0.6748466257668712
2022,thermoresponsive micellization p/n conversion,cellulose nanofiber scaffold,phase_or_species_transition,gel_microstructure,4,14,2,4,2,12,4,1.352727901245041,56,2,0.014123385862338378,1,2,1,1,1,0,,2023-2026,0.7352247284008006,1.1495398773006136,0.6733128834355828
2022,moisture-gradient ion transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,11,9,3,6,11,7,3,0.9632403535441942,99,2,0.07096780013669544,1,4,1,1,1,1,Gutmann Donor Theory-Guided Design of Mononuclear Ionic Cluster for Exceptional N-Type Thermoelectric Ionogel,2023-2026,0.520647336839973,1.2602760736196317,0.6702453987730062
2022,cellulose nanofiber scaffold,carbon-electrode redox interface,gel_microstructure,electrode_interface,14,9,4,8,12,3,3,1.0404582171787684,126,2,0.0,1,1,1,1,1,0,,2023-2026,0.37156012619988865,1.3280674846625766,0.6641104294478527
2022,convection-resolved resistance decomposition,gel-confined redox transport,transport_mechanism,gel_microstructure,4,16,2,12,2,10,3,1.1264608408154655,64,2,0.017974209125732943,1,3,1,1,1,0,,2023-2026,0.7207025808616573,1.1368098159509203,0.6595092024539878
2022,cation/anion thermodiffusion asymmetry,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,6,13,5,2,4,12,3,0.9735331010908558,78,2,0.0,1,5,1,1,1,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.8276555272198312,1.097239263803681,0.6579754601226994
2022,soft mixed ionic-electronic coupling,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,5,13,0,2,5,12,4,1.3524562827808069,65,2,0.01975828706774025,1,7,1,0,1,0,,2023-2026,0.5395532179645102,1.2127300613496934,0.6395705521472392
2022,cellulose nanofiber scaffold,hierarchical porous electrode interface,gel_microstructure,electrode_interface,14,7,4,4,12,7,3,1.0237810744470273,98,2,0.0,1,1,1,1,1,0,,2023-2026,0.4591874162574069,1.2357361963190185,0.6288343558282209
2022,dynamic crosslinked gel network,carbon-electrode redox interface,gel_microstructure,electrode_interface,13,9,2,8,12,3,3,1.0341052328126836,117,2,0.0,1,3,1,1,1,1,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,2023-2026,0.24580669837193203,1.298312883435583,0.6288343558282209
2022,soft mixed ionic-electronic coupling,gel-confined redox transport,transport_mechanism,gel_microstructure,5,16,0,12,5,10,3,1.0128330108856984,80,2,0.0066855194793608245,1,7,1,0,1,0,,2023-2026,0.5770162875880073,1.177914110429448,0.6242331288343558
2022,cation/anion thermodiffusion asymmetry,charge-transfer resistance engineering,transport_mechanism,electrode_interface,6,12,5,8,4,8,2,0.6397249003955217,72,2,0.0,1,5,1,1,1,1,Thermal potential induced redox reaction enabled ionic thermoelectric generator,2023-2026,0.7496001674547617,0.9453987730061351,0.6196319018404908
2022,nanochannel-confined ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,5,18,0,14,5,6,3,1.0128330108856984,90,2,0.004565781946179545,1,5,1,0,1,0,,2023-2026,0.4862305850351337,1.2116564417177913,0.6180981595092024
2022,nanochannel-confined ion transport,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,5,25,0,25,5,9,2,0.6339098291957472,125,2,0.0,1,5,1,0,1,0,,2023-2026,0.6534612144235328,1.1246932515337422,0.6150306748466258
2022,soft mixed ionic-electronic coupling,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,5,18,0,14,5,6,3,1.0128330108856984,90,2,0.004457903287899492,1,7,1,0,1,0,,2023-2026,0.4868720093829124,1.211042944785276,0.6150306748466257
2022,phase-transition entropy amplification,Cu-ethylenediamine chelation entropy,phase_or_species_transition,redox_chemistry,22,4,13,3,12,1,2,1.0551557211398157,88,2,0.15946606213420966,1,13,1,1,1,0,,2023-2026,0.3670668616720303,1.22760736196319,0.6058282208588956
2022,dynamic crosslinked gel network,organic redox molecular design,gel_microstructure,redox_chemistry,13,7,2,2,12,7,3,1.0128330108856984,91,2,0.007340891065777655,1,3,1,1,1,1,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,2023-2026,0.3264893749616359,1.2331288343558282,0.6012269938650308
2022,convection-resolved resistance decomposition,charge-transfer resistance engineering,transport_mechanism,electrode_interface,4,12,2,8,2,8,3,1.0109644993971554,48,2,0.22874070999617052,1,3,1,1,1,1,Convection Effect on Resistance Components in Liquid Thermoelectric Converter,2023-2026,0.6685404943167195,0.9921779141104293,0.5966257668711656
2022,cation/anion thermodiffusion asymmetry,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,6,9,5,6,4,7,3,0.9857011566567153,54,2,0.023206114993390998,1,5,1,1,1,0,,2023-2026,0.6590051733899359,1.0225460122699388,0.593558282208589
2022,soft mixed ionic-electronic coupling,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,5,16,0,13,5,7,3,0.9735331010908558,80,2,0.010512818784108285,1,7,1,0,1,0,,2023-2026,0.5047154922306148,1.1496932515337421,0.5920245398773006
2022,moisture-gradient ion transport,organic redox molecular design,transport_mechanism,redox_chemistry,11,7,3,2,11,7,3,1.0128330108856984,77,2,0.016010630292896174,1,4,1,1,1,0,,2023-2026,0.469304433719259,1.1779141104294477,0.5904907975460123
2022,thermoresponsive micellization p/n conversion,charge-transfer resistance engineering,phase_or_species_transition,electrode_interface,4,12,2,8,2,8,3,1.0067516449838476,48,2,0.00799814107801634,1,2,1,1,1,0,,2023-2026,0.7017096265867013,0.9361963190184048,0.5812883435582822
2022,thermoresponsive micellization p/n conversion,Fe2+/Fe3+ solvation redox chemistry,phase_or_species_transition,redox_chemistry,4,16,2,13,2,7,2,0.660775388722654,64,2,0.03562179784836887,1,2,1,1,1,0,,2023-2026,0.6486160587717782,0.9771472392638036,0.5736196319018405
2022,moisture-gradient ion transport,hierarchical porous electrode interface,transport_mechanism,electrode_interface,11,7,3,4,11,7,3,0.9798860854569408,77,2,0.007639903746975274,1,4,1,1,1,0,,2023-2026,0.47828065161643624,1.1294478527607361,0.5644171779141104
2022,convection-resolved resistance decomposition,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,4,18,2,14,2,6,2,0.7657870805932245,72,2,0.008241985161610439,1,3,1,1,1,0,,2023-2026,0.5946243734229617,1.022085889570552,0.5628834355828221
2022,nanochannel-confined ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,5,13,0,2,5,12,3,1.0128330108856984,65,2,0.005371194336731792,1,5,1,0,1,0,,2023-2026,0.5155103112309828,1.0975460122699388,0.5567484662576687
2022,high-entropy redox/ion coupling,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,3,18,3,8,1,13,2,0.6339098291957472,54,2,0.017113946742847018,1,0,1,1,1,0,,2023-2026,0.7103743427735545,0.8654907975460123,0.5460122699386503
2022,high-entropy redox/ion coupling,iodide/triiodide redox chemistry,solvation_entropy,redox_chemistry,3,18,3,14,1,6,2,0.6339098291957472,54,2,0.03811208735393327,1,0,1,1,1,0,,2023-2026,0.6651152520988848,0.8820552147239265,0.5383435582822086
2022,ion-dipole interaction transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,3,18,2,14,1,6,2,0.7130970716616506,54,2,0.004777805009550173,1,0,1,1,1,0,,2023-2026,0.6377529622814855,0.8937116564417178,0.5352760736196319
2022,convection-resolved resistance decomposition,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,4,18,2,8,2,13,1,0.31066746727980593,72,2,0.014422072013261261,1,3,1,1,1,0,,2023-2026,0.6496098366762384,0.8907975460122698,0.5337423312883436
2022,nanochannel-confined ion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,5,16,0,12,5,10,2,0.6790248101903643,80,2,0.643142229757283,1,5,1,0,1,1,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2023-2026,0.34784842492204404,1.1200920245398773,0.5306748466257669
2022,thermoresponsive micellization p/n conversion,chaotropic polymer-water disruption,phase_or_species_transition,gel_microstructure,4,10,2,9,2,7,3,0.9920541410228003,40,2,0.01962837843745582,1,2,1,1,1,0,,2023-2026,0.7052360871314782,0.8556748466257669,0.5230061349693251
2022,moisture-gradient ion transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,11,9,3,8,11,3,2,0.6734314725904427,99,2,0.0,1,4,1,1,1,0,,2023-2026,0.3089053056145269,1.107361963190184,0.5214723926380368
2022,ion-dipole interaction transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,3,16,2,13,1,7,2,0.7130970716616506,48,2,0.022765596107010167,1,0,1,1,1,0,,2023-2026,0.6633545234971652,0.8599693251533742,0.5199386503067485
2022,ion-dipole interaction transport,gel-confined redox transport,transport_mechanism,gel_microstructure,3,16,2,12,1,10,2,0.6566437235409995,48,2,0.26189174567843,1,0,1,1,1,1,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,2023-2026,0.6613690668522356,0.8569018404907974,0.50920245398773
2022,soft mixed ionic-electronic coupling,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,5,10,0,9,5,7,3,0.9735331010908558,50,2,0.010956462168238106,1,7,1,0,1,0,,2023-2026,0.4691296915889174,0.9423312883435583,0.5061349693251533
2022,cation/anion thermodiffusion asymmetry,organic redox molecular design,transport_mechanism,redox_chemistry,6,7,5,2,4,7,3,0.9798860854569408,42,2,0.008831385706221547,1,5,1,1,1,0,,2023-2026,0.6761053106510824,0.8496932515337424,0.5061349693251533
2022,high-entropy redox/ion coupling,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,3,13,3,2,1,12,3,0.9735331010908558,39,2,0.008900915821302022,1,0,1,1,1,0,,2023-2026,0.7581657429220671,0.8006134969325155,0.49693251533742333
2022,high-entropy redox/ion coupling,Fe2+/Fe3+ solvation redox chemistry,solvation_entropy,redox_chemistry,3,16,3,13,1,7,2,0.6397249003955217,48,2,0.05533357260082364,1,0,1,1,1,1,Tunable Electrochemical Entropy through Solvent Ordering by a Supramolecular Host,2023-2026,0.6919558447767448,0.8334355828220859,0.49693251533742333
2022,cation/anion thermodiffusion asymmetry,carbon-electrode redox interface,transport_mechanism,electrode_interface,6,9,5,8,4,3,2,0.6734314725904427,54,2,0.010710801341871204,1,5,1,1,1,0,,2023-2026,0.4909878382129415,0.8996932515337425,0.4969325153374233
2022,thermoresponsive micellization p/n conversion,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,4,18,2,8,2,13,1,0.3001016285004131,72,2,0.0,1,2,1,1,1,0,,2023-2026,0.7137713601169704,0.8259202453987731,0.4969325153374233
2022,thermoresponsive micellization p/n conversion,dynamic crosslinked gel network,phase_or_species_transition,gel_microstructure,4,13,2,2,2,12,2,0.660775388722654,52,2,0.008688140779129107,1,2,1,1,1,0,,2023-2026,0.6527827674671872,0.8538343558282209,0.4938650306748466
2022,soft mixed ionic-electronic coupling,charge-transfer resistance engineering,transport_mechanism,electrode_interface,5,12,0,8,5,8,2,0.6397249003955217,60,2,0.0158009007154257,1,7,1,0,1,0,,2023-2026,0.37120075261184937,0.9242331288343558,0.4831288343558282
2022,nanochannel-confined ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,5,16,0,13,5,7,1,0.3001016285004131,80,2,0.008224132925125608,1,5,1,0,1,0,,2023-2026,0.3611030844908151,0.9090490797546011,0.4754601226993864
2022,moisture-gradient ion transport,Cu-ethylenediamine chelation entropy,transport_mechanism,redox_chemistry,11,4,3,3,11,1,3,1.2315420991416899,44,2,0.012497033321982771,1,4,1,1,1,0,,2023-2026,0.19803864349724598,0.9424846625766871,0.4570552147239264
2022,thermoresponsive micellization p/n conversion,imidazolium ionic-liquid phase transition electrolyte,phase_or_species_transition,material_system,4,9,2,6,2,7,3,0.9920541410228003,36,2,0.027045467203525606,1,2,1,1,1,0,,2023-2026,0.6102701278954774,0.823159509202454,0.4432515337423313
2022,high-entropy redox/ion coupling,gel-confined redox transport,solvation_entropy,gel_microstructure,3,16,3,12,1,10,1,0.3001016285004131,48,2,0.053856543937409185,1,0,1,1,1,0,,2023-2026,0.7075744654665939,0.7133435582822085,0.43251533742331283
