abstract_claim_candidate_id,linked_insight_id,paper_id,year,corpus_role,source_scope,source_analysis_included,title,doi,candidate_evidence_sentence,sentence_position,char_start,char_end,similarity_to_mechanism_summary,has_causal_cue,has_intervention_cue,has_outcome_cue,has_quantitative_detail,candidate_status,linked_insight_ids,include_as_separate_insight,reviewer_relation_type,reviewer,review_notes,promotion_status
ABSTRACT_4BEEE7CDD1,INSIGHT_6CDA1D90E1,P0341,2025,iTE_source,core_iTE_evidenced_insight,True,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,"We further incorporate the ionic liquid 1-ethyl-3-methylimidazolium dicyanamide salt (EMIM:DCA) into the network, resulting in PVA-CNF-PVP-IL thermoelectric ionogels.",5,697,863,0.32164549827575684,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_6CDA1D90E1,,,,,not_approved_or_pending
ABSTRACT_1BA772815D,INSIGHT_6CDA1D90E1,P0341,2025,iTE_source,core_iTE_evidenced_insight,True,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",8,1184,1427,0.5970296263694763,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_6CDA1D90E1,,,,,not_approved_or_pending
ABSTRACT_B83958503D,INSIGHT_6DC3F32FC4,P0343,2025,iTE_source,core_iTE_evidenced_insight,True,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,The porous structure of Portland cement enables free ion diffusion.,1,0,67,0.5871811509132385,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_6DC3F32FC4; INSIGHT_AFFD96764D; INSIGHT_D9367DD57E,,,,,not_approved_or_pending
ABSTRACT_CEA770305A,INSIGHT_6DC3F32FC4,P0343,2025,iTE_source,core_iTE_evidenced_insight,True,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,"Optimization of pore structure in cement-based composites significantly enhances their ionic thermoelectric performance, with the engineered material demonstrating a Seebeck coefficient of 1.57 mV K- 1 and a power factor of 0.525 mu W m-1 K-2, both of which are higher than those of previously reported cementitious materials.",5,493,819,0.4567597806453705,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_6DC3F32FC4; INSIGHT_AFFD96764D; INSIGHT_D9367DD57E,,,,,not_approved_or_pending
ABSTRACT_B732AF2591,INSIGHT_6DC3F32FC4,P0343,2025,iTE_source,core_iTE_evidenced_insight,True,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,Modifying the pore structure of cement leads to a dual enhancement in its ionic thermoelectric performance and electrochemical energy storage.,8,1156,1298,0.5187938809394836,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_6DC3F32FC4; INSIGHT_AFFD96764D; INSIGHT_D9367DD57E,,,,,not_approved_or_pending
ABSTRACT_B389EE4202,INSIGHT_39CF2C90B3,P0344,2025,iTE_source,core_iTE_evidenced_insight,True,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,"I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion.",3,511,646,0.4548977017402649,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_39CF2C90B3; INSIGHT_5D9482CAAF,,,,,not_approved_or_pending
ABSTRACT_29F55C85FB,INSIGHT_5D9482CAAF,P0344,2025,iTE_source,core_iTE_evidenced_insight,True,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,"Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods.",4,647,832,0.5890045166015625,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_39CF2C90B3; INSIGHT_5D9482CAAF,,,,,not_approved_or_pending
ABSTRACT_E82DCEE5B4,INSIGHT_39CF2C90B3,P0344,2025,iTE_source,core_iTE_evidenced_insight,True,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",5,833,1217,0.8157498836517334,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_39CF2C90B3; INSIGHT_5D9482CAAF,,,,,not_approved_or_pending
ABSTRACT_E6565B3123,INSIGHT_5D9482CAAF,P0344,2025,iTE_source,core_iTE_evidenced_insight,True,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,"The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy.",8,1483,1811,0.5179921388626099,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_39CF2C90B3; INSIGHT_5D9482CAAF,,,,,not_approved_or_pending
ABSTRACT_F79366469B,INSIGHT_8999AEDED8,P0345,2025,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients.,1,0,152,0.49102136492729187,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_8999AEDED8; INSIGHT_ADEE540078,,,,,not_approved_or_pending
ABSTRACT_399ADF2A4E,INSIGHT_ADEE540078,P0345,2025,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",4,504,674,0.7678343653678894,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_8999AEDED8; INSIGHT_ADEE540078,,,,,not_approved_or_pending
ABSTRACT_11903C0DCE,INSIGHT_ADEE540078,P0345,2025,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,These values pave the way for energy-efficient housing with increased grid independence.,7,993,1081,0.15366698801517487,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_8999AEDED8; INSIGHT_ADEE540078,,,,,not_approved_or_pending
ABSTRACT_F996744F45,INSIGHT_F7A2D87EB1,P0346,2025,iTE_source,core_iTE_evidenced_insight,True,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,The growing demand for biodegradable conductive composites is driven by the need to mitigate electronic waste and advance bioelectronics for healthcare applications.,1,0,165,0.4770299196243286,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF88284D73; INSIGHT_F7A2D87EB1,,,,,not_approved_or_pending
ABSTRACT_5184AF1F83,INSIGHT_F7A2D87EB1,P0346,2025,iTE_source,core_iTE_evidenced_insight,True,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,"Self-assembled peptide composites, particularly diphenylalanine (FF) derivatives, represent a promising class of materials for such electronics due to their inherent biodegradability and ease of hybridization with functional materials.",2,166,401,0.5773861408233643,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF88284D73; INSIGHT_F7A2D87EB1,,,,,not_approved_or_pending
ABSTRACT_A74C153596,INSIGHT_2E04AF0B9E,P0347,2025,iTE_source,core_iTE_evidenced_insight,True,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,"Here, we report an all-wood ionic gel (RW i-TE) that achieves superior thermopower enabled by a lignocellulose channel reconstruction strategy within the wood cell wall.",3,270,439,0.5259274244308472,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2E04AF0B9E,,,,,not_approved_or_pending
ABSTRACT_834E8C0F62,INSIGHT_2E04AF0B9E,P0347,2025,iTE_source,core_iTE_evidenced_insight,True,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,"Partial dissolution and regeneration of delignified wood, followed by reintroduction of sodium lignosulfonate (Na:lignin) under hydrogen bond-disrupting conditions (NaOH and urea), enables molecular-level integration between dissociated cellulose and Na:lignin, while simultaneously inhibiting microfibril reassembly.",4,440,757,0.36837705969810486,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2E04AF0B9E,,,,,not_approved_or_pending
ABSTRACT_D840F2117B,INSIGHT_2E04AF0B9E,P0347,2025,iTE_source,core_iTE_evidenced_insight,True,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",5,758,969,0.9757027626037598,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2E04AF0B9E,,,,,not_approved_or_pending
ABSTRACT_8638E604A8,INSIGHT_2E04AF0B9E,P0347,2025,iTE_source,core_iTE_evidenced_insight,True,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,"As a result, the optimized RW i-TE achieves a high thermopower (Si) of +39.1 mV K- 1 and an ionic figure of merit (zTi) of 1.68 at 50 % relative humidity, delivering an energy density of 68.75 J m- 2 over 2 h of discharging under a 5 K temperature gradient in generator mode.",6,970,1245,0.24181212484836578,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2E04AF0B9E,,,,,not_approved_or_pending
ABSTRACT_1BA95A34B2,INSIGHT_2E04AF0B9E,P0347,2025,iTE_source,core_iTE_evidenced_insight,True,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,"Moreover, this strategy is compatible with various woody and gramineous biomass sources, offering a renewable alternative to polymer-ionic liquid gels by enabling structureinduced ion confinement within regenerated lignocellulose matrices.",7,1246,1485,0.5421128869056702,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2E04AF0B9E,,,,,not_approved_or_pending
ABSTRACT_4B02033649,INSIGHT_26D6C5F1F3,P0348,2025,iTE_source,core_iTE_evidenced_insight,True,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,This study explores a novel approach to address this challenge by harnessing abundant and ubiquitous low-grade thermal energy for electricity generation.,2,125,278,0.20116299390792847,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_26D6C5F1F3,,,,,not_approved_or_pending
ABSTRACT_800D134962,INSIGHT_26D6C5F1F3,P0348,2025,iTE_source,core_iTE_evidenced_insight,True,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,4,444,635,0.771681010723114,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_26D6C5F1F3,,,,,not_approved_or_pending
ABSTRACT_3AEE45245E,INSIGHT_26D6C5F1F3,P0348,2025,iTE_source,core_iTE_evidenced_insight,True,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,"These properties result in an exceptional power factor (223.52 mu W m-1 K-2) and a figure of merit (iZT) of (0.145), surpassing many existing state-of-the-art materials in sustainable n-type ionic thermoelectric performance.",6,829,1053,0.3246625065803528,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_26D6C5F1F3,,,,,not_approved_or_pending
ABSTRACT_474524F588,INSIGHT_EF3D0F3F0B,P0350,2024,iTE_source,core_iTE_evidenced_insight,True,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,"Wearable fiber-based thermoelectric generators (TEGs) with high thermoelectric (TE) performance, mechanical property and wearing comfort are urgently needed for low-grade human body heat harvesting.",1,0,198,0.09257259219884872,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF3D0F3F0B,,,,,not_approved_or_pending
ABSTRACT_305D50A24F,INSIGHT_EF3D0F3F0B,P0350,2024,iTE_source,core_iTE_evidenced_insight,True,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",3,327,707,0.7511885166168213,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF3D0F3F0B,,,,,not_approved_or_pending
ABSTRACT_8F4F25B937,INSIGHT_EF3D0F3F0B,P0350,2024,iTE_source,core_iTE_evidenced_insight,True,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,"The morphology, structure, transmittance, crystallization, rheological property, mechanical and thermoelectric performances are analyzed, and then a mechanism for the performance enhancement is proposed.",4,708,911,0.23244807124137878,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF3D0F3F0B,,,,,not_approved_or_pending
ABSTRACT_92ABBFFD11,INSIGHT_EF3D0F3F0B,P0350,2024,iTE_source,core_iTE_evidenced_insight,True,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,"Then, a wearable ionogel fiber-based wristband with synergistically improved TE performance, mechanical property and wearing comfort is prepared by a weaving process.",7,1321,1487,0.12839028239250183,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF3D0F3F0B,,,,,not_approved_or_pending
ABSTRACT_6FDBE265A1,INSIGHT_EF3D0F3F0B,P0350,2024,iTE_source,core_iTE_evidenced_insight,True,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,"When wearing the i-TE wristband (5-legs) at room temperature (Delta T = 2.7 K), an obviously high thermovoltage of 119.133 mV is generated, indicating its great potential as wearable energy supply devices.",8,1488,1693,0.14344315230846405,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_EF3D0F3F0B,,,,,not_approved_or_pending
ABSTRACT_9C8D0C2CD9,INSIGHT_408BC8545A,P0352,2024,iTE_source,core_iTE_evidenced_insight,True,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,"This study presents an innovative and appealing approach through the utilization of lignin, an abundant waste product derived from the paper and pulp industry, to develop hydrogels as compelling and sustainable materials for application in ionic thermoelectricity.",2,193,457,0.8433264493942261,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_408BC8545A,,,,,not_approved_or_pending
ABSTRACT_A0B125B965,INSIGHT_408BC8545A,P0352,2024,iTE_source,core_iTE_evidenced_insight,True,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,"This results in a remarkable power factor (3831 mu W/m center dot K2) that leads to an impressive Figure of merit (ZTi) (3.75), surpassing most of the existing state-of-the-art materials and making it the most efficient sustainable ionic thermoelectric material reported until now.",5,872,1153,0.5480501651763916,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_408BC8545A,,,,,not_approved_or_pending
ABSTRACT_7BE6E54F4A,INSIGHT_408BC8545A,P0352,2024,iTE_source,core_iTE_evidenced_insight,True,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,The present study contributes to address the challenges posed by waste heat through effectively harnessing low-grade waste heat through the utilization of sustainable lignin-based hydrogels while reducing the reliance on fossil fuels and minimizing greenhouse gas emissions.,7,1298,1572,0.6111530065536499,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_408BC8545A,,,,,not_approved_or_pending
ABSTRACT_FFE90F102C,INSIGHT_77A053E73B,P0353,2024,iTE_source,core_iTE_evidenced_insight,True,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,"However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance.",2,183,308,0.28660449385643005,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_77A053E73B,,,,,not_approved_or_pending
ABSTRACT_0314A25585,INSIGHT_77A053E73B,P0353,2024,iTE_source,core_iTE_evidenced_insight,True,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",4,448,714,0.9116779565811157,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_77A053E73B,,,,,not_approved_or_pending
ABSTRACT_9155798B2F,INSIGHT_77A053E73B,P0353,2024,iTE_source,core_iTE_evidenced_insight,True,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode.,5,715,834,0.5460381507873535,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_77A053E73B,,,,,not_approved_or_pending
ABSTRACT_FE50B5A5D1,INSIGHT_134AFB3BD6,P0354,2025,iTE_source,core_iTE_evidenced_insight,True,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,"Although ionic thermoelectric (i-TE) ionogels are considered to be the next generation of TE materials, to construct ionogel fiber with synergistically enhanced mechanical and i-TE performances remains big challenge.",2,187,403,0.366679310798645,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_134AFB3BD6,,,,,not_approved_or_pending
ABSTRACT_B8A476DB96,INSIGHT_134AFB3BD6,P0354,2025,iTE_source,core_iTE_evidenced_insight,True,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.",4,725,889,0.6068838834762573,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_134AFB3BD6,,,,,not_approved_or_pending
ABSTRACT_E890204E77,INSIGHT_134AFB3BD6,P0354,2025,iTE_source,core_iTE_evidenced_insight,True,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,"Based on this, the ionogel fiber with comparable i-TE performances and significantly enhanced tensile strength and strain (from 327 KPa and 47% of film to 17.7 MPa and 70% of fiber) is prepared by a simple coating process.",6,1043,1265,0.27821898460388184,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_134AFB3BD6,,,,,not_approved_or_pending
ABSTRACT_1429CC9D6A,INSIGHT_134AFB3BD6,P0354,2025,iTE_source,core_iTE_evidenced_insight,True,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,"It can be weaved into wearable i-TE device that generates high thermovoltage and lights the light-emitting diode (LED) bulb, demonstrating its great application potential as wearable energy supply device.",7,1266,1470,0.1402503103017807,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_134AFB3BD6,,,,,not_approved_or_pending
ABSTRACT_FB7A90C90A,INSIGHT_7ADD248CA7,P0355,2024,iTE_source,core_iTE_evidenced_insight,True,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,"To convert low-grade heat into valuable electricity, an efficient and cost-effective technology needs to be developed.",1,0,118,0.1313074678182602,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7ADD248CA7,,,,,not_approved_or_pending
ABSTRACT_6A24B4BE81,INSIGHT_7ADD248CA7,P0355,2024,iTE_source,core_iTE_evidenced_insight,True,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,Modulation of the differential thermophoretic mobility of anions and cations in the electrolyte across temperature gradients is vital to achieving significant thermoelectric potentials.,3,291,476,0.43158870935440063,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7ADD248CA7,,,,,not_approved_or_pending
ABSTRACT_64C23E4E75,INSIGHT_7ADD248CA7,P0355,2024,iTE_source,core_iTE_evidenced_insight,True,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,5,653,831,0.6978076696395874,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7ADD248CA7,,,,,not_approved_or_pending
