domain,claim_id,relation_id,paper_id,scope,decision_source,review_status,prior_relation_audit,history,verdict,issues,reason
iTE,iTE:P1282:r007,P1282:r007,P1282,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",uncertain,"[""evidence""]","The influence on ionic conductivity is explicit, but the abstract does not resolve whether this is an own-work finding or synthesis of prior studies."
iTE,iTE:P1335:r007,P1335:r007,P1335,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1353:r010,P1353:r010,P1353,measurement_method_model,"{""response_path"": ""runs/repair_033/response.json"", ""response_sha256"": ""d816d549deda219ff4ab9ee0e739c5d865b90b3dd04c655c8cd322f347848b70"", ""input_sha256"": ""2f1bd19bb42ec7598feabd8f1436ae39141f0c66cb4d6e0fcdc00fd899d17f47"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_033"", ""action"": ""keep""}",model_reviewed_supported_single_pass,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1379:r002,P1379:r002,P1379,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],partial,"[""scope"", ""conditions""]","The voltage is supported, but arises from ionic-solution infiltration under ambient conditions; device thermal management is not supported."
iTE,iTE:P1404:r011,P1404:r011,P1404,application_sensing,"{""response_path"": ""runs/repair_034/response.json"", ""response_sha256"": ""2491179f4a2b9dc81106bfb76dec86bf9abed9f6609f3ef7de46f72ecf1e9bf4"", ""input_sha256"": ""54c1f66c2948b3d0b8a4a564f5b6452eb767a8a6629bd1ef224f55ea0f04763c"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_034"", ""action"": ""keep""}",model_reviewed_supported_single_pass,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""scope""]","The demonstrated application is waste-heat energy harvesting and powering devices, not sensing."
iTE,iTE:P1419:r001,P1419:r001,P1419,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","This extracts sample preparation from a methods description, without a substantive finding about the preparation process."
iTE,iTE:P1423:r006,P1423:r006,P1423,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]",Omits the specific manganite and A-site divalent-doping context in which Mn2+ introduction changes the ratio.
iTE,iTE:P1426:r006,P1426:r006,P1426,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1458:r002,P1458:r002,P1458,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1460:r007,P1460:r007,P1460,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],supported,[],
iTE,iTE:P1463:r002,P1463:r002,P1463,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1463:r003,P1463:r003,P1463,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1466:r009,P1466:r009,P1466,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]",The relation omits that the lattice softening is induced by Ge doping in the studied n-type PbTe system.
iTE,iTE:P1485:r001,P1485:r001,P1485,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1498:r011,P1498:r011,P1498,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1547:r002,P1547:r002,P1547,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1607:r004,P1607:r004,P1607,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
iTE,iTE:P1608:r017,P1608:r017,P1608,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1617:r001,P1617:r001,P1617,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1627:r013,P1627:r013,P1627,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1633:r003,P1633:r003,P1633,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1638:r008,P1638:r008,P1638,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]",The low-temperature context is omitted.
iTE,iTE:P1675:r004,P1675:r004,P1675,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]",The dependence is stated for LiNbO3 crystal growth from a stirred melt; this material and growth context is omitted.
iTE,iTE:P1711:r007,P1711:r007,P1711,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1713:r007,P1713:r007,P1713,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","This records a method used to determine properties, without a substantive property finding."
iTE,iTE:P1754:r003,P1754:r003,P1754,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1766:r017,P1766:r017,P1766,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Earth-abundant constituents describe ingredient availability, rather than a concrete material property or mechanism."
iTE,iTE:P1768:r006,P1768:r006,P1768,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],supported,[],
iTE,iTE:P1789:r008,P1789:r008,P1789,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,True,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1807:r002,P1807:r002,P1807,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
iTE,iTE:P1843:r008,P1843:r008,P1843,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1849:r015,P1849:r015,P1849,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1855:r007,P1855:r007,P1855,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1872:r011,P1872:r011,P1872,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],supported,[],
iTE,iTE:P1880:r004,P1880:r004,P1880,electrode_interface_kinetics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],supported,[],
iTE,iTE:P1883:r006,P1883:r006,P1883,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1893:r002,P1893:r002,P1893,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1934:r011,P1934:r011,P1934,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]","The relation omits the BiCuSeO host, making the substitution effect overly general."
iTE,iTE:P1940:r016,P1940:r016,P1940,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]",The Fe-rich compounds are members of the CuCr1−xFexO2 series; that sample identity is omitted.
iTE,iTE:P1945:r002,P1945:r002,P1945,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],supported,[],
iTE,iTE:P1959:r016,P1959:r016,P1959,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
iTE,iTE:P1970:r019,P1970:r019,P1970,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions"", ""evidence""]",The relation omits the SrGaH5 first-principles study context and presents its explanation as an unrestricted temperature effect.
iTE,iTE:P1970:r014,P1970:r014,P1970,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""conditions""]","Computational attribution is preserved, but the SrGaH5 material and hydrostatic-strain context are omitted."
TG,TG:P0004:r003,P0004:r003,P0004,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0008:r011,P0008:r011,P0008,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0009:r009,P0009:r009,P0009,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
