cutoff_year,concept_u,concept_v,u_type,v_type,dprev_ite,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_edge_label,future_example_title,future_window,ml_score,graph_score,hybrid_score
2022,gel-confined redox transport,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,10,7,10,7,10,7,3,1.130129463085897,70,2,0.053360340394459256,1,3,1,0,0,1,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,2023-2026,0.7213206735287372,1.4662379421221865,0.934887459807074
2022,dynamic crosslinked gel network,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,12,7,12,7,12,7,3,1.0660531955264116,84,2,0.0,1,4,1,0,0,1,Development of a two-mode hydrogel sensor with a thermal diffusion effect for intelligent sensing and temperature warning,2023-2026,0.7304568136724124,1.4520096463022505,0.9345659163987138
2022,moisture-gradient ion transport,redox entropy tuning,transport_mechanism,solvation_entropy,2,11,11,11,11,11,11,4,1.7874007159708936,121,2,0.012238157019016142,1,21,1,0,0,1,Exceptional n-type thermoelectric ionogels enabled by metal coordination and ion-selective association,2023-2026,0.6779618221864814,1.6619774919614148,0.9334405144694533
2022,dynamic crosslinked gel network,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,12,9,12,9,12,9,6,2.5427471492115665,108,2,0.0,1,4,1,0,0,1,High seebeck coefficient flexible thermoelectric hydrogels based on PVA-PAA/PAANa for efficient low-grade heat harvesting,2023-2026,0.6782306481481275,1.6335209003215434,0.9310289389067523
2022,dynamic crosslinked gel network,moisture-gradient ion transport,gel_microstructure,transport_mechanism,2,12,11,12,11,12,11,7,2.630053022610236,132,2,0.0,1,4,1,0,0,1,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,2023-2026,0.6671097982918265,1.6684083601286173,0.9294212218649518
2022,cellulose nanofiber scaffold,gel-confined redox transport,gel_microstructure,gel_microstructure,2,12,10,12,10,12,10,3,1.130129463085897,120,2,0.0,0,6,1,0,0,1,Aligned cellulose nanofibril ionogels with continuous micro-nanochannels for ionic thermoelectrics and self-powered sensors,2023-2026,0.6809934596958471,1.5606109324758841,0.9239549839228296
2022,cellulose nanofiber scaffold,phase-transition entropy amplification,gel_microstructure,phase_or_species_transition,2,12,12,12,12,12,12,5,1.9495914588919878,144,2,0.0,1,6,1,0,0,1,Balancing mechanical-thermal-electrical properties in cellulose ionogels via crystallization-induced molecular assembly,2023-2026,0.6542870900060501,1.670257234726688,0.920096463022508
2022,anti-freezing organohydrogel design,ion-pair complexation control,gel_microstructure,solvation_entropy,2,13,11,13,11,13,11,4,1.6612898959346531,143,2,0.0,1,16,1,0,0,1,Liquid thermoelectric conversion devices composed of several organic solvents,2023-2026,0.6651320317134375,1.645257234726688,0.919614147909968
2022,iodide/triiodide redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,2,6,11,6,11,6,11,4,1.4847960491123504,66,2,0.011429750487192098,1,13,1,0,0,1,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,2023-2026,0.6895594136289589,1.470096463022508,0.9120578778135048
2022,anti-freezing organohydrogel design,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,13,6,13,6,13,6,3,1.0823664447305057,78,2,0.0,1,16,1,0,0,1,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,2023-2026,0.6949155208619702,1.443006430868167,0.9091639871382636
2022,dynamic crosslinked gel network,redox entropy tuning,gel_microstructure,solvation_entropy,2,12,11,12,11,12,11,5,2.014246019799414,132,2,0.0,1,4,1,0,0,1,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,2023-2026,0.6467175904012777,1.6564308681672024,0.9061093247588425
2022,organic redox molecular design,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,7,12,7,12,7,12,5,2.1579261478253984,84,2,0.0,1,10,1,0,0,0,,2023-2026,0.6482858857531745,1.5622186495176849,0.8958199356913183
2022,moisture-gradient ion transport,organic redox molecular design,transport_mechanism,redox_chemistry,2,11,7,11,7,11,7,3,1.1155266760434952,77,2,0.014250688693871149,1,21,1,0,0,0,,2023-2026,0.672150007739645,1.4675241157556267,0.8942122186495176
2022,chaotropic polymer-water disruption,hierarchical porous electrode interface,gel_microstructure,electrode_interface,2,7,7,7,7,7,7,3,1.2474204629465433,49,2,0.020246953473482324,1,5,1,0,0,0,,2023-2026,0.704856712752862,1.3368167202572345,0.8863344051446945
2022,ion-pair complexation control,selective solvation entropy engineering,solvation_entropy,solvation_entropy,2,11,5,11,5,11,5,3,1.3011489481377636,55,2,0.06921721235798944,0,12,1,0,0,1,Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,2023-2026,0.6828612831659175,1.4092443729903537,0.8844051446945338
2022,ion-pair complexation control,organic redox molecular design,solvation_entropy,redox_chemistry,2,11,7,11,7,11,7,3,1.2269954140314012,77,2,0.0,1,12,1,0,0,1,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,2023-2026,0.6651328821623381,1.4495980707395495,0.8789389067524116
2022,charge-transfer resistance engineering,redox entropy tuning,electrode_interface,solvation_entropy,2,8,11,8,11,8,11,4,1.5211728088398304,88,2,0.04696477668684073,1,29,1,0,0,0,,2023-2026,0.6212448470445111,1.6122990353697748,0.872186495176849
2022,hierarchical porous electrode interface,phase-transition entropy amplification,electrode_interface,phase_or_species_transition,2,7,12,7,12,7,12,3,1.1939954186246384,84,2,0.013935246844126108,1,1,1,0,0,0,,2023-2026,0.6387221855381644,1.5225080385852088,0.8710610932475884
2022,charge-transfer resistance engineering,gel-confined redox transport,electrode_interface,gel_microstructure,2,8,10,8,10,8,10,4,1.5852490763993154,80,2,0.05197914873011448,1,29,1,0,0,0,,2023-2026,0.6199600836133804,1.5774115755627007,0.8635048231511253
2022,gel-confined redox transport,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,2,10,15,10,15,10,15,3,1.1029683169129307,150,2,0.21495403380964329,1,3,1,0,0,1,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,2023-2026,0.601603245061652,1.670337620578778,0.862700964630225
2022,anti-freezing organohydrogel design,charge-transfer resistance engineering,gel_microstructure,electrode_interface,2,13,8,13,8,13,8,2,0.8245658096495567,104,2,0.023617301138265885,1,16,1,0,0,1,Thermal potential induced redox reaction enabled ionic thermoelectric generator,2023-2026,0.6358530130387503,1.4844855305466238,0.8622186495176849
2022,gel-confined redox transport,moisture-gradient ion transport,gel_microstructure,transport_mechanism,2,10,11,10,11,10,11,3,1.1029683169129307,110,2,0.21659149382809478,1,3,1,0,0,1,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,2023-2026,0.613825361872719,1.6259646302250803,0.8609324758842444
2022,chaotropic polymer-water disruption,phase-transition entropy amplification,gel_microstructure,phase_or_species_transition,2,7,12,7,12,7,12,3,1.2537564777093428,84,2,0.0563532718511991,1,5,1,0,0,1,Thermosensitive crystallization-boosted thermoelectric hydrogels for self-powered sensing and intelligent perception applications,2023-2026,0.6183221492015292,1.5598070739549836,0.8580385852090032
2022,cellulose nanofiber scaffold,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,12,9,12,9,12,9,2,0.7276998587040522,108,2,0.0,1,6,1,0,0,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.6456394186460548,1.4334405144694533,0.8567524115755627
2022,cellulose nanofiber scaffold,charge-transfer resistance engineering,gel_microstructure,electrode_interface,2,12,8,12,8,12,8,2,0.7276998587040522,96,2,0.009183503568772894,1,6,1,0,0,0,,2023-2026,0.6400303222121897,1.4323151125401927,0.8503215434083602
2022,chaotropic polymer-water disruption,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,7,7,7,7,7,7,2,0.7699885152890075,49,2,0.028299789855504586,1,5,1,0,0,1,Entropy-Engineered Fiber-Shaped Liquid Crystal Elastomer Based Thermocell Integrated into 3D-Knitted Wristbands for Sensing Application,2023-2026,0.6885276011062524,1.2321543408360127,0.8469453376205788
2022,cellulose nanofiber scaffold,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,12,7,12,7,12,7,2,0.8245658096495567,84,2,0.009810659181455406,1,6,1,0,0,1,Development of a two-mode hydrogel sensor with a thermal diffusion effect for intelligent sensing and temperature warning,2023-2026,0.6392581696957081,1.4204983922829582,0.844855305466238
2022,dynamic crosslinked gel network,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,12,6,12,6,12,6,4,1.4847960491123504,72,2,0.0,1,4,1,0,0,0,,2023-2026,0.6279541250401867,1.4599678456591638,0.844855305466238
2022,dynamic crosslinked gel network,soft mixed ionic-electronic coupling,gel_microstructure,transport_mechanism,2,12,5,12,5,12,5,4,1.4684827999082564,60,2,0.02352028267004352,1,4,1,0,0,1,A double network facilitated ion-electron conductor for thermoelectric harvesting with high energy density,2023-2026,0.6256185282240074,1.45016077170418,0.8382636655948553
2022,iodide/triiodide redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,6,12,6,12,6,12,2,0.7130970716616506,72,2,0.0,1,13,1,0,0,0,,2023-2026,0.6621513521582054,1.2881832797427653,0.8353697749196142
2022,cellulose nanofiber scaffold,redox entropy tuning,gel_microstructure,solvation_entropy,2,12,11,12,11,12,11,2,0.8245658096495567,132,2,0.0,1,6,1,0,0,0,,2023-2026,0.6027643907065587,1.489790996784566,0.8299035369774921
2022,ion-selectivity membrane transport,organic redox molecular design,transport_mechanism,redox_chemistry,2,15,7,15,7,15,7,4,1.6736373025947424,105,2,0.005480074900329602,1,24,1,0,0,1,Solar Heating Modulated by Evaporative Cooling Provides Intermittent Temperature Gradients for Ionic Thermoelectric Supercapacitors,2023-2026,0.586723568258676,1.609887459807074,0.8229903536977492
2022,chaotropic polymer-water disruption,charge-transfer resistance engineering,gel_microstructure,electrode_interface,2,7,8,7,8,7,8,2,0.8080757371781798,56,2,0.03293567113806764,1,5,1,0,0,1,"Solution-Doped Donor-Acceptor Copolymers Based on Diketopyrrolopyrrole and 3, 3′-Bis (2-(2-(2-Methoxyethoxy) Ethoxy) ethoxy)-2, 2′-Bithiophene Exhibiting Outstanding Thermoelectric Power Factors with p-Dopants",2023-2026,0.6392269243382189,1.2983118971061092,0.8157556270096462
2022,imidazolium ionic-liquid phase transition electrolyte,moisture-gradient ion transport,material_system,transport_mechanism,2,7,11,7,11,7,11,3,1.0660531955264116,77,2,0.06454534229332134,1,9,1,0,0,1,Gutmann Donor Theory-Guided Design of Mononuclear Ionic Cluster for Exceptional N-Type Thermoelectric Ionogel,2023-2026,0.5954041382480812,1.4769292604501605,0.8139871382636656
2022,imidazolium ionic-liquid phase transition electrolyte,ion-pair complexation control,material_system,solvation_entropy,2,7,11,7,11,7,11,3,1.0660531955264116,77,2,0.055370864441923275,1,9,1,0,0,1,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,2023-2026,0.5923029042476856,1.4743569131832794,0.8086816720257235
2022,cation/anion thermodiffusion asymmetry,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,2,4,7,4,7,4,7,3,1.0806559825688133,28,2,0.028132779806162658,1,7,1,0,0,0,,2023-2026,0.6789276338270273,1.07459807073955,0.8070739549839229
2022,ion-pair complexation control,soft mixed ionic-electronic coupling,solvation_entropy,transport_mechanism,2,11,5,11,5,11,5,3,1.0660531955264116,55,2,0.03635492829029868,1,12,1,0,0,0,,2023-2026,0.6207379798377034,1.3499196141479097,0.8070739549839228
2022,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,13,7,13,7,13,7,1,0.31066746727980593,91,2,0.0,1,16,1,0,0,0,,2023-2026,0.6424164542306334,1.2033762057877813,0.8028938906752412
2022,phase-transition entropy amplification,thermoresponsive micellization p/n conversion,phase_or_species_transition,phase_or_species_transition,2,12,2,12,2,12,2,2,0.8340647828484926,24,2,0.07501245418459426,0,20,1,0,0,0,,2023-2026,0.6926097518595868,0.9769292604501607,0.8012861736334406
2022,Fe2+/Fe3+ solvation redox chemistry,gel-confined redox transport,redox_chemistry,gel_microstructure,2,7,10,7,10,7,10,4,1.8041544065770827,70,2,0.08820895997683965,1,30,1,0,0,1,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,2023-2026,0.5584965992554,1.5415594855305466,0.7898713826366559
2022,hierarchical porous electrode interface,ion-pair complexation control,electrode_interface,solvation_entropy,2,7,11,7,11,7,11,4,1.6491150319380572,77,2,0.003584034653817772,1,1,1,0,0,0,,2023-2026,0.5647748899197026,1.507636655948553,0.7872990353697749
2022,cation/anion thermodiffusion asymmetry,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,2,4,9,4,9,4,9,3,1.0806559825688133,36,2,0.02936708016209805,1,7,1,0,0,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.6341831656152975,1.1900321543408359,0.7869774919614148
2022,nanochannel-confined ion transport,redox entropy tuning,transport_mechanism,solvation_entropy,2,5,11,5,11,5,11,1,0.31066746727980593,55,2,0.0,1,5,1,0,0,0,,2023-2026,0.6694699564689256,1.0168810289389068,0.7863344051446945
2022,Fe2+/Fe3+ solvation redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,7,12,7,12,7,12,3,1.2085982056670401,84,2,0.0682284499074491,1,30,1,0,0,0,,2023-2026,0.5541556389324638,1.5580385852090028,0.7795819935691318
2022,charge-transfer resistance engineering,moisture-gradient ion transport,electrode_interface,transport_mechanism,2,8,11,8,11,8,11,3,1.0660531955264116,88,2,0.036837375340294264,1,29,1,0,0,0,,2023-2026,0.5499096856608268,1.5286977491961413,0.7741157556270096
2022,nanochannel-confined ion transport,organic redox molecular design,transport_mechanism,redox_chemistry,2,5,7,5,7,5,7,2,0.7130970716616506,35,2,0.0,1,5,1,0,0,0,,2023-2026,0.6488304542251175,1.0068327974276527,0.7684887459807074
2022,hierarchical porous electrode interface,moisture-gradient ion transport,electrode_interface,transport_mechanism,2,7,11,7,11,7,11,3,1.069808085599941,77,2,0.006424082023237264,1,1,1,0,0,0,,2023-2026,0.5597402819620273,1.4345659163987134,0.7638263665594855
2022,deep-eutectic eutogel electrolyte,dynamic crosslinked gel network,material_system,gel_microstructure,2,4,12,4,12,4,12,3,1.1615702227019797,48,2,0.03463786873075549,1,8,1,0,0,1,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,2023-2026,0.5896098960448244,1.3122186495176846,0.7638263665594855
2022,dynamic crosslinked gel network,nanochannel-confined ion transport,gel_microstructure,transport_mechanism,2,12,5,12,5,12,5,3,1.0823664447305057,60,2,0.007543240753002511,1,4,1,0,0,1,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,2023-2026,0.5827223755305613,1.365032154340836,0.7636655948553055
2022,cellulose nanofiber scaffold,chaotropic polymer-water disruption,gel_microstructure,gel_microstructure,2,12,7,12,7,12,7,1,0.40242960438184466,84,2,0.008998639439711544,0,6,1,0,0,1,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,2023-2026,0.5978075828795508,1.2756430868167201,0.762057877813505
2022,ferri/ferrocyanide redox chemistry,imidazolium ionic-liquid phase transition electrolyte,redox_chemistry,material_system,2,9,7,9,7,9,7,3,1.0806559825688133,63,2,0.0,1,30,1,0,0,1,"Colloidal dispersions of cobalt ferrite nanoparticles in EMIM TFSI, propylene carbonate and their mixtures",2023-2026,0.5848396661801853,1.3548231511254016,0.7612540192926045
2022,anti-freezing organohydrogel design,soft mixed ionic-electronic coupling,gel_microstructure,transport_mechanism,2,13,5,13,5,13,5,3,1.130129463085897,65,2,0.017249145489962432,1,16,1,0,0,1,Size-Selective Ionic Crosslinking Provides Stretchable Mixed Ionic-Electronic Conductors,2023-2026,0.558222456682673,1.420900321543408,0.7540192926045016
2022,Fe2+/Fe3+ solvation redox chemistry,dynamic crosslinked gel network,redox_chemistry,gel_microstructure,2,7,12,7,12,7,12,3,1.0806559825688133,84,2,0.0,1,30,1,0,0,1,High seebeck coefficient flexible thermoelectric hydrogels based on PVA-PAA/PAANa for efficient low-grade heat harvesting,2023-2026,0.5468583878718505,1.4593247588424436,0.7496784565916399
2022,organic redox molecular design,soft mixed ionic-electronic coupling,redox_chemistry,transport_mechanism,2,7,5,7,5,7,5,3,1.1155266760434952,35,2,0.04808054219859153,1,10,1,0,0,0,,2023-2026,0.6002520947887153,1.1861736334405144,0.7482315112540192
2022,Fe2+/Fe3+ solvation redox chemistry,chaotropic polymer-water disruption,redox_chemistry,gel_microstructure,2,7,7,7,7,7,7,3,1.4294106717377917,49,2,0.02970025514959683,1,30,1,0,0,1,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,2023-2026,0.5670790265607863,1.3517684887459804,0.747588424437299
2022,chaotropic polymer-water disruption,organic redox molecular design,gel_microstructure,redox_chemistry,2,7,7,7,7,7,7,1,0.4170323914242463,49,2,0.007590773908734859,1,5,1,0,0,1,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,2023-2026,0.6181138020090348,1.080144694533762,0.7456591639871384
2022,charge-transfer resistance engineering,dynamic crosslinked gel network,electrode_interface,gel_microstructure,2,8,12,8,12,8,12,5,1.9969839293204088,96,2,0.0,1,29,1,0,0,0,,2023-2026,0.5220394503558914,1.595819935691318,0.7413183279742765
2022,redox entropy tuning,selective solvation entropy engineering,solvation_entropy,solvation_entropy,2,11,5,11,5,11,5,3,1.3011489481377636,55,2,0.2758955404316295,0,9,1,0,0,1,Liquid-flow thermocells with high hybrid entropy for low-grade heat harvesting,2023-2026,0.5495394050022611,1.4266077170418006,0.7405144694533762
2022,cation/anion thermodiffusion asymmetry,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2,4,12,4,12,4,12,2,0.6636235911445671,48,2,0.0,1,7,1,0,0,1,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,2023-2026,0.6014872996017809,1.1093247588424435,0.7390675241157556
2022,anti-freezing organohydrogel design,nanochannel-confined ion transport,gel_microstructure,transport_mechanism,2,13,5,13,5,13,5,3,1.0969692317729072,65,2,0.009333794164212181,1,16,1,0,0,1,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,2023-2026,0.5558344121496079,1.397909967845659,0.7389067524115756
2022,ferri/ferrocyanide redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,9,12,9,12,9,12,5,2.0599250789945383,108,2,0.0,1,30,1,0,0,1,Thermosensitive crystallization-boosted thermoelectric hydrogels for self-powered sensing and intelligent perception applications,2023-2026,0.5181848937360581,1.62540192926045,0.7364951768488746
2022,Fe2+/Fe3+ solvation redox chemistry,redox entropy tuning,redox_chemistry,solvation_entropy,2,7,11,7,11,7,11,3,1.1187432044579857,77,2,0.10771492445596902,1,30,1,0,0,1,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,2023-2026,0.5238991913539902,1.5149517684887457,0.7361736334405145
2022,chaotropic polymer-water disruption,moisture-gradient ion transport,gel_microstructure,transport_mechanism,2,7,11,7,11,7,11,2,0.7428273691160412,77,2,0.009129722032120278,1,5,1,0,0,1,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,2023-2026,0.5566235693865484,1.360771704180064,0.7353697749196142
2022,dynamic crosslinked gel network,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,2,12,4,12,4,12,4,3,1.0823664447305057,48,2,0.0,1,4,1,0,0,0,,2023-2026,0.5775174139076487,1.2372186495176847,0.7290996784565916
2022,dynamic crosslinked gel network,selective solvation entropy engineering,gel_microstructure,solvation_entropy,2,12,5,12,5,12,5,4,1.6910201933890439,60,2,0.0,1,4,1,0,0,0,,2023-2026,0.5360494906162728,1.4176045016077168,0.7266881028938907
2022,dynamic crosslinked gel network,thermoresponsive micellization p/n conversion,gel_microstructure,phase_or_species_transition,2,12,2,12,2,12,2,1,0.4170323914242463,24,2,0.009629150839750803,1,4,1,0,0,0,,2023-2026,0.6526035661831733,0.7904340836012862,0.7210610932475885
2022,cation/anion thermodiffusion asymmetry,cellulose nanofiber scaffold,transport_mechanism,gel_microstructure,2,4,12,4,12,4,12,2,0.7276998587040522,48,2,0.0,1,7,1,0,0,1,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,2023-2026,0.5783045512416821,1.1408360128617363,0.7165594855305466
2022,dynamic crosslinked gel network,ion-dipole interaction transport,gel_microstructure,transport_mechanism,2,12,1,12,1,12,1,1,0.3898712452512801,12,2,0.0,1,4,1,0,0,0,,2023-2026,0.7056915263860649,0.5763665594855305,0.7139871382636656
2022,cation/anion thermodiffusion asymmetry,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2,4,8,4,8,4,8,2,0.6636235911445671,32,2,0.0,1,7,1,0,0,1,Thermal potential induced redox reaction enabled ionic thermoelectric generator,2023-2026,0.617217559570207,0.9517684887459806,0.7120578778135048
2022,charge-transfer resistance engineering,imidazolium ionic-liquid phase transition electrolyte,electrode_interface,material_system,2,8,7,8,7,8,7,3,1.0660531955264116,56,2,0.023668159984157718,1,29,1,0,0,0,,2023-2026,0.5352862181468603,1.3569935691318327,0.7112540192926045
2022,phase-transition entropy amplification,soft mixed ionic-electronic coupling,phase_or_species_transition,transport_mechanism,2,12,5,12,5,12,5,3,1.130129463085897,60,2,0.017991816191861056,1,20,1,0,0,0,,2023-2026,0.5331798420500373,1.398070739549839,0.7107717041800643
2022,gel-confined redox transport,organic redox molecular design,gel_microstructure,redox_chemistry,2,10,7,10,7,10,7,2,0.7276998587040522,70,2,0.09234132058880651,1,3,1,0,0,1,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,2023-2026,0.5343484854025138,1.367684887459807,0.7104501607717042
2022,dynamic crosslinked gel network,high-entropy redox/ion coupling,gel_microstructure,solvation_entropy,2,12,1,12,1,12,1,1,0.35295612386476116,12,2,0.010574211397776851,1,4,1,0,0,0,,2023-2026,0.6922512296327865,0.5754019292604502,0.702411575562701
