domain,paper_id,title,doi,abstract,abstract_sha256,corpus_path,corpus_csv_row,source_locator
TG,P0192,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,10.1016/j.nanoen.2016.11.014,"Thermogalvanic cell (thermocell) represents a promising technology for converting low grade waste heat to electricity. For the cell to be attractive, however, the voltage generated for a given temperature difference has to be high. We report that the electrochemical thermopower can be more than doubled to 2.9 mV K-1 when an organic solvent with an appropriate solubility parameter is added to the aqueous electrolyte of ferri/ferrocyanide. This value is better than any reported for the redox couples in aqueous electrolyte as well as in organic solvents. The addition causes a significant rearrangement of the solvation shell, which leads to an increase in the entropy change of the overall redox system and thus an increase in the electrochemical thermopower. For an evaluation of thermoelectric conversion performance, a thermocell with a circulating electrolyte is fabricated as a candidate technology for harvesting thermal energy from liquid cooling systems. The maximum power density obtained, normalized to the square of the inter-electrode temperature difference (similar to 4.1 degrees C), is 0.64 mW m(-2)K(-2), which is approximately 1.8 times higher compared with the thermocell based on pure aqueous electrolyte.",9dc6399e07823b39c63bbe1ce5a7d259e3aacdb4682692993c1872ff2dd2b66c,cleaned_ite_tg/data/tg_clean.csv,219,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0192
TG,P0204,Direct thermal charging cell for converting low-grade heat to electricity,10.1038/s41467-019-12144-2,"Efficient low-grade heat recovery can help to reduce greenhouse gas emission as over 70% of primary energy input is wasted as heat, but current technologies to fulfill the heat-to-electricity conversion are still far from optimum. Here we report a direct thermal charging cell, using asymmetric electrodes of a graphene oxide/platinum nanoparticles cathode and a polyaniline anode in Fe2+/Fe3+ redox electrolyte via isothermal heating operation. When heated, the cell generates voltage via a temperature-induced pseudocapacitive effect of graphene oxide and a thermogalvanic effect of Fe2+/Fe3+, and then discharges continuously by oxidizing polyaniline and reducing Fe3+ under isothermal heating till Fe3+ depletion. The cell can be self-regenerated when cooled down. Direct thermal charging cells attain a temperature coefficient of 5.0 mV K-1 and heat-to-electricity conversion efficiency of 2.8% at 70 degrees C (21.4% of Carnot efficiency) and 3.52% at 90 degrees C (19.7% of Carnot efficiency), outperforming other thermoelectrochemical and thermoelectric systems.",3c107472d645f13427b779839ce3d9fffb053171fce565e1f0a9399ae9816e9c,cleaned_ite_tg/data/tg_clean.csv,228,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0204
TG,P0210,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,10.1002/batt.202200036,"Harvesting heat from the low-grade heat (below 100 degrees C) into electricity has the signification to enhance the utilization of energy and lower carbon emissions by a simple device. Herein we demonstrate a thermally chargeable ammonium ion capacitor (TAIC) by employing graphene-polyimide (rGO-PI) synthesized through polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine as cold electrode, N-doped hollow carbon nanofibers as hot electrode to directly convert waste heat into electricity. Combining thermodiffusion effect of electrolyte with thermogalvanic effect of a redox couple (C=O/C-O-NH4+), as-assembled TAIC can deliver a high output voltage of 624 mV, power density of 82 mu Wcm(-2) and average Seebeck coefficient of 9.07 mVK(-1) at temperature difference of 45 K. Meanwhile, with the introduction of polyacrylamide-polyacrylic acid-based gel electrolyte, the assembled flexible device can well serve in various bending states, and the power density can attain a satisfying value of 1.92 mu Wcm(-2). This quasi-solid-state TAIC shows great potential as one promising candidate for high value-added conversion from low-grade heat into electricity as well as wearable applications.",521cdd29167f3ee8710e2499a8695886ab23b931a49b17aa617b5f6126ca594f,cleaned_ite_tg/data/tg_clean.csv,234,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0210
TG,P0215,Can charged colloidal particles increase the thermoelectric energy conversion efficiency?,10.1039/c7cp01023k,"Currently, liquid thermocells are receiving increasing attention as an inexpensive alternative to conventional solid-state thermoelectrics for low-grade waste heat recovery applications. Here we present a novel path to increase the Seebeck coefficient of liquid thermoelectric materials using charged colloidal suspensions; namely, ionically stabilized magnetic nanoparticles (ferrofluids) dispersed in aqueous potassium ferro-/ferri-cyanide electrolytes. The dependency of thermoelectric potential on experimental parameters such as nanoparticle concentration and types of solute ions (lithium citrate and tetrabutylammonium citrate) is examined to reveal the relative contributions from the thermogalvanic potential of redox couples and the entropy of transfer of nanoparticles and ions. The results show that under specific ionic conditions, the inclusion of magnetic nanoparticles can lead to an enhancement of the ferrofluid's initial Seebeck coefficient by 15% (at a nanoparticle volume fraction of similar to 1%). Based on these observations, some practical directions are given on which ionic and colloidal parameters to adjust for improving the Seebeck coefficients of liquid thermoelectric materials.",f6b290d4ed04c292f94ecba08b9503d413d34dff4e3c0742ed771de6ff61c4be,cleaned_ite_tg/data/tg_clean.csv,25,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0215
TG,P0221,Self-Powered Multimodal Temperature and Force Sensor Based-On a Liquid Droplet,10.1002/anie.201609088,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",a244ca3ccdf99a0e88f8e691e39bf3c7ada777630f56af19cf1af2fd348ce8b3,cleaned_ite_tg/data/tg_clean.csv,242,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0221
TG,P0247,Water-Thermal Self-Cycling Thermoelectric Hydrogel for Continuous Energy Harvesting from Body Heat,10.1002/aenm.202500540,"The ability to continuously harvest energy from the human body has immense potential for powering wearable devices and biomedical systems, yet current thermoelectric hydrogels are constrained by rapid dehydration, limiting operational lifespans to less than 120 m and achieving temperature gradients of only approximate to 5 degrees C. Here, a self-cycling thermoelectric hydrogel is presented that addresses these challenges by autonomously regulating water-thermal cycling. This strategy achieves a maximum temperature gradient of 13 degrees C-more than 2.6 times the state-of-the-art-and maintains stable thermoelectric output for over 1500 min, the longest lifespan reported for such materials. Additionally, the hydrogel fully recovers hydration within 5 h, enabling robust reusability. Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1. This study introduces a scalable design for wearable thermoelectric materials, paving the way for advancements in health monitoring, environmental sensing, and wearable electronics.",fbddf3a982259194367e99f6bc98bddc73f3e359f3b746c3b0289c47f0bed233,cleaned_ite_tg/data/tg_clean.csv,14,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0247
TG,P0253,Convection Effect on Resistance Components in Liquid Thermoelectric Converter,10.7566/JPSJ.95.044601,"Device resistance R of liquid thermoelectric convertor (LTE) is composed not only of solution resistance Rs and charge-transfer resistance Rct, but also of diffusion resistance Rdif due to mass transfer of reactants. Here, we applied the rotating disk electrode (RDE) method to investigate the effect of convective mass transfer on Rs, Rct, and Rdif. We found that Rdif decreases rapidly as the angular velocity w increased, while Rs and Rct were independent on w. This is basically because the convective mass transfer complements the diffusive mass transfer. Observed w dependence of Rdif is quantitatively reproduced by incorporating w dependence of the diffusion layer thickness S.",bb93542415e0a16571401a394056ad5f07d80497bc8ceb2ed15b2d7df3e4f06a,cleaned_ite_tg/data/tg_clean.csv,35,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0253
TG,P0254,Role of strong electrolytes on resistivity components in a liquid themoelectronic converter,10.35848/1347-4065/ae2ec1,"A liquid thermoelectric converter (LTE) converts environmental heat into electric power via the electrochemical Seebeck coefficient alpha. To enhance the maximum ( Wmax = alpha 2 Delta T24R , where Delta T and R are the temperature difference and device resistance, respectively) power, we should reduce R. Here, we systematically investigated the effect of a strong (supporting) electrolyte (NaClO4) on R and its components, i.e., solution (Rs), charge-transfer (Rct), and diffusion (Rdif) resistances, in aqueous and methanol (MeOH) LTEs containing mFe moles of Fe(ClO4)2 and Fe(ClO4)3. The addition of NaClO4 instead of Fe(ClO4)2/Fe(ClO4)3 decreases Rs while increasing Rct and Rdif. We proposed empirical equations for Rs, Rct, and Rdif as functions of viscosity (eta) of electrolyte and concentrations of redox electrolyte (mFe) and added NaClO4 (mNa).",7998037c64b5fae9c6013f37c57363e12532b7a9e3887ebfd15616a37c2f08ce,cleaned_ite_tg/data/tg_clean.csv,34,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0254
TG,P0272,High-performance wood-based thermoelectric sponges for thermal energy harvesting and smart buildings,10.1007/s12274-024-6467-y,"The development of renewable woods for power generation can help improve the energy efficiency of buildings, and promote the concept design and implementation of smart buildings. Here, with specific chemical treatment and hydrothermal synthesis, we demonstrated the practical value of natural wood for thermoelectric power generation in smart buildings. The prepared wood-based thermoelectric sponges show high Seebeck coefficients of 320.5 and 436.6 mu V/K in the vertical and parallel directions of the longitudinal channel of wood. After 500 cycles of the compressive strain at 20%, the corresponding Seebeck coefficients increase up to 413.4 and 502.1 mu V/K, respectively, which is attributed to the improved contact and connection between tellurium thermoelectric nanowires. The Seebeck coefficients are much larger than those of most reported inorganic thermoelectric materials. Meanwhile, the thermoelectric sponges maintain excellent thermoelectric and mechanical stability. We further modeled the application value of wood-based thermoelectric sponges in smart buildings for power generation. Relatively high thermoelectric electricity can be obtained, such as in Beijing with over 1.5 million kWh every year, demonstrating the great potential in thermal energy harvest and energy supply.",521b643c70a2dceff944674d706cfc49b98f41b174142dc0f2856e8faea844c9,cleaned_ite_tg/data/tg_clean.csv,278,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0272
TG,P0319,Influence of Electrode Gas Flow Rate and Solid Oxide Ratio in Electrolyte on the Seebeck Coefficient of Molten Carbonate Thermocell,10.1149/2.0391708jes,"Thermocells represent a promising way to utilize heat as a power source. The aim of this work is to develop a thermocell with identical gas electrodes using molten carbonate-based electrolytes. The cell can generate power from waste heat, and can also utilize the CO2 rich off-gas available in metal producing industries. The flow rate of the gas supply to the electrodes needs to be optimized. Its effect on the Seebeck coefficient was not studied systematically before. The addition of solid oxide to the molten carbonate melt alters also the system's Seebeck coefficient. We report measurements where we vary the content of solid oxide in the liquid eutectic electrolyte mixture as well as the electrode gas flow rate. The Seebeck coefficient is reported for various ratios of eutectic (Li, Na)(2)CO3 molten carbonate and dispersed solid oxide MgO, and for varying gas (CO2|O-2) flow rates to the electrode interfaces. (C) The Author(s) 2017. Published by ECS. All rights reserved.",f3e62afd04fe743b1e8d35d60726e35b559a9b46710d336d62a4f32c73b5105b,cleaned_ite_tg/data/tg_clean.csv,320,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=TG;paper_id=P0319
iTE,P0334,Unlocking new possibilities in ionic thermoelectric materials: a machine learning perspective,10.1093/nsr/nwae411,"The high thermopower of ionic thermoelectric (i-TE) materials holds promise for miniaturized waste-heat recovery devices and thermal sensors. However, progress is hampered by laborious trial-and-error experimentations, which lack theoretical underpinning. Herein, by introducing the simplified molecular-input line-entry system, we have addressed the challenge posed by the inconsistency of i-TE material types, and present a machine learning model that evaluates the Seebeck coefficient with an R2 of 0.98 on the test dataset. Using this tool, we experimentally identify a waterborne polyurethane/potassium iodide ionogel with a Seebeck coefficient of 41.39 mV/K. Furthermore, interpretable analysis reveals that the number of rotatable bonds and the octanol-water partition coefficient of ions negatively affect Seebeck coefficients, which is corroborated by molecular dynamics simulations. This machine learning-assisted framework represents a pioneering effort in the i-TE field, offering significant promise for accelerating the discovery and development of high-performance i-TE materials. This work uses machine learning to predict the Seebeck coefficients of ionic thermoelectric materials, offering a faster path to discovering high-performance materials for efficient energy conversion.",b7334d5fc8e467afe2503c38980db62905bc1ba797b9efed9d7357519e104dc1,cleaned_ite_tg/data/ite_clean.csv,2,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=iTE;paper_id=P0334
iTE,P0345,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence.",14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36,cleaned_ite_tg/data/ite_clean.csv,13,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=iTE;paper_id=P0345
iTE,P0377,Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting,10.1021/acsomega.3c08257,"Geopolymers, a class of sustainable inorganic materials derived from natural and recycled resources, hold promise for various applications, including thermoelectric power generation. This study delves into the thermoelectric properties of Ikere white (IKW)-geopolymer, derived from kaolin clay, by employing rigorous measurements of thermal conductivity, electrical conductivity, and Seebeck coefficient. The investigation elucidates the pivotal role of temperature and ions in shaping the thermoelectric performance of IKW-geopolymer. Electrical conductivity analysis pinpoints ions within the geopolymer's channels as primary contributors. Beyond a critical temperature, the evaporation of bulk water triggers a transition of charge carriers from one- to three-dimensional motion, resulting in reduced conductivity. The Seebeck coefficient exhibits a range from -182 to 42 mu V/K, with its time-dependent profile suggesting that ions potentially drive thermoelectricity in cementitious materials. Notably, a unique transition from n-type to p-type behavior was observed in the geopolymer, opening new avenues for ionic thermoelectric capacitors. These insights advance our understanding of thermoelectric behavior in geopolymers and have the potential to propel the development of novel building materials for energy conversion applications.",f6f17b0fd52848ace010cd64bc1e7650d88d00fc71fe3951ca6b3b7346066dfb,cleaned_ite_tg/data/ite_clean.csv,45,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_reconstruction/v1/paper_coverage.csv::domain=iTE;paper_id=P0377
