concept_id,domain,label,definition,aliases,roles,mention_ids,normalization_status,decision_group,normalization_reason,claim_count,paper_ids,source_document_count
iTE:C0078dc0e85ecfd,iTE,Mg3Sb2 interlayer bonds,,"[""Mg3Sb2 interlayer bonds""]","[""interaction""]","[""iTE:P0875:n3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0875""]",1
iTE:C007ba91a04e272,iTE,"One-pot polymerization of LA, HPC and AA",,"[""One-pot polymerization of LA, HPC and AA""]","[""design_strategy""]","[""iTE:P0882:n1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0882""]",1
iTE:C007cbcc4a88982,iTE,Ion transport across the membrane,,"[""Ion transport across the membrane""]","[""mechanism_process""]","[""iTE:P1902:transport""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1902""]",1
iTE:C007f3924cc2b0e,iTE,"PEDOT:PSS-Li:nFSI film maximum strain, epsilon(max)",,"[""PEDOT:PSS-Li:nFSI film maximum strain, epsilon(max)""]","[""quantity""]","[""iTE:P0466:q3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0466""]",1
iTE:C008128e0b78a9e,iTE,Sb2Te3 nanoparticles,,"[""Sb2Te3 nanoparticles""]","[""material_entity""]","[""iTE:P0671:sb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0671""]",1
iTE:C0082675cc7d7ec,iTE,Defect interactions,,"[""Defect interactions""]","[""interaction""]","[""iTE:P1455:interactions""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1455""]",1
iTE:C008d03df44ad36,iTE,Fast thermal diffusion of cations,,"[""Fast thermal diffusion of cations""]","[""mechanism_process""]","[""iTE:P0625:fast""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0625""]",1
iTE:C008d24da0642d0,iTE,"Good thermal and electrochemical stability, non-volatility and non-flammability",,"[""Good thermal and electrochemical stability, non-volatility and non-flammability""]","[""descriptor""]","[""iTE:P0676:stability""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0676""]",1
iTE:C008faaae039ca6,iTE,Complex lattice dynamics,,"[""Complex lattice dynamics""]","[""mechanism_process""]","[""iTE:P1595:ld""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1595""]",1
iTE:C0094a10b64b9f1,iTE,F4TCNQ vapor doping of P3HT-b-POEM-LiTFSI thin films,,"[""F4TCNQ vapor doping of P3HT-b-POEM-LiTFSI thin films""]","[""design_strategy""]","[""iTE:P0484:vapor""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0484""]",1
iTE:C00980aef39d5cb,iTE,PbBi doping,,"[""PbBi doping""]","[""design_strategy""]","[""iTE:P1214:n8""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1214""]",1
iTE:C00a409453ea5f8,iTE,Linear C16 carbon chains at N atoms,,"[""Linear C16 carbon chains at N atoms""]","[""state_structure""]","[""iTE:P1451:chains""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1451""]",1
iTE:C00ada0a1c1fbb8,iTE,Output performance of other thermoelectric materials,,"[""Output performance of other thermoelectric materials""]","[""performance_function""]","[""iTE:P1368:other""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1368""]",1
iTE:C00bbc17b431d49,iTE,MOF conductivity,,"[""MOF conductivity""]","[""quantity""]","[""iTE:P1718:cond""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1718""]",1
iTE:C00bedcfd9c528e,iTE,Toughening modification,,"[""Toughening modification""]","[""performance_function""]","[""iTE:P1721:tough""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1721""]",1
iTE:C00c2489364da14,iTE,Time-domain thermal energy harvesting,,"[""Time-domain thermal energy harvesting""]","[""application""]","[""iTE:P0836:harvest""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0836""]",1
iTE:C00c60cd3d2bedb,iTE,Strong four-phonon interactions,,"[""Strong four-phonon interactions""]","[""interaction""]","[""iTE:P1280:four""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1280""]",1
iTE:C00c7e3b8a60f05,iTE,High lattice anharmonicity,,"[""High lattice anharmonicity""]","[""descriptor""]","[""iTE:P0534:anh""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0534""]",1
iTE:C00cb7c9918f246,iTE,Glassy thermal conductivity in the halide perovskites,,"[""Glassy thermal conductivity in the halide perovskites""]","[""performance_function""]","[""iTE:P1534:glassy""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1534""]",1
iTE:C00cb7f19bbe24e,iTE,Leakage-proof PCM container cell,,"[""Leakage-proof PCM container cell""]","[""material_entity""]","[""iTE:P0954:cell""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0954""]",1
iTE:C00cbf64e2ba047,iTE,Coexisting ionic and covalent bonding characters,,"[""Coexisting ionic and covalent bonding characters""]","[""interaction""]","[""iTE:P1266:ionic""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1266""]",1
iTE:C00d1243d449242,iTE,Thermal transport,Transport of heat through a material or structure.,"[""Thermal transport""]","[""mechanism_process""]","[""iTE:P0534:tt"",""iTE:P0872:n16"",""iTE:P1831:thermal""]",model_merged,g0300,"Each denotes heat transport itself, rather than its suppression or a particular transport mechanism; material and temperature contexts remain attached to the claims.",3,"[""P0534"",""P0872"",""P1831""]",3
iTE:C00d39b68a850df,iTE,Normal phase of Na2MoO4,The Na2MoO4 phase exhibiting mixed ionic-electronic conduction.,"[""Normal phase""]","[""state_structure""]","[""iTE:P0844:normal""]",model_kept_separate,g0410,Shared mixed conduction does not establish identity with the alkali-vanadate phases.,1,"[""P0844""]",1
iTE:C00d6c4f643f14c,iTE,Open-circuit voltage of 6.3 mV,,"[""Open-circuit voltage of 6.3 mV""]","[""quantity""]","[""iTE:P0512:voc""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0512""]",1
iTE:C00d99e56596b5c,iTE,Polymer-chain hydrogen bonding,,"[""Polymer-chain hydrogen bonding""]","[""interaction""]","[""iTE:P0365:hb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0365""]",1
iTE:C00da31457d4933,iTE,Nanostructured FeCdS3 thin films on glass,,"[""Nanostructured FeCdS3 thin films on glass""]","[""material_entity""]","[""iTE:P1785:m""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1785""]",1
iTE:C00da701e0d0501,iTE,Voltage output up to 45 mV,,"[""Voltage output up to 45 mV""]","[""performance_function""]","[""iTE:P1007:volt""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1007""]",1
iTE:C00dca1c8649a38,iTE,Excessive band-gap overestimation for Al2Fe3Si3 and β-FeSi2,,"[""Excessive band-gap overestimation for Al2Fe3Si3 and β-FeSi2""]","[""descriptor""]","[""iTE:P1602:over""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1602""]",1
iTE:C00dd0c303487ca,iTE,Ionic compensation,,"[""Ionic compensation""]","[""mechanism_process""]","[""iTE:P1501:ic""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1501""]",1
iTE:C00ddb75d981b6a,iTE,Yb4Sb3,,"[""Yb4Sb3""]","[""material_entity""]","[""iTE:P1578:yb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1578""]",1
iTE:C00df07293ab278,iTE,Prepared polysulfide redox species,,"[""Prepared polysulfide redox species""]","[""material_entity""]","[""iTE:P1024:species""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1024""]",1
iTE:C00e4e30d1b95ca,iTE,Maintained thermal gradient with DC current through bar-shaped sample,,"[""Maintained thermal gradient with DC current through bar-shaped sample""]","[""condition""]","[""iTE:P0645:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0645""]",1
iTE:C00e7a245fd73c7,iTE,Lithium transference number 0.43,,"[""Lithium transference number 0.43""]","[""quantity""]","[""iTE:P1794:n13""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1794""]",1
iTE:C00ee71a1bc5eaf,iTE,n-type to p-type transition across δ = 0,,"[""n-type to p-type transition across δ = 0""]","[""state_structure""]","[""iTE:P1781:transition""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1781""]",1
iTE:C00ef484bd13233,iTE,Physical mixing of IL-containing SWCNT dispersion with PEDOT:PSS solution followed by vacuum filtration,,"[""Physical mixing of IL-containing SWCNT dispersion with PEDOT:PSS solution followed by vacuum filtration""]","[""mechanism_process""]","[""iTE:P0858:preparation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0858""]",1
iTE:C00f0d25269284c,iTE,Normalized output power density of 3.99 mW m−2 K−2,,"[""Normalized output power density of 3.99 mW m−2 K−2""]","[""quantity""]","[""iTE:P1878:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1878""]",1
iTE:C00f41ebb11a1df,iTE,Minimization of Coulomb energy,,"[""Minimization of Coulomb energy""]","[""design_strategy""]","[""iTE:P1460:coulomb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1460""]",1
iTE:C00f8bf9182981d,iTE,Deep donor,,"[""Deep donor""]","[""descriptor""]","[""iTE:P1477:deep""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1477""]",1
iTE:C00f926be4f3d36,iTE,Intrinsic ionic and electronic defects,,"[""Intrinsic ionic and electronic defects""]","[""state_structure""]","[""iTE:P1681:def""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1681""]",1
iTE:C00f9a64a6f93c4,iTE,Fixed cationic imidazolium groups in the PIL network,,"[""Fixed cationic imidazolium groups in the PIL network""]","[""state_structure""]","[""iTE:P1926:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1926""]",1
iTE:C00fa23226a03dd,iTE,Paper-based porous materials,,"[""Paper-based porous materials""]","[""material_entity""]","[""iTE:P1316:i""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1316""]",1
iTE:C00fc9f0ea98271,iTE,Enhanced detectivity,,"[""Enhanced detectivity""]","[""performance_function""]","[""iTE:P1561:detectivity""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1561""]",1
iTE:C00fd50029a3107,iTE,High dielectric constants,Large dielectric constants characterizing a material's dielectric response.,"[""High dielectric constants""]","[""quantity""]","[""iTE:P1504:high"",""iTE:P1811:die""]",model_merged,g0864,Both denote the same dielectric property; compound identities and computational context remain attached to their claims.,3,"[""P1504"",""P1811""]",2
iTE:C00ffa49ba602c1,iTE,Proton-hopping activation energy: 0.33 eV,,"[""Proton-hopping activation energy: 0.33 eV""]","[""quantity""]","[""iTE:P1660:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1660""]",1
iTE:C0101243d38a6bc,iTE,1-Ethyl-3-methylimidazolium dicyanamide post-treatment,,"[""1-Ethyl-3-methylimidazolium dicyanamide post-treatment""]","[""design_strategy""]","[""iTE:P0454:il""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0454""]",1
iTE:C010244083ca2d4,iTE,Low mobility of 10^-7–10^-9 cm² V^-1 s^-1,,"[""Low mobility of 10^-7–10^-9 cm² V^-1 s^-1""]","[""quantity""]","[""iTE:P1776:mob""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1776""]",1
iTE:C01025eca0da640,iTE,"Polycrystalline Ca3−2xNa2xCo4−xWxO9, 0 ≤ x ≤ 0.075",,"[""Polycrystalline Ca3−2xNa2xCo4−xWxO9, 0 ≤ x ≤ 0.075""]","[""material_entity""]","[""iTE:P1037:m""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1037""]",1
iTE:C0102bc600a2482,iTE,Thermoelectric power factor,,"[""Thermoelectric power factor""]","[""performance_function""]","[""iTE:P0628:boost""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0628""]",1
iTE:C0102fa0266fa08,iTE,Annealing above 140 °C,,"[""Annealing above 140 °C""]","[""condition""]","[""iTE:P0411:hot""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0411""]",1
iTE:C0114feca6988a7,iTE,Nanoconfinement effects,,"[""Nanoconfinement effects""]","[""mechanism_process""]","[""iTE:P0585:confine""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0585""]",1
iTE:C011530f601a905,iTE,PEDOT:PSS film doped with 30 wt% PSSH,,"[""PEDOT:PSS film doped with 30 wt% PSSH""]","[""material_entity""]","[""iTE:P0621:m2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0621""]",1
iTE:C0115dbd2ffde83,iTE,Improved power factors,,"[""Improved power factors""]","[""performance_function""]","[""iTE:P0710:pf""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0710""]",1
iTE:C011a72ac0b13a4,iTE,Anion detective fluorophore,,"[""Anion detective fluorophore""]","[""material_entity""]","[""iTE:P0851:probe""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0851""]",1
iTE:C011a76b1bcb355,iTE,Cationic reduced Soret coefficient,,"[""Cationic reduced Soret coefficient""]","[""quantity""]","[""iTE:P0862:n10""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0862""]",1
iTE:C011b4a5bc616a1,iTE,P(g(4)2T-T),,"[""P(g(4)2T-T)""]","[""material_entity""]","[""iTE:P1563:pg""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1563""]",1
iTE:C011f5bcf2f3aa1,iTE,Replacing Ga with In,,"[""Replacing Ga with In""]","[""design_strategy""]","[""iTE:P1386:replace""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1386""]",1
iTE:C012479fb9e65d1,iTE,Low CuSbSe2 thermal conductivity,,"[""Low CuSbSe2 thermal conductivity""]","[""quantity""]","[""iTE:P1544:thermal""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1544""]",1
iTE:C0124a9cdc355e5,iTE,Interfacial separation,,"[""Interfacial separation""]","[""mechanism_process""]","[""iTE:P1454:separation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1454""]",1
iTE:C012c26187556b4,iTE,Jahn–Teller distortion,,"[""Jahn–Teller distortion""]","[""state_structure""]","[""iTE:P0898:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0898""]",1
iTE:C012ca5737418a7,iTE,Peak transient power density 2.33 mW m−2,,"[""Peak transient power density 2.33 mW m−2""]","[""quantity""]","[""iTE:P0437:power""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0437""]",1
iTE:C012f82dd8c1c01,iTE,Dominant ionic conduction,A transport regime in which ionic conduction is the dominant contribution.,"[""Dominant ionic conduction""]","[""descriptor"",""mechanism_process""]","[""iTE:P1747:dominant"",""iTE:P1935:ion""]",model_merged,g0917,Both denote ionic dominance; different oxygen-pressure conditions and the tentative attribution in titania do not define different conduction concepts.,3,"[""P1747"",""P1935""]",2
iTE:C01307d2ab1fa4b,iTE,Thermopower predicted from hole-carrier concentration,,"[""Thermopower predicted from hole-carrier concentration""]","[""quantity""]","[""iTE:P1676:predicted""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1676""]",1
iTE:C0138fb7efe6338,iTE,Thermoelectric performance relative to pristine BiOCuSe,,"[""Thermoelectric performance relative to pristine BiOCuSe""]","[""performance_function""]","[""iTE:P1066:audit_v1_a001_object""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1066""]",1
iTE:C0139cb18890878,iTE,Electrical conductivity: 5 × 10^-8 S cm^-1,,"[""Electrical conductivity: 5 × 10^-8 S cm^-1""]","[""quantity""]","[""iTE:P1378:bc""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1378""]",1
iTE:C013a78d6ada332,iTE,Alloy scattering,,"[""Alloy scattering""]","[""mechanism_process""]","[""iTE:P1283:p2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1283""]",1
iTE:C013c496acc225d,iTE,Ionic liquid in ionogel,,"[""Ionic liquid in ionogel""]","[""material_entity""]","[""iTE:P0680:il""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0680""]",1
