concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,ite_first_year,tg_first_year,transfer_lag_years,transfer_status,ite_first_evidence_paper,tg_first_evidence_paper,ite_evidence_papers,tg_evidence_papers
C6B063A770B,C6C09287FDB,supramolecular host-guest redox entropy,high-entropy redox/ion coupling,solvation_entropy,solvation_entropy,,2023.0,,TG_only,,P0195,,1.0
C6C09287FDB,CD486BA800F,high-entropy redox/ion coupling,host-guest complexation,solvation_entropy,solvation_entropy,,2023.0,,TG_only,,P0195,,1.0
C7932B1CE8C,CE2D00B183C,chaotropic polymer-water disruption,redox-kinetics enhancement,gel_microstructure,electrode_interface,,2023.0,,TG_only,,P0277,,1.0
C7932B1CE8C,CEA29EF1A99,chaotropic polymer-water disruption,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,,2023.0,,TG_only,,P0059,,1.0
C8863595B3A,CE2D00B183C,temperature-dependent electrode potential,redox-kinetics enhancement,device_mechanism,electrode_interface,,2023.0,,TG_only,,P0089,,1.0
C8AD5B453CC,CB56BB4DDB0,ion diffusion,carbon-electrode redox interface,transport_mechanism,electrode_interface,,2023.0,,TG_only,,P0300,,1.0
C08389FD6C6,C10D3798CF7,moisture-gradient ion transport,selective solvation,transport_mechanism,solvation_entropy,,2024.0,,TG_only,,P0166,,1.0
C08389FD6C6,C5CA44ABCFC,moisture-gradient ion transport,redox-solvation hybrid entropy,transport_mechanism,solvation_entropy,,2024.0,,TG_only,,P0166,,1.0
C08389FD6C6,CB25BC3FC14,moisture-gradient ion transport,double/interpenetrating network,transport_mechanism,gel_microstructure,,2024.0,,TG_only,,P0167,,1.0
C08389FD6C6,CC022D91D01,moisture-gradient ion transport,solvation entropy,transport_mechanism,solvation_entropy,,2024.0,,TG_only,,P0166,,1.0
C10C4FF4B6C,C5CA44ABCFC,hydrogen bonding,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,,2024.0,,TG_only,,P0166,,1.0
C188B56F6F1,C9B6878E079,ion-selectivity membrane transport,photothermal-thermoelectric coupling,transport_mechanism,device_mechanism,,2024.0,,TG_only,,P0202,,1.0
C23B9BED21A,C720E904BA7,ionic conduction,hydration-shell regulation,transport_mechanism,solvation_entropy,,2024.0,,TG_only,,P0004,,1.0
C46747A02A1,C9B6878E079,ion-pairing and complexation,photothermal-thermoelectric coupling,solvation_entropy,device_mechanism,,2024.0,,TG_only,,P0191,,1.0
C46747A02A1,CEA29EF1A99,ion-pairing and complexation,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,,2024.0,,TG_only,,P0191,,1.0
C4AF8816DD4,C539540C36B,ion-induced crystallization,nanochannel-confined ion transport,phase_or_species_transition,transport_mechanism,,2024.0,,TG_only,,P0027,,1.0
C4AF8816DD4,C872881EC3C,ion-induced crystallization,gel-confined redox transport,phase_or_species_transition,gel_microstructure,,2024.0,,TG_only,,P0027,,2.0
C555F4672C1,C78D65254F9,configurational-entropy modulation,phase transition,phase_or_species_transition,phase_or_species_transition,,2024.0,,TG_only,,P0044,,1.0
C5CA44ABCFC,C872881EC3C,redox-solvation hybrid entropy,gel-confined redox transport,solvation_entropy,gel_microstructure,,2024.0,,TG_only,,P0166,,1.0
C5CA44ABCFC,CC028ABF9C6,redox-solvation hybrid entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,,2024.0,,TG_only,,P0166,,1.0
C5E63317596,C872881EC3C,hierarchical porous electrode interface,gel-confined redox transport,electrode_interface,gel_microstructure,,2024.0,,TG_only,,P0199,,1.0
C5E63317596,CABD4C9C815,hierarchical porous electrode interface,salting-out confined ion gel,electrode_interface,gel_microstructure,,2024.0,,TG_only,,P0199,,1.0
C5E63317596,CF652A991A2,hierarchical porous electrode interface,salting-out,electrode_interface,phase_or_species_transition,,2024.0,,TG_only,,P0199,,1.0
C720E904BA7,CC028ABF9C6,hydration-shell regulation,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,,2024.0,,TG_only,,P0004,,1.0
C78D65254F9,C8AD5B453CC,phase transition,ion diffusion,phase_or_species_transition,transport_mechanism,,2024.0,,TG_only,,P0053,,1.0
C78D65254F9,C9B6878E079,phase transition,photothermal-thermoelectric coupling,phase_or_species_transition,device_mechanism,,2024.0,,TG_only,,P0050,,1.0
C78D65254F9,CABD4C9C815,phase transition,salting-out confined ion gel,phase_or_species_transition,gel_microstructure,,2024.0,,TG_only,,P0006,,1.0
C78D65254F9,CF652A991A2,phase transition,salting-out,phase_or_species_transition,phase_or_species_transition,,2024.0,,TG_only,,P0006,,1.0
C872881EC3C,CABD4C9C815,gel-confined redox transport,salting-out confined ion gel,gel_microstructure,gel_microstructure,,2024.0,,TG_only,,P0045,,2.0
C872881EC3C,CEA29EF1A99,gel-confined redox transport,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,,2024.0,,TG_only,,P0191,,2.0
C872881EC3C,CF652A991A2,gel-confined redox transport,salting-out,gel_microstructure,phase_or_species_transition,,2024.0,,TG_only,,P0045,,2.0
C8AD5B453CC,CB314592CFB,ion diffusion,precipitation and species redistribution,transport_mechanism,phase_or_species_transition,,2024.0,,TG_only,,P0053,,1.0
C967653EA5F,CABD4C9C815,thermosensitive crystallization,salting-out confined ion gel,phase_or_species_transition,gel_microstructure,,2024.0,,TG_only,,P0006,,1.0
C967653EA5F,CF652A991A2,thermosensitive crystallization,salting-out,phase_or_species_transition,phase_or_species_transition,,2024.0,,TG_only,,P0006,,1.0
C9B6878E079,CC028ABF9C6,photothermal-thermoelectric coupling,anti-freezing organohydrogel design,device_mechanism,gel_microstructure,,2024.0,,TG_only,,P0051,,1.0
C9B6878E079,CEA29EF1A99,photothermal-thermoelectric coupling,thermal-gradient heat-transfer control,device_mechanism,device_mechanism,,2024.0,,TG_only,,P0191,,1.0
CA8C62A4868,CC028ABF9C6,redox reaction entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,,2024.0,,TG_only,,P0166,,2.0
CB314592CFB,CC5968B917E,precipitation and species redistribution,convection and mass transport,phase_or_species_transition,transport_mechanism,,2024.0,,TG_only,,P0270,,1.0
C0AD9C93101,CA8C62A4868,crown-ether cation complexation,redox reaction entropy,solvation_entropy,solvation_entropy,,2025.0,,TG_only,,P0030,,1.0
C0AD9C93101,CF4A6A0344F,crown-ether cation complexation,ion migration,solvation_entropy,transport_mechanism,,2025.0,,TG_only,,P0030,,1.0
C10D3798CF7,CC5968B917E,selective solvation,convection and mass transport,solvation_entropy,transport_mechanism,,2025.0,,TG_only,,P0257,,1.0
C23B9BED21A,C90F2267A45,ionic conduction,zwitterionic hydrogel ion regulation,transport_mechanism,gel_microstructure,,2025.0,,TG_only,,P0271,,1.0
C4AF8816DD4,C967653EA5F,ion-induced crystallization,thermosensitive crystallization,phase_or_species_transition,phase_or_species_transition,,2025.0,,TG_only,,P0031,,1.0
C6C09287FDB,CC5968B917E,high-entropy redox/ion coupling,convection and mass transport,solvation_entropy,transport_mechanism,,2025.0,,TG_only,,P0257,,1.0
C872881EC3C,CF2C5201A37,gel-confined redox transport,porous-electrode area enhancement,gel_microstructure,electrode_interface,,2025.0,,TG_only,,P0046,,1.0
C8AD5B453CC,CF2C5201A37,ion diffusion,porous-electrode area enhancement,transport_mechanism,electrode_interface,,2025.0,,TG_only,,P0046,,1.0
CC022D91D01,CC5968B917E,solvation entropy,convection and mass transport,solvation_entropy,transport_mechanism,,2025.0,,TG_only,,P0257,,1.0
CE2D00B183C,CF2C5201A37,redox-kinetics enhancement,porous-electrode area enhancement,electrode_interface,electrode_interface,,2025.0,,TG_only,,P0135,,2.0
C17A556FB4A,C45C8AAD12E,double-network hydrogel mechanics,charge-transfer resistance engineering,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C17A556FB4A,C46747A02A1,double-network hydrogel mechanics,ion-pairing and complexation,gel_microstructure,solvation_entropy,,2026.0,,TG_only,,P0083,,1.0
C17A556FB4A,CB56BB4DDB0,double-network hydrogel mechanics,carbon-electrode redox interface,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C17A556FB4A,CE2D00B183C,double-network hydrogel mechanics,redox-kinetics enhancement,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C17A556FB4A,CE4B0E242E7,double-network hydrogel mechanics,interfacial charge transfer,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C45C8AAD12E,C872881EC3C,charge-transfer resistance engineering,gel-confined redox transport,electrode_interface,gel_microstructure,,2026.0,,TG_only,,P0073,,2.0
C45C8AAD12E,C967653EA5F,charge-transfer resistance engineering,thermosensitive crystallization,electrode_interface,phase_or_species_transition,,2026.0,,TG_only,,P0255,,1.0
C45C8AAD12E,CB25BC3FC14,charge-transfer resistance engineering,double/interpenetrating network,electrode_interface,gel_microstructure,,2026.0,,TG_only,,P0083,,1.0
C45C8AAD12E,CB56BB4DDB0,charge-transfer resistance engineering,carbon-electrode redox interface,electrode_interface,electrode_interface,,2026.0,,TG_only,,P0083,,3.0
C45C8AAD12E,CE6FC512ED2,charge-transfer resistance engineering,dynamic crosslinked gel network,electrode_interface,gel_microstructure,,2026.0,,TG_only,,P0083,,1.0
C45C8AAD12E,CF4A6A0344F,charge-transfer resistance engineering,ion migration,electrode_interface,transport_mechanism,,2026.0,,TG_only,,P0165,,1.0
C46747A02A1,CB56BB4DDB0,ion-pairing and complexation,carbon-electrode redox interface,solvation_entropy,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C46747A02A1,CE2D00B183C,ion-pairing and complexation,redox-kinetics enhancement,solvation_entropy,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
C46A965349B,CE6FC512ED2,anion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,,2026.0,,TG_only,,P0084,,1.0
C720E904BA7,CA8C62A4868,hydration-shell regulation,redox reaction entropy,solvation_entropy,solvation_entropy,,2026.0,,TG_only,,P0085,,1.0
C78D65254F9,CE2D00B183C,phase transition,redox-kinetics enhancement,phase_or_species_transition,electrode_interface,,2026.0,,TG_only,,P0255,,1.0
C78D65254F9,CF2C5201A37,phase transition,porous-electrode area enhancement,phase_or_species_transition,electrode_interface,,2026.0,,TG_only,,P0255,,1.0
C872881EC3C,CE2D00B183C,gel-confined redox transport,redox-kinetics enhancement,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0073,,2.0
C967653EA5F,CB56BB4DDB0,thermosensitive crystallization,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,,2026.0,,TG_only,,P0255,,1.0
C967653EA5F,CE2D00B183C,thermosensitive crystallization,redox-kinetics enhancement,phase_or_species_transition,electrode_interface,,2026.0,,TG_only,,P0255,,1.0
C967653EA5F,CF2C5201A37,thermosensitive crystallization,porous-electrode area enhancement,phase_or_species_transition,electrode_interface,,2026.0,,TG_only,,P0255,,1.0
CB25BC3FC14,CB56BB4DDB0,double/interpenetrating network,carbon-electrode redox interface,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
CB25BC3FC14,CE2D00B183C,double/interpenetrating network,redox-kinetics enhancement,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
CB25BC3FC14,CE4B0E242E7,double/interpenetrating network,interfacial charge transfer,gel_microstructure,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
CB56BB4DDB0,CE2D00B183C,carbon-electrode redox interface,redox-kinetics enhancement,electrode_interface,electrode_interface,,2026.0,,TG_only,,P0083,,3.0
CB56BB4DDB0,CE4B0E242E7,carbon-electrode redox interface,interfacial charge transfer,electrode_interface,electrode_interface,,2026.0,,TG_only,,P0083,,1.0
CB56BB4DDB0,CE6FC512ED2,carbon-electrode redox interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,,2026.0,,TG_only,,P0083,,1.0
CB56BB4DDB0,CF4A6A0344F,carbon-electrode redox interface,ion migration,electrode_interface,transport_mechanism,,2026.0,,TG_only,,P0165,,1.0
CE2D00B183C,CE6FC512ED2,redox-kinetics enhancement,dynamic crosslinked gel network,electrode_interface,gel_microstructure,,2026.0,,TG_only,,P0083,,1.0
CE2D00B183C,CF4A6A0344F,redox-kinetics enhancement,ion migration,electrode_interface,transport_mechanism,,2026.0,,TG_only,,P0165,,1.0
C45C8AAD12E,CE4B0E242E7,charge-transfer resistance engineering,interfacial charge transfer,electrode_interface,electrode_interface,1994.0,1991.0,-3.0,TG_then_iTE,P0997,P0133,29.0,11.0
C45C8AAD12E,CE2D00B183C,charge-transfer resistance engineering,redox-kinetics enhancement,electrode_interface,electrode_interface,2017.0,1994.0,-23.0,TG_then_iTE,P0113,P0129,3.0,10.0
C45C8AAD12E,CC5968B917E,charge-transfer resistance engineering,convection and mass transport,electrode_interface,transport_mechanism,2026.0,1994.0,-32.0,TG_then_iTE,P0253,P0129,1.0,2.0
C3002C089A5,C6C09287FDB,ionic thermodiffusion (Soret effect),high-entropy redox/ion coupling,transport_mechanism,solvation_entropy,2022.0,1995.0,-27.0,TG_then_iTE,P0616,P0232,3.0,2.0
C10D3798CF7,CA8C62A4868,selective solvation,redox reaction entropy,solvation_entropy,solvation_entropy,2024.0,2000.0,-24.0,TG_then_iTE,P0275,P0235,2.0,9.0
C10D3798CF7,C3002C089A5,selective solvation,ionic thermodiffusion (Soret effect),solvation_entropy,transport_mechanism,2019.0,2006.0,-13.0,TG_then_iTE,P1584,P0244,2.0,1.0
C08389FD6C6,C3002C089A5,moisture-gradient ion transport,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,2020.0,2006.0,-14.0,TG_then_iTE,P0615,P0239,13.0,4.0
C845F498233,CBFAB31D6E6,ion-dipole interaction,electrostatic interaction,solvation_entropy,solvation_entropy,2022.0,2012.0,-10.0,TG_then_iTE,P1045,P0316,6.0,2.0
CC5968B917E,CEA29EF1A99,convection and mass transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2021.0,2014.0,-7.0,TG_then_iTE,P0101,P0303,2.0,6.0
C23B9BED21A,CEA29EF1A99,ionic conduction,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2022.0,2014.0,-8.0,TG_then_iTE,P0698,P0303,1.0,1.0
C46747A02A1,C78D65254F9,ion-pairing and complexation,phase transition,solvation_entropy,phase_or_species_transition,2021.0,2016.0,-5.0,TG_then_iTE,P1810,P0283,2.0,3.0
C46747A02A1,C6B063A770B,ion-pairing and complexation,supramolecular host-guest redox entropy,solvation_entropy,solvation_entropy,2025.0,2016.0,-9.0,TG_then_iTE,P0337,P0283,2.0,1.0
C46747A02A1,CD486BA800F,ion-pairing and complexation,host-guest complexation,solvation_entropy,solvation_entropy,2025.0,2016.0,-9.0,TG_then_iTE,P0337,P0283,2.0,1.0
C6B063A770B,CD486BA800F,supramolecular host-guest redox entropy,host-guest complexation,solvation_entropy,solvation_entropy,2025.0,2016.0,-9.0,TG_then_iTE,P0337,P0283,3.0,3.0
C10D3798CF7,C41BE9B5F0E,selective solvation,solvation-shell remodeling,solvation_entropy,solvation_entropy,2026.0,2017.0,-9.0,TG_then_iTE,P0078,P0192,2.0,5.0
C41BE9B5F0E,CA8C62A4868,solvation-shell remodeling,redox reaction entropy,solvation_entropy,solvation_entropy,2026.0,2017.0,-9.0,TG_then_iTE,P0078,P0192,1.0,3.0
C45C8AAD12E,CC028ABF9C6,charge-transfer resistance engineering,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,2026.0,2017.0,-9.0,TG_then_iTE,P0175,P0324,1.0,2.0
CC028ABF9C6,CE4B0E242E7,anti-freezing organohydrogel design,interfacial charge transfer,gel_microstructure,electrode_interface,2026.0,2017.0,-9.0,TG_then_iTE,P0175,P0324,1.0,2.0
C78D65254F9,C872881EC3C,phase transition,gel-confined redox transport,phase_or_species_transition,gel_microstructure,2021.0,2020.0,-1.0,TG_then_iTE,P1493,P0058,8.0,6.0
C188B56F6F1,C5E63317596,ion-selectivity membrane transport,hierarchical porous electrode interface,transport_mechanism,electrode_interface,2022.0,2021.0,-1.0,TG_then_iTE,P0919,P0205,1.0,1.0
C5E63317596,CF2C5201A37,hierarchical porous electrode interface,porous-electrode area enhancement,electrode_interface,electrode_interface,2022.0,2021.0,-1.0,TG_then_iTE,P0169,P0205,1.0,3.0
C46747A02A1,CA8C62A4868,ion-pairing and complexation,redox reaction entropy,solvation_entropy,solvation_entropy,2023.0,2021.0,-2.0,TG_then_iTE,P0537,P0223,3.0,2.0
C188B56F6F1,C46747A02A1,ion-selectivity membrane transport,ion-pairing and complexation,transport_mechanism,solvation_entropy,2024.0,2021.0,-3.0,TG_then_iTE,P0137,P0223,3.0,2.0
C10C4FF4B6C,CB25BC3FC14,hydrogen bonding,double/interpenetrating network,solvation_entropy,gel_microstructure,2023.0,2022.0,-1.0,TG_then_iTE,P0379,P0057,1.0,2.0
C78D65254F9,CC028ABF9C6,phase transition,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,2023.0,2022.0,-1.0,TG_then_iTE,P1003,P0039,1.0,2.0
C872881EC3C,CC028ABF9C6,gel-confined redox transport,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2023.0,2022.0,-1.0,TG_then_iTE,P1003,P0061,5.0,13.0
C10C4FF4B6C,C872881EC3C,hydrogen bonding,gel-confined redox transport,solvation_entropy,gel_microstructure,2025.0,2022.0,-3.0,TG_then_iTE,P0139,P0061,3.0,10.0
C23B9BED21A,C96681C9193,ionic conduction,ion channels,transport_mechanism,transport_mechanism,2025.0,2022.0,-3.0,TG_then_iTE,P0681,P0185,1.0,1.0
C7932B1CE8C,C872881EC3C,chaotropic polymer-water disruption,gel-confined redox transport,gel_microstructure,gel_microstructure,2025.0,2022.0,-3.0,TG_then_iTE,P0139,P0061,3.0,7.0
C78D65254F9,C967653EA5F,phase transition,thermosensitive crystallization,phase_or_species_transition,phase_or_species_transition,2026.0,2022.0,-4.0,TG_then_iTE,P1263,P0284,1.0,4.0
C78D65254F9,CEA29EF1A99,phase transition,thermal-gradient heat-transfer control,phase_or_species_transition,device_mechanism,2026.0,2022.0,-4.0,TG_then_iTE,P0433,P0039,2.0,2.0
CC028ABF9C6,CEA29EF1A99,anti-freezing organohydrogel design,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,2026.0,2022.0,-4.0,TG_then_iTE,P1476,P0039,1.0,2.0
C45C8AAD12E,C7932B1CE8C,charge-transfer resistance engineering,chaotropic polymer-water disruption,electrode_interface,gel_microstructure,2024.0,2023.0,-1.0,TG_then_iTE,P1502,P0277,1.0,1.0
C7932B1CE8C,CE4B0E242E7,chaotropic polymer-water disruption,interfacial charge transfer,gel_microstructure,electrode_interface,2024.0,2023.0,-1.0,TG_then_iTE,P1502,P0277,1.0,1.0
CE2D00B183C,CE4B0E242E7,redox-kinetics enhancement,interfacial charge transfer,electrode_interface,electrode_interface,2024.0,2023.0,-1.0,TG_then_iTE,P1186,P0277,1.0,2.0
C08389FD6C6,C872881EC3C,moisture-gradient ion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,2025.0,2023.0,-2.0,TG_then_iTE,P0338,P0193,3.0,5.0
C41BE9B5F0E,C5E47CC0A62,solvation-shell remodeling,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,2025.0,2023.0,-2.0,TG_then_iTE,P0139,P0277,1.0,2.0
C41BE9B5F0E,C7932B1CE8C,solvation-shell remodeling,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2025.0,2023.0,-2.0,TG_then_iTE,P0139,P0277,1.0,2.0
C6C09287FDB,CA8C62A4868,high-entropy redox/ion coupling,redox reaction entropy,solvation_entropy,solvation_entropy,2025.0,2023.0,-2.0,TG_then_iTE,P0146,P0195,2.0,2.0
C10D3798CF7,C6C09287FDB,selective solvation,high-entropy redox/ion coupling,solvation_entropy,solvation_entropy,2026.0,2023.0,-3.0,TG_then_iTE,P0251,P0195,1.0,3.0
C78D65254F9,C7932B1CE8C,phase transition,chaotropic polymer-water disruption,phase_or_species_transition,gel_microstructure,2026.0,2023.0,-3.0,TG_then_iTE,P1263,P0059,1.0,1.0
C10D3798CF7,C5CA44ABCFC,selective solvation,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,2025.0,2024.0,-1.0,TG_then_iTE,P0258,P0166,1.0,3.0
C872881EC3C,C9B6878E079,gel-confined redox transport,photothermal-thermoelectric coupling,gel_microstructure,device_mechanism,2025.0,2024.0,-1.0,TG_then_iTE,P0136,P0051,2.0,4.0
CC022D91D01,CC028ABF9C6,solvation entropy,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2025.0,2024.0,-1.0,TG_then_iTE,P0250,P0166,1.0,3.0
C10C4FF4B6C,CA8C62A4868,hydrogen bonding,redox reaction entropy,solvation_entropy,solvation_entropy,2026.0,2024.0,-2.0,TG_then_iTE,P1263,P0166,1.0,1.0
C10C4FF4B6C,CC022D91D01,hydrogen bonding,solvation entropy,solvation_entropy,solvation_entropy,2026.0,2024.0,-2.0,TG_then_iTE,P0264,P0166,1.0,2.0
C10D3798CF7,C872881EC3C,selective solvation,gel-confined redox transport,solvation_entropy,gel_microstructure,2026.0,2024.0,-2.0,TG_then_iTE,P0078,P0166,2.0,4.0
C539540C36B,C78D65254F9,nanochannel-confined ion transport,phase transition,transport_mechanism,phase_or_species_transition,2026.0,2024.0,-2.0,TG_then_iTE,P0433,P0027,1.0,1.0
