lever_code,lever_label_cn,target_redox_family,target_redox_system_cn,curated_program_count,program_ids,candidate_program_count,positive_control_count,cell_status,cell_interpretation
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,copper,Cu/Cu2+ 或 Cu 配合物,1,PRG_e34db5baa25d,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
coordination_or_ion_pairing,配位/离子对,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
coordination_or_ion_pairing,配位/离子对,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_88a7efad7dbd,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
counterion_condensation,Manning 反离子凝聚,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
counterion_condensation,Manning 反离子凝聚,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
electrode_interface,电极界面,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
fixed_charge_selectivity,固定电荷/离子选择性,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
fixed_charge_selectivity,固定电荷/离子选择性,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
fixed_charge_selectivity,固定电荷/离子选择性,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
fixed_charge_selectivity,固定电荷/离子选择性,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
fixed_charge_selectivity,固定电荷/离子选择性,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_0f7a0b8392d8,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
fixed_charge_selectivity,固定电荷/离子选择性,iodide_triiodide,I−/I3−,1,PRG_e948eab97497,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
fixed_charge_selectivity,固定电荷/离子选择性,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
host_guest_complexation,主–客体络合,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
host_guest_complexation,主–客体络合,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
host_guest_complexation,主–客体络合,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
host_guest_complexation,主–客体络合,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
host_guest_complexation,主–客体络合,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_be2befc69363,0,1,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
host_guest_complexation,主–客体络合,iodide_triiodide,I−/I3−,1,PRG_bee069aa7a26,0,1,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
host_guest_complexation,主–客体络合,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydration_and_solvation,水合与溶剂化,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
hydrophobic_partitioning,疏水微区分配,iodide_triiodide,I−/I3−,1,PRG_4cca4840d8f1,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
hydrophobic_partitioning,疏水微区分配,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,fe_ii_iii,Fe2+/Fe3+,1,PRG_17b64f2815f3,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
ion_electron_coupling,离子–电子耦合,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ion_electron_coupling,离子–电子耦合,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,any_tg,通用 TG 红氧体系,1,PRG_086c824d735e,0,1,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
moisture_or_evaporation_gradient,湿度/蒸发梯度,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
moisture_or_evaporation_gradient,湿度/蒸发梯度,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
multi_ion_entropy,多离子/高熵调控,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_55d2dd45b552,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
ordered_ion_printing,有序离子打印,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ordered_ion_printing,有序离子打印,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_9e58569c757c,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
oriented_or_confined_channels,取向/限域离子通道,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
oriented_or_confined_channels,取向/限域离子通道,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_791da0044d52,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
osmotic_or_concentration_gradient,渗透/浓度梯度,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
osmotic_or_concentration_gradient,渗透/浓度梯度,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
ph_or_protonation_switch,pH/质子化开关,quinone_hydroquinone,醌/氢醌（Q/HQ）,1,PRG_3680dde71847,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
phase_or_species_transition,相变/物种转变,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
phase_or_species_transition,相变/物种转变,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
phase_or_species_transition,相变/物种转变,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
phase_or_species_transition,相变/物种转变,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
phase_or_species_transition,相变/物种转变,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
phase_or_species_transition,相变/物种转变,iodide_triiodide,I−/I3−,1,PRG_a4dbfa46d1fd,0,1,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
phase_or_species_transition,相变/物种转变,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
photothermal_or_heat_management,光热/热管理,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
polarity_switching,热电极性切换,iodide_triiodide,I−/I3−,1,PRG_00699a1a9edc,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
polarity_switching,热电极性切换,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,any_tg,通用 TG 红氧体系,1,PRG_99097fe0f5e3,0,1,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
pyroelectric_hybrid,热释电混合,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
pyroelectric_hybrid,热释电混合,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
self_healing_or_tough_gel,自修复/强韧凝胶,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermodiffusion_or_soret,热扩散/Soret,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,1,PRG_4e691dc1cea3,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
thermoosmotic_slip,热渗透与滑移增强,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
thermoosmotic_slip,热渗透与滑移增强,quinone_hydroquinone,醌/氢醌（Q/HQ）,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,any_tg,通用 TG 红氧体系,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,cobalt_complex,Co 配合物氧化还原对,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,copper,Cu/Cu2+ 或 Cu 配合物,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,fe_ii_iii,Fe2+/Fe3+,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,iodide_triiodide,I−/I3−,0,,0,0,current_rules_uninstantiated,not covered by current curated rules; not a literature white space
water_assisted_proton_transport,水辅助质子输运,quinone_hydroquinone,醌/氢醌（Q/HQ）,1,PRG_08afbdcdbb17,1,0,curated_program_present,curated mapping exists; experimental validation pending or benchmark only
