paper_id,source,year,title,doi,concept,concept_type
iTE1_0010,iTE1,2025,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,pore solution,material_system
iTE1_0010,iTE1,2025,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,ion transport,transport_mechanism
iTE1_0010,iTE1,2025,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,thermal charging redox storage,device_function
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,interpenetrating-network thermogalvanic hydrogel,gel_microstructure
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,cellulose nanofiber scaffold,gel_microstructure
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,ion migration,transport_mechanism
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,selective ion migration,transport_mechanism
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,ion-selectivity membrane transport,transport_mechanism
iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,selective ion,material_system
iTE1_0012,iTE1,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,ion thermodiffusion,transport_mechanism
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,interactions in,material_system
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,high-entropy redox/ion coupling,solvation_entropy
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,entropy change,material_system
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,redox reaction,material_system
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,cation/anion thermodiffusion asymmetry,transport_mechanism
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,redox reaction entropy change,material_system
iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,redox entropy tuning,solvation_entropy
iTE1_0014,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,charge transport,material_system
iTE1_0014,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,pva hydrogel,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic solvent provides,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,anti-freezing organohydrogel design,gel_microstructure
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,interactions between,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic solvents,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,eutectic solvent,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep-eutectic eutogel electrolyte,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic solvent,material_system
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,solvent provides,material_system
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,moisture-gradient ion transport,transport_mechanism
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,migration under a temperature,material_system
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ion channels,transport_mechanism
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,cation/anion thermodiffusion asymmetry,transport_mechanism
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,cellulose nanofiber scaffold,gel_microstructure
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,migration under a temperature gradient,material_system
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,nanochannel-confined ion transport,transport_mechanism
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,cation migration,transport_mechanism
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,migration under,material_system
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ion-selectivity membrane transport,transport_mechanism
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,thermal charging redox storage,device_function
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,anti-freezing organohydrogel design,gel_microstructure
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,eutectic solvent,material_system
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,deep-eutectic eutogel electrolyte,material_system
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,deep eutectic,material_system
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,deep eutectic solvent,material_system
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,increasing ionic conductivity,material_system
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionogel fiber,material_system
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,phase-transition entropy amplification,phase_or_species_transition
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,pvdf-hfp/emim:dca ionogel,material_system
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,iodide/triiodide redox chemistry,redox_chemistry
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,reducing thermal conductivity,material_system
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,electrical conductivity,material_system
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,gel-confined redox transport,gel_microstructure
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,mixed ion-electron conducting,material_system
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,cation/anion thermodiffusion asymmetry,transport_mechanism
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,thermal charging redox storage,device_function
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionogel fiber,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,selective ion,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ion confinement,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,migration under a temperature,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,cellulose nanofiber scaffold,gel_microstructure
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ion migration,transport_mechanism
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,migration under a temperature gradient,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,selective ion migration,transport_mechanism
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,selective ion migration under,transport_mechanism
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,hydrogels based on,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ion-pair complexation control,solvation_entropy
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,migration under,material_system
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ion-selectivity membrane transport,transport_mechanism
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,MXene-reinforced thermogalvanic gel,material_system
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,redox reaction,material_system
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,gel-confined redox transport,gel_microstructure
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,biomass-derived porous carbon electrode,electrode_interface
iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,intelligent fire protection,material_system
iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,ion selectivity,material_system
iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,ion-selectivity membrane transport,transport_mechanism
iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,thermal charging redox storage,device_function
iTE1_0030,iTE1,2025,Radiation-enhanced and moisture-synergized wearable ionic thermoelectric generator based on adhesive ionic thermoelectric elastomer,10.1016/j.cej.2025.168065,moisture-gradient ion transport,transport_mechanism
iTE1_0030,iTE1,2025,Radiation-enhanced and moisture-synergized wearable ionic thermoelectric generator based on adhesive ionic thermoelectric elastomer,10.1016/j.cej.2025.168065,electrochemical refrigeration thermocell,device_function
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,dynamic crosslinked gel network,gel_microstructure
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,double-network hydrogel,gel_microstructure
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,ion transport,transport_mechanism
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,double-network hydrogel mechanics,gel_microstructure
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,gel-confined redox transport,gel_microstructure
iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,entropy difference,material_system
iTE1_0032,iTE1,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,aqueous solutions,material_system
iTE1_0032,iTE1,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,ion-selectivity membrane transport,transport_mechanism
iTE1_0033,iTE1,2025,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,10.1007/s42765-025-00529-6,ion transport,transport_mechanism
iTE1_0033,iTE1,2025,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,10.1007/s42765-025-00529-6,rational design of,material_system
iTE1_0033,iTE1,2025,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,10.1007/s42765-025-00529-6,rational design,material_system
iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,eastman entropy,material_system
iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,ion-pair complexation control,solvation_entropy
iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,diffusion coefficients,material_system
iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,redox entropy tuning,solvation_entropy
iTE1_0035,iTE1,2026,Thermodynamic Design Strategy for Ionic Thermoelectric Polymer Complexes with Giant Thermopower and Power Density,10.1002/adfm.202514954,interactions between,material_system
iTE1_0036,iTE1,2025,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,10.1002/smll.202502884,gel-confined redox transport,gel_microstructure
iTE1_0036,iTE1,2025,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,10.1002/smll.202502884,ion-selectivity membrane transport,transport_mechanism
iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,chaotropic polymer-water disruption,gel_microstructure
iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,anti-freezing organohydrogel design,gel_microstructure
iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,moisture-gradient ion transport,transport_mechanism
iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,cellulose nanofiber scaffold,gel_microstructure
iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,anti-freezing organohydrogel design,gel_microstructure
iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,redox reaction,material_system
iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,cation/anion thermodiffusion asymmetry,transport_mechanism
iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,charge-transfer resistance engineering,electrode_interface
