cutoff_year,concept_u,concept_v,u_type,v_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,dprev,future_edge_label,future_example_title,future_window,ml_score,graph_score,hybrid_score
2022,conduction band,phonon dispersion,material_system,material_system,62,82,0,0,62,82,23,5.130821743370304,5084,2,0.027043122065647393,0,0,1,0,0,2,1,First-principles study of Sr2CeBiO6 and Ba2CeBiO6 double perovskites for optoelectronic applications,2023-2026,0.5306598103475185,1.706214121138751,0.9940816964111376
2022,phonon dispersion,wide temperature,material_system,material_system,82,80,0,0,82,80,23,4.823570114491292,6560,2,0.012046975006379933,0,0,1,0,0,2,0,,2023-2026,0.5081368060281517,1.723926074901394,0.9940680282735189
2022,carrier concentrations,dielectric function,material_system,material_system,84,64,0,0,84,64,25,5.385863435140814,5376,2,0.014169210689192564,0,0,1,0,0,2,0,,2023-2026,0.5253908321437961,1.708426406841879,0.994005545358691
2022,superionic conductor,ultralow lattice thermal conductivity,material_system,property_metric,63,78,0,0,63,78,25,5.312179620525484,4914,2,0.11635457274297306,1,0,1,0,0,2,0,,2023-2026,0.5109105565734933,1.7186052641855742,0.9939450150349514
2022,ionic bond,semiconducting nature,material_system,material_system,82,59,0,0,82,59,25,5.6550035551010716,4838,2,0.015335955878700219,0,0,1,0,0,2,0,,2023-2026,0.5677845913722581,1.6916497442105671,0.9938395751161792
2022,ionic bond,lowers lattice thermal conductivity,material_system,property_metric,82,58,0,0,82,58,25,5.201541733484883,4756,2,0.013527174737353034,1,0,1,0,0,2,0,,2023-2026,0.6109620431695456,1.6855166556019838,0.9936911781934626
2022,reduce thermal conductivity,temperature thermoelectric,property_metric,material_system,55,78,0,0,55,78,27,5.516505668989475,4290,2,0.08563911867979804,1,0,1,0,0,2,0,,2023-2026,0.6091612584782564,1.6841156714960754,0.9933397117975553
2022,high seebeck coefficients,p-type semiconducting,property_metric,material_system,77,65,0,0,77,65,25,5.297910479258426,5005,2,0.010767246178972203,1,0,1,0,0,2,1,"Multifunctional Pb-free double perovskites M2MoRuO6 (M = Ba, Sr) with narrow band gaps for advanced electronic and optoelectronic applications: Insights from first-principles calculations",2023-2026,0.5485316845332269,1.6912338423087436,0.9933377592064669
2022,absorption coefficient,transition metal,material_system,material_system,74,69,0,0,74,69,18,4.170663883183708,5106,2,0.039616239474479245,0,0,1,0,0,2,1,"Ab initio Investigation of quasi-one-dimensional ternary chalcogenides Sr2ZnX3 (X = S, Se, Te) for efficient photovoltaic and thermoelectric applications",2023-2026,0.5317780194819679,1.6974528449252155,0.9932713711094622
2022,gradient approximation,temperature dependent,material_system,material_system,57,89,0,0,57,89,22,4.748947098481907,5073,2,0.027938305327752624,0,0,1,0,0,2,0,,2023-2026,0.5235854174217511,1.7029035029484125,0.9932049830124575
2022,generalized gradient approximation,temperature dependent,material_system,material_system,57,89,0,0,57,89,22,4.748947098481907,5073,2,0.02779968274036797,0,0,1,0,0,2,0,,2023-2026,0.5220527147731612,1.7028293044870542,0.9930897801382434
2022,lowers lattice thermal conductivity,theory calculations,property_metric,material_system,58,79,0,0,58,79,23,4.765196456781256,4582,2,0.034393648059119916,1,0,1,0,0,2,0,,2023-2026,0.5756632030104255,1.685674815480142,0.9930448705432109
2022,absorption coefficient,ionic character,material_system,material_system,74,73,0,0,74,73,35,7.925250762652275,5402,2,0.003141656585485219,0,0,1,0,0,2,1,"Isostructural transition metal diselenide lead-free semiconductors with coupled optical, piezoelectric and energy conversion functionalities",2023-2026,0.5271868128528963,1.6950823993439295,0.9927012145116569
2022,carrier concentrations,substitution changes,material_system,material_system,84,58,0,0,84,58,21,4.409500014267422,4872,2,0.011480992904061377,0,0,1,0,0,2,0,,2023-2026,0.6147115875835544,1.6789559495450463,0.9925352442691451
2022,solid-state reaction,transition temperature,material_system,material_system,66,84,0,0,66,84,20,4.281351806404895,5544,2,0.03419127005332749,0,0,1,0,0,2,0,,2023-2026,0.4934593515952066,1.7154205881204359,0.992273597063303
2022,electrical transport,lower thermal conductivity,material_system,property_metric,83,55,0,0,83,55,24,4.887751544282286,4565,2,0.012243952652071793,1,0,1,0,0,2,0,,2023-2026,0.6731454462884406,1.6726803217870112,0.9920744327722888
2022,dynamics simulations,mobile ions,material_system,material_system,51,88,0,0,51,88,22,4.888321742167392,4488,2,0.0764173821540339,0,0,1,0,0,2,1,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,2023-2026,0.5289442577200245,1.6893739992970673,0.9920666224079353
2022,heat-to-electricity conversion,high conductivity,material_system,property_metric,74,70,0,0,74,70,21,4.61843768601568,5180,2,0.05453437378060913,1,0,1,0,0,2,0,,2023-2026,0.4919948366273986,1.7119293552544226,0.9920178076307259
2022,absorption coefficient,solid solutions,material_system,material_system,74,83,0,0,74,83,20,4.165152128494832,6142,2,0.015150063331059215,0,0,1,0,0,2,0,,2023-2026,0.48917956576345145,1.7139385714843596,0.9918752684812746
2022,increasing temperature,temperature dependent,material_system,material_system,66,89,0,0,66,89,26,5.688400701233625,5874,2,0.32545405681787326,0,0,1,0,0,2,0,,2023-2026,0.475656231325222,1.7555453586909828,0.9918362166595072
2022,generalized gradient approximation,ultralow lattice thermal conductivity,material_system,property_metric,57,78,0,0,57,78,25,5.513720175150783,4446,2,0.015582452252198542,1,0,1,0,0,2,0,,2023-2026,0.6740239081619621,1.6712344280860703,0.9918127855664467
2022,cubic phase,ionic bond,material_system,material_system,72,82,0,0,72,82,21,4.522780912974898,5904,2,0.010873325362201473,0,0,1,0,0,2,0,,2023-2026,0.4904296167048441,1.7100353418986995,0.991705393056586
2022,electrical transport,electronic conduction,material_system,material_system,83,81,0,0,83,81,30,6.781492557686138,6723,2,0.16365231408531464,0,0,1,0,0,2,1,Hybridization of n-type Bi2Te3 crystals with liquid-like copper chalcogenide elicits record-high thermoelectric performance,2023-2026,0.4714865469566998,1.763909282618034,0.9916858671457025
2022,ionic bond,p-type semiconducting,material_system,material_system,82,65,0,0,82,65,24,5.141580595046143,5330,2,0.014460459614010795,0,0,1,0,0,2,0,,2023-2026,0.49207415118207276,1.7061086812199788,0.9915921427734603
2022,low temperatures,superionic phase,material_system,material_system,102,66,0,0,102,66,22,4.911647532541701,6732,2,0.014729688803927114,0,0,1,0,0,2,0,,2023-2026,0.4792346908569384,1.727770726754403,0.9915726168625767
2022,ionic figure,ionic thermoelectrics,material_system,material_system,72,64,0,0,72,64,23,4.753138659698845,4608,2,0.1217854875374623,0,0,1,0,0,2,0,,2023-2026,0.49526213503463157,1.701920373335416,0.9913558792517672
2022,ionic/covalent bonding,strong ionic,material_system,material_system,72,66,0,0,72,66,23,4.776338000967992,4752,2,0.0755337546698168,0,0,1,0,0,2,0,,2023-2026,0.49378025959616584,1.7026447846292028,0.9912855859725858
2022,hole concentration,transport behavior,material_system,material_system,71,70,0,0,71,70,21,4.518060947384416,4970,2,0.01265708827397089,0,0,1,0,0,2,1,Insight into Scattering Mechanisms and Transport Properties of AgCuS for Flexible Thermoelectric Applications,2023-2026,0.5298414976649657,1.684489592689499,0.9912133401023158
2022,absorption coefficient,solid solution,material_system,material_system,74,77,0,0,74,77,19,3.979425961073336,5698,2,0.037669208364903756,0,0,1,0,0,2,0,,2023-2026,0.48178127330604975,1.714947084781505,0.991115710547897
2022,high-temperature thermoelectric,ultralow lattice thermal conductivity,material_system,property_metric,56,78,0,0,56,78,24,4.93335031522548,4368,2,0.05146428661390405,1,0,1,0,0,2,1,"High-Temperature Thermoelectric Potential of Ba2XReO6 (X = Li, Rb, Cs) Double Perovskites: A First-Principles Study",2023-2026,0.5405627656851795,1.6796100675596515,0.9910844690904832
2022,hole concentration,superionic conductors,material_system,material_system,71,72,0,0,71,72,22,4.758868668556051,5112,2,0.025600504890242154,0,0,1,0,0,2,0,,2023-2026,0.4896290450937757,1.703730425274339,0.991037606904362
2022,device applications,dielectric function,material_system,material_system,69,64,0,0,69,64,26,5.951701060899298,4416,2,0.015113732216326895,0,0,1,0,0,2,0,,2023-2026,0.6033671196453072,1.6706369352130275,0.9909673136251806
2022,generalized gradient approximation,phonon dispersion,material_system,material_system,57,82,0,0,57,82,20,4.387045468068283,4674,2,0.013977729596016302,0,0,1,0,0,2,1,"Ab-initio calculations of structural, vibrational, electronic and elastic properties of fluorite minerals: A computer simulation approach",2023-2026,0.579273527258251,1.672177529581755,0.990797438200492
2022,semiconducting nature,temperature thermoelectric,material_system,material_system,59,78,0,0,59,78,20,4.114670938128375,4602,2,0.11445563403313633,0,0,1,0,0,2,1,"A DFT analysis of enhanced structural, mechanical, elastic tensor analysis, optical, electronic, thermoelectric and magnetic characteristics of X2ScHgCl6 (X=Cs, Rb)",2023-2026,0.4972506112419705,1.692649470847815,0.9905240754481197
2022,transport behavior,ultralow lattice thermal conductivity,material_system,property_metric,70,78,0,0,70,78,27,5.5067898384286815,5460,2,0.009743223300072278,1,0,1,0,0,2,1,Unveiling bonding heterogeneity-driven anharmonicity and ultralow lattice thermal conductivity in NbSe2Br2: A machine learning accelerated discovery,2023-2026,0.48126202605250457,1.7068828835865193,0.9905221228570313
2022,superionic conductor,wide temperature,material_system,material_system,63,80,0,0,63,80,22,4.774351275840288,5040,2,0.013883578844194578,0,0,1,0,0,2,0,,2023-2026,0.49769138859837725,1.691313898543367,0.9903307689303706
2022,large seebeck,semi-classical boltzmann,property_metric,material_system,115,58,0,0,115,58,21,4.279139576522502,6670,2,0.011440814017080558,1,0,1,0,0,2,0,,2023-2026,0.47220143869392517,1.7183026125668763,0.9899812551255516
2022,conduction mechanism,superionic conductors,material_system,material_system,57,72,0,0,57,72,22,4.744368508257564,4104,2,0.13950288520370913,0,0,1,0,0,2,0,,2023-2026,0.5612249072500834,1.668974303901277,0.9898406685671888
2022,device applications,ionic bond,material_system,material_system,69,82,0,0,69,82,26,6.238602226419481,5658,2,0.004749798353251677,0,0,1,0,0,2,0,,2023-2026,0.47749875419833376,1.7058753465849181,0.9897488967860351
2022,heat-to-electricity conversion,polymer matrix,material_system,material_system,74,68,0,0,74,68,25,5.17594774778897,5032,2,0.008676722044348663,0,0,1,0,0,2,1,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,2023-2026,0.4945510958647312,1.688381106728629,0.9897449916038583
2022,ionic bond,ionic character,material_system,material_system,82,73,0,0,82,73,32,7.291484065440909,5986,2,0.14011769988182132,0,0,1,0,0,2,0,,2023-2026,0.45906539229953264,1.7543601359003398,0.9893720467059788
2022,absorption coefficient,ultralow lattice thermal conductivity,material_system,property_metric,74,78,0,0,74,78,26,5.5958875273756785,5772,2,0.005082386848224311,1,0,1,0,0,2,0,,2023-2026,0.4724299328852485,1.707825985082204,0.9893212793376811
2022,electrical transport,lowers lattice thermal conductivity,material_system,property_metric,83,58,0,0,83,58,23,4.92719990852281,4814,2,0.009566577492198254,1,0,1,0,0,2,1,"Strong anharmonicity and high thermoelectric performance of cubic thallium-based fluoride perovskites TlXF3 (X = Hg, Sn, Pb)",2023-2026,0.5124240556735351,1.6795768735111491,0.9892939430624439
2022,semi-classical boltzmann,theory calculations,material_system,material_system,58,79,0,0,58,79,26,5.5584001495470945,4582,2,0.010041267084933468,0,0,1,0,0,2,0,,2023-2026,0.5296764296506551,1.673347131643691,0.9892880852891788
2022,superionic conductors,wide temperature range,material_system,material_system,72,70,0,0,72,70,25,5.300552029808356,5040,2,0.010507970963509333,0,0,1,0,0,2,0,,2023-2026,0.48444697377758633,1.691710274534307,0.9891982660991137
2022,ionic bond,ultralow thermal conductivity,material_system,property_metric,82,81,0,0,82,81,25,5.310758766220605,6642,2,0.013967086688929245,1,0,1,0,0,2,1,"Two-dimensional Nowotny-Juza NaZnX (X = P, As, Sb) as high-performance thermoelectric materials",2023-2026,0.46031958824479247,1.7302602803920804,0.9888311789744991
2022,gradient approximation,phonon dispersion,material_system,material_system,57,82,0,0,57,82,20,4.387045468068283,4674,2,0.01810699329751144,0,0,1,0,0,2,1,"Ab-initio calculations of structural, vibrational, electronic and elastic properties of fluorite minerals: A computer simulation approach",2023-2026,0.5126650944433901,1.67608661694068,0.9887862693794666
2022,ionic/covalent bonding,p-type semiconducting,material_system,material_system,72,65,0,0,72,65,24,4.924245742359749,4680,2,0.04454216580849533,0,0,1,0,0,2,0,,2023-2026,0.4768581474431004,1.6955666419338462,0.9885168118092709
2022,ionic/covalent bonding,semi-classical boltzmann,material_system,material_system,72,58,0,0,72,58,28,6.285190243013795,4176,2,0.013334588209502413,0,0,1,0,0,2,0,,2023-2026,0.7077543875828296,1.6515161869801223,0.9883723200687311
2022,giant ionic,ionic conductor,material_system,material_system,43,99,0,0,43,99,25,5.35339264120098,4257,2,0.1602212108717203,0,0,1,0,0,2,0,,2023-2026,0.48029739743976624,1.6874731518725348,0.9881887765064241
2022,carrier concentrations,solid solution,material_system,material_system,84,77,0,0,84,77,25,5.1513259986234194,6468,2,0.014388644938191064,0,0,1,0,0,2,0,,2023-2026,0.4558092099318943,1.7279757488186822,0.9879700863045262
2022,ambient conditions,transition temperature,material_system,material_system,57,84,0,0,57,84,20,4.218010643972394,4788,2,0.09653427590930133,0,0,1,0,0,2,0,,2023-2026,0.4686546621665597,1.7004930292498144,0.9879056507986097
2022,ionic bond,temperature thermoelectric,material_system,material_system,82,78,0,0,82,78,30,6.401056010181268,6396,2,0.010377683477161902,0,0,1,0,0,2,1,"First-principles studies on the structural, electronic and thermal transport characteristics of half-Heusler compounds LiXN (X=Mg, Zn)",2023-2026,0.45641642598277277,1.7252011168821024,0.9878138790174562
2022,lowers thermal conductivity,ultralow thermal conductivity,property_metric,property_metric,51,81,0,0,51,81,27,5.699434070193635,4131,2,0.5502717899791812,0,0,1,0,0,2,0,,2023-2026,0.4830367524013275,1.6843656031553873,0.9877963056976609
2022,gradient approximation,ionic/covalent bonding,material_system,material_system,57,72,0,0,57,72,26,5.895781857531226,4104,2,0.026266808706124415,0,0,1,0,0,2,0,,2023-2026,0.5713566176955454,1.6555229038934665,0.9876635295036513
2022,conductivity increases,different temperatures,property_metric,material_system,65,78,0,0,65,78,20,4.196440931913339,5070,2,0.01537224281101681,1,0,1,0,0,2,0,,2023-2026,0.4759750051282393,1.6877367516694652,0.9872007654157067
2022,superionic phase,transition temperature,material_system,material_system,66,84,0,0,66,84,25,5.369360329854634,5544,2,0.016113837459892484,0,0,1,0,0,2,0,,2023-2026,0.45528170799196976,1.715949740305385,0.9870367477642832
2022,conduction mechanism,low temperatures,material_system,material_system,57,102,0,0,57,102,26,5.729688241257015,5814,2,0.0,0,0,1,0,0,2,0,,2023-2026,0.48729718309840775,1.678234467137892,0.9870347951731948
2022,dielectric function,electrical transport,material_system,material_system,64,83,0,0,64,83,18,3.8161023828232565,5312,2,0.16366487026765,0,0,1,0,0,2,0,,2023-2026,0.45353048053098577,1.7166233842308742,0.9867887686960597
2022,large ionic,mobile ions,material_system,material_system,65,88,0,0,65,88,22,4.64104309848987,5720,2,0.032340674990935646,0,0,1,0,0,2,0,,2023-2026,0.4504302709044792,1.7235765610965752,0.9864880696684502
2022,hole concentration,transition temperature,material_system,material_system,71,84,0,0,71,84,21,4.39421953148203,5964,2,0.06763920140916894,0,0,1,0,0,2,0,,2023-2026,0.4457810360901009,1.7329860975514508,0.9864138712070918
2022,electrical transport,lowers thermal conductivity,material_system,property_metric,83,51,0,0,83,51,21,4.317885835677195,4233,2,0.011313842035506514,1,0,1,0,0,2,1,Multiple synergistic effects induced by Ge doping enhance the thermoelectric performance of n-type PbTe,2023-2026,0.6145522870980306,1.6433719295505134,0.9862088491428125
2022,gradient approximation,high seebeck coefficients,material_system,property_metric,57,77,0,0,57,77,20,4.220335211015724,4389,2,0.030965227328045117,1,0,1,0,0,2,0,,2023-2026,0.49930649020348694,1.6662748467215995,0.9861639395477799
2022,ionic character,phonon dispersion,material_system,material_system,73,82,0,0,73,82,27,5.944300011332137,5986,2,0.002976343867954755,0,0,1,0,0,2,1,"Isostructural transition metal diselenide lead-free semiconductors with coupled optical, piezoelectric and energy conversion functionalities",2023-2026,0.4538661674939041,1.706422072089663,0.9860995040418636
2022,ionic conductor,ionic figure,material_system,material_system,99,72,0,0,99,72,34,7.488520679137953,7128,2,0.1517003187518774,0,0,1,0,0,2,0,,2023-2026,0.43734106816123086,1.7660239387667434,0.9860038270785332
2022,activation energies,transition temperature,material_system,material_system,52,84,0,0,52,84,21,4.449366456101947,4368,2,0.03749564660516216,0,0,1,0,0,2,0,,2023-2026,0.48861165121395433,1.6705012301323858,0.9859647752567657
2022,carrier transport,conducting polymer,material_system,material_system,77,71,0,0,77,71,21,4.570624356694681,5467,2,0.010434613855360254,0,0,1,0,0,2,0,,2023-2026,0.45548946532346746,1.7000673643925488,0.985720701370719
2022,generalized gradient approximation,ionic/covalent bonding,material_system,material_system,57,72,0,0,57,72,26,5.895781857531226,4104,2,0.02027671537797243,0,0,1,0,0,2,0,,2023-2026,0.5323865665693388,1.651957472566095,0.9855469207638536
2022,hole concentration,solid solution,material_system,material_system,71,77,0,0,71,77,19,3.8746830133999377,5467,2,0.039775600922461095,0,0,1,0,0,2,1,"Bond Diversification and Grain Refinement Enabling High Thermoelectric and Robust Mechanical Performances in p-Type (Bi,Sb)2Te3",2023-2026,0.44929289181859716,1.7087554184402702,0.9853633772015464
2022,electrical transport,ultralow thermal conductivity,material_system,property_metric,83,81,0,0,83,81,30,6.3517286441140595,6723,2,0.022899952548873465,1,0,1,0,0,2,0,,2023-2026,0.43585978812262127,1.7405641035654311,0.9849494278908111
2022,ambient conditions,heat-to-electricity conversion,material_system,material_system,57,74,0,0,57,74,21,4.689737174596106,4218,2,0.017565474255633914,0,0,1,0,0,2,0,,2023-2026,0.5144124812304667,1.6501942828132932,0.9841234818604288
2022,absorption coefficient,transport equation,material_system,material_system,74,51,0,0,74,51,21,4.7791018045826315,3774,2,0.03842402769489097,0,0,1,0,0,2,0,,2023-2026,0.6791806037335297,1.6269506384972858,0.9838696450189401
2022,gradient approximation,transition metal,material_system,material_system,57,69,0,0,57,69,20,4.557582548140576,3933,2,0.03475304008003851,0,0,1,0,0,2,0,,2023-2026,0.5564915292939098,1.634886944975983,0.9837095325496935
2022,thermoelectric power generation,ultralow thermal conductivity,material_system,property_metric,52,81,0,0,52,81,21,4.310561786281067,4212,2,0.06439835289626757,1,0,1,0,0,2,0,,2023-2026,0.47958217668512526,1.6623393993829811,0.9836724333190143
2022,conduction band,ionic/covalent bonding,material_system,material_system,62,72,0,0,62,72,24,5.132419169093418,4464,2,0.011916646412709819,0,0,1,0,0,2,1,Rational Design of Multi-Polyhedral Units-Induced Hybrid Bonding and Quadruple-Valley Band Structure in Ag0.5CdBi4.5Se8 for Enhanced Thermoelectric Performance,2023-2026,0.4761083221347253,1.6671915882375912,0.9835474674893585
2022,increasing temperature,solid solutions,material_system,material_system,66,83,0,0,66,83,27,5.990606604864826,5478,2,0.0,0,0,1,0,0,2,0,,2023-2026,0.46656330067777835,1.6713047213652517,0.9831198500410043
2022,heat-to-electricity conversion,high seebeck coefficients,material_system,property_metric,74,77,0,0,74,77,19,3.747558963969823,5698,2,0.014817701514330426,1,0,1,0,0,2,0,,2023-2026,0.43959205565931736,1.699552856640762,0.9830925137657671
2022,increasing ionic,pedot:pss film,material_system,material_system,78,67,0,0,78,67,19,3.7600814436547125,5226,2,0.0,0,0,1,0,0,2,0,,2023-2026,0.5161405068603518,1.6421974460108562,0.9828699183816925
2022,conductivity increases,transition temperature,property_metric,material_system,65,84,0,0,65,84,27,5.915367957780703,5460,2,0.0,1,0,1,0,0,2,0,,2023-2026,0.4641860099298728,1.670238606630999,0.9827254266411528
2022,phase transitions,phonon dispersion,phase_or_species_transition,material_system,63,82,0,0,63,82,22,4.847168655353298,5166,2,0.023268280593093674,1,0,1,0,0,2,0,,2023-2026,0.43579775080460115,1.7050464716679032,0.9826980903659155
2022,superionic conductors,temperature thermoelectric,material_system,material_system,72,78,0,0,72,78,21,4.285634891050285,5616,2,0.017807977176251374,0,0,1,0,0,2,0,,2023-2026,0.4315433174253015,1.7100001952591088,0.9824266802046315
2022,conduction mechanism,ionic conductor,material_system,material_system,57,99,0,0,57,99,21,4.616566442705098,5643,2,0.21510100997102696,0,0,1,0,0,2,0,,2023-2026,0.42169090248832386,1.7415872612957393,0.9823622446987151
2022,carrier concentrations,temperature dependent,material_system,material_system,84,89,0,0,84,89,29,6.174678485024643,7476,2,0.015829648583483315,0,0,1,0,0,2,0,,2023-2026,0.4217091131316961,1.738706213144843,0.9822919514195336
2022,dielectric function,transition metal,material_system,material_system,64,69,0,0,64,69,20,4.645832274904073,4416,2,0.04109061545574959,0,0,1,0,0,2,1,"Ab initio Investigation of quasi-one-dimensional ternary chalcogenides Sr2ZnX3 (X = S, Se, Te) for efficient photovoltaic and thermoelectric applications",2023-2026,0.458922149578679,1.6740568985043152,0.9822118951849104
2022,conduction band,dielectric function,material_system,material_system,62,64,0,0,62,64,23,5.332515176383389,3968,2,0.10985650128399704,0,0,1,0,0,2,1,"First-principles calculations to investigate structural, elastic and electronic properties of chloro-perovskite NaMgCl3",2023-2026,0.476344013814908,1.6581413285429765,0.9820771663998125
2022,chemical composition,heat-to-electricity conversion,material_system,material_system,64,74,0,0,64,74,21,4.446812239517568,4736,2,0.014122066677347158,0,0,1,0,0,2,0,,2023-2026,0.4534497817356775,1.6770014058655835,0.9818565236068263
2022,phase transitions,solid solutions,phase_or_species_transition,material_system,63,83,0,0,63,83,20,4.25294126726031,5229,2,0.10651823637343671,1,0,1,0,0,2,0,,2023-2026,0.42241286810098755,1.718558401999453,0.9813664232436443
