cutoff_year,concept_u,concept_v,u_type,v_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,dprev,future_edge_label,future_example_title,future_window
2014,activation energies,chemical composition,material_system,material_system,44,35,0,0,44,35,8,1.9323624814241858,1540,2,0.03061137037837929,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,concentration gradients,material_system,material_system,44,5,0,0,44,5,1,0.18619761651459218,220,2,0.059671490868483903,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,conduction band,material_system,material_system,44,12,0,0,44,12,1,0.18873916581775485,528,2,0.05848853866716986,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,conduction mechanism,material_system,material_system,44,40,0,0,44,40,13,3.1193880062753396,1760,2,0.045537910144951774,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,conductivity increases,material_system,property_metric,44,25,0,0,44,25,5,1.0382096990619922,1100,2,0.04547407473903113,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,dielectric function,material_system,material_system,44,16,0,0,44,16,4,1.1020441981282711,704,2,0.0430841088608917,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,different ionic,material_system,material_system,44,23,0,0,44,23,4,0.7840415351500075,1012,2,0.003159994672593302,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,diffusion coefficient,material_system,material_system,44,20,0,0,44,20,6,1.4988665140694695,880,2,0.014654481367979305,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,dimensionless figure,material_system,material_system,44,29,0,0,44,29,6,1.2006241557841608,1276,2,0.0020861250745204734,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,dynamics simulations,material_system,material_system,44,6,0,0,44,6,2,0.38069667768378945,264,2,0.041573779653035506,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,electrical conductivity sigma,material_system,property_metric,44,29,0,0,44,29,11,2.6799581230111533,1276,2,0.027114989693170687,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,electrical transport,material_system,material_system,44,54,0,0,44,54,12,2.7342225751692784,2376,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,electrode materials,material_system,material_system,44,15,0,0,44,15,7,1.8456999331001256,660,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,electronic structure calculations,material_system,material_system,44,13,0,0,44,13,3,0.6159846418599846,572,2,0.03670492894168512,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,electronic thermal conductivity,material_system,property_metric,44,23,0,0,44,23,5,1.0230275118261372,1012,2,0.030224939041692413,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,elevated temperatures,material_system,material_system,44,20,0,0,44,20,6,1.5568428736336641,880,2,0.04003181629390823,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,fast ionic,material_system,material_system,44,16,0,0,44,16,7,1.6768418203399267,704,2,0.004263615547415849,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,gradient approximation,material_system,material_system,44,12,0,0,44,12,3,0.9591770339238395,528,2,0.05464866827652912,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,high seebeck coefficients,material_system,property_metric,44,14,0,0,44,14,3,0.5668942941983817,616,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,high-temperature thermoelectric,material_system,material_system,44,37,0,0,44,37,7,1.5560129835345906,1628,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,higher temperature,material_system,material_system,44,11,0,0,44,11,2,0.37493678233234706,484,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,hole concentration,material_system,material_system,44,35,0,0,44,35,10,2.289851613470802,1540,2,0.07036115274724347,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,increasing ionic,material_system,material_system,44,38,0,0,44,38,11,2.688267107548869,1672,2,0.0031616615702170932,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,increasing ionic radius,material_system,material_system,44,13,0,0,44,13,4,1.0212583213740665,572,2,0.0025600936010407313,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,increasing temperature,material_system,material_system,44,28,0,0,44,28,8,1.859402844445691,1232,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ion concentration,material_system,material_system,44,8,0,0,44,8,3,0.6972228011219943,352,2,0.09901012480502358,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic bond,material_system,material_system,44,15,0,0,44,15,3,0.757078310070578,660,2,0.004766986560908107,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic bonds,material_system,material_system,44,16,0,0,44,16,5,1.3279077358607585,704,2,0.004093475040981139,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic character,material_system,material_system,44,15,0,0,44,15,2,0.4432723326681165,660,2,0.028388727164247632,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic conductive,material_system,material_system,44,6,0,0,44,6,3,0.802701480158297,264,2,0.051611675599049986,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic conductor,material_system,material_system,44,31,0,0,44,31,11,2.6682824663159783,1364,2,0.004218401749142556,0,0,1,0,0,2,1,LiBi3S5-A lithium bismuth sulfide with strong cation disorder,2015-2017
2014,activation energies,ionic layer,material_system,material_system,44,18,0,0,44,18,5,1.0693113177605102,792,2,0.0047723176953938,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic layer adsorption,material_system,material_system,44,18,0,0,44,18,5,1.0693113177605102,792,2,0.04196420793353838,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic migration,material_system,material_system,44,6,0,0,44,6,2,0.43505842525740085,264,2,0.08935843705699971,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic mobility,material_system,material_system,44,20,0,0,44,20,6,1.3157489922851415,880,2,0.0031942133679153995,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic nature,material_system,material_system,44,9,0,0,44,9,3,0.5668942941983817,396,2,0.004283413975531407,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic radius controls,material_system,material_system,44,26,0,0,44,26,5,1.1622083586384204,1144,2,0.00258174005470576,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic size,material_system,material_system,44,32,0,0,44,32,9,2.089487987815955,1408,2,0.0043294079100799675,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic species,material_system,material_system,44,14,0,0,44,14,3,0.7624738019089989,616,2,0.08680643072651209,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic-electronic conductor,material_system,material_system,44,15,0,0,44,15,6,1.4750716156049988,660,2,0.0024724899076815,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,ionic/covalent bonding,material_system,material_system,44,14,0,0,44,14,2,0.3974003310547932,616,2,0.0021318845080705267,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,large ionic,material_system,material_system,44,21,0,0,44,21,8,1.8586026507497357,924,2,0.004434059755205409,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,large temperature,material_system,material_system,44,6,0,0,44,6,1,0.18873916581775485,264,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,larger ionic,material_system,material_system,44,15,0,0,44,15,4,0.7915194029665004,660,2,0.0038773807327808596,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,layer adsorption,material_system,material_system,44,18,0,0,44,18,5,1.0693113177605102,792,2,0.041034342798550866,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,lower lattice thermal conductivity,material_system,property_metric,44,18,0,0,44,18,6,1.396826462039888,792,2,0.027036252185289145,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,lower thermal conductivity,material_system,property_metric,44,26,0,0,44,26,4,0.9760107421238282,1144,2,0.03264482233929636,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,lowers lattice thermal conductivity,material_system,property_metric,44,35,0,0,44,35,8,1.7967054293030373,1540,2,0.02583433655832684,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,lowers thermal conductivity,material_system,property_metric,44,5,0,0,44,5,2,0.37815512838062676,220,2,0.0305906117506783,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,metal ions,material_system,material_system,44,17,0,0,44,17,5,1.226037908983394,748,2,0.003943767224281042,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,mobile ions,material_system,material_system,44,14,0,0,44,14,4,1.03175630997339,616,2,0.003461413726044564,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,molecular dynamics simulations,material_system,material_system,44,6,0,0,44,6,2,0.38069667768378945,264,2,0.03236769750372765,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,n-type thermopower,material_system,property_metric,44,13,0,0,44,13,4,0.8439546720356725,572,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,negative seebeck,material_system,property_metric,44,14,0,0,44,14,3,0.5668942941983817,616,2,0.020061314998675077,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,negative seebeck coefficient,material_system,property_metric,44,14,0,0,44,14,3,0.5668942941983817,616,2,0.015705109551315852,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,optical absorption,material_system,material_system,44,17,0,0,44,17,4,0.7723371133871403,748,2,0.034189095408930885,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,p-type semiconductor,material_system,material_system,44,14,0,0,44,14,7,1.5392672077605387,616,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,phase transitions,material_system,phase_or_species_transition,44,22,0,0,44,22,3,0.6089015891024581,968,2,0.015475720256055085,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,rare-earth ionic,material_system,material_system,44,50,0,0,44,50,10,2.360613764571548,2200,2,0.002859809152059432,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,rare-earth ionic radius,material_system,material_system,44,39,0,0,44,39,9,2.045955784127423,1716,2,0.002351529926607795,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,reduce thermal conductivity,material_system,property_metric,44,7,0,0,44,7,3,0.6202445542630551,308,2,0.028983875887779374,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,reducing lattice thermal conductivity,material_system,property_metric,44,12,0,0,44,12,1,0.19195751186603457,528,2,0.023527065428709262,1,0,1,0,0,2,0,,2015-2017
2014,activation energies,semiconducting behavior,material_system,material_system,44,28,0,0,44,28,9,2.345557751788703,1232,2,0.007474266522522642,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,smaller ionic,material_system,material_system,44,28,0,0,44,28,6,1.2213064283118928,1232,2,0.00328084805938696,0,0,1,0,0,2,0,,2015-2017
