pair_id,left_id,right_id,retrieval_cosine,status
C254d6913992ede,iTE:Cf5da88aa704324,TG:C3f39c91ba9765a,1.0000001192092896,candidate_unreviewed
Ce2589448d22b46,iTE:Cfc0d8f64d0da68,TG:C0195e9374d3214,1.0000001192092896,candidate_unreviewed
Cb66147128004fa,iTE:Cfc0d8f64d0da68,TG:C67d0b236df43eb,1.0000001192092896,candidate_unreviewed
Ce3efe0dfed797d,iTE:Cfc0d8f64d0da68,TG:C76bf76f1717c84,1.0000001192092896,candidate_unreviewed
C81fe64fea3cb53,iTE:C015924c0f448fc,TG:C3286b09df3b98c,1.0,candidate_unreviewed
Ce72460d6559ae6,iTE:C019dcdf69e80e9,TG:Cf5bf5dc1da81e3,1.0,candidate_unreviewed
Ca9fb2edc7ac222,iTE:C0b696dda1b49d1,TG:C92eaa2ed964dd4,1.0,candidate_unreviewed
C96dc9591c2d301,iTE:C0b696dda1b49d1,TG:Cb5a4d75f1a7c4a,1.0,candidate_unreviewed
C4dea1c8af07af2,iTE:C105c931e112e54,TG:Cff16d4f9ce13d3,1.0,candidate_unreviewed
C2f93c3f41bab95,iTE:C1108b6f95b13e6,TG:C170b1764741314,1.0,candidate_unreviewed
C1bae460805ed60,iTE:C112222670af416,TG:Cd96ec2c3b2bfa2,1.0,candidate_unreviewed
Cffc6e4bb9cbf25,iTE:C12e1c24f00367f,TG:Cd6c843eaef8008,1.0,candidate_unreviewed
Cfcb9bdc2e28b7b,iTE:C133e1a40b87d4d,TG:Cfb2e3075edb584,1.0,candidate_unreviewed
Ceeab8a6c270823,iTE:C172ef586f41492,TG:Cd9725ddb232322,1.0,candidate_unreviewed
Cf0a7f7a56e3f18,iTE:C172ef586f41492,TG:Cf0c2cb1c0b83c6,1.0,candidate_unreviewed
C238dbb8fc4e787,iTE:C172ef586f41492,TG:Cfbc9ce851e7e33,1.0,candidate_unreviewed
Ced7614ac42fd94,iTE:C178945439bfc81,TG:Cc61c633ede8aee,1.0,candidate_unreviewed
C2dc6f0a9a3bcbe,iTE:C1a0f28563c97ac,TG:C7d1eb89f626e1d,1.0,candidate_unreviewed
C2a9a2088ea58b6,iTE:C1b3a6a0fdd5ae7,TG:Ca6c977e84c995a,1.0,candidate_unreviewed
C2a56adf859bcf2,iTE:C1d5cb75e864722,TG:C26457458c72554,1.0,candidate_unreviewed
C90072384cffebf,iTE:C1fa7184e287d0d,TG:Ceaf3e73ae98065,1.0,candidate_unreviewed
Cf55273d765c549,iTE:C1fc78b9f64772c,TG:C92eaa2ed964dd4,1.0,candidate_unreviewed
Cd5bece0b6d7dc5,iTE:C1fc78b9f64772c,TG:Cb5a4d75f1a7c4a,1.0,candidate_unreviewed
C8786f5c8f28369,iTE:C1ffdb3891077be,TG:C5491a2e2ad21ed,1.0,candidate_unreviewed
C20019e8f4bfa0c,iTE:C211e4d00da78a5,TG:Cae241aa97c6800,1.0,candidate_unreviewed
C073acd1523559b,iTE:C2139168cc57351,TG:Cc58e2806715733,1.0,candidate_unreviewed
Ce2dfcc5427aada,iTE:C2275568ef853be,TG:C52629dfc2f3160,1.0,candidate_unreviewed
C5611245d2a3e8f,iTE:C2301c7b7eaa00f,TG:C87a70b78bffbb2,1.0,candidate_unreviewed
C58e14723b5ed55,iTE:C23a919269aa947,TG:C450715621df7b1,1.0,candidate_unreviewed
C78e7fcc72742b3,iTE:C23fbb343a05e86,TG:C4ded82035a2f7e,1.0,candidate_unreviewed
C207d7512fe435c,iTE:C2415c40256615e,TG:C5491a2e2ad21ed,1.0,candidate_unreviewed
C34d7a343907458,iTE:C253edab9a1be80,TG:C801c843014f985,1.0,candidate_unreviewed
C561145f7d207d7,iTE:C26c902498f8651,TG:C7d1eb89f626e1d,1.0,candidate_unreviewed
C5fe32179b4f539,iTE:C28a4fc3d876ca3,TG:C577f6c1435c5c4,1.0,candidate_unreviewed
Cf649bfa54f650e,iTE:C2aefe2b527b09e,TG:Ce5013c66afb1f0,1.0,candidate_unreviewed
C3e4f5cd15a9832,iTE:C2b02b553336c57,TG:C6f62913f7b53b4,1.0,candidate_unreviewed
C5b54d0e3803824,iTE:C2ceffb036e59dd,TG:Cf5bf5dc1da81e3,1.0,candidate_unreviewed
C9fc261641d9c25,iTE:C2f384e89558cba,TG:C7204e957bd1f33,1.0,candidate_unreviewed
Cf4247a1e611c86,iTE:C309adb9034f7e7,TG:C6a35e5abfa77a7,1.0,candidate_unreviewed
C46ceee37a27743,iTE:C31979f9d1d96ed,TG:Ca747b90f2d0962,1.0,candidate_unreviewed
C8bc5fd635684d7,iTE:C32c1302719cf7c,TG:Cea10982b810544,1.0,candidate_unreviewed
C6fb542ed288507,iTE:C343b6b1ea1eaf6,TG:C92eaa2ed964dd4,1.0,candidate_unreviewed
C4eb46bda7165a2,iTE:C343b6b1ea1eaf6,TG:Cb5a4d75f1a7c4a,1.0,candidate_unreviewed
Cb1b7264b096cb6,iTE:C351ed12b6c764c,TG:C0d6ae2b3ebfd73,1.0,candidate_unreviewed
C37c0e913b22d17,iTE:C3591d9608c6853,TG:C131499e45b463e,1.0,candidate_unreviewed
C5cde16a2ab1e96,iTE:C367000f54d515b,TG:Ca6c977e84c995a,1.0,candidate_unreviewed
C6ef0338b2569d6,iTE:C36b8357aebc77a,TG:C258a2571e7c8ed,1.0,candidate_unreviewed
Cd7739ab147fc99,iTE:C3712f72dd66d9c,TG:Ca33ee8b3c0c7d9,1.0,candidate_unreviewed
Ce0af9a88f7c1f3,iTE:C392a7415dec9c8,TG:Cf28ed9b51508d9,1.0,candidate_unreviewed
C24e629a4a437ff,iTE:C3983bb79960ef5,TG:C490bb55209f004,1.0,candidate_unreviewed
C250f566690db27,iTE:C3c117897f55116,TG:C1821d679b5a73b,1.0,candidate_unreviewed
C68024ac719c45e,iTE:C3c2f02303fd8e3,TG:C58f9053fc29749,1.0,candidate_unreviewed
Cef21f27cd9745d,iTE:C3c53b4ef0fa01c,TG:Ced1ed0244a5d31,1.0,candidate_unreviewed
Ca843ae0ee0c062,iTE:C3c96ef6b7feae1,TG:Ced1ed0244a5d31,1.0,candidate_unreviewed
Cdce8c5c2aff66e,iTE:C3e13a0a32315fc,TG:C0d6ae2b3ebfd73,1.0,candidate_unreviewed
C7a07c93acbfb59,iTE:C3e22213ee7bb3c,TG:C8e6f2167ffae1d,1.0,candidate_unreviewed
Cd70d89cb0f40eb,iTE:C3f7668e2c1c4a2,TG:Cd111654664f810,1.0,candidate_unreviewed
C726a5ef9aaa75e,iTE:C402bb8b6d1d524,TG:Ccbc9206a918302,1.0,candidate_unreviewed
C6bf7bb5e7252cd,iTE:C406ca540946e48,TG:C418d75c7d6a24a,1.0,candidate_unreviewed
C1b2bcf4f736b1c,iTE:C42c24bda5ed063,TG:Ce597ff8fa4d99c,1.0,candidate_unreviewed
C5d19b9a24c2f75,iTE:C44699efa464ce4,TG:Cc58e2806715733,1.0,candidate_unreviewed
C1381403114f1a5,iTE:C456b3ed33da4a3,TG:C27d4511c13a226,1.0,candidate_unreviewed
C3901873bad887e,iTE:C45cb08b2627bd3,TG:Cec515e6fca57b8,1.0,candidate_unreviewed
C65cdbe9a0eadd2,iTE:C469f296efd1c47,TG:C2779f9fb597bb2,1.0,candidate_unreviewed
C9dcbbec148e898,iTE:C4a3eaa3877944a,TG:C8d74129a884d8a,1.0,candidate_unreviewed
Cd1d44069258fe3,iTE:C4a8058c477e5d6,TG:C7f76d34d16cc44,1.0,candidate_unreviewed
Cadb28f29c31808,iTE:C4cbe6cb6d78715,TG:C752574bc78d636,1.0,candidate_unreviewed
C0926d282474e48,iTE:C4e06753217c582,TG:C7d1eb89f626e1d,1.0,candidate_unreviewed
Cfe6516635d1be3,iTE:C4e745a9784e612,TG:Ceffbb647edcbe1,1.0,candidate_unreviewed
Cf0a5f58783458f,iTE:C52c597edc4258e,TG:C04d690e1658817,1.0,candidate_unreviewed
C57c670b34d19b3,iTE:C5b4b8bb40afec5,TG:C645cc61ab1682a,1.0,candidate_unreviewed
Cc5e681b4c8e9a4,iTE:C62c2fcb8303e39,TG:Cf5bf5dc1da81e3,1.0,candidate_unreviewed
Ca0ec36f740a87d,iTE:C645d26678a1ffd,TG:C0c88e6cb0e5402,1.0,candidate_unreviewed
C459094b041cd0e,iTE:C647bfe4f815810,TG:C0e084061364877,1.0,candidate_unreviewed
Ce0b656711b3801,iTE:C647bfe4f815810,TG:Cdcf60e7e5fcbbb,1.0,candidate_unreviewed
C181b864452af0d,iTE:C647bfe4f815810,TG:Cdd1228ea8980f4,1.0,candidate_unreviewed
Ce44a268ecb5f47,iTE:C64a962c35093be,TG:Cb1b1dbe6008350,1.0,candidate_unreviewed
C24bd22533c433c,iTE:C663b8bf87d3a8c,TG:C0c88e6cb0e5402,1.0,candidate_unreviewed
C7f6a61f3a36922,iTE:C66dbb0b82b4476,TG:C92eaa2ed964dd4,1.0,candidate_unreviewed
C174a0375a62bac,iTE:C66dbb0b82b4476,TG:Cb5a4d75f1a7c4a,1.0,candidate_unreviewed
C21cc1606c9e2be,iTE:C670b77f5fe1f65,TG:C0608cd71c3db1a,1.0,candidate_unreviewed
Cd2766860447e93,iTE:C6b7b6ccd21c8bf,TG:C1c646212661373,1.0,candidate_unreviewed
Cbbad0e1819b176,iTE:C6d1d1a54bb9132,TG:C7e3aa0ff1f974c,1.0,candidate_unreviewed
C1af9e04e1def17,iTE:C6e4f17a8398519,TG:Cac947767d33593,1.0,candidate_unreviewed
Cc4f731101eef0d,iTE:C710c226f9f1b25,TG:Cf4ea47d241284a,1.0,candidate_unreviewed
C9707050f9dec02,iTE:C748ea90b99342f,TG:C91e99ca122afd9,1.0,candidate_unreviewed
C45cbbde90b198c,iTE:C74aff53ee6c6a8,TG:Cd03b8a1786bbea,1.0,candidate_unreviewed
C236a7b8343e30b,iTE:C75d439cb7234ed,TG:C8639561e95c2a5,1.0,candidate_unreviewed
Ce1b708ae417fbc,iTE:C75d439cb7234ed,TG:Ce2aef6f1e723ed,1.0,candidate_unreviewed
Cd7948b1df99f7e,iTE:C7a82fe3900136a,TG:C371e99a0f6220d,1.0,candidate_unreviewed
C124f9993c41893,iTE:C7c361fed74af33,TG:C8c326afeb31bd8,1.0,candidate_unreviewed
C04a580bc8f94e1,iTE:C7cdc36e3234fb8,TG:C5342359992f00e,1.0,candidate_unreviewed
C2a9b2be1466e43,iTE:C7e643f900ca5d5,TG:C0e084061364877,1.0,candidate_unreviewed
C6a73d155a9bf32,iTE:C7e643f900ca5d5,TG:Cdcf60e7e5fcbbb,1.0,candidate_unreviewed
C170af3bd95cf07,iTE:C7e643f900ca5d5,TG:Cdd1228ea8980f4,1.0,candidate_unreviewed
Ced64e7d055dc9c,iTE:C7fa6dfd29ed540,TG:C0d6ae2b3ebfd73,1.0,candidate_unreviewed
C2b6ae6b225fc91,iTE:C80a51567d63ff6,TG:C67a5981e5dfe00,1.0,candidate_unreviewed
Cdae80693eaecc0,iTE:C86bd8d4d661823,TG:C9bfd988f268fb9,1.0,candidate_unreviewed
Cd9b4c7121b6a00,iTE:C89c41587deb138,TG:Cc22bdfaf037645,1.0,candidate_unreviewed
Cd6a1a45cf3669e,iTE:C8a7bcec164104f,TG:C488b365b066e7b,1.0,candidate_unreviewed
C6d0601b8c25ac9,iTE:C8a7bcec164104f,TG:C68acbca33840d7,1.0,candidate_unreviewed
Cfef1b5f3a53ade,iTE:C8ab156c3415b9b,TG:Cc58e2806715733,1.0,candidate_unreviewed
Cd8ca54bed4b608,iTE:C8b9b19ae780237,TG:C0b8fa912be564f,1.0,candidate_unreviewed
C2a9d81bb3be1f8,iTE:C8b9b19ae780237,TG:Cf04e59deb6d5fa,1.0,candidate_unreviewed
C201f8af8d1a5da,iTE:C8e655ee77a2e75,TG:C610666530a26c1,1.0,candidate_unreviewed
C1c1d1f7ea19bfa,iTE:C925483ac93a91b,TG:C8f4f0483d871d0,1.0,candidate_unreviewed
C342a530cc26c5c,iTE:C93362144c4a3f7,TG:Cc562af5046a61c,1.0,candidate_unreviewed
C15105ec9dec574,iTE:C937ae7fded1242,TG:Cab5d9cc0635c23,1.0,candidate_unreviewed
C486b1f96f3ad49,iTE:C949298a59ad56f,TG:C5f171c143bc648,1.0,candidate_unreviewed
Caa6b816855e8bb,iTE:C94d347869ad11b,TG:C4628924da0ca51,1.0,candidate_unreviewed
Ca22a9ace21eb3b,iTE:C96677c8e0cc599,TG:Cb0f305b727ea5a,1.0,candidate_unreviewed
Ca58661245f08c4,iTE:C96b2f73c5be916,TG:Cff16d4f9ce13d3,1.0,candidate_unreviewed
Cfb3c2976396d04,iTE:C9803e49829bb09,TG:Cc8ae4047c72cb7,1.0,candidate_unreviewed
C5a3b7aacd2bc25,iTE:C9b431d6d9b15c0,TG:Ca4903a6f16a710,1.0,candidate_unreviewed
C695b5326797d90,iTE:C9c35e379e48574,TG:C0dbcc7b2ed125e,1.0,candidate_unreviewed
C709c21b7229139,iTE:C9c9ea37181abb2,TG:C920ef415f25e5c,1.0,candidate_unreviewed
C437092ed9192da,iTE:C9c9ea37181abb2,TG:Ce38387f9eee631,1.0,candidate_unreviewed
C19e2eb77aaaa42,iTE:C9c9ea37181abb2,TG:Cf2e279cde217b0,1.0,candidate_unreviewed
Cc0449f7138b851,iTE:C9e38b3181a0f8d,TG:C4ff5ba4c8f3e3e,1.0,candidate_unreviewed
C16135e88b0e99f,iTE:C9e6d124f8282c4,TG:C126c150549d515,1.0,candidate_unreviewed
Cbce23ea781e784,iTE:C9e94f97d9cbc0f,TG:C6a35e5abfa77a7,1.0,candidate_unreviewed
C064b255a521180,iTE:C9ef2e426d2ce0b,TG:Cb2f016608026f6,1.0,candidate_unreviewed
Ccf7dda2d71e55d,iTE:Ca004883bcd6c89,TG:C0b8fa912be564f,1.0,candidate_unreviewed
C76cc2307dbbd0f,iTE:Ca004883bcd6c89,TG:Cf04e59deb6d5fa,1.0,candidate_unreviewed
Cec28bd44c44def,iTE:Ca0bd4bffed1f17,TG:Cccf0d686074563,1.0,candidate_unreviewed
C7fa5dbe376202f,iTE:Ca282200994fc02,TG:C801c843014f985,1.0,candidate_unreviewed
Cacc621993707cf,iTE:Ca524e4579105fb,TG:C79434de276b3b0,1.0,candidate_unreviewed
C770b9ab65be7a2,iTE:Ca5fecc82ab8ea6,TG:Ced1ed0244a5d31,1.0,candidate_unreviewed
C1a833f448ece21,iTE:Ca96769019f68f7,TG:C801c843014f985,1.0,candidate_unreviewed
C59d48e77f5d2e7,iTE:Cadd998a3ec10f3,TG:C2aed9f8519e14e,1.0,candidate_unreviewed
C43af05b8c8a8d4,iTE:Cb16553121668a9,TG:C0e084061364877,1.0,candidate_unreviewed
C7280de27ce1b7d,iTE:Cb16553121668a9,TG:Cdcf60e7e5fcbbb,1.0,candidate_unreviewed
C028800a323364b,iTE:Cb16553121668a9,TG:Cdd1228ea8980f4,1.0,candidate_unreviewed
C29c05135569d90,iTE:Cb26cc2f0b5ceec,TG:C801c843014f985,1.0,candidate_unreviewed
C3f4f79f6ba0ed1,iTE:Cb34e78c9089e14,TG:Ca70bb95edcb69d,1.0,candidate_unreviewed
C2b0c269959f9bc,iTE:Cb35d38e85aaa12,TG:C738a9cf398b8de,1.0,candidate_unreviewed
Cb1368429ae77b6,iTE:Cb4eeeeb6d03d37,TG:Cef8b05e39fc7c7,1.0,candidate_unreviewed
C714b380daee70e,iTE:Cb9037caa52d112,TG:Ca8a65de115ec81,1.0,candidate_unreviewed
Cccec4ea358a657,iTE:Cba6e5213d6bc4e,TG:C920ef415f25e5c,1.0,candidate_unreviewed
C81d1fa531f5068,iTE:Cba6e5213d6bc4e,TG:Ce38387f9eee631,1.0,candidate_unreviewed
C37e0d6be622601,iTE:Cba6e5213d6bc4e,TG:Cf2e279cde217b0,1.0,candidate_unreviewed
C95b790b6f634da,iTE:Cbb9496615bc32f,TG:C062eea961c1697,1.0,candidate_unreviewed
Caa4c6141e1b397,iTE:Cc2c8c91720b975,TG:C801c843014f985,1.0,candidate_unreviewed
Ca418c01c8d1b4c,iTE:Cc2f474c51b7b5b,TG:C86a9b8d5714bd0,1.0,candidate_unreviewed
Cb4a5dc7c6c52c3,iTE:Cc2f474c51b7b5b,TG:Ca9834998203332,1.0,candidate_unreviewed
Cde6d4c81e647e3,iTE:Cc751ed8870b71e,TG:Ce5013c66afb1f0,1.0,candidate_unreviewed
C0043b9d441b425,iTE:Ccb3672a7cb59fa,TG:C28ec2e23287097,1.0,candidate_unreviewed
Ca0b48363a869fb,iTE:Ccffd84ac21828e,TG:Ca545c4c2e431bb,1.0,candidate_unreviewed
C0a1f3a1c5e00d1,iTE:Cd0b6a6fbc2df41,TG:Cdccddd8b79b643,1.0,candidate_unreviewed
C21661af71740db,iTE:Cd22e92f26fca03,TG:C7f76d34d16cc44,1.0,candidate_unreviewed
Cda5c50dbd75f73,iTE:Cd68288ad2f7188,TG:C57790513af0a4b,1.0,candidate_unreviewed
Ce374f13e193dbd,iTE:Cd6e25e52fceb1d,TG:C908885e9dee0fb,1.0,candidate_unreviewed
C1a5f26dc528774,iTE:Cdd7c647a269dcb,TG:C457d3047e56b37,1.0,candidate_unreviewed
Cb975fd6cf27507,iTE:Cde92d0ca391014,TG:C8e6f2167ffae1d,1.0,candidate_unreviewed
C0c445d91cd4e8f,iTE:Cdf4bcc5bb8ba9a,TG:C801c843014f985,1.0,candidate_unreviewed
C62da1277705572,iTE:Cdfe9cd9a10e935,TG:C801c843014f985,1.0,candidate_unreviewed
C2908d394e7b77b,iTE:Ce026120e68f589,TG:C52a70e7e4f9dfa,1.0,candidate_unreviewed
Ccd7d0549dda663,iTE:Ce030363df20513,TG:Caf821c283e70fa,1.0,candidate_unreviewed
Cdef2f46ea76df4,iTE:Ce171da6beff3b1,TG:C91e99ca122afd9,1.0,candidate_unreviewed
Cbfd8a2a5dff3c0,iTE:Ce43f776a677eda,TG:C0d6ae2b3ebfd73,1.0,candidate_unreviewed
C990592f804ad95,iTE:Ce4e787e1d5425a,TG:C6d123e0347835a,1.0,candidate_unreviewed
C2ae866adc6084b,iTE:Ce4e787e1d5425a,TG:Cb1fdb0a31c8039,1.0,candidate_unreviewed
C701d783e8be04f,iTE:Ce58236c8a051c2,TG:C1821d679b5a73b,1.0,candidate_unreviewed
Cba850732f5d2f7,iTE:Ce830783557d818,TG:C999ed297b55db0,1.0,candidate_unreviewed
C3669fe6ed2aa91,iTE:Cea7d1402c06954,TG:C924224e4ca8b3b,1.0,candidate_unreviewed
Cc92aa23c7eda75,iTE:Cea8306b664e6e6,TG:Cd9725ddb232322,1.0,candidate_unreviewed
Cedf498a8ee8b62,iTE:Cea8306b664e6e6,TG:Cf0c2cb1c0b83c6,1.0,candidate_unreviewed
C86caeadfc6e4b1,iTE:Cea8306b664e6e6,TG:Cfbc9ce851e7e33,1.0,candidate_unreviewed
Ce8fd0b69771d84,iTE:Ced143701c4a352,TG:Cea10982b810544,1.0,candidate_unreviewed
C5c63446d8b6b6f,iTE:Cef0368b2fc0450,TG:C801c843014f985,1.0,candidate_unreviewed
C2aeda6e357aba8,iTE:Cf22563e387a36c,TG:Cd9725ddb232322,1.0,candidate_unreviewed
Cdf1df9d3644a51,iTE:Cf22563e387a36c,TG:Cf0c2cb1c0b83c6,1.0,candidate_unreviewed
C8a2bcc6fe913c6,iTE:Cf22563e387a36c,TG:Cfbc9ce851e7e33,1.0,candidate_unreviewed
Ca68ea1c9ce48ab,iTE:Cf2274deba40900,TG:C0d6ae2b3ebfd73,1.0,candidate_unreviewed
Ce5208d601987e2,iTE:Cf358d6975d0e72,TG:Cd9ae1b5b208f9d,1.0,candidate_unreviewed
C63911a9171ddc1,iTE:Cf3b6191c2af667,TG:Ce6bcfb3a010d7a,1.0,candidate_unreviewed
C5e14262a124d4a,iTE:Cf3c62e7431ed44,TG:C801c843014f985,1.0,candidate_unreviewed
C28670614196986,iTE:Cf4beed3f3e5c25,TG:Cca53f7e5edd2c3,1.0,candidate_unreviewed
Cf590a88ec27b0a,iTE:Cf677f640f88e1c,TG:C8573947397532c,1.0,candidate_unreviewed
Cc60f4cd24b7c39,iTE:Cf77f42e8bd77f3,TG:C5192bc06b4e5c8,1.0,candidate_unreviewed
C775a1c4bf0cf7f,iTE:Cf79ae60be2e543,TG:Ce62749aae21009,1.0,candidate_unreviewed
C07bb4f66badbe7,iTE:Cf90c07b2a46cb0,TG:C3df49fc45e70a2,1.0,candidate_unreviewed
C5f28da10ae604d,iTE:Cfa72e664e31bde,TG:Cd03b8a1786bbea,1.0,candidate_unreviewed
C6f1acced24edb1,iTE:Cfab5e0aff3ad1c,TG:C3171c6eae2595e,1.0,candidate_unreviewed
C515e92b9bad2fa,iTE:Cfb5fda556f7339,TG:C6afa4bfb691b06,1.0,candidate_unreviewed
C446f5d7564b5c0,iTE:Cfb9282697cb5bc,TG:C1c56d67ea43fbf,1.0,candidate_unreviewed
C1a742705bdcd88,iTE:Cfc2deb4cfbfccc,TG:Ce6851313dc23a0,1.0,candidate_unreviewed
C4063a8ab213a88,iTE:Cfd597a3900206d,TG:C8d436cdef073e8,1.0,candidate_unreviewed
C7d9a07c9df263a,iTE:C02bc8d3b49b352,TG:Cfb102f0b89fc60,0.9999999403953552,candidate_unreviewed
C6bc83b69ddbcfd,iTE:C0bc835814130f7,TG:Ce514f94d5ea305,0.9999999403953552,candidate_unreviewed
C3b8196fdf24d92,iTE:C105b6af1c704d7,TG:Cabd0bb81c9ed88,0.9999999403953552,candidate_unreviewed
Caa361fdbe3e4f7,iTE:C114c41087fd42c,TG:C3c3e5908f5e139,0.9999999403953552,candidate_unreviewed
Cd3ad94d38019b9,iTE:C1353d31eef1443,TG:C80d0716f768ea4,0.9999999403953552,candidate_unreviewed
C15743c81ff6a77,iTE:C1f29a80eb57689,TG:C1adc7a4fbd83dd,0.9999999403953552,candidate_unreviewed
Cd2f02e6b5285e1,iTE:C30c17b4175daf6,TG:C5bb67b9f76ecc9,0.9999999403953552,candidate_unreviewed
Cdebe9ddcbb36d8,iTE:C315d8980f6d385,TG:C4b9f129f5e0474,0.9999999403953552,candidate_unreviewed
C681f4938221364,iTE:C382256756ffdb4,TG:C5bc355496cac20,0.9999999403953552,candidate_unreviewed
C1a9ad45c24f8fc,iTE:C426670f3c44c3b,TG:C7460d09985a42e,0.9999999403953552,candidate_unreviewed
Cfe71078b86d28a,iTE:C4789f5e2172660,TG:C3c058bb578a107,0.9999999403953552,candidate_unreviewed
C7d6462af2746f1,iTE:C4e1a97d5859b2e,TG:C80d0716f768ea4,0.9999999403953552,candidate_unreviewed
C1b31397c42bba9,iTE:C55d17f93a37b64,TG:C7f5766c8e3185a,0.9999999403953552,candidate_unreviewed
C7dbb0c68e3e12c,iTE:C636044bb4fad05,TG:C80d0716f768ea4,0.9999999403953552,candidate_unreviewed
Cb2756e4be33ea1,iTE:C7bb31d4c95721a,TG:C5bc355496cac20,0.9999999403953552,candidate_unreviewed
C3c2611d856df14,iTE:C7c7208243543b0,TG:C3c058bb578a107,0.9999999403953552,candidate_unreviewed
C051519166a849a,iTE:C8256a9764d1f81,TG:Ca2f3252d1a092b,0.9999999403953552,candidate_unreviewed
