pair_id,analysis_layer,pair_key,left_global_concept_id,left_label,right_global_concept_id,right_label,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,example_evidence_sentence,example_left_surface,example_right_surface
IP_e121590ef3d9,iTE,GC_3c432d56645d::GC_cf402379d512,GC_3c432d56645d,thermal gradient,GC_cf402379d512,concentration gradient,1,1,1,2017,2017,P1457,10.1038/srep44833,A computational approach to calculate the heat of transport of aqueous solutions,"Thermal gradients induce concentration gradients in alkali halide solutions, and the salt migrates towards hot or cold regions depending on the average temperature of the solution.",Thermal gradients,concentration gradients
IP_f311b3e14f31,iTE,GC_435243ebfa58::GC_917c47d737a9,GC_435243ebfa58,thermal stability,GC_917c47d737a9,remarkable stability,1,1,1,2024,2024,P0693,10.1002/eem2.12562,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,"Meanwhile, the remarkable stability of the supramolecular structure provides the i-TE hydrogels with a thermal stability of up to 80 C.",thermal stability,remarkable stability
IP_9a0d17f64e44,iTE,GC_4a6dd0de1ad3::GC_a513fe919676,GC_4a6dd0de1ad3,proton transport,GC_a513fe919676,thermo diffusion,1,1,1,2021,2021,P0392,10.1002/adfm.202011016,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",proton transport,thermo-diffusion
IP_c4feef01a10e,iTE,GC_4a92e5f4fe38::GC_f2bba15c8a15,GC_4a92e5f4fe38,hydrogel,GC_f2bba15c8a15,physiological temperature gradient,1,1,1,2026,2026,P1154,10.1002/adma.73728,Bioelectric Reawakening by a Self-Powered Thermoelectric Hydrogel Accelerates Diabetic Ulcer Repair,"The hydrogel generates wound-relevant microcurrents under physiological temperature gradients, while luteolin and Zn2 + are incorporated as complementary bioactive modules to suppress bacterial burden and excessive inflammation, thereby establishing a pro-regenerative niche.",hydrogel,physiological temperature gradients
IP_46f805996fd2,iTE,GC_4b07fde4639b::GC_fc9b99620496,GC_4b07fde4639b,cellulose/ionic liquid gel,GC_fc9b99620496,apparent ionic seebeck coefficient,1,1,1,2022,2022,P0620,10.1039/d1tc04466d,The role of absorbed water in ionic liquid cellulosic electrolytes for ionic thermoelectrics,We discovered that the absorbed water from the atmosphere into the cellulose/ionic liquid gel dramatically increases the apparent ionic Seebeck coefficient from 3 to 12.5 mV K-1.,cellulose/ionic liquid gel,apparent ionic Seebeck coefficient
IP_ed7d29100a9e,iTE,GC_4e3296bde52b::GC_acf7640f6e24,GC_4e3296bde52b,p/n pair,GC_acf7640f6e24,tiny temperature difference,1,1,1,2025,2025,P1026,10.1038/s41467-025-68011-w,Engineering liquid crystal elastomer unlocks high thermopower for fiber-shaped ionic thermoelectric capacitors,"These high n- and p-type performance further ensure the successful integration of a homogeneous pi-type fiber-shaped i-TE capacitor, where three p/n pairs yield an output voltage of 402.5 mV under a tiny temperature difference of 2.5 K.",p/n pairs,tiny temperature difference
IP_97e935e0a088,iTE,GC_5e2268127286::GC_d068e9e698ac,GC_5e2268127286,thermophoretic difference,GC_d068e9e698ac,dual interaction,1,1,1,2025,2025,P0336,10.1002/adma.202510199,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,"This dual-interaction strategy approach enhances the thermophoretic difference between chloride anions (from both CuCl2 and PMNT) and cations, enabling the giant ionic thermopower.",thermophoretic difference,dual-interaction
IP_f22b8a036950,iTE,GC_6519e08e8bbb::GC_c44c08236fb4,GC_6519e08e8bbb,biomimetic ion reciprocating migration,GC_c44c08236fb4,ionic seebeck coefficient,1,1,1,2026,2026,P0828,10.1016/j.cej.2026.174810,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics,"This biomimetic ion reciprocating migration strategy not only enables the (LCP/KI) i-TE to achieve a high ionic Seebeck coefficient of 35 mV K-1 under small temperature differences (<1 K), but also overcomes the core bottleneck of conventional ionic thermoelectric capacitors (i-TECs)-the necessity for intermittent operation due to ion polarization saturation.",biomimetic ion reciprocating migration,ionic Seebeck coefficient
IP_92b50d935fff,iTE,GC_6cdb23f33c74::GC_9afe334f36ec,GC_6cdb23f33c74,seebeck coefficient,GC_9afe334f36ec,phonon scattering,1,1,1,2026,2026,P0535,10.1039/d5se01406a,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,The synergistic combination of engineered ionic migration channels and phonon-scattering interfaces yields an optimal balance between a high Seebeck coefficient and low thermal conductivity.,Seebeck coefficient,phonon-scattering
IP_bce58bad0b31,iTE,GC_708dcf8c7315::GC_9863d4df22e0,GC_708dcf8c7315,hierarchical structured ionic hydrogel,GC_9863d4df22e0,minimal temperature gradient,1,1,1,2026,2026,P0463,10.1093/nsr/nwag296,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,Our hierarchical structured ionic hydrogel yields a record-high ionic Seebeck coefficient of 71.3 mV K-1 at minimal temperature gradients (Delta T <= 2.0 K).,hierarchical structured ionic hydrogel,minimal temperature gradients
IP_8836d6fae355,iTE,GC_720e69b53d5a::GC_96687fd1b877,GC_720e69b53d5a,concentration difference,GC_96687fd1b877,anion adsorption,1,1,1,2025,2025,P0525,10.1016/j.cej.2025.170879,Synergistic coordination engineering and electrodes ion-attractive boost negative thermoelectric performance in hydrogel fibers for advanced wearable electronics,"In thermoelectric hydrogel fibers, the thermal migration of Li+ is suppressed by coordination interactions, while strong anion adsorption on conductive carbon paper electrodes synergistically enhances the concentration difference between anions and cations, leading to a remarkably negative Si of -55 mV K- 1.",concentration difference,anion adsorption
IP_fbec877d92b7,iTE,GC_7802ae4324c7::GC_ac42a7cc3dd5,GC_7802ae4324c7,deep eutectic solvent,GC_ac42a7cc3dd5,ionic mobility,1,1,1,2026,2026,P0685,10.1002/app.70650,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,"The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility, yielding a Seebeck coefficient of 4.00 mV K-1, a power factor of 115.09 mu W m(-1) K-2, and an ionic conductivity of 10.35 mS cm-1.",deep eutectic solvent,ionic mobility
IP_707e4a8edce5,iTE,GC_7abe572670fb::GC_d68166b3111f,GC_7abe572670fb,output power,GC_d68166b3111f,tegs,1,1,1,2026,2026,P0440,10.1016/j.nanoen.2026.111707,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,A flexible device comprising 16 TEGs generates a voltage of 2.34 V and an output power of 138 mu W.,output power,TEGs
IP_ebba339631c0,iTE,GC_7c230545ba0f::GC_a8e6012e4ab8,GC_7c230545ba0f,zn2+-cellulose,GC_a8e6012e4ab8,transport,1,1,1,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"The Zn2+-cellulose engineering produces a confined nanostructure that supports the efficient transport of small-size Cl- anions, while limiting the movement of large-size cations, thereby allowing the CZ ionogel to function as a rare n-type ionic thermoelectric material to convert low-grade waste heat into useful electricity (similar to 110 mV at Delta T = 36 K).",Zn2+-cellulose,transport
IP_039c55c4afa4,iTE,GC_847e96743cc0::GC_9c1ed03880f1,GC_847e96743cc0,lci film,GC_9c1ed03880f1,phase controlled ionic seebeck coefficient,1,1,1,2022,2022,P0612,10.1039/d2ta03120e,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,The LCI film for the iTE device shows a phase-controlled ionic Seebeck coefficient of -5.9 mV K-1 at 80% RH and produces a maximum thermoelectric power factor of 2.4 nW m(-1) K-2.,LCI film,phase-controlled ionic Seebeck coefficient
IP_e08e95c40f48,iTE,GC_854d252d9a45::GC_8dbf90ac4aad,GC_854d252d9a45,thermodiffusion,GC_8dbf90ac4aad,multiple mobile ion,1,1,1,2026,2026,P0535,10.1039/d5se01406a,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,The simulations elucidate that the strong hydrogen-bonding network and the presence of multiple mobile ion species facilitate efficient thermodiffusion while maintaining low phonon transport.,thermodiffusion,multiple mobile ion
IP_053b04e7d31d,iTE,GC_86b6d47df12b::GC_b9f06a781120,GC_86b6d47df12b,pronounced cation anion mobility,GC_b9f06a781120,negative ionic seebeck coefficient,1,1,1,2025,2025,P0670,10.1002/advs.202414389,Cation-Anchoring-Induced Efficient n-Type Thermo-Electric Ionogel with Ultra-High Thermopower,"The synergistic combination of photo-polymerization and hydrogen-bonding networks effectively immobilizes imidazolium cations while enabling rapid chloride ion transport, creating a pronounced cation-anion mobility disparity that yields a substantial negative ionic Seebeck coefficient of -7.16 mV K-1.",pronounced cation-anion mobility,negative ionic Seebeck coefficient
IP_22163c91418d,iTE,GC_878d06612b1e::GC_d36d24de4f07,GC_878d06612b1e,unique nonlinear voltage,GC_d36d24de4f07,microstructured ionic thermoelectric hydrogel,1,1,1,2026,2026,P0463,10.1093/nsr/nwag296,Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,"A microstructured ionic thermoelectric hydrogel shows a unique nonlinear voltage response through confined ion movement, enabling high thermovoltages from very small temperature differences.",unique nonlinear voltage,microstructured ionic thermoelectric hydrogel
IP_4d743141ccfc,iTE,GC_99697930f29b::GC_fd60a1db5fcf,GC_99697930f29b,selective transport,GC_fd60a1db5fcf,interaction,1,1,1,2023,2023,P0379,10.1016/j.carbpol.2023.121310,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,"The interactions between the ions and the hydrogel matrix promote the selective transport of conducting ionic ions, producing a high Seebeck coefficient of 11.53 mV K-1.",selective transport,interactions
IP_1cf3666ad18a,iTE,GC_9a1e703f3d8a::GC_c4812512aa0f,GC_9a1e703f3d8a,mediated interfacial regulation,GC_c4812512aa0f,ionic transport,1,1,1,2026,2026,P1404,10.1016/j.carbon.2026.121756,Architecture-preserving interfacial regulation via sulfonated graphene oxide for high-performance stretchable ionic thermoelectrics,"Here, we report a sulfonated graphene oxide (SGO)-mediated interfacial regulation strategy that modulates ionic transport without altering the host polymer framework.",mediated interfacial regulation,ionic transport
IP_e51e94f87ba0,iTE,GC_d190b33526bf::GC_e10ebc642cbc,GC_d190b33526bf,selective ion migration,GC_e10ebc642cbc,manning counterion condensation,1,1,1,2025,2025,P0344,10.1016/j.colsurfa.2025.138182,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",selective ion migration,Manning counterion condensation
IP_14b6163b8c01,iTE,GC_bc536166f47d::GC_cf542d621742,GC_bc536166f47d,ionic conductivity,GC_cf542d621742,thermal conductivity,13,13,0,2017,2026,P0444; P0458; P0464; P0509; P0553; P0559; P0574; P0575; P0587; P0611; P0726; P0744; P0928,10.1039/c7ta03196c; 10.1021/acs.jpclett.2c02645; 10.1002/anie.4172130; 10.1016/j.cej.2024.149344; 10.1002/aenm.202200858; 10.1039/d1ta09707e; 10.1002/adfm.202004699; 10.1002/aenm.201901085; 10.1002/adfm.202107105; 10.1007/s11431-022-2222-5; 10.1007/s11581-017-2299-z; 10.1002/adfm.202306427; 10.1039/d6mh00255b,Ionic thermoelectric paper; Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion; Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels; Enlightening thermoelectric mastery: Bio-inspired cellulose gel containing eco-friendly deep eutectic solvents; Giant Thermoelectric Properties of Ionogels with Cationic Doping,"The robust NFC-PSSNa thermoelectric paper combines high ionic conductivity (9 mS cm(-1)), high ionic Seebeck coefficient (8.4 mV K-1) and low thermal conductivity (0.75 W m(-1) K-1) at 100% relative humidity, resulting in overall figure-of-merit of 0.025 at room temperature which is slightly better than that for the PSSNa alone.",ionic conductivity,thermal conductivity
IP_d1c2fa72088e,iTE,GC_bc536166f47d::GC_c44c08236fb4,GC_bc536166f47d,ionic conductivity,GC_c44c08236fb4,ionic seebeck coefficient,11,13,0,2017,2026,P0350; P0444; P0451; P0497; P0559; P0569; P0579; P0580; P0586; P1404; P1408,10.1016/j.cej.2024.149784; 10.1039/c7ta03196c; 10.1021/acsami.3c09934; 10.1002/smll.202412336; 10.1039/d1ta09707e; 10.1016/j.cej.2023.147257; 10.1002/eem2.70358; 10.1021/acsami.6c01737; 10.1021/acs.nanolett.2c02558; 10.1016/j.carbon.2026.121756; 10.1021/acsapm.5c00097,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting; Ionic thermoelectric paper; Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters; Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation; Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",ionic conductivity,ionic Seebeck coefficient
IP_096193d7910d,iTE,GC_6cdb23f33c74::GC_a8311b95a427,GC_6cdb23f33c74,seebeck coefficient,GC_a8311b95a427,electrical conductivity,9,11,0,2021,2026,P0369; P0377; P0393; P0399; P0414; P0441; P0455; P0479; P1254,10.1016/j.ceramint.2024.04.384; 10.1021/acsomega.3c08257; 10.1016/j.conbuildmat.2022.129898; 10.1021/acsapm.4c03816; 10.1021/acs.jced.5c00230; 10.1021/acsami.6c02443; 10.1063/5.0155614; 10.1021/acsaem.1c00422; 10.1063/5.0055367,Effect of pore structure on the ionic thermoelectric effect of pure cement paste; Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting; Ionic thermoelectric effect of pure cement paste and its temperature sensing performance; Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting; Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,The effects of the ion concentration of the pore solution on the electrical conductivity and the Seebeck coefficient are investigated by the treatment of the vacuum saturation and the leaching process of the cement pastes.,Seebeck coefficient,electrical conductivity
IP_378df46bb08a,iTE,GC_6cdb23f33c74::GC_cf542d621742,GC_6cdb23f33c74,seebeck coefficient,GC_cf542d621742,thermal conductivity,7,7,0,2017,2026,P0377; P0399; P0410; P0414; P0450; P0509; P0535,10.1021/acsomega.3c08257; 10.1021/acsapm.4c03816; 10.1002/aelm.201700013; 10.1021/acs.jced.5c00230; 10.1002/adfm.202306086; 10.1016/j.cej.2024.149344; 10.1039/d5se01406a,"Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting; Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting; Ionic Thermoelectric Figure of Merit for Charging of Supercapacitors; Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System; Highly Stretchable, Resilient, Adhesive, and Self-Healing Ionic Hydrogels for Thermoelectric Application","This study delves into the thermoelectric properties of Ikere white (IKW)-geopolymer, derived from kaolin clay, by employing rigorous measurements of thermal conductivity, electrical conductivity, and Seebeck coefficient.",Seebeck coefficient,thermal conductivity
IP_2c4043a2cae7,iTE,GC_a3f87b68a367::GC_b9e0f7aed71f,GC_a3f87b68a367,tensile strength,GC_b9e0f7aed71f,mpa,7,7,0,2020,2025,P0354; P0355; P0509; P0512; P0536; P0574; P0670,10.1002/adfm.202415856; 10.1016/j.cej.2024.148797; 10.1016/j.cej.2024.149344; 10.1016/j.cej.2025.165588; 10.1016/j.cej.2024.155789; 10.1002/adfm.202004699; 10.1002/advs.202414389,"Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Enlightening thermoelectric mastery: Bio-inspired cellulose gel containing eco-friendly deep eutectic solvents; Ultra-tough, self-healing, n-type liquid crystal elastomer thermoelectric lonogels via synergistic hydrogen-bonds and electrostatic interaction; Stretchable and thermo-mechanical stable ionogels with high thermoelectric properties for respiratory sensing and energy harvesting","Based on this, the ionogel fiber with comparable i-TE performances and significantly enhanced tensile strength and strain (from 327 KPa and 47% of film to 17.7 MPa and 70% of fiber) is prepared by a simple coating process.",tensile strength,MPa
IP_efe1999286b5,iTE,GC_bc536166f47d::GC_e7888ba5e114,GC_bc536166f47d,ionic conductivity,GC_e7888ba5e114,ionogel,6,7,0,2023,2026,P0350; P0354; P0569; P0579; P0589; P0686,10.1016/j.cej.2024.149784; 10.1002/adfm.202415856; 10.1016/j.cej.2023.147257; 10.1002/eem2.70358; 10.1016/j.cej.2026.177118; 10.1002/adfm.75062,"Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting; Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances; Great enhancement in the ionic thermopower of ionogels by cationic doping; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability; Decoupling ion transport and mechanical robustness in ionic thermoelectrics via defect-rich SrTiO3 nanofibers","To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",ionic conductivity,ionogel
IP_1423183dddfe,iTE,GC_16b42e37ba7a::GC_234b2810632d,GC_16b42e37ba7a,open circuit,GC_234b2810632d,open circuit voltage,6,6,0,2022,2026,P0349; P0417; P0512; P0591; P0616; P1057,10.1038/s41467-024-45432-7; 10.1038/s41467-026-71286-2; 10.1016/j.cej.2025.165588; 10.1016/j.cej.2026.176392; 10.1002/asia.202200850; 10.1038/s41467-025-66027-w,"High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy; An ultrathin ionic thermoelectric cell design utilizing near body heat for self-powered wearable electronics; Ultra-tough, self-healing, n-type liquid crystal elastomer thermoelectric lonogels via synergistic hydrogen-bonds and electrostatic interaction; Environmentally stable and adhesive hemicellulose eutectogel for n-type ionic thermoelectrics; Multi-Ionic Hydrogel with Outstanding Heat-to-Electrical Performance for Low-Grade Heat Harvesting","In a prototype 25-cell module, the open-circuit voltage and short-circuit current are 6.9 V and 68 mA, respectively, and the maximum power is 131 mW.",open-circuit,open-circuit voltage
IP_9966e62c6977,iTE,GC_1bde68a96fb1::GC_f8e6cda9afe7,GC_1bde68a96fb1,ionic power,GC_f8e6cda9afe7,ionic power factor,6,6,0,2023,2026,P0337; P0350; P0451; P0572; P0579; P0928,10.1002/aenm.202405502; 10.1016/j.cej.2024.149784; 10.1021/acsami.3c09934; 10.1002/asia.70880; 10.1002/eem2.70358; 10.1039/d6mh00255b,"Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors; Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting; Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters; Multicomponent Synergistic Optimization of Thermoelectric Properties in PVDF-HFP Ionogels; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability","Accordingly, the optimized sample achieves an impressive positive ionic thermopower of 14.24 mV K-1 and a high ionic power factor of 477.2 mu W K-2 m-1.",ionic power,ionic power factor
