pair_id,analysis_layer,pair_key,left_global_concept_id,left_label,right_global_concept_id,right_label,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,example_evidence_sentence,example_left_surface,example_right_surface
TP_ee742d9543fb,TG,GC_9d46497b7433::GC_aeb1b00e7079,GC_9d46497b7433,continuous power,GC_aeb1b00e7079,vertical electrode,1,1,1,1995,1995,P0128,10.1149/1.2048394,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,It was concluded that the horizontal electrode orientation with the cold above the hot electrode and the vertical electrode orientation provide the best convective arrangements for continuous power production.,continuous power,vertical electrode
TP_7512f79881c6,TG,GC_a51be089433c::GC_d18c91f9affa,GC_a51be089433c,maxsorb electrode,GC_d18c91f9affa,temperature difference,1,1,1,1998,1998,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,"The Maxsorb electrodes generate 5.68 mV/degrees/C of thermoelectric power at a temperature difference greater than 40 degrees C, which is 2.5 times the power reported previously.",Maxsorb electrodes,temperature difference
TP_338b0eb184ff,TG,GC_b30eeda47966::GC_c65ae68fc356,GC_b30eeda47966,energy output efficiency,GC_c65ae68fc356,heat storage electrode,1,1,1,2024,2024,P0050,10.1016/j.solener.2024.112939,A novel solar-driven thermogalvanic cell with integrated heat storage capabilities,"Compared to traditional thermal chemical cells, the new heat storage electrode materials significantly enhance the stability and energy output efficiency.",energy output efficiency,heat storage electrode
TP_97002eff6d08,TG,GC_c49337668d2c::GC_cf542d621742,GC_c49337668d2c,pils,GC_cf542d621742,thermal conductivity,1,1,1,2016,2016,P0660,10.1039/c5ra24835c,Synthesis and characterization of protic ionic liquids as thermoelectrochemical materials,PILs show lower thermal conductivity and good ionic conductivity which leads to the success of good thermoelectric materials.,PILs,thermal conductivity
TP_0df90ce39775,TG,GC_c66d2ca12074::GC_f22b98b878db,GC_c66d2ca12074,amphiphilic network,GC_f22b98b878db,entropy difference,1,1,1,2026,2026,P1614,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,"Furthermore, the & horbar;SO3 - and phenyl moieties of amphiphilic networks enhance the entropy difference of the [Fe(CN)6 4-/Fe(CN)6 3-] redox couple via electrostatic and ion-pi interactions, boosting thermopower.",amphiphilic networks,entropy difference
TP_7e1c606d81a3,TG,GC_dad97d797387::GC_e9d78ff58518,GC_dad97d797387,redox reaction,GC_e9d78ff58518,structure breaking salt,1,1,1,2025,2025,P0046,10.1002/aenm.202404151,High-Performance Quasi-Solid-State Thermogalvanic Cells with Metallized Fibril-Based Textile Electrodes and Structure-Breaking Salts,"Meanwhile, the structure-breaking salts facilitate redox reactions and improve ion diffusion by disrupting water structures in the hydrogel electrolyte.",redox reactions,structure-breaking salts
TP_a519d6b15cd4,TG,GC_0877e2b76456::GC_138545480ba1,GC_0877e2b76456,thermo electrochemical cell,GC_138545480ba1,thermo electrochemical,16,18,0,2010,2025,P0035; P0045; P0108; P0149; P0187; P0277; P0280; P0283; P0286; P0289; P0299; P0303; P0308; P0316; P0324; P0924,10.1016/j.cej.2025.164170; 10.1016/j.nanoen.2024.110329; 10.1007/s40242-020-0126-y; 10.1016/j.ensm.2024.103902; 10.1016/j.elecom.2024.107683; 10.1002/adfm.202304067; 10.1016/j.elecom.2024.107750; 10.1021/jacs.6b04923; 10.3390/nano13091488; 10.1021/nl903267n; 10.1039/c7se00470b; 10.1007/s10800-013-0638-y; 10.1039/d1se01893k; 10.1149/2.043205jes; 10.1007/s10800-016-1010-9; 10.3390/en17010001,Unlocking enhanced thermogalvanic cell performance via molecular chaperone-assisted non-toxic redox couple for waste heat harvesting; Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; Electrochemical Impedance Analysis of Thermogalvanic Cells; Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications; Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,Thermo-electrochemical cells (TECs) offer a cost-effective solution for converting thermal energy into electrical energy.,Thermo-electrochemical cells,Thermo-electrochemical
TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,GC_16b42e37ba7a,open circuit,GC_234b2810632d,open circuit voltage,10,12,0,1998,2024,P0009; P0045; P0050; P0057; P0068; P0093; P0117; P0211; P0328; P1024,10.1126/science.adg0164; 10.1016/j.nanoen.2024.110329; 10.1016/j.solener.2024.112939; 10.1016/j.nanoen.2022.107449; 10.3390/mi14071327; 10.1016/j.nanoen.2018.12.073; 10.1007/s10854-015-4043-7; 10.1149/1945-7111/acd4ed; 10.1016/s0378-7753(97)02676-1; 10.1002/cssc.201901566,"In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production; Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; A novel solar-driven thermogalvanic cell with integrated heat storage capabilities; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles","A large-area generator (112 square centimeters) consisting of 36 units yielded an open-circuit voltage of 4.4 volts and a power of 20.1 milliwatts, as well 0.5 millimoles of hydrogen and 0.2 millimoles of oxygen after 6 hours of outdoor operation.",open-circuit,open-circuit voltage
TP_c5b7aaf41763,TG,GC_09c84fb5d355::GC_6f0f083fb15f,GC_09c84fb5d355,maximum power,GC_6f0f083fb15f,maximum power density,10,11,0,2017,2026,P0037; P0045; P0057; P0081; P0114; P0189; P0192; P0263; P0286; P0308,10.1016/j.energy.2024.130557; 10.1016/j.nanoen.2024.110329; 10.1016/j.nanoen.2022.107449; 10.1039/d5ta09239f; 10.1016/j.ijhydene.2017.08.111; 10.1016/j.applthermaleng.2024.124970; 10.1016/j.nanoen.2016.11.014; 10.1016/j.cej.2026.178256; 10.3390/nano13091488; 10.1039/d1se01893k,"Modeling, thermodynamic performance analysis, and parameter optimization of a hybrid power generation system coupling thermogalvanic cells with alkaline fuel cells; Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell; A solid state thermogalvanic cell harvesting low-grade thermal energy","The calculated results indicate that the hybrid system achieves a considerable increase of 19.72% in maximum power density from 247.07 W m-2 to 295.80 W m-2 and 5.71% in conversion efficiency from 10.16% to 10.74% compared to a single AFC, respectively.",maximum power,maximum power density
TP_252f27ea4b34,TG,GC_3cb102b9bb3d::GC_faa270044b11,GC_3cb102b9bb3d,normalized power density,GC_faa270044b11,normalized power,7,7,0,2023,2026,P0022; P0031; P0085; P0135; P0211; P0252; P1614,10.1021/acsami.5c03375; 10.1016/j.colsurfa.2025.137971; 10.1002/adfm.76685; 10.1021/acsnano.4c12294; 10.1149/1945-7111/acd4ed; 10.1021/acsaem.5c00167; 10.1002/smll.73890,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells; MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability; Investigation of the Effective Voltage and Performance of Thermocells,"Furthermore, by optimizing the concentrations of Cu2+, ethylenediamine, and (NH4)2SO4 in the electrolyte, both alpha and normalized power density can be significantly improved, achieving values of 2.12 mV K-1 and 676 mu W m-2 K-2, respectively.",normalized power density,normalized power
TP_3de30c8a3b7e,TG,GC_21faa67da1fd::GC_4937afb10b20,GC_21faa67da1fd,conversion,GC_4937afb10b20,conversion efficiency,6,8,0,2014,2025,P0037; P0050; P0056; P0149; P0303; P1493,10.1016/j.energy.2024.130557; 10.1016/j.solener.2024.112939; 10.1002/aenm.202302011; 10.1016/j.ensm.2024.103902; 10.1007/s10800-013-0638-y; 10.1021/acsami.1c07266,"Modeling, thermodynamic performance analysis, and parameter optimization of a hybrid power generation system coupling thermogalvanic cells with alkaline fuel cells; A novel solar-driven thermogalvanic cell with integrated heat storage capabilities; Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells; Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications; Design and optimization of thermo-electrochemical cells","The calculated results indicate that the hybrid system achieves a considerable increase of 19.72% in maximum power density from 247.07 W m-2 to 295.80 W m-2 and 5.71% in conversion efficiency from 10.16% to 10.74% compared to a single AFC, respectively.",conversion,conversion efficiency
TP_4871653ee385,TG,GC_234b2810632d::GC_d18c91f9affa,GC_234b2810632d,open circuit voltage,GC_d18c91f9affa,temperature difference,6,6,0,2022,2024,P0042; P0045; P0050; P0057; P0068; P0211,10.1016/j.cej.2023.145247; 10.1016/j.nanoen.2024.110329; 10.1016/j.solener.2024.112939; 10.1016/j.nanoen.2022.107449; 10.3390/mi14071327; 10.1149/1945-7111/acd4ed,"Thermogalvanic gel patch for self-powered human motion recognition enabled by photo-thermal-electric conversion; Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; A novel solar-driven thermogalvanic cell with integrated heat storage capabilities; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles","This enables simultaneous high thermogalvanic and photothermal performance, with an open circuit voltage of up to 12 mV and a short circuit current exceeding 1.25 A m- 2 at a temperature difference of up to 9 degrees C under one sun.",open circuit voltage,temperature difference
TP_db2cff8f5b42,TG,GC_0ca6bf1bbab3::GC_809f9a5bfdd8,GC_0ca6bf1bbab3,power conversion,GC_809f9a5bfdd8,power conversion efficiency,5,7,0,1995,2023,P0071; P0127; P0128; P0229; P0320,10.1021/acsaem.3c01907; 10.1149/1.1837047; 10.1149/1.2048394; 10.1007/s10973-012-2311-9; 10.1115/1.4036045,"p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell; THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS; Novel carbon materials for thermal energy harvesting; Analytical Study and Experimental Validation of Copper II Sulfate and Potassium Ferri/Ferrocyanide Thermocells Using Onsager Flux Equations","As a result, the efficient p-n conversion and enhanced power conversion efficiency was achieved for the I-/I-3(-) TGC with the introduction of copolymers.",power conversion,power conversion efficiency
TP_ccffd8c23212,TG,GC_09c84fb5d355::GC_6cdb23f33c74,GC_09c84fb5d355,maximum power,GC_6cdb23f33c74,seebeck coefficient,5,5,0,2017,2026,P0081; P0085; P0114; P0263; P0320,10.1039/d5ta09239f; 10.1002/adfm.76685; 10.1016/j.ijhydene.2017.08.111; 10.1016/j.cej.2026.178256; 10.1115/1.4036045,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell; Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells; A solid state thermogalvanic cell harvesting low-grade thermal energy; Efficient seawater desalination enabled by temperature-regulated electrolyte gradient; Analytical Study and Experimental Validation of Copper II Sulfate and Potassium Ferri/Ferrocyanide Thermocells Using Onsager Flux Equations,"We add weakly coordinating anions to stabilize the oxidized species, increase redox entropy change, and balance electrical and thermal transport, and the optimized cell delivers a Seebeck coefficient of 6.44 mV K-1; a maximum power density similar to 8 W m(-2); and similar to 0.5 V (open circuit) at a 75 K gradient.",maximum power,Seebeck coefficient
TP_916a1a58bd34,TG,GC_16b42e37ba7a::GC_d18c91f9affa,GC_16b42e37ba7a,open circuit,GC_d18c91f9affa,temperature difference,5,5,0,2022,2024,P0045; P0050; P0057; P0068; P0211,10.1016/j.nanoen.2024.110329; 10.1016/j.solener.2024.112939; 10.1016/j.nanoen.2022.107449; 10.3390/mi14071327; 10.1149/1945-7111/acd4ed,"Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; A novel solar-driven thermogalvanic cell with integrated heat storage capabilities; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles; Investigation of the Effective Voltage and Performance of Thermocells","An open-circuit voltage of 163 mV, a short-current density of 0.7 mA & sdot;m-2 and a maximum power density of 26.7 mu W & sdot;m-2 are achieved at a temperature difference of 30 K.",open-circuit,temperature difference
TP_d768d544e42c,TG,GC_5f9395c3b80a::GC_f22b98b878db,GC_5f9395c3b80a,entropy,GC_f22b98b878db,entropy difference,4,5,0,2021,2026,P0044; P0084; P0223; P1614,10.1039/d4ee01642d; 10.1016/j.nanoen.2026.111909; 10.1039/d1cp01153g; 10.1002/smll.73890,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition; Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; Insight into the effect of the configuration entropy of additives on the Seebeck coefficient; Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,"However, the use of single-phase electrodes thermodynamically curbs the entropy difference, limiting the thermopower enhancement.",entropy,entropy difference
TP_8f50560d1b91,TG,GC_09c84fb5d355::GC_d18c91f9affa,GC_09c84fb5d355,maximum power,GC_d18c91f9affa,temperature difference,4,4,0,2017,2026,P0045; P0057; P0114; P0263,10.1016/j.nanoen.2024.110329; 10.1016/j.nanoen.2022.107449; 10.1016/j.ijhydene.2017.08.111; 10.1016/j.cej.2026.178256,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; A solid state thermogalvanic cell harvesting low-grade thermal energy; Efficient seawater desalination enabled by temperature-regulated electrolyte gradient,"An open-circuit voltage of 163 mV, a short-current density of 0.7 mA & sdot;m-2 and a maximum power density of 26.7 mu W & sdot;m-2 are achieved at a temperature difference of 30 K.",maximum power,temperature difference
TP_09fbb901404c,TG,GC_138545480ba1::GC_3ea8786de366,GC_138545480ba1,thermo electrochemical,GC_3ea8786de366,thermogalvanic cell,4,4,0,2020,2025,P0108; P0149; P0161; P0187,10.1007/s40242-020-0126-y; 10.1016/j.ensm.2024.103902; 10.1016/j.energy.2025.138779; 10.1016/j.elecom.2024.107683,Electrochemical Impedance Analysis of Thermogalvanic Cells; Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications; Experimental investigations on thermally induced energy storage characteristics of hydrogel thermo-electrochemical cells for low-grade heat recovery; Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,Thermogalvanic cells(also known as thermo-electrochemical cells) that convert waste heat energy to electricity are a new type of energy conversion device.,thermo-electrochemical,Thermogalvanic cells
TP_7c404bb0e04f,TG,GC_3cd3564912b1::GC_e49423da4792,GC_3cd3564912b1,short circuit,GC_e49423da4792,short circuit current,4,4,0,1995,2022,P0057; P0117; P0128; P0316,10.1016/j.nanoen.2022.107449; 10.1007/s10854-015-4043-7; 10.1149/1.2048394; 10.1149/2.043205jes,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Flexible organic photo-thermogalvanic cell for low power applications; THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS; Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell,"By implanting a PDMS solar absorber, the assembled solar thermoelectric gel device delivers a maximum temperature difference of about 11.2 K with an open-circuit voltage up to 16.6 mV and short-circuit current of more than 100 mu A, respectively, upon exposure to sunshine over 12 h.",short-circuit,short-circuit current
TP_8201a4cd23f5,TG,GC_5e68513455e0::GC_61ee27fd0843,GC_5e68513455e0,specific output power,GC_61ee27fd0843,specific output power density,4,4,0,2022,2026,P0039; P0053; P0084; P0200,10.1039/d2ee00738j; 10.1002/aenm.202303358; 10.1016/j.nanoen.2026.111909; 10.1021/acs.nanolett.3c02870,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching; Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; Stretchable and Durable Bacterial Cellulose-Based Thermocell with Improved Thermopower Density for Low-Grade Heat Harvesting,"We demonstrated a highly ionic conductive, anti-freezing stretchable thermogalvanic hydrogel thermocell (STHTC) with a record-high specific output power density of 1780 mu W m(-2) K-2, which is similar to 3 times the maximum value of previously reported STHTCs.",specific output power,specific output power density
TP_69eb5ce424bc,TG,GC_6f0f083fb15f::GC_d18c91f9affa,GC_6f0f083fb15f,maximum power density,GC_d18c91f9affa,temperature difference,4,4,0,2017,2026,P0045; P0057; P0114; P0263,10.1016/j.nanoen.2024.110329; 10.1016/j.nanoen.2022.107449; 10.1016/j.ijhydene.2017.08.111; 10.1016/j.cej.2026.178256,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; A solid state thermogalvanic cell harvesting low-grade thermal energy; Efficient seawater desalination enabled by temperature-regulated electrolyte gradient,"An open-circuit voltage of 163 mV, a short-current density of 0.7 mA & sdot;m-2 and a maximum power density of 26.7 mu W & sdot;m-2 are achieved at a temperature difference of 30 K.",maximum power density,temperature difference
TP_ad71e2c1bc9c,TG,GC_4a92e5f4fe38::GC_f7553cd07f36,GC_4a92e5f4fe38,hydrogel,GC_f7553cd07f36,hydrogel electrolyte,3,6,0,2023,2026,P0046; P0172; P0193,10.1002/aenm.202404151; 10.1039/d6sc03942a; 10.1039/d2ta09385e,High-Performance Quasi-Solid-State Thermogalvanic Cells with Metallized Fibril-Based Textile Electrodes and Structure-Breaking Salts; Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells; Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,"Herein, we present novel strategies for developing high-performance all-flexible QTCs using both metallized fibril-based textile electrodes with extremely large surface area, (specifically Ni textiles), and structure-breaking salts for hydrogel electrolytes.",hydrogel,hydrogel electrolytes
TP_fd74725b178a,TG,GC_0877e2b76456::GC_3ea8786de366,GC_0877e2b76456,thermo electrochemical cell,GC_3ea8786de366,thermogalvanic cell,3,3,0,2020,2025,P0108; P0149; P0187,10.1007/s40242-020-0126-y; 10.1016/j.ensm.2024.103902; 10.1016/j.elecom.2024.107683,Electrochemical Impedance Analysis of Thermogalvanic Cells; Thermo-electrochemical cells enable efficient and flexible power supplies: From materials to applications; Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,Thermogalvanic cells(also known as thermo-electrochemical cells) that convert waste heat energy to electricity are a new type of energy conversion device.,thermo-electrochemical cells,Thermogalvanic cells
TP_1aa89501313f,TG,GC_118af0040619::GC_c6f96235805f,GC_118af0040619,thermopower,GC_c6f96235805f,tecs,3,3,0,2022,2024,P0166; P0186; P0282,10.1002/aenm.202402226; 10.1007/s11426-023-1912-8; 10.1016/j.mtener.2022.101032,"Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures; Self-assembled aerogel sheet electrodes of thermocells for low-grade heat harvest; Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects",The TECs fabricated on this composite hydrogel electrolyte exhibit a notably increased thermopower of 2.04 mV K-1 and can be continuously operated at sub-zero temperatures down to -40 degrees C.,thermopower,TECs
TP_f92adf64c15d,TG,GC_16b42e37ba7a::GC_3cd3564912b1,GC_16b42e37ba7a,open circuit,GC_3cd3564912b1,short circuit,3,3,0,2016,2023,P0057; P0068; P0117,10.1016/j.nanoen.2022.107449; 10.3390/mi14071327; 10.1007/s10854-015-4043-7,"Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles; Flexible organic photo-thermogalvanic cell for low power applications","By implanting a PDMS solar absorber, the assembled solar thermoelectric gel device delivers a maximum temperature difference of about 11.2 K with an open-circuit voltage up to 16.6 mV and short-circuit current of more than 100 mu A, respectively, upon exposure to sunshine over 12 h.",open-circuit,short-circuit
