group_id,left_unit_id,right_unit_id,left_eligible_members,right_eligible_members,candidate_channels,legacy_candidate_ids,explicit_candidate_pairs,possible_member_pairs,all_member_pairs_listed,group_status
group:9958265ba5b93881db79,TG:retrieval:01ac579de05493,TG:retrieval:d08ce48c58e7ed,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:9abdf0a35c32ad5c16d8,TG:retrieval:01ac579de05493,TG:retrieval:d8871590c191cd,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:4ca3466926455aecd58f,TG:retrieval:01ac579de05493,TG:retrieval:fc1f122bacddf8,1,1,char_ngram_tfidf,pair:4ca3466926455aec,1,1,True,retrieval_group_only_no_judgment_propagation
group:28ea5c5a5280d0d884ca,TG:retrieval:0204472e6107e6,TG:retrieval:055861b7663c07,1,3,semantic_top10,,1,3,False,retrieval_group_only_no_judgment_propagation
group:10917ad588baf6b83bff,TG:retrieval:0204472e6107e6,TG:retrieval:29aa839423e78f,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6ba261e61bd5db67593a,TG:retrieval:0204472e6107e6,TG:retrieval:2de2f061513355,1,1,char_ngram_tfidf,pair:6ba261e61bd5db67,1,1,True,retrieval_group_only_no_judgment_propagation
group:15bcd0f31b4378fada34,TG:retrieval:0204472e6107e6,TG:retrieval:32a8ab8720d2de,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:f68f6f1b1a54a14c9989,TG:retrieval:0204472e6107e6,TG:retrieval:38d95605391c19,1,1,char_ngram_tfidf,pair:f68f6f1b1a54a14c,1,1,True,retrieval_group_only_no_judgment_propagation
group:f06211189e93dbd51ac6,TG:retrieval:0204472e6107e6,TG:retrieval:42f11f424cf756,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:73a2c517ac36dd237afe,TG:retrieval:0204472e6107e6,TG:retrieval:47844a93542210,1,1,char_ngram_tfidf,pair:73a2c517ac36dd23,1,1,True,retrieval_group_only_no_judgment_propagation
group:de646aa78a1adb8ec2cf,TG:retrieval:0204472e6107e6,TG:retrieval:4eac86e1265993,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:057e1fcb8afdb0ba0a5d,TG:retrieval:0204472e6107e6,TG:retrieval:4f207cc6aca2b4,1,3,semantic_top10,,1,3,False,retrieval_group_only_no_judgment_propagation
group:7c841d5e2f5b4b690d72,TG:retrieval:0204472e6107e6,TG:retrieval:50c6297b967ffb,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:eea584b288b850231460,TG:retrieval:0204472e6107e6,TG:retrieval:571cee3e91de12,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ae0146390db0a117861d,TG:retrieval:0204472e6107e6,TG:retrieval:61aa736ef45d5a,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:46f8f55f968153387819,TG:retrieval:0204472e6107e6,TG:retrieval:86cd99cf6dbea7,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:9efe1c076d9a685b321b,TG:retrieval:0204472e6107e6,TG:retrieval:9ebc0fcfa80e3d,1,1,char_ngram_tfidf;semantic_top10,pair:9efe1c076d9a685b,1,1,True,retrieval_group_only_no_judgment_propagation
group:14439c511b9f7e3b3a07,TG:retrieval:0204472e6107e6,TG:retrieval:bb7e75524b48de,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:dad8788af55422e61d37,TG:retrieval:0204472e6107e6,TG:retrieval:c2353cae1e8c1a,1,1,char_ngram_tfidf;semantic_top10,pair:dad8788af55422e6,1,1,True,retrieval_group_only_no_judgment_propagation
group:451d986a95cc08cf5056,TG:retrieval:0204472e6107e6,TG:retrieval:d0073d658a0495,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:b6badf3ab2a27bb21e62,TG:retrieval:0204472e6107e6,TG:retrieval:d1e1b2801f2a6e,1,1,char_ngram_tfidf,pair:b6badf3ab2a27bb2,1,1,True,retrieval_group_only_no_judgment_propagation
group:e8e9cfc10b08395ab689,TG:retrieval:0204472e6107e6,TG:retrieval:dcb34b271703ff,1,1,char_ngram_tfidf,pair:e8e9cfc10b08395a,1,1,True,retrieval_group_only_no_judgment_propagation
group:aa8a044057f328c555d5,TG:retrieval:0204472e6107e6,TG:retrieval:ed836b3401f401,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:2561ffdab5be486c1b3e,TG:retrieval:02ef1a7205ccc8,TG:retrieval:02feb52ea5f292,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:bc4e12abb72e9e856aca,TG:retrieval:02ef1a7205ccc8,TG:retrieval:0537973ab6a7ce,1,1,char_ngram_tfidf,pair:bc4e12abb72e9e85,1,1,True,retrieval_group_only_no_judgment_propagation
group:a9161b540fde837d1884,TG:retrieval:02ef1a7205ccc8,TG:retrieval:098cf31e104199,1,1,char_ngram_tfidf,pair:a9161b540fde837d,1,1,True,retrieval_group_only_no_judgment_propagation
group:111dfd455ecc8da53caf,TG:retrieval:02ef1a7205ccc8,TG:retrieval:199b0cae0ee40c,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:356c631dfa7909086e27,TG:retrieval:02ef1a7205ccc8,TG:retrieval:22e76a01affcad,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:5bcd669e6fa75a19aab3,TG:retrieval:02ef1a7205ccc8,TG:retrieval:302c28d1d938d4,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:670573154cbc771c1ba8,TG:retrieval:02ef1a7205ccc8,TG:retrieval:44de760f25cea0,1,1,char_ngram_tfidf,pair:670573154cbc771c,1,1,True,retrieval_group_only_no_judgment_propagation
group:1d0a87a62c3a7721e37c,TG:retrieval:02ef1a7205ccc8,TG:retrieval:4b65c40e7c831f,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6e67a1600ba4a9d663f9,TG:retrieval:02ef1a7205ccc8,TG:retrieval:4c908e59029d33,1,1,char_ngram_tfidf,pair:6e67a1600ba4a9d6,1,1,True,retrieval_group_only_no_judgment_propagation
group:8a646bef0e76eb0c17f0,TG:retrieval:02ef1a7205ccc8,TG:retrieval:55b1750494d5c8,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:8782518e3986ac30ebf4,TG:retrieval:02ef1a7205ccc8,TG:retrieval:58538fb4704d6f,1,1,char_ngram_tfidf,pair:8782518e3986ac30,1,1,True,retrieval_group_only_no_judgment_propagation
group:84b20ec776257c2dc264,TG:retrieval:02ef1a7205ccc8,TG:retrieval:5bf065f374db80,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
