candidate_id,domain,left_concept_id,right_concept_id,left_mention_id,right_mention_id,left_label,right_label,left_role,right_role,group_id,candidate_channels,cosine_similarity,left_to_right_rank,right_to_left_rank,legacy_candidate_ids,historical_comparison_id,historical_original_left,historical_original_right,historical_original_relation,historical_relation_aligned,historical_original_reason,historical_evidence_scope,review_status,human_decision,human_reason,merge_applied
candidate:4bd5b27356dd0a684146,TG,TG:P0001:initial_n2,TG:P0178:initial_n2,TG:P0001:n2,TG:P0178:n2,exogenous electric field,output voltage,quantity,performance_function,group:c6624f5b56380781cb9e,semantic_top10,0.8142014145851135,3,,,,,,,,,,needs_review_new_candidate,,,False
candidate:1de94c17a573069226d2,TG,TG:P0001:initial_n3,TG:P0047:initial_n2,TG:P0001:n3,TG:P0047:n2,wound healing,heat-to-electricity conversion,performance_function,performance_function,group:21920540432ac2ee6727,semantic_top10,0.7881941795349121,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:947246dd8868af235011,TG,TG:P0001:initial_n3,TG:P0064:initial_n2,TG:P0001:n3,TG:P0064:n2,wound healing,responsivity on strain,performance_function,performance_function,group:f30d3eea2d8340a1280a,semantic_top10,0.8031201362609863,2,7,,,,,,,,,needs_review_new_candidate,,,False
candidate:07b4967f95cec9fb6117,TG,TG:P0001:initial_n3,TG:P0064:initial_n3,TG:P0001:n3,TG:P0064:n3,wound healing,recognize the pulse beat,performance_function,performance_function,group:26c92135819aa88f9fe7,semantic_top10,0.7803792357444763,,7,,,,,,,,,needs_review_new_candidate,,,False
candidate:139c80087faf84fa5724,TG,TG:P0001:initial_n3,TG:P0073:initial_n1,TG:P0001:n3,TG:P0073:n1,wound healing,mechanical strain,performance_function,condition,group:9f3adeba9612d204227c,semantic_top10,0.790028989315033,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:3f36086553202058c905,TG,TG:P0001:initial_n3,TG:P0073:initial_n3,TG:P0001:n3,TG:P0073:n3,wound healing,thermoelectric voltage output,performance_function,performance_function,group:dd81795e73fa00dc182e,semantic_top10,0.8030615448951721,3,,,,,,,,,,needs_review_new_candidate,,,False
candidate:a1e724da9e1cc7031ebf,TG,TG:P0001:initial_n3,TG:P0075:initial_n1,TG:P0001:n3,TG:P0075:n1,wound healing,thermogalvanic effect,performance_function,mechanism_process,group:55a7cd1e7fdcdf797038,semantic_top10,0.7957558631896973,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:8b365811b9fdcefbbf0b,TG,TG:P0001:initial_n3,TG:P0087:initial_n1,TG:P0001:n3,TG:P0087:n1,wound healing,photothermal-thermoelectric coupling,performance_function,mechanism_process,group:d9c8d4616ab22a3b350e,semantic_top10,0.8028918504714966,4,,,,,,,,,,needs_review_new_candidate,,,False
candidate:69d41c3f5d561b7ce4d1,TG,TG:P0001:initial_n3,TG:P0087:initial_n2,TG:P0001:n3,TG:P0087:n2,wound healing,transdermal extraction of the biomarker (8-OH-dG),performance_function,performance_function,group:9020130bb39beca76c03,semantic_top10,0.7982748746871948,5,,,,,,,,,,needs_review_new_candidate,,,False
candidate:934ccea510005d6c9331,TG,TG:P0001:initial_n3,TG:P0113:initial_n2,TG:P0001:n3,TG:P0113:n2,wound healing,power,performance_function,performance_function,group:0a9e8956aa30693d4c32,semantic_top10,0.7927640676498413,7,,,,,,,,,,needs_review_new_candidate,,,False
candidate:fcc7a5c65af32918e1ef,TG,TG:P0001:initial_n3,TG:P0142:initial_n3,TG:P0001:n3,TG:P0142:n3,wound healing,voltage generation,performance_function,performance_function,group:37f28c426e33e32962c4,semantic_top10,0.7913162708282471,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:24268de53f8db9cf4a14,TG,TG:P0002:initial_n1,TG:P0002:initial_n2,TG:P0002:n1,TG:P0002:n2,weak Fe2+/3+-ClO4- interactions,selective association between Fe2+ and nitrile solvents,interaction,interaction,group:47c290e5ea266dcf68b2,semantic_top10,0.9743328094482422,1,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:bdd17dce65a3fa3338a2,TG,TG:P0002:initial_n1,TG:P0002:initial_n3,TG:P0002:n1,TG:P0002:n3,weak Fe2+/3+-ClO4- interactions,entropy change available for electrochemical refrigeration,interaction,quantity,group:7112bf1817bac2f21ffe,semantic_top10,0.9649754762649536,2,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:4f59a8a154d2e2c7a655,TG,TG:P0002:initial_n1,TG:P0014:initial_n1,TG:P0002:n1,TG:P0014:n1,weak Fe2+/3+-ClO4- interactions,electrostatic interactions between the PEDOT:PSS matrix and the Fe2+/3+ ions,interaction,interaction,group:405a8a3d65b8144ff0ab,char_ngram_tfidf,0.8261959552764893,,,pair:405a8a3d65b8144f,,,,,,,,needs_review_new_candidate,,,False
candidate:97cd13387cd623d9ca56,TG,TG:P0002:initial_n1,TG:P0014:initial_n2,TG:P0002:n1,TG:P0014:n2,weak Fe2+/3+-ClO4- interactions,liberation of ClO4- ions,interaction,mechanism_process,group:a1e83a515286744b33a0,char_ngram_tfidf;semantic_top10,0.8391109108924866,,10,pair:a1e83a515286744b,,,,,,,,needs_review_new_candidate,,,False
candidate:98e11aea685a897aa658,TG,TG:P0002:initial_n1,TG:P0065:initial_n3,TG:P0002:n1,TG:P0065:n3,weak Fe2+/3+-ClO4- interactions,entropically-driven processes,interaction,mechanism_process,group:19a0b022ba96efc15834,semantic_top10,0.8323855400085449,,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:fe5cbb10233f0afc7915,TG,TG:P0002:initial_n1,TG:P0065:initial_n4,TG:P0002:n1,TG:P0065:n4,weak Fe2+/3+-ClO4- interactions,low dielectric and bulky solvents,interaction,material_entity,group:a092577496beae4c65ed,semantic_top10,0.8436869978904724,,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:87c9c1f3774c3d79966d,TG,TG:P0002:initial_n1,TG:P0084:initial_n2,TG:P0002:n1,TG:P0084:n2,weak Fe2+/3+-ClO4- interactions,selectively binds with Fe(CN)64-,interaction,interaction,group:086663355ffc8df8bf98,semantic_top10,0.85540372133255,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:de6f5393b5eca7266b73,TG,TG:P0002:initial_n1,TG:P0084:initial_n3,TG:P0002:n1,TG:P0084:n3,weak Fe2+/3+-ClO4- interactions,entropy difference of the [Fe(CN)6]3-/4-redox couple,interaction,quantity,group:9a818eab2836a40f3da0,semantic_top10,0.8704745769500732,4,,,,,,,,,,needs_review_new_candidate,,,False
candidate:24ec8460c777b92c85e7,TG,TG:P0002:initial_n1,TG:P0192:initial_n1,TG:P0002:n1,TG:P0192:n1,weak Fe2+/3+-ClO4- interactions,organic solvent with an appropriate solubility parameter,interaction,material_entity,group:9bed9939368fb6c67c2e,semantic_top10,0.8626099228858948,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:f755a0c721c2c08fbacf,TG,TG:P0002:initial_n1,TG:P0212:initial_n2,TG:P0002:n1,TG:P0212:n2,weak Fe2+/3+-ClO4- interactions,entropy changes of lithium iron phosphate,interaction,quantity,group:35c7bd05ef98da9c49e3,semantic_top10,0.8352876901626587,,7,,,,,,,,,needs_review_new_candidate,,,False
candidate:84cbe68a64f1ba7db562,TG,TG:P0002:initial_n1,TG:P0247:initial_n1,TG:P0002:n1,TG:P0247:n1,weak Fe2+/3+-ClO4- interactions,ionic interactions,interaction,interaction,group:8ed5366a845915db37ad,char_ngram_tfidf,0.8131753206253052,,,pair:8ed5366a845915db,,,,,,,,needs_review_new_candidate,,,False
candidate:7794373b0ba2e82d9ff2,TG,TG:P0002:initial_n1,TG:P0258:initial_n1,TG:P0002:n1,TG:P0258:n1,weak Fe2+/3+-ClO4- interactions,mixing process of separate FeCl3 and FeCl2 electrolytes,interaction,mechanism_process,group:76a19211f0d9182e737a,semantic_top10,0.8571525812149048,9,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:bfef54260cd4b55ed28c,TG,TG:P0002:initial_n1,TG:P0258:initial_n2,TG:P0002:n1,TG:P0258:n2,weak Fe2+/3+-ClO4- interactions,degrade the complexes of Fe(H2O)5Cl(2)(+),interaction,mechanism_process,group:4316fc14fa44f6551dd9,semantic_top10,0.8592449426651001,7,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:b61260efbc069016e1e3,TG,TG:P0002:initial_n1,TG:P0258:initial_n4,TG:P0002:n1,TG:P0258:n4,weak Fe2+/3+-ClO4- interactions,redox solvation entropy,interaction,quantity,group:06247f0a18d3284a8600,semantic_top10,0.8758156299591064,3,,,,,,,,,,needs_review_new_candidate,,,False
candidate:4966ad6b9008c23c4733,TG,TG:P0002:initial_n1,TG:P0258:initial_n5,TG:P0002:n1,TG:P0258:n5,weak Fe2+/3+-ClO4- interactions,interaction of Fe3+ and water molecules,interaction,interaction,group:07399d1a2db8a5ca636d,semantic_top10,0.8686130046844482,5,4,,,,,,,,,needs_review_new_candidate,,,False
candidate:ac7b3b60795594b18d06,TG,TG:P0002:initial_n1,TG:P0264:initial_n3,TG:P0002:n1,TG:P0264:n3,weak Fe2+/3+-ClO4- interactions,solvation entropy difference,interaction,quantity,group:03cbb34fb9c609b66861,semantic_top10,0.8583186268806458,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:6c2e4e07a2658fddce98,TG,TG:P0002:initial_n2,TG:P0002:initial_n3,TG:P0002:n2,TG:P0002:n3,selective association between Fe2+ and nitrile solvents,entropy change available for electrochemical refrigeration,interaction,quantity,group:d17c74636c3ccaf4105b,semantic_top10,0.9582165479660034,2,2,,,,,,,,,needs_review_new_candidate,,,False
candidate:9ea1b1b93d4771835a1e,TG,TG:P0002:initial_n2,TG:P0084:initial_n2,TG:P0002:n2,TG:P0084:n2,selective association between Fe2+ and nitrile solvents,selectively binds with Fe(CN)64-,interaction,interaction,group:bab66fe9a03ea81cb3c2,semantic_top10,0.8568690419197083,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:c1c033339d5346752065,TG,TG:P0002:initial_n2,TG:P0084:initial_n3,TG:P0002:n2,TG:P0084:n3,selective association between Fe2+ and nitrile solvents,entropy difference of the [Fe(CN)6]3-/4-redox couple,interaction,quantity,group:40adfbd77d8c547f7c95,semantic_top10,0.8623707890510559,5,,,,,,,,,,needs_review_new_candidate,,,False
candidate:fd3e7c934edd50f0ceec,TG,TG:P0002:initial_n2,TG:P0192:initial_n1,TG:P0002:n2,TG:P0192:n1,selective association between Fe2+ and nitrile solvents,organic solvent with an appropriate solubility parameter,interaction,material_entity,group:0d3a11e3c0f7eadeadc6,semantic_top10,0.8739542961120605,3,,,,,,,,,,needs_review_new_candidate,,,False
candidate:ea85ee6fc1037bc4eb8c,TG,TG:P0002:initial_n2,TG:P0192:initial_n4,TG:P0002:n2,TG:P0192:n4,selective association between Fe2+ and nitrile solvents,electrochemical thermopower,interaction,performance_function,group:c11ad0bde1f2b1d8d2c3,semantic_top10,0.8498150110244751,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:7485f5658e7ad033515e,TG,TG:P0002:initial_n2,TG:P0251:initial_n6,TG:P0002:n2,TG:P0251:n6,selective association between Fe2+ and nitrile solvents,solvation entropy increase of redox ions,interaction,quantity,group:0712617f58fc40eec56a,semantic_top10,0.8523774147033691,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:8a7c9dc4bc25297672e1,TG,TG:P0002:initial_n2,TG:P0258:initial_n4,TG:P0002:n2,TG:P0258:n4,selective association between Fe2+ and nitrile solvents,redox solvation entropy,interaction,quantity,group:5f9ce989deb202690530,semantic_top10,0.8626465797424316,4,,,,,,,,,,needs_review_new_candidate,,,False
candidate:87485dbdd35e65295db5,TG,TG:P0002:initial_n2,TG:P0258:initial_n5,TG:P0002:n2,TG:P0258:n5,selective association between Fe2+ and nitrile solvents,interaction of Fe3+ and water molecules,interaction,interaction,group:20a5cb45edf5fed378b3,semantic_top10,0.854328453540802,7,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:fc57e7f40b59d9080b92,TG,TG:P0002:initial_n2,TG:P0264:initial_n3,TG:P0002:n2,TG:P0264:n3,selective association between Fe2+ and nitrile solvents,solvation entropy difference,interaction,quantity,group:5dbc03ac573c16d07055,semantic_top10,0.8478969931602478,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:8338a3af5bd09aea4192,TG,TG:P0002:initial_n3,TG:P0022:initial_n1,TG:P0002:n3,TG:P0022:n1,entropy change available for electrochemical refrigeration,"electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+",quantity,mechanism_process,group:1df83e193864a3c35a3a,semantic_top10,0.8552303314208984,,4,,,,,,,,,needs_review_new_candidate,,,False
candidate:9ddbd5817a01c034aef3,TG,TG:P0002:initial_n3,TG:P0022:initial_n2,TG:P0002:n3,TG:P0022:n2,entropy change available for electrochemical refrigeration,reaction entropy change,quantity,quantity,group:d83bd194375baecbef82,char_ngram_tfidf;semantic_top10,0.8907369375228882,4,3,pair:d83bd194375baecb,,,,,,,,needs_review_new_candidate,,,False
candidate:9b309259517c8de1d70a,TG,TG:P0002:initial_n3,TG:P0072:initial_n2,TG:P0002:n3,TG:P0072:n2,entropy change available for electrochemical refrigeration,conformational entropy changes,quantity,quantity,group:315e6d6e0aafc785a9db,semantic_top10,0.862526535987854,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:6e016fc27c85ecbbbcb5,TG,TG:P0002:initial_n3,TG:P0146:initial_n2,TG:P0002:n3,TG:P0146:n2,entropy change available for electrochemical refrigeration,entropy change of redox reaction,quantity,quantity,group:a9cdd17885fd9a565284,char_ngram_tfidf;semantic_top10,0.8720488548278809,7,,pair:a9cdd17885fd9a56,,,,,,,,needs_review_new_candidate,,,False
candidate:d1f1b23486492bfd8fc1,TG,TG:P0002:initial_n3,TG:P0160:initial_n2,TG:P0002:n3,TG:P0160:n2,entropy change available for electrochemical refrigeration,positive entropy change,quantity,quantity,group:d776b9b9e7fc5a7c18cb,char_ngram_tfidf,0.851146399974823,,,pair:d776b9b9e7fc5a7c,,,,,,,,needs_review_new_candidate,,,False
candidate:fdb64a416922f2bfc48f,TG,TG:P0002:initial_n3,TG:P0173:initial_n2,TG:P0002:n3,TG:P0173:n2,entropy change available for electrochemical refrigeration,electrochemical potential,quantity,quantity,group:63de751ab0b1d5b07135,char_ngram_tfidf,0.7894418835639954,,,pair:63de751ab0b1d5b0,,,,,,,,needs_review_new_candidate,,,False
candidate:872cf696b261ecac670d,TG,TG:P0002:initial_n3,TG:P0179:initial_n4,TG:P0002:n3,TG:P0179:n4,entropy change available for electrochemical refrigeration,entropy change and concentration difference of redox couple,quantity,quantity,group:2df3b365ec2e09385890,char_ngram_tfidf,0.8326916694641113,,,pair:2df3b365ec2e0938,,,,,,,,needs_review_new_candidate,,,False
candidate:16186928526b62675470,TG,TG:P0002:initial_n3,TG:P0188:initial_n2,TG:P0002:n3,TG:P0188:n2,entropy change available for electrochemical refrigeration,entropy changes with temperature,quantity,quantity,group:a510bf20062a7b730195,char_ngram_tfidf,0.8297253847122192,,,pair:a510bf20062a7b73,,,,,,,,needs_review_new_candidate,,,False
candidate:df46711ee69fc1e297f0,TG,TG:P0002:initial_n3,TG:P0192:initial_n1,TG:P0002:n3,TG:P0192:n1,entropy change available for electrochemical refrigeration,organic solvent with an appropriate solubility parameter,quantity,material_entity,group:b91804ad67cbcfb7f620,semantic_top10,0.8703297972679138,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:99e4ff9f7b9f022f711f,TG,TG:P0002:initial_n3,TG:P0192:initial_n3,TG:P0002:n3,TG:P0192:n3,entropy change available for electrochemical refrigeration,entropy change of the overall redox system,quantity,quantity,group:3d7f689cc3453165fdb5,char_ngram_tfidf;semantic_top10,0.8845818042755127,5,,pair:3d7f689cc3453165,,,,,,,,needs_review_new_candidate,,,False
candidate:400a199d3ef360222616,TG,TG:P0002:initial_n3,TG:P0192:initial_n4,TG:P0002:n3,TG:P0192:n4,entropy change available for electrochemical refrigeration,electrochemical thermopower,quantity,performance_function,group:5aa9c39f14b5b3a78329,char_ngram_tfidf,0.8492951989173889,,,pair:5aa9c39f14b5b3a7,,,,,,,,needs_review_new_candidate,,,False
candidate:4705822d488b739a82f4,TG,TG:P0002:initial_n3,TG:P0195:initial_n4,TG:P0002:n3,TG:P0195:n4,entropy change available for electrochemical refrigeration,entropy,quantity,quantity,group:fbfb01ae786bb49fb5f2,semantic_top10,0.9062871336936951,3,3,,,,,,,,,needs_review_new_candidate,,,False
candidate:226a9b6a946292f6adc6,TG,TG:P0002:initial_n3,TG:P0212:initial_n2,TG:P0002:n3,TG:P0212:n2,entropy change available for electrochemical refrigeration,entropy changes of lithium iron phosphate,quantity,quantity,group:cba8b82e54ca3ced7839,semantic_top10,0.8531222343444824,,3,,,,,,,,,needs_review_new_candidate,,,False
candidate:220e10af73bbe607b9cd,TG,TG:P0002:initial_n3,TG:P0224:initial_n3,TG:P0002:n3,TG:P0224:n3,entropy change available for electrochemical refrigeration,Eastman entropy of transfer,quantity,quantity,group:c813b21923c7003c1fc1,semantic_top10,0.8180274963378906,,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:f9cd4e49dd6706e28189,TG,TG:P0002:initial_n3,TG:P0231:initial_n3,TG:P0002:n3,TG:P0231:n3,entropy change available for electrochemical refrigeration,available reaction sites,quantity,state_structure,group:0227d22c985847005ddb,char_ngram_tfidf,0.7352772951126099,,,pair:0227d22c98584700,,,,,,,,needs_review_new_candidate,,,False
candidate:768b577ad333c03ca330,TG,TG:P0002:initial_n3,TG:P0258:initial_n4,TG:P0002:n3,TG:P0258:n4,entropy change available for electrochemical refrigeration,redox solvation entropy,quantity,quantity,group:09bc25b43e6fcaf9c978,semantic_top10,0.8799483776092529,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:881b1871bb180ad40493,TG,TG:P0002:initial_n3,TG:P0264:initial_n3,TG:P0002:n3,TG:P0264:n3,entropy change available for electrochemical refrigeration,solvation entropy difference,quantity,quantity,group:a015a46f16f2b220f598,semantic_top10,0.8708866834640503,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:8bdf9f6345b17a65d586,TG,TG:P0002:initial_n3,TG:P0311:initial_n2,TG:P0002:n3,TG:P0311:n2,entropy change available for electrochemical refrigeration,thermoelectrochemical process,quantity,mechanism_process,group:8697c65fbe61f7a5f729,char_ngram_tfidf,0.7830104231834412,,,pair:8697c65fbe61f7a5,,,,,,,,needs_review_new_candidate,,,False
candidate:6004d9050565c7223933,TG,TG:P0003:initial_n1,TG:P0003:initial_n2,TG:P0003:n1,TG:P0003:n2,increase in Fe2+/3+ concentration,decrease in electron transfer resistance,condition,quantity,group:3072c0310c7342bc498d,semantic_top10,0.980903148651123,2,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:f2bbd40ea3d4ca3c8074,TG,TG:P0003:initial_n1,TG:P0003:initial_n3,TG:P0003:n1,TG:P0003:n3,increase in Fe2+/3+ concentration,ISC value increase,condition,performance_function,group:9572cef1685f3b8c3f43,char_ngram_tfidf;semantic_top10,0.9826541543006897,1,1,pair:9572cef1685f3b8c,,,,,,,,needs_review_new_candidate,,,False
candidate:6133bfef09e500b30372,TG,TG:P0003:initial_n1,TG:P0026:initial_n1,TG:P0003:n1,TG:P0026:n1,increase in Fe2+/3+ concentration,temperature and pH,condition,condition,group:2256f5174e3fd5c2a376,semantic_top10,0.838089644908905,5,,,,,,,,,,needs_review_new_candidate,,,False
candidate:2432a542d30b33f3ba69,TG,TG:P0003:initial_n1,TG:P0026:initial_n2,TG:P0003:n1,TG:P0026:n2,increase in Fe2+/3+ concentration,Fe3+ concentration,condition,quantity,group:d119ba85b551af0cc64a,char_ngram_tfidf;semantic_top10,0.8664165139198303,3,7,pair:d119ba85b551af0c,,,,,,,,needs_review_new_candidate,,,False
candidate:676f7508d21a293e400f,TG,TG:P0003:initial_n1,TG:P0026:initial_n4,TG:P0003:n1,TG:P0026:n4,increase in Fe2+/3+ concentration,thermopower,condition,performance_function,group:af39dcb7b265dab22f18,semantic_top10,0.8326526284217834,7,,,,,,,,,,needs_review_new_candidate,,,False
candidate:f66c11c0493947334f43,TG,TG:P0003:initial_n1,TG:P0045:initial_n3,TG:P0003:n1,TG:P0045:n3,increase in Fe2+/3+ concentration,ion concentration,condition,quantity,group:450dc94c92f318018ace,char_ngram_tfidf,0.8018496036529541,,,pair:450dc94c92f31801,,,,,,,,needs_review_new_candidate,,,False
candidate:1e2291b7a286a5eedaff,TG,TG:P0003:initial_n1,TG:P0144:initial_n1,TG:P0003:n1,TG:P0144:n1,increase in Fe2+/3+ concentration,CuCl2 concentrations increase,condition,condition,group:30fe597cf2c8322eb910,char_ngram_tfidf,0.7825560569763184,,,pair:30fe597cf2c8322e,,,,,,,,needs_review_new_candidate,,,False
candidate:70e31fad5d1d281b05cc,TG,TG:P0003:initial_n1,TG:P0202:initial_n2,TG:P0003:n1,TG:P0202:n2,increase in Fe2+/3+ concentration,thermal concentration,condition,mechanism_process,group:2788c37e707f94d7010f,char_ngram_tfidf,0.7253954410552979,,,pair:2788c37e707f94d7,,,,,,,,needs_review_new_candidate,,,False
candidate:9f4b5ab6008e2a6cf541,TG,TG:P0003:initial_n1,TG:P0222:initial_n1,TG:P0003:n1,TG:P0222:n1,increase in Fe2+/3+ concentration,salt concentrations,condition,condition,group:c9e1c96264f0bd49613f,char_ngram_tfidf,0.7536440491676331,,,pair:c9e1c96264f0bd49,,,,,,,,needs_review_new_candidate,,,False
candidate:c30879e416cdd1b8a28f,TG,TG:P0003:initial_n1,TG:P0229:initial_n1,TG:P0003:n1,TG:P0229:n1,increase in Fe2+/3+ concentration,electrolyte concentration,condition,condition,group:c18560e178778e71d17d,char_ngram_tfidf;semantic_top10,0.8371940851211548,6,,pair:c18560e178778e71,,,,,,,,needs_review_new_candidate,,,False
candidate:7a75bf755b2937a1511f,TG,TG:P0003:initial_n1,TG:P0251:initial_n6,TG:P0003:n1,TG:P0251:n6,increase in Fe2+/3+ concentration,solvation entropy increase of redox ions,condition,quantity,group:17ff6bd0bb3fb482a4ee,char_ngram_tfidf,0.7667888402938843,,,pair:17ff6bd0bb3fb482,,,,,,,,needs_review_new_candidate,,,False
candidate:126150668f43bb4f7366,TG,TG:P0003:initial_n1,TG:P0270:initial_n3,TG:P0003:n1,TG:P0270:n3,increase in Fe2+/3+ concentration,normalized Fe(CN)64- concentration gradient,condition,quantity,group:def097453018c4dbcc7a,semantic_top10,0.8314968347549438,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:5b574c518ac27bda645f,TG,TG:P0003:initial_n1,TG:P0299:initial_n3,TG:P0003:n1,TG:P0299:n3,increase in Fe2+/3+ concentration,[I-]/[I-3(-)] ratio,condition,quantity,group:d9844012b6b5c8a5f4ea,semantic_top10,0.8239703178405762,,9,,,,,,,,,needs_review_new_candidate,,,False
candidate:d36075d428335b0be307,TG,TG:P0003:initial_n1,TG:P0318:initial_n2,TG:P0003:n1,TG:P0318:n2,increase in Fe2+/3+ concentration,creation of the concentration difference,condition,mechanism_process,group:7e3900a034640a0f1abe,char_ngram_tfidf,0.7880411744117737,,,pair:7e3900a034640a0f,,,,,,,,needs_review_new_candidate,,,False
candidate:d80e95834616119f4da7,TG,TG:P0003:initial_n1,TG:P0322:initial_n2,TG:P0003:n1,TG:P0322:n2,increase in Fe2+/3+ concentration,increase in current density,condition,quantity,group:9a6563d99804ce6319f0,char_ngram_tfidf,0.7920228242874146,,,pair:9a6563d99804ce63,,,,,,,,needs_review_new_candidate,,,False
candidate:18da3913e6caecb0d7f5,TG,TG:P0003:initial_n1,TG:P0329:initial_n1,TG:P0003:n1,TG:P0329:n1,increase in Fe2+/3+ concentration,increase in the concentration of the solution,condition,condition,group:9d14dee37291311356ad,char_ngram_tfidf;semantic_top10,0.832412600517273,8,,pair:9d14dee372913113,,,,,,,,needs_review_new_candidate,,,False
candidate:7aba2fd59cc44963cec5,TG,TG:P0003:initial_n1,TG:P0332:initial_n1,TG:P0003:n1,TG:P0332:n1,increase in Fe2+/3+ concentration,concentration differences between the two region separated by the ion-exchange membrane,condition,quantity,group:7ad4a2823b7563937ddd,semantic_top10,0.8429896235466003,4,,,,,,,,,,needs_review_new_candidate,,,False
