candidate_id,domain,left_unit_id,right_unit_id,left_label,right_label,left_paper_support,right_paper_support,candidate_channels,char_ngram_cosine,structural_jaccard,literal_key_equal,decision_status,concept_relation,human_reason,defer_reason
pair:05b683ba597dc5b5,TG,TG:retrieval:01cb523d2855e9,TG:retrieval:c83b8761e73666,maximum power density of 660 mW m(-1),maximum power density of 1461 mW/m(2),1,1,char_ngram_tfidf,0.480751,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7f8f7f54b7c8b1f8,TG,TG:retrieval:1482e5d186c84b,TG:retrieval:b264adde8ca5df,strong chaotropic salts,chaotropic effect,1,1,char_ngram_tfidf,0.478493,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ac62e94de9c2779f,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:7c24976382113f,thermogalvanic cell,thermogalvanic reaction sites,1,1,char_ngram_tfidf,0.478487,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:84d7d9588774a838,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:c5511a256a5e96,thermogalvanic cell,thermogalvanic corrosion of iron,1,1,char_ngram_tfidf,0.478215,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:78ce6ae5d1a51779,TG,TG:retrieval:725a90cb8f5c2f,TG:retrieval:9339be66084b0a,persistent Cu2+ concentration gradient,concentration gradient effects,1,1,char_ngram_tfidf,0.478179,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ade61016ce7a1121,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:a9af738b6a5381,thermogalvanic cell,thermogalvaniccell coefficient,1,1,char_ngram_tfidf,0.476031,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7a4edbd93733a548,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:82376a63ca9c87,thermogalvanic cell,thermogalvanic coupling time,1,1,char_ngram_tfidf,0.466672,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7de1d13149f3a21e,TG,TG:retrieval:50c6297b967ffb,TG:retrieval:ace458e2f086e4,thermoelectric properties,eutectic properties of DES,1,1,char_ngram_tfidf,0.462242,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:33db468969e81f00,TG,TG:retrieval:24dd4b9f75409d,TG:retrieval:4daa5921819a68,radial distribution of coordinating water molecules,coordination effect of Li+ ions with water molecules,1,1,char_ngram_tfidf,0.447773,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8b92f707f60c6111,TG,TG:retrieval:01cb523d2855e9,TG:retrieval:71d48b62233929,maximum power density of 660 mW m(-1),maximum power output,1,1,char_ngram_tfidf,0.440131,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:82a3c8d9dbe08723,TG,TG:retrieval:098cf31e104199,TG:retrieval:12336f13d7cf72,hydrogel's redox kinetics,ionic kinetics,1,1,char_ngram_tfidf,0.431755,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:3ef58185ac5d99a1,TG,TG:retrieval:583c261fa9b9fc,TG:retrieval:c2cf0276eeb973,thermogalvanic corrosion of the copper electrode,thermogalvanic (TG) corrosion intensity,1,1,char_ngram_tfidf,0.428323,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:336681ca00ecd282,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:0537973ab6a7ce,thermogalvanic cell,thermogalvanic hydrogel film,1,1,char_ngram_tfidf,0.426999,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:bcc27df4f9fe0040,TG,TG:retrieval:37d4ced0523e61,TG:retrieval:76fe2e384a8bba,Pt-free thermocells,resistance of thermocells,1,1,char_ngram_tfidf,0.421373,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:02cb1f88f296f245,TG,TG:retrieval:b28e2684f49be5,TG:retrieval:c2cf0276eeb973,thermogalvanic and heat-transfer corrosion,thermogalvanic (TG) corrosion intensity,1,1,char_ngram_tfidf,0.414484,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:3eff85948b84b4ea,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:583c261fa9b9fc,thermogalvanic cell,thermogalvanic corrosion of the copper electrode,1,1,char_ngram_tfidf,0.412609,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ec53dce9a8bd4802,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:87ccc8be0e0b76,thermogalvanic cells (TGCs),thermogalvanic currents,1,2,char_ngram_tfidf,0.412569,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ffcf990a95642032,TG,TG:retrieval:40038d1502d0e9,TG:retrieval:db1bc343f0107a,resistance of the ion exchange membrane,thermocell with hydrogen gas electrodes and a proton exchange membrane,1,1,char_ngram_tfidf,0.408699,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8e7077c18a6882c6,TG,TG:retrieval:098cf31e104199,TG:retrieval:d9155b0b25ea71,hydrogel's redox kinetics,electrode kinetics,1,1,char_ngram_tfidf,0.407911,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:810a83c5679f5309,TG,TG:retrieval:6576d22425d16c,TG:retrieval:9339be66084b0a,normalized Fe(CN)64- concentration gradient,concentration gradient effects,1,1,char_ngram_tfidf,0.40603,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:6d7b76512a931f0a,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:e27095093d22d5,thermogalvanic cells (TGCs),thermogalvanic conversion,1,1,char_ngram_tfidf,0.405669,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:20feffe113a88f8b,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:daa8d1a9f9a1c9,thermogalvanic cell,thermogalvanic deposition process,1,1,char_ngram_tfidf,0.405341,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:686cb047ee51d8d3,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:4341dc6ea1a614,thermogalvanic cell,thermodiffusive and thermogalvanic effects,1,1,char_ngram_tfidf,0.404605,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:19916a89b1ce41b7,TG,TG:retrieval:5c89b1df4b9bff,TG:retrieval:6c11edd7870173,solid-electrolyte cell,electrolyte concentration,1,1,char_ngram_tfidf,0.404124,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:0d98f3ad8acbf952,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:9b6038c8746fbb,thermogalvanic cells (TGCs),thermogalvanic effect,1,9,char_ngram_tfidf,0.403567,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:fbe81363b2ffaf54,TG,TG:retrieval:76fe2e384a8bba,TG:retrieval:bcbbc70c329462,resistance of thermocells,resistance barrier,1,1,char_ngram_tfidf,0.402024,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:a769278a24b73031,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:39e87a5dfaa2d0,thermogalvanic cell,thermogalvanic effect of Fe2+/Fe3+,1,1,char_ngram_tfidf,0.401806,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:1a43e2d79b40861b,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:d79e59b1b9284b,thermogalvanic cells (TGCs),thermogalvanic reaction,1,1,char_ngram_tfidf,0.396801,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ebee44f04aac593b,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:0f9bdfc89ff537,thermogalvanic cells (TGCs),Thermogalvanic corrosion,1,1,char_ngram_tfidf,0.394974,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:77de2bbaa50c6b64,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:21627172ed7cec,thermogalvanic cell,double-layer thermogalvanic cell (DTGC) architecture,1,1,char_ngram_tfidf,0.391955,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:9666430f5c1d42dd,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:70ca2912d4b104,thermogalvanic cells (TGCs),thermogalvanic redox,1,1,char_ngram_tfidf,0.391387,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b3ce22d9e4d800bd,TG,TG:retrieval:1b5aa144221f9e,TG:retrieval:9339be66084b0a,redox species concentration gradients near the electrodes,concentration gradient effects,1,1,char_ngram_tfidf,0.388514,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:37ae61fee5742e73,TG,TG:retrieval:61aa736ef45d5a,TG:retrieval:b264adde8ca5df,thermoelectric effect,chaotropic effect,1,1,char_ngram_tfidf,0.386728,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d8f5beda076deaa8,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:9595cc35bf245a,thermogalvanic cell,entropy difference of thermogalvanic ions,1,1,char_ngram_tfidf,0.386616,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8cf489842e0dcfd4,TG,TG:retrieval:8b7698226f3a30,TG:retrieval:ace458e2f086e4,protective properties of the passive film,eutectic properties of DES,1,1,char_ngram_tfidf,0.381026,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d2daecd59ab01cd3,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:9d159ecc79dc1d,thermogalvanic cell,galvanic currents,1,1,char_ngram_tfidf,0.380119,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:214fdf5bbefe26da,TG,TG:retrieval:03b9dc6eed5cec,TG:retrieval:c63eb3b24487a0,thermogalvanic cells (TGCs),thermogalvanic effects,1,2,char_ngram_tfidf,0.378956,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:2b3947ab2528a3ad,TG,TG:retrieval:9b6038c8746fbb,TG:retrieval:b264adde8ca5df,thermogalvanic effect,chaotropic effect,9,1,char_ngram_tfidf,0.373001,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b307b93a0d8a6bab,TG,TG:retrieval:25cf535032e514,TG:retrieval:c2cf0276eeb973,corrosion,thermogalvanic (TG) corrosion intensity,2,1,char_ngram_tfidf,0.371321,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:bc15e0ef137c5a63,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:4e6adfe6133e86,thermogalvanic cell,thermogalvanic effect (Fe2+/Fe3+),1,1,char_ngram_tfidf,0.370986,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c4799f71b3a44051,TG,TG:retrieval:18f7c1a16da335,TG:retrieval:24dd4b9f75409d,hydrogen bonds among water molecules,radial distribution of coordinating water molecules,1,1,char_ngram_tfidf,0.368554,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:20c8a038d53ed1bd,TG,TG:retrieval:b8e1c822fc506b,TG:retrieval:e2af118701e598,asymmetric cells,asymmetry of the spin-mixing,1,1,char_ngram_tfidf,0.366886,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8d2de3c63df0fa79,TG,TG:retrieval:22b5770844980b,TG:retrieval:24dd4b9f75409d,interaction of Fe3+ and water molecules,radial distribution of coordinating water molecules,1,1,char_ngram_tfidf,0.366187,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:6a3785f8a3d6dbdf,TG,TG:retrieval:01cb523d2855e9,TG:retrieval:7b2c268e600f71,maximum power density of 660 mW m(-1),power density,1,2,char_ngram_tfidf,0.364089,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:f4d2ef4e27e42289,TG,TG:retrieval:8e5ef99c294adf,TG:retrieval:b8e1c822fc506b,self-assembled asymmetric electrodes,asymmetric cells,1,1,char_ngram_tfidf,0.363588,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:49b4a2c462c58439,TG,TG:retrieval:bcbbc70c329462,TG:retrieval:cbd1e138f47253,resistance barrier,thermal resistances,1,1,char_ngram_tfidf,0.361799,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8739bd0e91b00f44,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:b28e2684f49be5,thermogalvanic cell,thermogalvanic and heat-transfer corrosion,1,1,char_ngram_tfidf,0.361758,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:2ef3fb6d308c51be,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:90a83de42f3d3e,thermogalvanic cell,thermogalvanic and pyroelectric performance,1,1,char_ngram_tfidf,0.358455,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:612b4ab372bcc643,TG,TG:retrieval:d7b44ac3b9a2a9,TG:retrieval:e2af118701e598,spin mixing,asymmetry of the spin-mixing,1,1,char_ngram_tfidf,0.357853,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7b0e7f96d3196c09,TG,TG:retrieval:2639f45de0f016,TG:retrieval:5caf4b74ef918a,mixing of oxidant and reductant in microchannel,differences in hydration shell behavior between the oxidant and reductant,1,1,char_ngram_tfidf,0.352588,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:408f573905b7de0d,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:c2cf0276eeb973,thermogalvanic cell,thermogalvanic (TG) corrosion intensity,1,1,char_ngram_tfidf,0.352372,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:a44ceea2a7ac8826,TG,TG:retrieval:9b6038c8746fbb,TG:retrieval:c2cf0276eeb973,thermogalvanic effect,thermogalvanic (TG) corrosion intensity,9,1,char_ngram_tfidf,0.350806,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:dfea46b81fc5c759,TG,TG:retrieval:9b852b6e7f77e3,TG:retrieval:ace458e2f086e4,mechanical properties,eutectic properties of DES,1,1,char_ngram_tfidf,0.35054,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:45afec95f6c835f4,TG,TG:retrieval:12336f13d7cf72,TG:retrieval:c667aaabb4d8c5,ionic kinetics,thermodynamic and kinetic characteristics,1,1,char_ngram_tfidf,0.349004,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:dc7d323da8a0c38f,TG,TG:retrieval:c2cf0276eeb973,TG:retrieval:e27095093d22d5,thermogalvanic (TG) corrosion intensity,thermogalvanic conversion,1,1,char_ngram_tfidf,0.348982,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b1ccfe156749673f,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:6713c4647786e5,thermogalvanic cell,thermogalvanic and piezoresistive effects,1,2,char_ngram_tfidf,0.348489,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:813a3f7439877b20,TG,TG:retrieval:24dd4b9f75409d,TG:retrieval:5d875887f9af01,radial distribution of coordinating water molecules,concentration distribution,1,1,char_ngram_tfidf,0.346903,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c4b751b80f3a824a,TG,TG:retrieval:ace458e2f086e4,TG:retrieval:d7e5b3feacf98c,eutectic properties of DES,thermodynamic and kinetic properties,1,1,char_ngram_tfidf,0.346209,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:edacbca4b93c946a,TG,TG:retrieval:a560785d04310b,TG:retrieval:fcde3f9997e9c3,reduction in hydrogel thickness,conducting polymer thickness/multilayer,1,1,char_ngram_tfidf,0.345747,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:65745426525859fd,TG,TG:retrieval:c2cf0276eeb973,TG:retrieval:d79e59b1b9284b,thermogalvanic (TG) corrosion intensity,thermogalvanic reaction,1,1,char_ngram_tfidf,0.344924,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:609d9e8bee29ca70,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:28999884e4c702,thermogalvanic cell,thermogalvanic multicomponent transport,1,1,char_ngram_tfidf,0.342402,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d0b766f169de567b,TG,TG:retrieval:01cb523d2855e9,TG:retrieval:ae54457f61857f,maximum power density of 660 mW m(-1),power density output,1,1,char_ngram_tfidf,0.34066,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:675a51a3e1de4a9d,TG,TG:retrieval:94f2345285fd5f,TG:retrieval:b264adde8ca5df,modulation of the chaotropicity of counteranions,chaotropic effect,1,1,char_ngram_tfidf,0.340402,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:911562cba9fd32ca,TG,TG:retrieval:70ca2912d4b104,TG:retrieval:c2cf0276eeb973,thermogalvanic redox,thermogalvanic (TG) corrosion intensity,1,1,char_ngram_tfidf,0.340218,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:0c70ec33544592ba,TG,TG:retrieval:098b2fe5eb9975,TG:retrieval:c2cf0276eeb973,galvanic corrosion rates of copper,thermogalvanic (TG) corrosion intensity,1,1,char_ngram_tfidf,0.338655,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:61e50d30fb39b289,TG,TG:retrieval:bcbbc70c329462,TG:retrieval:fcba21b2ea6a99,resistance barrier,ohmic resistance,1,1,char_ngram_tfidf,0.338516,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:896900cfa95b5430,TG,TG:retrieval:096a45a032b0ec,TG:retrieval:e2af118701e598,asymmetry in the interfaces of the electrical double layer,asymmetry of the spin-mixing,1,1,char_ngram_tfidf,0.33797,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ce3aaa5d0b937c34,TG,TG:retrieval:24dd4b9f75409d,TG:retrieval:89e24b532747aa,radial distribution of coordinating water molecules,hydrogen bonding between water molecules,1,1,char_ngram_tfidf,0.335332,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
