link_id,tg_pair_id,ite_pair_id,link_type,bridge_score,shared_or_family_tg_node_id,shared_or_family_tg_label,shared_or_family_ite_node_id,shared_or_family_ite_label,bridge_role,shared_endpoint_tg_df,endpoint_match,endpoint_string_similarity,ite_other_node_id,ite_other_label,ite_other_role,tg_other_node_id,tg_other_label,tg_other_role,ite_pair_type,tg_pair_type,ite_pair_paper_count,tg_pair_paper_count,ite_supporting_paper_ids,tg_supporting_paper_ids,program_id,program_title_cn,program_candidate_status,target_redox_family,program_source_paper_ids,ite_aligned_supporting_paper_ids,ite_source_alignment,evidence_scope,ite_node_a_label,ite_node_a_role,ite_node_b_label,ite_node_b_role,ite_first_year,ite_supporting_titles,tg_node_a_label,tg_node_a_role,tg_node_b_label,tg_node_b_role,tg_first_year,tg_supporting_titles,ite_pair_label,tg_pair_label,proposed_closure_source_label,proposed_closure_source_role,proposed_closure_target_label,proposed_closure_target_role,temporal_alignment,C1_anchor,C2_directional_rule,C3_role_logic,C4_ite_evidence,C5_tg_grounding,C6_independent_support,hub_penalty,transfer_score,score_cap_reason,inference_status,novelty_status
XL_7ddf27dcaf99,TP_4a2aa71d3924,IP_7ad5e7a83c8e,curated_program_bridge,0.9651,,,TC_a45b298d4663,coordination or ion pairing,intervention_to_TG_pair,,curated_transfer_rule,,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,,,,intervention__mechanism,material_system__mechanism,3,1,P0336; P0367; P0379,P0022,PRG_e34db5baa25d,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,direct_TG_precedent_upgrade_candidate,copper,P0336; P0397; P0413; P0696,P0336,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,coordination or ion pairing,intervention,cation-anion thermodiffusion asymmetry,mechanism,2023,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,copper electrode,material_system,Cu-ethylenediamine chelation entropy,mechanism,2025,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,coordination or ion pairing  +  cation-anion thermodiffusion asymmetry,copper electrode  +  Cu-ethylenediamine chelation entropy,coordination or ion pairing,intervention,copper electrode,material_system,iTE_precedes_or_same_year,24,25,15,15,4,4,0,87,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_6a82691f7cae,TP_bd63826a64a0,IP_328c6eecb4b1,curated_program_bridge,0.9651,,,TC_a45b298d4663,coordination or ion pairing,intervention_to_TG_pair,,curated_transfer_rule,,TC_b93fc7829d13,ion-selectivity membrane transport,mechanism,,,,intervention__mechanism,material_system__mechanism,3,1,P0355; P0397; P0567,P0022,PRG_e34db5baa25d,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,direct_TG_precedent_upgrade_candidate,copper,P0336; P0397; P0413; P0696,P0397,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,coordination or ion pairing,intervention,ion-selectivity membrane transport,mechanism,2022,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties; The enhanced ionic thermal potential by a polarized electrospun membrane,copper electrode,material_system,redox reaction entropy,mechanism,2025,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,coordination or ion pairing  +  ion-selectivity membrane transport,copper electrode  +  redox reaction entropy,coordination or ion pairing,intervention,copper electrode,material_system,iTE_precedes_or_same_year,24,25,15,15,4,4,0,87,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_e64048969134,TP_bd63826a64a0,IP_7ad5e7a83c8e,curated_program_bridge,0.9651,,,TC_a45b298d4663,coordination or ion pairing,intervention_to_TG_pair,,curated_transfer_rule,,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,,,,intervention__mechanism,material_system__mechanism,3,1,P0336; P0367; P0379,P0022,PRG_e34db5baa25d,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,direct_TG_precedent_upgrade_candidate,copper,P0336; P0397; P0413; P0696,P0336,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,coordination or ion pairing,intervention,cation-anion thermodiffusion asymmetry,mechanism,2023,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,copper electrode,material_system,redox reaction entropy,mechanism,2025,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,coordination or ion pairing  +  cation-anion thermodiffusion asymmetry,copper electrode  +  redox reaction entropy,coordination or ion pairing,intervention,copper electrode,material_system,iTE_precedes_or_same_year,24,25,15,15,4,4,0,87,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_09db4b9527cb,TP_138426452bd3,IP_006a12cd34a8,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0119; P0196,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,cation-anion thermodiffusion asymmetry,mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,iodide/triiodide,material_system,thermogalvanic redox conversion,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting; Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,fixed charge selectivity  +  cation-anion thermodiffusion asymmetry,iodide/triiodide  +  thermogalvanic redox conversion,fixed charge selectivity,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_2862bef2ff4c,TP_138426452bd3,IP_8667d3870c5c,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0119; P0196,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,ionic thermodiffusion (Soret effect),mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,iodide/triiodide,material_system,thermogalvanic redox conversion,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting; Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,fixed charge selectivity  +  ionic thermodiffusion (Soret effect),iodide/triiodide  +  thermogalvanic redox conversion,fixed charge selectivity,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_6a6d6752a410,TP_138426452bd3,IP_b727bc77cec9,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_2f3e0e0cb9b1,cellulose nanofiber scaffold,mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0119; P0196,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,cellulose nanofiber scaffold,mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,iodide/triiodide,material_system,thermogalvanic redox conversion,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting; Zinc-iodine thermal charging cell engineered by cost-efficient electrolytes for low-grade heat harvesting,fixed charge selectivity  +  cellulose nanofiber scaffold,iodide/triiodide  +  thermogalvanic redox conversion,fixed charge selectivity,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_16ac05c38dfb,TP_14ed6d8dff95,IP_006a12cd34a8,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0040; P0066,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,cation-anion thermodiffusion asymmetry,mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,hydrogel,material_system,iodide/triiodide redox chemistry,mechanism,2022,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,fixed charge selectivity  +  cation-anion thermodiffusion asymmetry,hydrogel  +  iodide/triiodide redox chemistry,fixed charge selectivity,intervention,hydrogel,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_482d62d5387f,TP_14ed6d8dff95,IP_8667d3870c5c,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0040; P0066,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,ionic thermodiffusion (Soret effect),mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,hydrogel,material_system,iodide/triiodide redox chemistry,mechanism,2022,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,fixed charge selectivity  +  ionic thermodiffusion (Soret effect),hydrogel  +  iodide/triiodide redox chemistry,fixed charge selectivity,intervention,hydrogel,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_bde4f5064734,TP_14ed6d8dff95,IP_b727bc77cec9,curated_program_bridge,0.9669,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_2f3e0e0cb9b1,cellulose nanofiber scaffold,mechanism,,,,intervention__mechanism,material_system__mechanism,2,3,P0347; P0528,P0008; P0040; P0066,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,cellulose nanofiber scaffold,mechanism,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,hydrogel,material_system,iodide/triiodide redox chemistry,mechanism,2022,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,fixed charge selectivity  +  cellulose nanofiber scaffold,hydrogel  +  iodide/triiodide redox chemistry,fixed charge selectivity,intervention,hydrogel,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_9178bf1f0689,TP_34366f126153,IP_c04c958e0c16,curated_program_bridge,0.9611,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_0364737bd764,Manning counterion condensation,mechanism,,,,intervention__mechanism,material_system__mechanism,2,1,P0344; P0401,P0018,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344; P0401,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,Manning counterion condensation,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,solvation structure,material_system,ferri/ferrocyanide redox chemistry,mechanism,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,counterion condensation  +  Manning counterion condensation,solvation structure  +  ferri/ferrocyanide redox chemistry,counterion condensation,intervention,solvation structure,material_system,iTE_precedes_or_same_year,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_0974203d5dc7,TP_34366f126153,IP_fb77f091a0de,curated_program_bridge,0.9611,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,,,,intervention__mechanism,material_system__mechanism,2,1,P0344; P0401,P0018,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344; P0401,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,ionic thermodiffusion (Soret effect),mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,solvation structure,material_system,ferri/ferrocyanide redox chemistry,mechanism,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,counterion condensation  +  ionic thermodiffusion (Soret effect),solvation structure  +  ferri/ferrocyanide redox chemistry,counterion condensation,intervention,solvation structure,material_system,iTE_precedes_or_same_year,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_0ea1a48548bf,TP_397375d44671,IP_c04c958e0c16,curated_program_bridge,0.9703,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_0364737bd764,Manning counterion condensation,mechanism,,,,intervention__mechanism,material_system__mechanism,2,40,P0344; P0401,P0018; P0031; P0039; P0041; P0048; P0052; P0056; P0073; P0079; P0084; P0090; P0097; P0107; P0112; P0119; P0136; P0145; P0150; P0156; P0180; P0187; P0191; P0192; P0208; P0217; P0219; P0226; P0229; P0231; P0246; P0248; P0252; P0259; P0264; P0270; P0275; P0303; P0316; P0320; P0331,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344; P0401,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,Manning counterion condensation,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,ferri/ferrocyanide,material_system,ferri/ferrocyanide redox chemistry,mechanism,1994,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells; Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,counterion condensation  +  Manning counterion condensation,ferri/ferrocyanide  +  ferri/ferrocyanide redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_41b261feafba,TP_397375d44671,IP_fb77f091a0de,curated_program_bridge,0.9703,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,,,,intervention__mechanism,material_system__mechanism,2,40,P0344; P0401,P0018; P0031; P0039; P0041; P0048; P0052; P0056; P0073; P0079; P0084; P0090; P0097; P0107; P0112; P0119; P0136; P0145; P0150; P0156; P0180; P0187; P0191; P0192; P0208; P0217; P0219; P0226; P0229; P0231; P0246; P0248; P0252; P0259; P0264; P0270; P0275; P0303; P0316; P0320; P0331,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344; P0401,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,ionic thermodiffusion (Soret effect),mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,ferri/ferrocyanide,material_system,ferri/ferrocyanide redox chemistry,mechanism,1994,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells; Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,counterion condensation  +  ionic thermodiffusion (Soret effect),ferri/ferrocyanide  +  ferri/ferrocyanide redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus
XL_99051b880e08,TP_4f0391ab31a6,IP_199032e6c711,curated_program_bridge,0.9703,,,TC_6a35ab71b28b,oriented or confined channels,intervention_to_TG_pair,,curated_transfer_rule,,TC_be57b88ac710,moisture-gradient ion transport,mechanism,,,,intervention__mechanism,material_system__mechanism,2,5,P0347; P0608,P0016; P0039; P0191; P0208; P0303,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,ferri_ferrocyanide,P0338; P0347; P0355; P0564; P0608,P0347; P0608,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,oriented or confined channels,intervention,moisture-gradient ion transport,mechanism,2021,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,ferri/ferrocyanide,material_system,thermal-gradient heat-transfer control,mechanism,2014,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation; Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells; Design and optimization of thermo-electrochemical cells,oriented or confined channels  +  moisture-gradient ion transport,ferri/ferrocyanide  +  thermal-gradient heat-transfer control,oriented or confined channels,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_acfc923656ff,TP_4f0391ab31a6,IP_69f11b98282b,curated_program_bridge,0.9703,,,TC_6a35ab71b28b,oriented or confined channels,intervention_to_TG_pair,,curated_transfer_rule,,TC_ecd0fc6cd628,ion channels,mechanism,,,,intervention__mechanism,material_system__mechanism,2,5,P0347; P1096,P0016; P0039; P0191; P0208; P0303,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,ferri_ferrocyanide,P0338; P0347; P0355; P0564; P0608,P0347,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,oriented or confined channels,intervention,ion channels,mechanism,2020,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,ferri/ferrocyanide,material_system,thermal-gradient heat-transfer control,mechanism,2014,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation; Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells; Design and optimization of thermo-electrochemical cells,oriented or confined channels  +  ion channels,ferri/ferrocyanide  +  thermal-gradient heat-transfer control,oriented or confined channels,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_04677b5175a5,TP_4f0391ab31a6,IP_8fc2be101d9b,curated_program_bridge,0.9703,,,TC_6a35ab71b28b,oriented or confined channels,intervention_to_TG_pair,,curated_transfer_rule,,TC_819db5face89,selective ion transport,mechanism,,,,intervention__mechanism,material_system__mechanism,2,5,P0355; P0608,P0016; P0039; P0191; P0208; P0303,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,ferri_ferrocyanide,P0338; P0347; P0355; P0564; P0608,P0355; P0608,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,oriented or confined channels,intervention,selective ion transport,mechanism,2021,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,ferri/ferrocyanide,material_system,thermal-gradient heat-transfer control,mechanism,2014,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation; Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells; Design and optimization of thermo-electrochemical cells,oriented or confined channels  +  selective ion transport,ferri/ferrocyanide  +  thermal-gradient heat-transfer control,oriented or confined channels,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_99b935c61691,TP_7846dea1d4fe,IP_bd80530150a4,curated_program_bridge,0.9611,,,TC_da8d8b09edaf,osmotic or concentration gradient,intervention_to_TG_pair,,curated_transfer_rule,,TC_b93fc7829d13,ion-selectivity membrane transport,mechanism,,,,intervention__mechanism,material_system__mechanism,2,1,P0919; P1096,P0021,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,ferri_ferrocyanide,P0360; P0659; P0919; P1120; P1665,P0919,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,osmotic or concentration gradient,intervention,ion-selectivity membrane transport,mechanism,2020,Ion regulation in double-network hydrogel module with ultrahigh thermopower for low-grade heat harvesting; Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,[Fe(CN)6],material_system,redox-layer ionic-gradient cell,mechanism,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,osmotic or concentration gradient  +  ion-selectivity membrane transport,[Fe(CN)6]  +  redox-layer ionic-gradient cell,osmotic or concentration gradient,intervention,[Fe(CN)6],material_system,iTE_precedes_or_same_year,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
XL_4ea24bb0e27e,TP_7e7250bd25f0,IP_bd80530150a4,curated_program_bridge,0.9645,,,TC_da8d8b09edaf,osmotic or concentration gradient,intervention_to_TG_pair,,curated_transfer_rule,,TC_b93fc7829d13,ion-selectivity membrane transport,mechanism,,,,intervention__mechanism,material_system__mechanism,2,2,P0919; P1096,P0021; P0173,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,ferri_ferrocyanide,P0360; P0659; P0919; P1120; P1665,P0919,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,osmotic or concentration gradient,intervention,ion-selectivity membrane transport,mechanism,2020,Ion regulation in double-network hydrogel module with ultrahigh thermopower for low-grade heat harvesting; Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,[Fe(CN)6],material_system,thermogalvanic redox conversion,mechanism,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery; Heat-Triggered Self-Powered Thermal Cells for Autonomous Fire Sensing and Emergency Power Generation,osmotic or concentration gradient  +  ion-selectivity membrane transport,[Fe(CN)6]  +  thermogalvanic redox conversion,osmotic or concentration gradient,intervention,[Fe(CN)6],material_system,iTE_precedes_or_same_year,24,25,15,15,4,2,0,85,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate
