pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
TP_12f9e9e596ce,TG,TC_59fa26312a85::TC_d51141fbc0ae,TC_59fa26312a85,material_system,carbon cloth,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,4,4,0,2018,2026,P0056; P0083; P0112; P0219,10.1002/aenm.202302011; 10.1002/smll.202514359; 10.1016/j.electacta.2018.05.164; 10.1021/acsanm.1c03273,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells; Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor; Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance,5,71,True,0.8982
TP_562475efd0da,TG,TC_b713a196469a::TC_a9af609cf89a,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,4,1,3,2018,2026,P0052; P0090; P0139; P0264,10.1021/acs.nanolett.3c03818; 10.1038/s41467-018-07625-9; 10.1002/adfm.202417740; 10.1016/j.jechem.2026.05.024,Highly Antifreezing Thermogalvanic Hydrogels for Human Heat Harvesting in Ultralow Temperature Environments; Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest; High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices; Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,47,13,True,0.8982
TP_392f9910a0ad,TG,TC_a9af609cf89a::TC_d51141fbc0ae,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,structure_state__mechanism,4,2,2,2018,2026,P0052; P0061; P0090; P0264,10.1021/acs.nanolett.3c03818; 10.1021/acsami.2c14239; 10.1038/s41467-018-07625-9; 10.1016/j.jechem.2026.05.024,Highly Antifreezing Thermogalvanic Hydrogels for Human Heat Harvesting in Ultralow Temperature Environments; Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels; Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest; Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,13,71,True,0.8982
TP_0fdc69760ff9,TG,TC_31600703982e::TC_125db93329fb,TC_31600703982e,material_system,[Fe(CN)6]4-/3-,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,4,2,2,2020,2025,P0031; P0039; P0145; P0180,10.1016/j.colsurfa.2025.137971; 10.1039/d2ee00738j; 10.1126/science.aaz5045; 10.1016/j.mtsust.2022.100293,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Giant thermopower of ionic gelatin near room temperature; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,5,90,True,0.8982
TP_dcb51b8756e6,TG,TC_7fa10a6f5ac8::TC_d51141fbc0ae,TC_7fa10a6f5ac8,material_system,gelatin,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,4,3,1,2020,2026,P0027; P0061; P0083; P0145,10.1016/j.mtener.2024.101546; 10.1021/acsami.2c14239; 10.1002/smll.202514359; 10.1126/science.aaz5045,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-; Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels; Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes; Giant thermopower of ionic gelatin near room temperature,14,71,True,0.8982
TP_776ae12cd548,TG,TC_2e0bab4f91c8::TC_af6bbcaf729f,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,material_system__mechanism,4,3,1,2021,2025,P0095; P0139; P0219; P0248,10.1021/acsaem.1c02060; 10.1002/adfm.202417740; 10.1021/acsanm.1c03273; 10.1016/j.nanoen.2025.111057,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices; Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance; Dual-modal hydrogels with synergistically enhanced mechanical-thermoelectric performance for intelligent wearable sensing and automotive temperature feedback systems,13,50,True,0.8982
TP_cb596e8756a9,TG,TC_c0591a33971d::TC_125db93329fb,TC_c0591a33971d,material_system,ionic liquid,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,4,1,3,2021,2025,P0142; P0213; P0220; P0225,10.1002/advs.202509400; 10.1016/j.nanoen.2022.108022; 10.1016/j.electacta.2021.139640; 10.1002/cssc.202101532,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning; Thermoresponsive ionic liquid for electrochemical low-grade heat harvesting; Exploiting low-grade waste heat to produce electricity through supercapacitor containing carbon electrodes and ionic liquid electrolytes; Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,15,90,True,0.8982
TP_7b03b3b7613c,TG,TC_c45d20184f79::TC_125db93329fb,TC_c45d20184f79,material_system,imidazolium ionic-liquid phase transition electrolyte,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,4,1,3,2021,2025,P0142; P0213; P0220; P0225,10.1002/advs.202509400; 10.1016/j.nanoen.2022.108022; 10.1016/j.electacta.2021.139640; 10.1002/cssc.202101532,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning; Thermoresponsive ionic liquid for electrochemical low-grade heat harvesting; Exploiting low-grade waste heat to produce electricity through supercapacitor containing carbon electrodes and ionic liquid electrolytes; Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,9,90,True,0.8982
TP_44301f22f05b,TG,TC_ff7f68b75343::TC_f104995fe14f,TC_ff7f68b75343,material_system,organohydrogel,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,4,3,1,2021,2025,P0033; P0051; P0054; P0182,10.1016/j.sna.2025.116876; 10.1039/d3tc04133f; 10.1016/j.compscitech.2023.110077; 10.1002/adfm.202104071,A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring; Thermogalvanic organohydrogel-based non-contact self-powered electronics for advancing smart agriculture; A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability; Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,4,25,True,0.8982
TP_48b8dc89dc94,TG,TC_fee7213e37fa::TC_902956facbd0,TC_fee7213e37fa,material_system,dimethyl sulfoxide (DMSO),TC_902956facbd0,mechanism,hydrogen bonding,material_system__mechanism,4,4,0,2022,2025,P0033; P0054; P0057; P0059,10.1016/j.sna.2025.116876; 10.1016/j.compscitech.2023.110077; 10.1016/j.nanoen.2022.107449; 10.1021/acsapm.3c00481,A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring; A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,6,15,True,0.8982
TP_0300ed43b357,TG,TC_0b17f7e2fe9f::TC_f104995fe14f,TC_0b17f7e2fe9f,material_system,H2O,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,4,4,0,2022,2025,P0004; P0033; P0036; P0061,10.1002/adfm.202314419; 10.1016/j.sna.2025.116876; 10.1002/smll.202402700; 10.1021/acsami.2c14239,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication; A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring; Machine Learning Assisted Self-Powered Identity Recognition Based on Thermogalvanic Hydrogel for Intelligent Security; Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,6,25,True,0.8982
TP_9adeade47a2c,TG,TC_7fa10a6f5ac8::TC_d6b4f02a544c,TC_7fa10a6f5ac8,material_system,gelatin,TC_d6b4f02a544c,structure_state,double/interpenetrating network,material_system__structure_state,4,3,1,2022,2026,P0013; P0057; P0083; P0261,10.1039/d5ta00253b; 10.1016/j.nanoen.2022.107449; 10.1002/smll.202514359; 10.1080/17452759.2026.2638660,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes; Multi-material 3D printing of self-powered sensors based on ionic thermoelectric hydrogels,14,9,True,0.8982
TP_15db3f0e04c0,TG,TC_07500f5feb43::TC_125db93329fb,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,4,2,2,2022,2026,P0001; P0047; P0057; P0180,10.1038/s41551-025-01440-6; 10.1007/s40820-022-00824-6; 10.1016/j.nanoen.2022.107449; 10.1016/j.mtsust.2022.100293,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing; Regulating Thermogalvanic Effect and Mechanical Robustness via Redox Ions for Flexible Quasi-Solid-State Thermocells; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,11,90,True,0.8982
TP_ee9f5aa10043,TG,TC_d6b4f02a544c::TC_125db93329fb,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,4,3,1,2022,2024,P0043; P0057; P0167; P0180,10.1016/j.nanoen.2023.108612; 10.1016/j.nanoen.2022.107449; 10.1002/smll.202401427; 10.1016/j.mtsust.2022.100293,Self-powered information conversion based on thermogalvanic hydrogel with interpenetrating networks for nursing aphasic patients; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,9,90,True,0.8982
TP_92811680de8e,TG,TC_6d3814acb95f::TC_3cc3f4ae2196,TC_6d3814acb95f,material_system,hydrogel,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,4,1,3,2023,2026,P0043; P0080; P0180; P0268,10.1016/j.nanoen.2023.108612; 10.1016/j.cej.2026.175294; 10.1016/j.mtsust.2022.100293; 10.1016/j.cej.2024.152734,Self-powered information conversion based on thermogalvanic hydrogel with interpenetrating networks for nursing aphasic patients; Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest; Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,79,16,True,0.8982
TP_981f5e5036d6,TG,TC_a3d6bb3e8d3e::TC_d51141fbc0ae,TC_a3d6bb3e8d3e,material_system,cellulose,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,4,2,2,2023,2024,P0048; P0150; P0167; P0180,10.1016/j.cej.2023.141274; 10.1016/j.jpowsour.2024.234647; 10.1002/smll.202401427; 10.1016/j.mtsust.2022.100293,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments; Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting; Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,7,71,True,0.8982
TP_692b63ead02e,TG,TC_c6a8d10417ee::TC_125db93329fb,TC_c6a8d10417ee,material_system,ethylene glycol,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,4,4,0,2023,2026,P0052; P0059; P0166; P0172,10.1021/acs.nanolett.3c03818; 10.1021/acsapm.3c00481; 10.1002/aenm.202402226; 10.1039/d6sc03942a,Highly Antifreezing Thermogalvanic Hydrogels for Human Heat Harvesting in Ultralow Temperature Environments; Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics; Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures; Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,6,90,True,0.8982
TP_42b61b73ed58,TG,TC_8630a7a80369::TC_07500f5feb43,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_07500f5feb43,structure_state,dynamic crosslinked gel network,material_system__structure_state,4,2,2,2023,2026,P0084; P0180; P0188; P0252,10.1016/j.nanoen.2026.111909; 10.1016/j.mtsust.2022.100293; 10.1002/smll.202407622; 10.1021/acsaem.5c00167,"Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest; Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters; A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",12,11,True,0.8982
TP_5a1d10151bf2,TG,TC_b713a196469a::TC_07500f5feb43,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,material_system__structure_state,4,2,2,2023,2026,P0084; P0180; P0246; P0252,10.1016/j.nanoen.2026.111909; 10.1016/j.mtsust.2022.100293; 10.1016/j.cej.2025.159714; 10.1021/acsaem.5c00167,"Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest; High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy; A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",47,11,True,0.8982
TP_2c9d3e6bf1f4,TG,TC_b713a196469a::TC_2c5557073ad9,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,4,2,2,2023,2025,P0048; P0150; P0156; P0180,10.1016/j.cej.2023.141274; 10.1016/j.jpowsour.2024.234647; 10.1021/acsami.5c07204; 10.1016/j.mtsust.2022.100293,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments; Highly conductive triple network hydrogel thermoelectrochemical cells with low-grade heat harvesting; Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,47,11,True,0.8982
TP_179262b2b914,TG,TC_c6a8d10417ee::TC_4b2db7e72622,TC_c6a8d10417ee,material_system,ethylene glycol,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,4,3,1,2023,2026,P0032; P0052; P0166; P0172,10.1016/j.nanoen.2025.111686; 10.1021/acs.nanolett.3c03818; 10.1002/aenm.202402226; 10.1039/d6sc03942a,Material recognition and spatial thermal sensation enabled by organic thermogalvanic hydrogels; Highly Antifreezing Thermogalvanic Hydrogels for Human Heat Harvesting in Ultralow Temperature Environments; Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures; Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,6,62,True,0.8982
TP_4a38f88ada84,TG,TC_fee7213e37fa::TC_f104995fe14f,TC_fee7213e37fa,material_system,dimethyl sulfoxide (DMSO),TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,4,4,0,2023,2025,P0033; P0051; P0054; P0059,10.1016/j.sna.2025.116876; 10.1039/d3tc04133f; 10.1016/j.compscitech.2023.110077; 10.1021/acsapm.3c00481,A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring; Thermogalvanic organohydrogel-based non-contact self-powered electronics for advancing smart agriculture; A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability; Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,6,25,True,0.8982
TP_3af1bb307823,TG,TC_077323f7819d::TC_af6bbcaf729f,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,structure_state__mechanism,4,3,1,2023,2025,P0033; P0139; P0248; P0277,10.1016/j.sna.2025.116876; 10.1002/adfm.202417740; 10.1016/j.nanoen.2025.111057; 10.1002/adfm.202304067,A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring; High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices; Dual-modal hydrogels with synergistically enhanced mechanical-thermoelectric performance for intelligent wearable sensing and automotive temperature feedback systems; FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,8,50,True,0.8982
TP_dda9c014e5cf,TG,TC_a9af609cf89a::TC_af6bbcaf729f,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,structure_state__mechanism,4,3,1,2023,2025,P0017; P0059; P0139; P0277,10.1016/j.jcis.2024.09.132; 10.1021/acsapm.3c00481; 10.1002/adfm.202417740; 10.1002/adfm.202304067,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring; Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics; High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices; FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,13,50,True,0.8982
TP_896366ce04ac,TG,TC_d6b4f02a544c::TC_d51141fbc0ae,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,structure_state__mechanism,4,2,2,2023,2026,P0083; P0167; P0180; P0246,10.1002/smll.202514359; 10.1002/smll.202401427; 10.1016/j.mtsust.2022.100293; 10.1016/j.cej.2025.159714,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes; Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest; High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,9,71,True,0.8982
TP_6f9dedfb3a52,TG,TC_470f49a68893::TC_af6bbcaf729f,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,material_system__mechanism,4,3,1,2024,2025,P0027; P0137; P0167; P0248,10.1016/j.mtener.2024.101546; 10.1039/d3ee03759b; 10.1002/smll.202401427; 10.1016/j.nanoen.2025.111057,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-; Double selective ionic gel with excellent thermopower and ultra-high energy density for low-quality thermal energy harvesting; Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting; Dual-modal hydrogels with synergistically enhanced mechanical-thermoelectric performance for intelligent wearable sensing and automotive temperature feedback systems,9,50,True,0.8982
TP_bd7905c93829,TG,TC_c8efd3db5897::TC_fcb70797c57c,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,material_system__mechanism,4,3,1,2024,2025,P0008; P0012; P0147; P0267,10.1038/s41378-024-00693-6; 10.1016/j.cej.2025.167739; 10.1016/j.nanoen.2024.109366; 10.1002/smll.202407529,"Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Self-powered versatile on-hand virtual interface enabled by thermogalvanic hydrogel; Finger temperature-driven thermogalvainc gel-based smart pen: Utilized for identity recognition, stroke analysis, and grip posture assessment; A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor",23,8,True,0.8982
TP_10ee26ef5fbb,TG,TC_470f49a68893::TC_4b2db7e72622,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,4,3,1,2024,2025,P0016; P0023; P0027; P0031,10.1002/smll.202405911; 10.1021/acsapm.5c02573; 10.1016/j.mtener.2024.101546; 10.1016/j.colsurfa.2025.137971,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower; High-Thermopower Thermogalvanic Ionic Hydrogel for Efficient Low-Grade Heat Energy Harvesting in Electronic Devices; Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,9,62,True,0.8982
TP_528c6f43a7e2,TG,TC_16f1d3208623::TC_2761e1d1b2a3,TC_16f1d3208623,structure_state,salting-out confined ion gel,TC_2761e1d1b2a3,mechanism,salting-out,structure_state__mechanism,4,3,1,2024,2024,P0006; P0019; P0045; P0199,10.1038/s41467-024-51002-8; 10.1016/j.cej.2024.150816; 10.1016/j.nanoen.2024.110329; 10.1002/smll.202310777,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%; Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition; Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor; Synergistic Anisotropic Network and Hierarchical Electrodes Endow Cost-Effective N-Type Quasi-Solid State Thermocell with Boosted Electricity Production",4,4,True,0.8982
TP_4837389b4583,TG,TC_4b2db7e72622::TC_0bff7d51cbea,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,structure_state__mechanism,4,3,1,2024,2025,P0051; P0136; P0156; P0191,10.1039/d3tc04133f; 10.1021/acssuschemeng.4c10855; 10.1021/acsami.5c07204; 10.1002/eom2.12428,Thermogalvanic organohydrogel-based non-contact self-powered electronics for advancing smart agriculture; A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation; Integrated Hydrogel-Based Photothermoelectric Device for Energy Harvesting; Photo-thermo-electric hydrogel with interlocking photothermal layer and hydrogel for enhancement of thermopower generation,62,14,True,0.8982
TP_905e77bbed59,TG,TC_4b2db7e72622::TC_c889e0f92f27,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,4,2,2,2024,2026,P0078; P0166; P0172; P0264,10.1016/j.jpowsour.2025.239060; 10.1002/aenm.202402226; 10.1039/d6sc03942a; 10.1016/j.jechem.2026.05.024,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells; Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures; Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells; Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,62,18,True,0.8982
TP_f98118986f85,TG,TC_4b2db7e72622::TC_fcb70797c57c,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,structure_state__mechanism,4,3,1,2024,2025,P0008; P0040; P0158; P0267,10.1038/s41378-024-00693-6; 10.1039/d4tc01418a; 10.1109/jsen.2025.3578352; 10.1002/smll.202407529,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Ultrathin Hydrogel e-Skin With High Resolution for Thermal and Tactile Haptics; A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,62,8,True,0.8982
TP_658bdef49006,TG,TC_04ab71eea966::TC_d51141fbc0ae,TC_04ab71eea966,material_system,graphene oxide,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,3,3,0,2012,2025,P0031; P0219; P0229,10.1016/j.colsurfa.2025.137971; 10.1021/acsanm.1c03273; 10.1007/s10973-012-2311-9,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance; Novel carbon materials for thermal energy harvesting,7,71,True,0.7737
TP_0b5b4863f999,TG,TC_385ec1869ee3::TC_d51141fbc0ae,TC_385ec1869ee3,material_system,graphene,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,3,3,0,2012,2025,P0031; P0219; P0229,10.1016/j.colsurfa.2025.137971; 10.1021/acsanm.1c03273; 10.1007/s10973-012-2311-9,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance; Novel carbon materials for thermal energy harvesting,9,71,True,0.7737
TP_52d104f46020,TG,TC_96ff8a3db67b::TC_3cf38e4b2576,TC_96ff8a3db67b,material_system,carbon nanotube,TC_3cf38e4b2576,mechanism,charge-transfer resistance engineering,material_system__mechanism,3,3,0,2012,2017,P0316; P0320; P0324,10.1149/2.043205jes; 10.1115/1.4036045; 10.1007/s10800-016-1010-9,Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell; Analytical Study and Experimental Validation of Copper II Sulfate and Potassium Ferri/Ferrocyanide Thermocells Using Onsager Flux Equations; Sub-zero temperature thermo-electrochemical energy harvesting system using a self-heating negative temperature coefficient CNT-vanadium oxide cathode,16,19,True,0.7737
