link_id,tg_pair_id,ite_pair_id,link_type,bridge_score,shared_or_family_tg_node_id,shared_or_family_tg_label,shared_or_family_ite_node_id,shared_or_family_ite_label,bridge_role,shared_endpoint_tg_df,endpoint_match,endpoint_string_similarity,ite_other_node_id,ite_other_label,ite_other_role,tg_other_node_id,tg_other_label,tg_other_role,ite_pair_type,tg_pair_type,ite_pair_paper_count,tg_pair_paper_count,ite_supporting_paper_ids,tg_supporting_paper_ids,program_id,program_title_cn,program_candidate_status,target_redox_family,program_source_paper_ids,ite_aligned_supporting_paper_ids,ite_source_alignment,evidence_scope,ite_node_a_label,ite_node_a_role,ite_node_b_label,ite_node_b_role,ite_first_year,ite_supporting_titles,tg_node_a_label,tg_node_a_role,tg_node_b_label,tg_node_b_role,tg_first_year,tg_supporting_titles,ite_pair_label,tg_pair_label,proposed_closure_source_label,proposed_closure_source_role,proposed_closure_target_label,proposed_closure_target_role,temporal_alignment,C1_anchor,C2_directional_rule,C3_role_logic,C4_ite_evidence,C5_tg_grounding,C6_independent_support,hub_penalty,transfer_score,score_cap_reason,inference_status,novelty_status
XL_54d57e02e0fa,TP_04eec541a8e9,IP_04eec541a8e9,direct_pair_overlap,0.9884,TC_4f82a6a840d2,PEDOT:PSS,TC_4f82a6a840d2,PEDOT:PSS,material_system,3,exact,1.0,TC_ea0a779a70c0,ionic-electronic coupling,mechanism,TC_ea0a779a70c0,ionic-electronic coupling,mechanism,material_system__mechanism,material_system__mechanism,5,1,P0510; P0764; P1029; P1553; P1900,P0170,,,,,,,not_applicable,observed_pair_overlap,PEDOT:PSS,material_system,ionic-electronic coupling,mechanism,2019,A double network facilitated ion-electron conductor for thermoelectric harvesting with high energy density; Effective ionic Seebeck component suppression in mixed ion-electron conductor via chemical treatment; Continuous heat harvesting by an ionogel mixed with PEDOT:PSS under both fluctuated and steady temperature gradients; Chloride transport in conductive polymer films for an n-type thermoelectric platform; PEDOT:PSS conducting eutectogel for enhanced electrical recording and stimulation in implantable neural interfaces,PEDOT:PSS,material_system,ionic-electronic coupling,mechanism,2026,"Ionic thermoelectrics based on Poly(3,4-ethylenedioxythiophene):Poly(styrenesulfonate): A mini-review",PEDOT:PSS  +  ionic-electronic coupling,PEDOT:PSS  +  ionic-electronic coupling,,,,,iTE_precedes_or_same_year,30,0,5,7,4,5,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_b78c00ae99b0,TP_057ef242945b,IP_057ef242945b,direct_pair_overlap,0.9688,TC_96ff8a3db67b,carbon nanotube,TC_96ff8a3db67b,carbon nanotube,material_system,16,exact,1.0,TC_125db93329fb,thermogalvanic redox conversion,mechanism,TC_125db93329fb,thermogalvanic redox conversion,mechanism,material_system__mechanism,material_system__mechanism,1,3,P1175,P0064; P0154; P0231,,,,,,,not_applicable,observed_pair_overlap,carbon nanotube,material_system,thermogalvanic redox conversion,mechanism,2026,Janus bilayer poly(vinyl alcohol)-based composite hydrogels with tunable photothermal and thermoelectric properties for photothermoelectric energy conversion,carbon nanotube,material_system,thermogalvanic redox conversion,mechanism,2015,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels; Constructing Flexible Film Electrode with Porous Layered Structure by MXene/SWCNTs/PANI Ternary Composite for Efficient Low-Grade Thermal Energy Harvest; Thermobattery based on CNT Coated Carbon Textile and Thermoelectric Electrolyte,carbon nanotube  +  thermogalvanic redox conversion,carbon nanotube  +  thermogalvanic redox conversion,,,,,iTE_observed_after_TG_pair,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_8f208e00e558,TP_063940558352,IP_063940558352,direct_pair_overlap,0.9669,TC_d86f1bd465ef,ionogel,TC_d86f1bd465ef,ionogel,material_system,3,exact,1.0,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,material_system__mechanism,material_system__mechanism,1,1,P0611,P0180,,,,,,,not_applicable,observed_pair_overlap,ionogel,material_system,cation-anion thermodiffusion asymmetry,mechanism,2023,Durable and stretchable nanocomposite ionogels with high thermoelectric property for low-grade heat harvesting,ionogel,material_system,cation-anion thermodiffusion asymmetry,mechanism,2023,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,ionogel  +  cation-anion thermodiffusion asymmetry,ionogel  +  cation-anion thermodiffusion asymmetry,,,,,iTE_precedes_or_same_year,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_9cb3046b6c85,TP_0645528f490a,IP_0645528f490a,direct_pair_overlap,0.9701,TC_4375e93ee719,KNO3,TC_4375e93ee719,KNO3,material_system,2,exact,1.0,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,material_system__mechanism,material_system__mechanism,1,1,P0578,P0145,,,,,,,not_applicable,observed_pair_overlap,KNO3,material_system,ionic thermodiffusion (Soret effect),mechanism,2022,Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1,KNO3,material_system,ionic thermodiffusion (Soret effect),mechanism,2020,Giant thermopower of ionic gelatin near room temperature,KNO3  +  ionic thermodiffusion (Soret effect),KNO3  +  ionic thermodiffusion (Soret effect),,,,,iTE_observed_after_TG_pair,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_939f27ae8793,TP_066745647b16,IP_066745647b16,direct_pair_overlap,0.9669,TC_ec3feb9c0ab9,bacterial cellulose,TC_ec3feb9c0ab9,bacterial cellulose,material_system,3,exact,1.0,TC_d6b4f02a544c,double/interpenetrating network,structure_state,TC_d6b4f02a544c,double/interpenetrating network,structure_state,material_system__structure_state,material_system__structure_state,1,1,P0379,P0167,,,,,,,not_applicable,observed_pair_overlap,bacterial cellulose,material_system,double/interpenetrating network,structure_state,2023,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,bacterial cellulose,material_system,double/interpenetrating network,structure_state,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,bacterial cellulose  +  double/interpenetrating network,bacterial cellulose  +  double/interpenetrating network,,,,,iTE_precedes_or_same_year,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_cef3f84a1359,TP_0691e5803c5a,IP_0691e5803c5a,direct_pair_overlap,0.9842,TC_6d3814acb95f,hydrogel,TC_6d3814acb95f,hydrogel,material_system,79,exact,1.0,TC_5bcfefdb9413,redox reaction entropy,mechanism,TC_5bcfefdb9413,redox reaction entropy,mechanism,material_system__mechanism,material_system__mechanism,3,6,P0464; P1263; P1614,P0025; P0078; P0084; P0166; P0172; P0188,,,,,,,not_applicable,observed_pair_overlap,hydrogel,material_system,redox reaction entropy,mechanism,2026,Ionic Coordination and Hierarchical Architecture Enable Record n-Type Thermoelectric Efficiency in Soft Hydrogels; Thermosensitive crystallization-boosted thermoelectric hydrogels for self-powered sensing and intelligent perception applications; Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,hydrogel,material_system,redox reaction entropy,mechanism,2024,Unraveling Reaction Kinetics and Thermodynamics in Thermogalvanic Hydrogels: A Pathway to Efficient Thermal Energy Harvesting; Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells; Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures; Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,hydrogel  +  redox reaction entropy,hydrogel  +  redox reaction entropy,,,,,iTE_observed_after_TG_pair,30,0,5,7,4,4,12,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_55c732fe695f,TP_07155f7a3394,IP_07155f7a3394,direct_pair_overlap,0.9736,TC_8630a7a80369,polyacrylamide (PAM),TC_8630a7a80369,polyacrylamide (PAM),material_system,12,exact,1.0,TC_be57b88ac710,moisture-gradient ion transport,mechanism,TC_be57b88ac710,moisture-gradient ion transport,mechanism,material_system__mechanism,material_system__mechanism,2,2,P0365; P1476,P0084; P0252,,,,,,,not_applicable,observed_pair_overlap,polyacrylamide (PAM),material_system,moisture-gradient ion transport,mechanism,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; A multifunctional ionic hydrogel facilitating enhanced thermal safety for lithium-ion battery via overheating cooling, intelligent warning, and thermal runaway blocking",polyacrylamide (PAM),material_system,moisture-gradient ion transport,mechanism,2025,"Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics; A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",polyacrylamide (PAM)  +  moisture-gradient ion transport,polyacrylamide (PAM)  +  moisture-gradient ion transport,,,,,iTE_precedes_or_same_year,30,0,5,7,4,2,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_9445422ffe52,TP_08cf06144c8d,IP_08cf06144c8d,direct_pair_overlap,0.9829,TC_6d3814acb95f,hydrogel,TC_6d3814acb95f,hydrogel,material_system,79,exact,1.0,TC_f2b85f088f6c,organic redox molecular design,mechanism,TC_f2b85f088f6c,organic redox molecular design,mechanism,material_system__mechanism,material_system__mechanism,4,3,P0379; P0854; P1454; P1560,P0032; P0138; P0188,,,,,,,not_applicable,observed_pair_overlap,hydrogel,material_system,organic redox molecular design,mechanism,2022,"Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Composite fabric with nanocellulose impregnated cotton for eco-friendly thermoelectric textile; Thermoelectric textiles with nanostructured copper iodide films on cotton and polyester fabrics, stabilized and reinforced with nanocellulose; Decoupling thermo-mechanical signals in ionic hydrogels via deep operator networks",hydrogel,material_system,organic redox molecular design,mechanism,2025,Material recognition and spatial thermal sensation enabled by organic thermogalvanic hydrogels; A self-powered hydrogel electronic skin with decoupled multimodal sensing for closed-loop human-machine interactions; Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,hydrogel  +  organic redox molecular design,hydrogel  +  organic redox molecular design,,,,,iTE_precedes_or_same_year,30,0,5,7,4,4,12,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_2b2591f8a33a,TP_0a0d8980e3d0,IP_0a0d8980e3d0,direct_pair_overlap,0.9638,TC_627ec3e82d39,MXene,TC_627ec3e82d39,MXene,material_system,5,exact,1.0,TC_6ad019f01271,water-state regulated MXene hydrogel,structure_state,TC_6ad019f01271,water-state regulated MXene hydrogel,structure_state,material_system__structure_state,material_system__structure_state,1,1,P0430,P0166,,,,,,,not_applicable,observed_pair_overlap,MXene,material_system,water-state regulated MXene hydrogel,structure_state,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,MXene,material_system,water-state regulated MXene hydrogel,structure_state,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,MXene  +  water-state regulated MXene hydrogel,MXene  +  water-state regulated MXene hydrogel,,,,,iTE_observed_after_TG_pair,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_6501a44dc643,TP_0a9777783d8d,IP_0a9777783d8d,direct_pair_overlap,0.9708,TC_470f49a68893,guanidinium chloride (GdmCl),TC_470f49a68893,guanidinium chloride (GdmCl),material_system,9,exact,1.0,TC_d0a37a92a174,phase transition,mechanism,TC_d0a37a92a174,phase transition,mechanism,material_system__mechanism,material_system__mechanism,1,3,P1263,P0027; P0031; P0167,,,,,,,not_applicable,observed_pair_overlap,guanidinium chloride (GdmCl),material_system,phase transition,mechanism,2026,Thermosensitive crystallization-boosted thermoelectric hydrogels for self-powered sensing and intelligent perception applications,guanidinium chloride (GdmCl),material_system,phase transition,mechanism,2024,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,guanidinium chloride (GdmCl)  +  phase transition,guanidinium chloride (GdmCl)  +  phase transition,,,,,iTE_observed_after_TG_pair,30,0,5,7,4,1,0,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
XL_5b343b55a300,TP_0b0dc24d08c6,IP_0b0dc24d08c6,direct_pair_overlap,0.99,TC_6d3814acb95f,hydrogel,TC_6d3814acb95f,hydrogel,material_system,79,exact,1.0,TC_d6b4f02a544c,double/interpenetrating network,structure_state,TC_d6b4f02a544c,double/interpenetrating network,structure_state,material_system__structure_state,material_system__structure_state,12,8,P0344; P0359; P0367; P0379; P0381; P0451; P0510; P0555; P0558; P0677; P0919; P1903,P0013; P0043; P0057; P0083; P0180; P0188; P0246; P0261,,,,,,,not_applicable,observed_pair_overlap,hydrogel,material_system,double/interpenetrating network,structure_state,2022,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; An Ionic Thermoelectric Generator with a Giant Output Power Density and High Energy Density Enabled by Synergy of Thermodiffusion Effect and Redox Reaction on Electrodes,hydrogel,material_system,double/interpenetrating network,structure_state,2022,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring; Self-powered information conversion based on thermogalvanic hydrogel with interpenetrating networks for nursing aphasic patients; Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy; Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes; Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,hydrogel  +  double/interpenetrating network,hydrogel  +  double/interpenetrating network,,,,,iTE_precedes_or_same_year,30,0,5,7,4,5,12,0,exact_pair_overlap_is_precedent,precedent_or_positive_control,exact_TG_pair_overlap
