pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
IP_1db5163351a2,iTE,TC_6a35ab71b28b::TC_525335db36fb,TC_6a35ab71b28b,intervention,oriented or confined channels,TC_525335db36fb,mechanism,nanochannel-confined ion transport,intervention__mechanism,7,7,0,2020,2025,P0347; P0564; P0608; P0757; P0938; P1053; P1096,10.1016/j.cej.2025.165667; 10.1021/acs.nanolett.3c02469; 10.1039/d0ee02730h; 10.1016/j.enconman.2022.115760; 10.1007/s42765-023-00353-w; 10.1016/j.ijheatmasstransfer.2023.124454; 10.1021/acsnano.0c04099,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Ion Steric Effect Induces Giant Enhancement of Thermoelectric Conversion in Electrolyte-Filled Nanochannels; Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework; Nanoengineered nanochannels for thermally ionic nanofluidic energy harvesting; Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,19,24,True,1.0
IP_e59b6f64fe8e,iTE,TC_6a35ab71b28b::TC_b93fc7829d13,TC_6a35ab71b28b,intervention,oriented or confined channels,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,intervention__mechanism,7,7,0,2020,2025,P0347; P0355; P0360; P0608; P0757; P0938; P1096,10.1016/j.cej.2025.165667; 10.1016/j.cej.2024.148797; 10.1016/j.energy.2025.138825; 10.1039/d0ee02730h; 10.1016/j.enconman.2022.115760; 10.1007/s42765-023-00353-w; 10.1021/acsnano.0c04099,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink; Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework; Nanoengineered nanochannels for thermally ionic nanofluidic energy harvesting,19,55,True,1.0
IP_4f64fbc2fbb3,iTE,TC_4f82a6a840d2::TC_575b8475e747,TC_4f82a6a840d2,material_system,PEDOT:PSS,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,7,7,0,2020,2026,P0401; P0510; P0622; P0625; P0864; P1029; P1719,10.1021/acsaelm.5c00195; 10.1016/j.cej.2024.150307; 10.1002/aenm.202001633; 10.1063/5.0043498; 10.1016/j.cej.2025.172278; 10.1039/d5ta09294a; 10.1002/adfm.202532004,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting; A double network facilitated ion-electron conductor for thermoelectric harvesting with high energy density; Ultrahigh Thermoelectric Power Generation from Both Ion Diffusion by Temperature Fluctuation and Hole Accumulation by Temperature Gradient; Cation effect of inorganic salts on ionic Seebeck coefficient; Synergistic ionic doping for enhanced thermopower and switchable polarity in PEDOT: PSS ionic thermoelectrics,86,115,True,1.0
IP_be648be4d541,iTE,TC_2c5557073ad9::TC_d2014d12e766,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,structure_state__mechanism,7,7,0,2020,2026,P0828; P0833; P0854; P0996; P1067; P1151; P1454,10.1016/j.cej.2026.174810; 10.1016/j.solener.2020.02.091; 10.1007/s10570-024-05953-2; 10.1007/s10854-021-06810-9; 10.1016/j.solener.2020.10.081; 10.1016/j.tsf.2020.138026; 10.1007/s10854-022-08538-6,Bioinspired water-driven ion reciprocating migration enables continuous power generation in cellulose-based ionic thermoelectrics; Use of biomass for a development of nanocellulose-based biodegradable flexible thin film thermoelectric material; Composite fabric with nanocellulose impregnated cotton for eco-friendly thermoelectric textile; Thermoelectric textile devices with thin films of nanocellulose and copper iodide; Efficient biodegradable flexible hydrophobic thermoelectric material based on biomass-derived nanocellulose film and copper iodide thin nanostructured layer,57,27,True,1.0
IP_d5d5556a5463,iTE,TC_d04897b58cd1::TC_243d2423b02d,TC_d04897b58cd1,material_system,chalcogenide,TC_243d2423b02d,mechanism,phonon scattering,material_system__mechanism,7,7,0,2021,2025,P0748; P1114; P1128; P1197; P1198; P1391; P1496,10.1016/j.mtphys.2021.100519; 10.1016/j.vacuum.2024.113023; 10.3390/ma18061366; 10.1021/acsanm.5c02710; 10.1002/advs.202307058; 10.1007/s10904-023-02885-5; 10.1016/j.cplett.2024.141523,"Thermoelectric materials and transport physics; Two-dimensional Li-based ternary chalcogenides LiMTe2 (M = Al, Ga, and In): Promising high-temperature thermoelectric materials; Solid-State Synthesis and Thermoelectric Properties of CuFeSe2-CuFeS2 Solid Solutions; Investigation on Thermoelectric Power Factor of Tin-Copper Oxyselenide Nanoscale Thin Films Obtained by the Reactive Magnetron Cosputtering Technique toward Energy Harvesting Applications; Inverse-Perovskite Ba3BO (B = Si and Ge) as a High Performance Environmentally Benign Thermoelectric Material with Low Lattice Thermal Conductivity",65,94,True,1.0
IP_232e868535f8,iTE,TC_9a2dc42156da::TC_2f3e0e0cb9b1,TC_9a2dc42156da,intervention,hydration and solvation,TC_2f3e0e0cb9b1,mechanism,cellulose nanofiber scaffold,intervention__mechanism,7,7,0,2022,2025,P0341; P0355; P0365; P0397; P0497; P0509; P1345,10.1039/d5ta00744e; 10.1016/j.cej.2024.148797; 10.1016/j.mtphys.2024.101589; 10.1038/s41528-022-00213-4; 10.1002/smll.202412336; 10.1016/j.cej.2024.149344; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties; Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation",52,42,True,1.0
IP_0b8cc3305b61,iTE,TC_9a2dc42156da::TC_e8a62e45a2c3,TC_9a2dc42156da,intervention,hydration and solvation,TC_e8a62e45a2c3,mechanism,chaotropic polymer-water disruption,intervention__mechanism,7,7,0,2022,2025,P0341; P0365; P0368; P0540; P0578; P0611; P1345,10.1039/d5ta00744e; 10.1016/j.mtphys.2024.101589; 10.1016/j.cej.2024.157823; 10.1039/d4ta08215j; 10.1021/acs.jpclett.2c00845; 10.1007/s11431-022-2222-5; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Stable ionic thermopower materials for waste heat recovery above 100 °C; Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1",52,19,True,1.0
IP_12000a05bbaf,iTE,TC_463351799954::TC_07500f5feb43,TC_463351799954,intervention,self healing or tough gel,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,intervention__structure_state,7,7,0,2022,2025,P0368; P0379; P0390; P0558; P0609; P0882; P0919,10.1016/j.cej.2024.157823; 10.1016/j.carbpol.2023.121310; 10.1002/eem2.12220; 10.1016/j.nanoen.2022.107977; 10.1016/j.compscitech.2022.109771; 10.1039/d5ta00734h; 10.1016/j.nanoen.2021.106738,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage; Gelatin/polyacrylamide ionic conductive hydrogel with skin temperature-triggered adhesion for human motion sensing and body heat harvesting; High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor",69,31,True,1.0
IP_8c6b5edf0015,iTE,TC_9a2dc42156da::TC_2c5557073ad9,TC_9a2dc42156da,intervention,hydration and solvation,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,intervention__structure_state,7,7,0,2022,2025,P0341; P0355; P0365; P0397; P0497; P0509; P1345,10.1039/d5ta00744e; 10.1016/j.cej.2024.148797; 10.1016/j.mtphys.2024.101589; 10.1038/s41528-022-00213-4; 10.1002/smll.202412336; 10.1016/j.cej.2024.149344; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties; Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation",52,57,True,1.0
IP_486cd4a1ecad,iTE,TC_9a2dc42156da::TC_a9af609cf89a,TC_9a2dc42156da,intervention,hydration and solvation,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,intervention__structure_state,7,7,0,2022,2025,P0341; P0365; P0368; P0540; P0578; P0611; P1345,10.1039/d5ta00744e; 10.1016/j.mtphys.2024.101589; 10.1016/j.cej.2024.157823; 10.1039/d4ta08215j; 10.1021/acs.jpclett.2c00845; 10.1007/s11431-022-2222-5; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Stable ionic thermopower materials for waste heat recovery above 100 °C; Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1",52,30,True,1.0
IP_539b4ac7dfba,iTE,TC_6d3814acb95f::TC_a45b298d4663,TC_6d3814acb95f,material_system,hydrogel,TC_a45b298d4663,intervention,coordination or ion pairing,material_system__intervention,7,7,0,2022,2025,P0336; P0337; P0355; P0367; P0379; P0407; P0609,10.1002/adma.202510199; 10.1002/aenm.202405502; 10.1016/j.cej.2024.148797; 10.1039/d4ta07484j; 10.1016/j.carbpol.2023.121310; 10.1039/d5ta06737e; 10.1016/j.compscitech.2022.109771,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions; Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,123,46,True,1.0
IP_e7010aa65aba,iTE,TC_a3d6bb3e8d3e::TC_9a2dc42156da,TC_a3d6bb3e8d3e,material_system,cellulose,TC_9a2dc42156da,intervention,hydration and solvation,material_system__intervention,7,7,0,2022,2025,P0341; P0355; P0365; P0397; P0497; P0509; P1345,10.1039/d5ta00744e; 10.1016/j.cej.2024.148797; 10.1016/j.mtphys.2024.101589; 10.1038/s41528-022-00213-4; 10.1002/smll.202412336; 10.1016/j.cej.2024.149344; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties; Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation",49,52,True,1.0
IP_003d7f691445,iTE,TC_6d3814acb95f::TC_2f3e0e0cb9b1,TC_6d3814acb95f,material_system,hydrogel,TC_2f3e0e0cb9b1,mechanism,cellulose nanofiber scaffold,material_system__mechanism,7,7,0,2022,2025,P0344; P0355; P0365; P0374; P0379; P0390; P0543,10.1016/j.colsurfa.2025.138182; 10.1016/j.cej.2024.148797; 10.1016/j.mtphys.2024.101589; 10.1002/advs.202302685; 10.1016/j.carbpol.2023.121310; 10.1002/eem2.12220; 10.1016/j.matlet.2024.137038,"High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Ultrasensitive Flexible Thermal Sensor Arrays based on High-Thermopower Ionic Thermoelectric Hydrogel; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors",123,42,True,1.0
IP_dac64c5d3e08,iTE,TC_6d3814acb95f::TC_98fc53e305cd,TC_6d3814acb95f,material_system,hydrogel,TC_98fc53e305cd,mechanism,double/interpenetrating network,material_system__mechanism,7,7,0,2022,2025,P0344; P0367; P0379; P0510; P0558; P0677; P0919,10.1016/j.colsurfa.2025.138182; 10.1039/d4ta07484j; 10.1016/j.carbpol.2023.121310; 10.1016/j.cej.2024.150307; 10.1016/j.nanoen.2022.107977; 10.1002/smll.202311811; 10.1016/j.nanoen.2021.106738,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; A double network facilitated ion-electron conductor for thermoelectric harvesting with high energy density; Gelatin/polyacrylamide ionic conductive hydrogel with skin temperature-triggered adhesion for human motion sensing and body heat harvesting,123,13,True,1.0
IP_1809620ba1b9,iTE,TC_6d3814acb95f::TC_b93fc7829d13,TC_6d3814acb95f,material_system,hydrogel,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,7,7,0,2022,2026,P0344; P0355; P0357; P0364; P0390; P0919; P1547,10.1016/j.colsurfa.2025.138182; 10.1016/j.cej.2024.148797; 10.1039/d5ta04718h; 10.1002/smll.202502884; 10.1002/eem2.12220; 10.1016/j.nanoen.2021.106738; 10.1039/d5mh01964h,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors; Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting; High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection; P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting; High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,123,55,True,1.0
IP_aa3f39a77938,iTE,TC_4bd38733ebee::TC_f104995fe14f,TC_4bd38733ebee,material_system,deep eutectic solvent,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,7,7,0,2022,2026,P0346; P0349; P0428; P0535; P0559; P0577; P0591,10.1007/s42114-025-01239-8; 10.1038/s41467-024-45432-7; 10.1016/j.mtener.2025.102105; 10.1039/d5se01406a; 10.1039/d1ta09707e; 10.1007/s13233-025-00485-5; 10.1016/j.cej.2026.176392,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents; High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy; Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel; Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting; Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent",23,53,True,1.0
IP_623b53201ed9,iTE,TC_d528eeb45c4d::TC_f104995fe14f,TC_d528eeb45c4d,material_system,deep-eutectic eutogel electrolyte,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,7,7,0,2022,2026,P0346; P0349; P0428; P0535; P0559; P0577; P0591,10.1007/s42114-025-01239-8; 10.1038/s41467-024-45432-7; 10.1016/j.mtener.2025.102105; 10.1039/d5se01406a; 10.1039/d1ta09707e; 10.1007/s13233-025-00485-5; 10.1016/j.cej.2026.176392,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents; High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy; Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel; Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting; Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent",22,53,True,1.0
IP_e5c5be0e1ce1,iTE,TC_ec3feb9c0ab9::TC_2c5557073ad9,TC_ec3feb9c0ab9,material_system,bacterial cellulose,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,7,7,0,2022,2026,P0379; P0389; P0520; P0586; P0587; P0670; P1721,10.1016/j.carbpol.2023.121310; 10.1016/j.cej.2022.134702; 10.1016/j.cej.2024.150638; 10.1021/acs.nanolett.2c02558; 10.1002/adfm.202107105; 10.1002/advs.202414389; 10.1039/d6ra01008c,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting; Bacterial Cellulose-Based ionogels with synergistically enhanced mechanical and thermoelectric performances for low-grade heat harvesting; Advanced Bacterial Cellulose Ionic Conductors with Gigantic Thermopower for Low-Grade Heat Harvesting; Flexible and Robust Bacterial Cellulose-Based Ionogels with High Thermoelectric Properties for Low-Grade Heat Harvesting,7,57,True,1.0
IP_338d661dd7df,iTE,TC_a3d6bb3e8d3e::TC_902956facbd0,TC_a3d6bb3e8d3e,material_system,cellulose,TC_902956facbd0,mechanism,hydrogen bonding,material_system__mechanism,7,7,0,2023,2026,P0341; P0347; P0365; P0379; P0579; P0670; P1345,10.1039/d5ta00744e; 10.1016/j.cej.2025.165667; 10.1016/j.mtphys.2024.101589; 10.1016/j.carbpol.2023.121310; 10.1002/eem2.70358; 10.1002/advs.202414389; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability",49,42,True,1.0
IP_1e2a2d7761e7,iTE,TC_c0591a33971d::TC_be57b88ac710,TC_c0591a33971d,material_system,ionic liquid,TC_be57b88ac710,mechanism,moisture-gradient ion transport,material_system__mechanism,7,7,0,2023,2026,P0341; P0347; P0569; P0579; P0611; P0738; P0918,10.1039/d5ta00744e; 10.1016/j.cej.2025.165667; 10.1016/j.cej.2023.147257; 10.1002/eem2.70358; 10.1007/s11431-022-2222-5; 10.1016/j.cej.2025.171610; 10.1016/j.cej.2024.150440,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Great enhancement in the ionic thermopower of ionogels by cationic doping; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability; Durable and stretchable nanocomposite ionogels with high thermoelectric property for low-grade heat harvesting",238,79,True,1.0
IP_f0e13142a0d1,iTE,TC_c8efd3db5897::TC_f104995fe14f,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,7,7,0,2023,2026,P0423; P0428; P0535; P0555; P0738; P1812; P1959,10.1016/j.reactfunctpolym.2026.106679; 10.1016/j.mtener.2025.102105; 10.1039/d5se01406a; 10.1016/j.mtener.2023.101383; 10.1016/j.cej.2025.171610; 10.1016/j.carbon.2024.119846; 10.1039/d3ra08260a,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect; Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel; Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting; Stretchable polyvinyl alcohol and sodium alginate double network ionic hydrogels for low-grade heat harvesting with ultrahigh thermopower; Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,54,53,True,1.0
IP_34fb803ef9ed,iTE,TC_2c5557073ad9::TC_902956facbd0,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,7,7,0,2023,2026,P0341; P0347; P0365; P0379; P0579; P0670; P1345,10.1039/d5ta00744e; 10.1016/j.cej.2025.165667; 10.1016/j.mtphys.2024.101589; 10.1016/j.carbpol.2023.121310; 10.1002/eem2.70358; 10.1002/advs.202414389; 10.1039/d2ta09068f,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability",57,42,True,1.0
IP_5c6bb15db45a,iTE,TC_c8efd3db5897::TC_be57b88ac710,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_be57b88ac710,mechanism,moisture-gradient ion transport,material_system__mechanism,7,7,0,2024,2026,P0341; P0436; P0545; P0579; P0738; P0828; P0918,10.1039/d5ta00744e; 10.1126/sciadv.aef5852; 10.1016/j.apmt.2024.102240; 10.1002/eem2.70358; 10.1016/j.cej.2025.171610; 10.1016/j.cej.2026.174810; 10.1016/j.cej.2024.150440,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system; Ionic thermoelectricity of salt-free PVA-hydrogel; Synergistic Design of Composite Ionogels With Enhanced Thermoelectric Properties, Mechanical Stretchability, and Sustainable Recyclability; Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications",54,79,True,1.0
IP_6531821d2d5d,iTE,TC_c8efd3db5897::TC_402d7ec84669,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,7,7,0,2025,2026,P0336; P0337; P0367; P0407; P0420; P0464; P0579,10.1002/adma.202510199; 10.1002/aenm.202405502; 10.1039/d4ta07484j; 10.1039/d5ta06737e; 10.1007/s40843-025-3689-9; 10.1002/anie.4172130; 10.1002/eem2.70358,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions; Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors; An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting; Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,54,47,True,1.0
IP_afa31c6ef038,iTE,TC_4981bdd041e2::TC_40d9828bf439,TC_4981bdd041e2,material_system,skutterudite,TC_40d9828bf439,mechanism,carrier-concentration optimization,material_system__mechanism,6,6,0,2005,2021,P0861; P1239; P1398; P1517; P1683; P1884,10.1103/physrevb.85.245211; 10.1039/c4ta00487f; 10.3365/kjmm.2018.56.6.465; 10.3365/kjmm.2021.59.4.239; 10.1103/physrevb.84.064114; 10.1063/1.1888048,"Electronic, vibrational, and transport properties of pnictogen-substituted ternary skutterudites; Electrical properties and microcosmic study on compound defects in Ga-containing thermoelectric skutterudites; Thermoelectric Properties of Partially Double-filled (Ce1-zNdz)yFe4-xCoxSb12 Skutterudites; Effects of Charge Compensation on the Thermoelectric Properties of (La1-zCez)0.8Fe4-xCoxSb12 Skutterudites; Multitemperature crystal structures and physical properties of the partially filled thermoelectric skutterudites M0.1Co4Sb12(M = La, Ce, Nd, Sm, Yb, and Eu)",29,124,True,1.0
IP_1542bf280e22,iTE,TC_72b4ae05a4a9::TC_1305b687cc4f,TC_72b4ae05a4a9,material_system,perovskite,TC_1305b687cc4f,mechanism,charge-carrier mobility,material_system__mechanism,6,6,0,2008,2026,P0808; P1222; P1294; P1414; P1724; P1951,10.1142/s0217979225502960; 10.1016/j.matchemphys.2026.132408; 10.1016/j.ssc.2022.114684; 10.1088/0022-3727/41/21/215009; 10.1038/s41598-026-49506-y; 10.1142/s0217979225502224,"Multifunctional potential of SrMoN3 nitride perovskite: A DFT study of structural, optical, electronic, thermoelectric, phonon, thermodynamic and mechanical properties; Multifunctional Pb-free double perovskites M2MoRuO6 (M = Ba, Sr) with narrow band gaps for advanced electronic and optoelectronic applications: Insights from first-principles calculations; Theoretical investigations of structural, electronic, optical and thermoelectric properties of oxide halide perovskite ACoO3 (A=Nd, Pr or La); Structural, magnetic, electrical and thermal transport properties in two-dimensional perovskite Sr1.05Ln0.95CoO4 (Ln = La, Ce and Nd) compounds; First-principles investigation of the structural, optoelectronic, and thermoelectric properties of Sr2MgXO6 (X = S, Se) double perovskite materials",144,59,True,1.0
IP_324a27bea5eb,iTE,TC_385ec1869ee3::TC_17123185c248,TC_385ec1869ee3,material_system,graphene,TC_17123185c248,mechanism,electronic-structure modulation,material_system__mechanism,6,6,0,2014,2026,P0517; P0641; P0795; P0905; P1813; P1881,10.1038/srep20402; 10.1021/acsami.0c05833; 10.1103/physrevlett.112.136601; 10.1080/14786435.2020.1803509; 10.1007/s00339-020-03902-x; 10.1002/adfm.202517031,Thermoelectric Power in Bilayer Graphene Device with Ionic Liquid Gating; Ionic Liquid Gating Enhanced Photothermoelectric Conversion in Three-Dimensional Microporous Graphene; Seebeck Effect at the Atomic Scale; Thermoelectric and optical properties of the SrS graphene by DFT; Highly efficient thermo-electrochemical energy harvesting from graphene-carbon nanotube 'hybrid' aerogels,37,265,True,1.0
