link_id,tg_pair_id,ite_pair_id,link_type,bridge_score,shared_or_family_tg_node_id,shared_or_family_tg_label,shared_or_family_ite_node_id,shared_or_family_ite_label,bridge_role,shared_endpoint_tg_df,endpoint_match,endpoint_string_similarity,ite_other_node_id,ite_other_label,ite_other_role,tg_other_node_id,tg_other_label,tg_other_role,ite_pair_type,tg_pair_type,ite_pair_paper_count,tg_pair_paper_count,ite_supporting_paper_ids,tg_supporting_paper_ids,program_id,program_title_cn,program_candidate_status,target_redox_family,program_source_paper_ids,ite_aligned_supporting_paper_ids,ite_source_alignment,evidence_scope,ite_node_a_label,ite_node_a_role,ite_node_b_label,ite_node_b_role,ite_first_year,ite_supporting_titles,tg_node_a_label,tg_node_a_role,tg_node_b_label,tg_node_b_role,tg_first_year,tg_supporting_titles,ite_pair_label,tg_pair_label,proposed_closure_source_label,proposed_closure_source_role,proposed_closure_target_label,proposed_closure_target_role,temporal_alignment,C1_anchor,C2_directional_rule,C3_role_logic,C4_ite_evidence,C5_tg_grounding,C6_independent_support,hub_penalty,transfer_score,score_cap_reason,inference_status,novelty_status,rank_within_tg_pair,global_rank
XL_f35329b1ceb7,TP_397375d44671,IP_f402fb050f6d,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_d829113affd7,interpenetrating-network thermogalvanic hydrogel,mechanism,,,,intervention__mechanism,material_system__mechanism,1,40,P0344,P0018; P0031; P0039; P0041; P0048; P0052; P0056; P0073; P0079; P0084; P0090; P0097; P0107; P0112; P0119; P0136; P0145; P0150; P0156; P0180; P0187; P0191; P0192; P0208; P0217; P0219; P0226; P0229; P0231; P0246; P0248; P0252; P0259; P0264; P0270; P0275; P0303; P0316; P0320; P0331,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,interpenetrating-network thermogalvanic hydrogel,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,ferri/ferrocyanide redox chemistry,mechanism,1994,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell; Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization; Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells; Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,counterion condensation  +  interpenetrating-network thermogalvanic hydrogel,ferri/ferrocyanide  +  ferri/ferrocyanide redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,12,75
XL_7720af75c091,TP_a5f83b3f70cd,IP_3fd3a44d3029,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_318e992535e1,thermal migration,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0401,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0401,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,thermal migration,mechanism,2025,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  thermal migration,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,3,76
XL_4accf2042444,TP_a5f83b3f70cd,IP_57a63173294f,curated_program_bridge,0.9647,,,TC_b2c2689f5729,thermoosmotic slip,intervention_to_TG_pair,,curated_transfer_rule,,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P1053,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,ferri_ferrocyanide,P0530; P0547; P1053,P1053,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,thermoosmotic slip,intervention,ionic thermodiffusion (Soret effect),mechanism,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,thermoosmotic slip  +  ionic thermodiffusion (Soret effect),ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,thermoosmotic slip,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,4,77
XL_029e4e08601b,TP_a5f83b3f70cd,IP_5b11bccb9d3c,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_819db5face89,selective ion transport,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,selective ion transport,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  selective ion transport,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,5,78
XL_b6eb67b7d2af,TP_a5f83b3f70cd,IP_9f18b9ab7dd7,curated_program_bridge,0.9647,,,TC_b2c2689f5729,thermoosmotic slip,intervention_to_TG_pair,,curated_transfer_rule,,TC_525335db36fb,nanochannel-confined ion transport,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P1053,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,ferri_ferrocyanide,P0530; P0547; P1053,P1053,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,thermoosmotic slip,intervention,nanochannel-confined ion transport,mechanism,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,thermoosmotic slip  +  nanochannel-confined ion transport,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,thermoosmotic slip,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,6,79
XL_42bc3a24677b,TP_a5f83b3f70cd,IP_b7a1694a736a,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_e03c7cc08b9d,ion migration,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,ion migration,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  ion migration,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,7,80
XL_010d3a209584,TP_a5f83b3f70cd,IP_b8ab2bd462f7,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_2f3e0e0cb9b1,cellulose nanofiber scaffold,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,cellulose nanofiber scaffold,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  cellulose nanofiber scaffold,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,8,81
XL_6f022e94a7e1,TP_a5f83b3f70cd,IP_d75342671283,curated_program_bridge,0.9647,,,TC_b2c2689f5729,thermoosmotic slip,intervention_to_TG_pair,,curated_transfer_rule,,TC_c6e70ab28416,negatively charged electrolyte nanochannels,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P1053,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,ferri_ferrocyanide,P0530; P0547; P1053,P1053,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,thermoosmotic slip,intervention,negatively charged electrolyte nanochannels,mechanism,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,thermoosmotic slip  +  negatively charged electrolyte nanochannels,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,thermoosmotic slip,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,9,82
XL_10b87020295f,TP_a5f83b3f70cd,IP_d7e570caaf4f,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_b93fc7829d13,ion-selectivity membrane transport,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,ion-selectivity membrane transport,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  ion-selectivity membrane transport,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,10,83
XL_780ef2a5aadc,TP_a5f83b3f70cd,IP_e080d6a883cd,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_98fc53e305cd,double/interpenetrating network,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,double/interpenetrating network,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  double/interpenetrating network,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,11,84
XL_f944d80a6479,TP_a5f83b3f70cd,IP_f402fb050f6d,curated_program_bridge,0.9647,,,TC_49c13c86c6af,counterion condensation,intervention_to_TG_pair,,curated_transfer_rule,,TC_d829113affd7,interpenetrating-network thermogalvanic hydrogel,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0344,P0018; P0095; P0097; P0107; P0112; P0139; P0187; P0208; P0217; P0219; P0248,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,ferri_ferrocyanide,P0344; P0401; P0555,P0344,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,counterion condensation,intervention,interpenetrating-network thermogalvanic hydrogel,mechanism,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,ferri/ferrocyanide,material_system,Fe2+/Fe3+ solvation redox chemistry,mechanism,2016,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range; Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting; Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple; Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells; Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,counterion condensation  +  interpenetrating-network thermogalvanic hydrogel,ferri/ferrocyanide  +  Fe2+/Fe3+ solvation redox chemistry,counterion condensation,intervention,ferri/ferrocyanide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,12,85
XL_3b9c15910390,TP_c7c82fa93f5d,IP_07e73a256ca6,curated_program_bridge,0.9647,,,TC_8406b37bca7c,polarity switching,intervention_to_TG_pair,,curated_transfer_rule,,TC_ea0a779a70c0,ionic-electronic coupling,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P1553,P0008; P0040; P0066; P0071; P0093; P0119; P0179; P0196; P0283; P0299; P0325,PRG_00699a1a9edc,用可切换 Soret 单元为 I−/I3− TG 构建等效 p/n 腿,direct_TG_precedent_upgrade_candidate,iodide_triiodide,P0348; P0357; P0373; P1109; P1553,P1553,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,polarity switching,intervention,ionic-electronic coupling,mechanism,2020,Chloride transport in conductive polymer films for an n-type thermoelectric platform,iodide/triiodide,material_system,iodide/triiodide redox chemistry,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments; p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,polarity switching  +  ionic-electronic coupling,iodide/triiodide  +  iodide/triiodide redox chemistry,polarity switching,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate,6,86
XL_3f77ff5506d9,TP_c7c82fa93f5d,IP_28484b88dfb4,curated_program_bridge,0.9647,,,TC_8406b37bca7c,polarity switching,intervention_to_TG_pair,,curated_transfer_rule,,TC_b93fc7829d13,ion-selectivity membrane transport,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0357,P0008; P0040; P0066; P0071; P0093; P0119; P0179; P0196; P0283; P0299; P0325,PRG_00699a1a9edc,用可切换 Soret 单元为 I−/I3− TG 构建等效 p/n 腿,direct_TG_precedent_upgrade_candidate,iodide_triiodide,P0348; P0357; P0373; P1109; P1553,P0357,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,polarity switching,intervention,ion-selectivity membrane transport,mechanism,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,iodide/triiodide,material_system,iodide/triiodide redox chemistry,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments; p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,polarity switching  +  ion-selectivity membrane transport,iodide/triiodide  +  iodide/triiodide redox chemistry,polarity switching,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate,7,87
XL_d0a50d8273f4,TP_c7c82fa93f5d,IP_2bad0ed284ec,curated_program_bridge,0.9647,,,TC_e587c18902cc,hydrophobic partitioning,intervention_to_TG_pair,,curated_transfer_rule,,TC_402d7ec84669,ion-pairing and complexation,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0336,P0008; P0040; P0066; P0071; P0093; P0119; P0179; P0196; P0283; P0299; P0325,PRG_4cca4840d8f1,用可调疏水微区选择性分配 I3−，同时兼顾 TG 凝胶韧性,direct_TG_precedent_upgrade_candidate,iodide_triiodide,P0336; P0466,P0336,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,hydrophobic partitioning,intervention,ion-pairing and complexation,mechanism,2025,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,iodide/triiodide,material_system,iodide/triiodide redox chemistry,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments; p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,hydrophobic partitioning  +  ion-pairing and complexation,iodide/triiodide  +  iodide/triiodide redox chemistry,hydrophobic partitioning,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,direct_TG_prior_art_upgrade_candidate,8,88
XL_bc8ba6f1533e,TP_c7c82fa93f5d,IP_5304b4fffad5,curated_program_bridge,0.9647,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_7cd71e740c61,thermal-gradient heat-transfer control,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0360,P0008; P0040; P0066; P0071; P0093; P0119; P0179; P0196; P0283; P0299; P0325,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0360,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,thermal-gradient heat-transfer control,mechanism,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,iodide/triiodide,material_system,iodide/triiodide redox chemistry,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments; p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,fixed charge selectivity  +  thermal-gradient heat-transfer control,iodide/triiodide  +  iodide/triiodide redox chemistry,fixed charge selectivity,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,9,89
XL_b6679af78b7e,TP_c7c82fa93f5d,IP_694604fceddc,curated_program_bridge,0.9647,,,TC_759724737cc8,fixed charge selectivity,intervention_to_TG_pair,,curated_transfer_rule,,TC_819db5face89,selective ion transport,mechanism,,,,intervention__mechanism,material_system__mechanism,1,11,P0528,P0008; P0040; P0066; P0071; P0093; P0119; P0179; P0196; P0283; P0299; P0325,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,mechanism_extension_white_space,iodide_triiodide,P0360; P0364; P0528; P0696; P1665,P0528,program_source_paper_intersection,curated_hypothesis_link_not_observed_causality,fixed charge selectivity,intervention,selective ion transport,mechanism,2025,Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,iodide/triiodide,material_system,iodide/triiodide redox chemistry,mechanism,2015,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing; Edible temperature-responsive-adhesive thermogalvanic hydrogel for self-powered multi-sited fatigue monitoring; Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments; p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers; P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,fixed charge selectivity  +  selective ion transport,iodide/triiodide  +  iodide/triiodide redox chemistry,fixed charge selectivity,intervention,iodide/triiodide,material_system,iTE_observed_after_TG_pair,24,25,15,15,4,1,0,84,,mechanistic_transfer_candidate,white_space_in_frozen_local_corpus,10,90
