node_id,layer_node_id,analysis_layer,global_concept_id,normalized_label,lexical_category,layer_document_frequency,occurrence_count,first_year,last_year,pair_endpoint_eligible,pair_degree,relation_candidate_incident_count,strict_relation_incident_count,semantic_accepted_relation_incident_count,semantic_rejected_relation_incident_count,semantic_pending_relation_incident_count,production_relation_incident_count,shared_pair_endpoint_focus_eligible,shared_pair_endpoint_release_status,node_fact_status,is_exact_shared_selected_concept,is_exact_shared_pair_endpoint,node_role,alignment_id
LN_ec7926849710,LN_ec7926849710,TG,GC_02a481a7e0d9,current voltage,outcome_or_property,1,1,1994,1994,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_dfe60175308d,LN_dfe60175308d,TG,GC_02c7fa838a39,small temperature gradient,mechanism_or_process,1,1,2023,2023,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,True,False,exact_shared_isolate_or_one_sided_pair_endpoint,AL_e32aaad7ffe3
LN_5d6ca07d5933,LN_5d6ca07d5933,TG,GC_02f9c7958495,non graphitized,untyped_extractive_keyword,1,1,1998,1998,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_37dbce1c3437,LN_37dbce1c3437,TG,GC_030b65626e6d,pristine electrolyte,material_or_structure,1,1,2026,2026,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_2cd2c5c698ba,LN_2cd2c5c698ba,TG,GC_030e2d8d54dd,double network,material_or_structure,2,2,2025,2026,True,7,0,0,0,0,0,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_10c7888d4b80
LN_9e242dd0632e,LN_9e242dd0632e,TG,GC_034e218cd14b,salt rejection,untyped_extractive_keyword,1,1,2020,2020,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_a0820b9189dc,LN_a0820b9189dc,TG,GC_03901f4cb195,cross linked pva/gelation double network,material_or_structure,1,1,2022,2022,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_cfb16a474965,LN_cfb16a474965,TG,GC_039c2f3c56b6,investigated organic solvent,material_or_structure,1,1,2024,2024,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_a83e42a50af5,LN_a83e42a50af5,TG,GC_03d36ca09f6d,prepared thermogalvanic gel,material_or_structure,1,1,2022,2022,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_4a72725dea4e,LN_4a72725dea4e,TG,GC_03f3698c1e86,areal power,outcome_or_property,2,2,2020,2023,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_a7d6451a70a1,LN_a7d6451a70a1,TG,GC_045710b12140,experiment cell,device_or_context,1,1,1998,1998,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_29323384dc82,LN_29323384dc82,TG,GC_04710d2fec7f,scalable energy conversion,mechanism_or_process,1,1,2022,2022,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_62f07d4607af,LN_62f07d4607af,TG,GC_04819307844c,notably maximum power,outcome_or_property,1,1,2020,2020,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_c564def1b54a,LN_c564def1b54a,TG,GC_04936bf5e3db,lactic acid sensor,device_or_context,1,1,2024,2024,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_241e6f1e09dd,LN_241e6f1e09dd,TG,GC_04cd88d44873,sulfone fe2+/fe3+,literal_formula,1,1,2022,2022,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_fffa69ec7cd6,LN_fffa69ec7cd6,TG,GC_04e1c31f9190,nitrile solvent,material_or_structure,1,1,2025,2025,True,6,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_b16f628b8f8b,LN_b16f628b8f8b,TG,GC_0518079a6acb,precipitation driven,untyped_extractive_keyword,1,1,2025,2025,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_a8d27c0770af,LN_a8d27c0770af,TG,GC_0578f13bea47,cool electrode,material_or_structure,1,1,2019,2019,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_bc49b687bcfe,LN_bc49b687bcfe,TG,GC_05cb188847a7,strain thermal coupling,mechanism_or_process,1,1,2026,2026,True,4,1,0,0,0,1,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_71cd66a86f96,LN_71cd66a86f96,TG,GC_05e784fdab35,engineered asymmetric solvation,mechanism_or_process,1,1,2026,2026,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_c2f76a9bda67,LN_c2f76a9bda67,TG,GC_05ff932ccf02,temperature dependent,untyped_extractive_keyword,4,4,2016,2025,True,11,0,0,0,0,0,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_f73cd9e8a38a
LN_91428352f3fa,LN_91428352f3fa,TG,GC_06ab309e3607,electrochemical impedance spectroscopy,evidence_method,1,1,2018,2018,True,4,0,0,0,0,0,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_c3bd8ef60335
LN_4cf2010ba68b,LN_4cf2010ba68b,TG,GC_06d2021f6ae3,fundamental electrolyte,material_or_structure,1,1,2025,2025,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_71d017975ab1,LN_71d017975ab1,TG,GC_06f57a9bca46,polymer electrolyte,material_or_structure,1,1,2017,2017,True,3,0,0,0,0,0,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_b262ef0cd1c2
LN_de5f371d724d,LN_de5f371d724d,TG,GC_070354244e6f,positive seebeck coefficient,outcome_or_property,1,1,2024,2024,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,True,False,exact_shared_isolate_or_one_sided_pair_endpoint,AL_a27101d57823
LN_3e215cfb000f,LN_3e215cfb000f,TG,GC_0724b81e97ca,fe2+/3+-,literal_formula,1,1,2020,2020,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_5c10c1dd0ad2,LN_5c10c1dd0ad2,TG,GC_0754bfa781e4,non coordinating,untyped_extractive_keyword,1,1,2020,2020,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_11e716d190cb,LN_11e716d190cb,TG,GC_07718297eb09,maximum energy conversion,mechanism_or_process,1,1,2014,2014,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_bf3d51c8458c,LN_bf3d51c8458c,TG,GC_0780784903cd,fast h 2/h+ transport,mechanism_or_process,1,1,2019,2019,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_5a961a8dee6d,LN_5a961a8dee6d,TG,GC_0782a94e48c7,giant thermopower,outcome_or_property,1,1,2022,2022,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,True,False,exact_shared_isolate_or_one_sided_pair_endpoint,AL_b9ee7c5276ab
LN_ca44e1804c1e,LN_ca44e1804c1e,TG,GC_07bce4296985,non volatile,untyped_extractive_keyword,1,2,2018,2018,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_ee0e338184bb,LN_ee0e338184bb,TG,GC_07d4e7a48c6f,promising electrolyte,material_or_structure,1,1,2013,2013,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_342647c2a5b3,LN_342647c2a5b3,TG,GC_07ebf94e0bda,resulting hydrogel electrolyte,material_or_structure,1,1,2026,2026,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_cc801c80a0a4,LN_cc801c80a0a4,TG,GC_086842cab501,cutting edge,untyped_extractive_keyword,4,4,2022,2025,True,7,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_535717d87b3a,LN_535717d87b3a,TG,GC_0877e2b76456,thermo electrochemical cell,device_or_context,16,18,2010,2025,True,28,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_6e4019b96a5e,LN_6e4019b96a5e,TG,GC_087b724c39d5,tosylate anion,material_or_structure,1,1,2016,2016,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_d5f5a1e568db,LN_d5f5a1e568db,TG,GC_08aa8af9ffa5,cold cell,device_or_context,1,1,2018,2018,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_2c350bfca8ce,LN_2c350bfca8ce,TG,GC_08be2db9e022,equilibrium electrode,material_or_structure,1,1,1994,1994,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_0cbbe424b4ce,LN_0cbbe424b4ce,TG,GC_08dd3e762e39,asymmetric electrode,material_or_structure,1,2,2023,2023,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_8cb7a4dcfe6c,LN_8cb7a4dcfe6c,TG,GC_08f3d1289864,mechanical strength,outcome_or_property,2,3,2024,2024,True,4,2,0,0,0,2,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_0432a7b26340
LN_eb4420c47d7c,LN_eb4420c47d7c,TG,GC_0958e69b1fba,thermoelectric hydrogel,material_or_structure,1,1,2025,2025,True,1,0,0,0,0,0,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_f451bf20e9d6
LN_fbca97a70f9b,LN_fbca97a70f9b,TG,GC_09a490defa6c,crystallization nucleation rate,outcome_or_property,1,1,2024,2024,True,6,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_1f2e6e460cbf,LN_1f2e6e460cbf,TG,GC_09a8f01bf0be,sltgs,literal_formula,1,1,2026,2026,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_ef7ee20837ea,LN_ef7ee20837ea,TG,GC_09b482352a0a,resulting 36 cell,device_or_context,1,1,2025,2025,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_8d106b54f0a6,LN_8d106b54f0a6,TG,GC_09c10fcdd817,low power,outcome_or_property,4,4,2016,2026,True,6,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_6253a6eed55f,LN_6253a6eed55f,TG,GC_09c84fb5d355,maximum power,outcome_or_property,18,20,2014,2026,True,32,1,0,0,0,1,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_728f4837e966
LN_244b46eb633c,LN_244b46eb633c,TG,GC_0a0082804cff,subsequent redox reaction,mechanism_or_process,1,1,2017,2017,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_423e2671d7b6,LN_423e2671d7b6,TG,GC_0a021ea07b1a,anionic polymer,material_or_structure,1,1,2024,2024,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,True,False,exact_shared_isolate_or_one_sided_pair_endpoint,AL_f3780cae4e8c
LN_7708e5219a0f,LN_7708e5219a0f,TG,GC_0a0fffc26f85,tetramethylene sulfone fe2+/fe3+ hydrogel,material_or_structure,1,1,2022,2022,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_ddb06cefd991,LN_ddb06cefd991,TG,GC_0a1134c9caad,rapid water suction ion,material_or_structure,1,1,2020,2020,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_e3ed0d9b4fb1,LN_e3ed0d9b4fb1,TG,GC_0a2e81a4aa41,human body requires power,outcome_or_property,1,1,2022,2022,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_8b5efd77134d,LN_8b5efd77134d,TG,GC_0aa5690266a2,introducing concentration gradient,mechanism_or_process,1,1,2021,2021,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_030cb9644008,LN_030cb9644008,TG,GC_0b56cf602f0e,thermoelectrochemical property,outcome_or_property,1,1,2024,2024,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_414920e15700,LN_414920e15700,TG,GC_0bb45bee94db,graphite electrode,material_or_structure,2,2,1998,2025,True,7,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_612b427960ec,LN_612b427960ec,TG,GC_0c763f80f6e8,ultraviolet initiated,untyped_extractive_keyword,1,1,2026,2026,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_8ebe5a943af3,LN_8ebe5a943af3,TG,GC_0c9e03d009dd,h2o/gl,literal_formula,1,1,2022,2022,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_990a76f422e1,LN_990a76f422e1,TG,GC_0ca6bf1bbab3,power conversion,mechanism_or_process,5,7,1995,2023,True,16,1,0,0,0,1,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_7b132a05d7da
LN_0ededb1ab0df,LN_0ededb1ab0df,TG,GC_0ccd2355ac39,high power,outcome_or_property,2,2,2020,2024,True,7,0,0,0,0,0,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_2d3b2bc33100
LN_6aa557dcb1e7,LN_6aa557dcb1e7,TG,GC_0d26c42940f8,ferro/ferricyanide electrolyte,material_or_structure,1,1,2024,2024,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_8f09273a8161,LN_8f09273a8161,TG,GC_0d815c8e41a5,temperature regulated electrolyte gradient,mechanism_or_process,1,2,2026,2026,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_2a25a19d7fe3,LN_2a25a19d7fe3,TG,GC_0d92d8233f0e,adding 9% organic solvent,material_or_structure,1,1,2020,2020,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_2be8efb72932,LN_2be8efb72932,TG,GC_0df1537204c0,maximum current,outcome_or_property,1,1,2022,2022,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_230932caa648,LN_230932caa648,TG,GC_0e602086828e,remarkable maximum power density,outcome_or_property,1,1,2025,2025,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_85400da545a7,LN_85400da545a7,TG,GC_0e6e13942d7b,millivolt scale seebeck coefficient,outcome_or_property,1,1,2025,2025,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_d87b51c7f716,LN_d87b51c7f716,TG,GC_0eabbf1d3f76,limited temperature difference,mechanism_or_process,2,2,2019,2023,True,1,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_b6613352a4e3,LN_b6613352a4e3,TG,GC_0ee9de44a08b,liquid cooling,mechanism_or_process,1,1,2017,2017,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_dac3aa6e0d3b,LN_dac3aa6e0d3b,TG,GC_0f4681a9cd6b,thermal transport,mechanism_or_process,2,2,2023,2026,True,6,0,0,0,0,0,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_dbb29bc6001a
LN_6eeafafad2a8,LN_6eeafafad2a8,TG,GC_0f7088a22402,self assembled asymmetric electrode,material_or_structure,1,1,2023,2023,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_bb019198023f,LN_bb019198023f,TG,GC_0faed10bdc02,selective association,mechanism_or_process,1,1,2025,2025,True,6,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_6179ef83ab10,LN_6179ef83ab10,TG,GC_0fe733725a97,p n pair,material_or_structure,2,2,2024,2024,True,2,0,0,0,0,0,0,True,eligible,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_600d571b3adb
LN_d026365adce4,LN_d026365adce4,TG,GC_1004290be41e,practical electrochemical refrigeration,device_or_context,1,1,2025,2025,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_6acc780027c4,LN_6acc780027c4,TG,GC_105072c9c98b,temperature pressure dual functional sensor,device_or_context,1,1,2022,2022,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_d3e0fb85e9b2,LN_d3e0fb85e9b2,TG,GC_1060ebefd2cb,maximum temperature difference,mechanism_or_process,1,1,2022,2022,True,5,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_2a7066bfcb07,LN_2a7066bfcb07,TG,GC_1081a1504bdf,accurate power,outcome_or_property,1,1,2025,2025,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_a85f0a1fcc85,LN_a85f0a1fcc85,TG,GC_109a4f79cfa4,solvent exchange,untyped_extractive_keyword,1,1,2026,2026,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_d609045bfb4f,LN_d609045bfb4f,TG,GC_10ac2f5e9ec5,nps,literal_formula,1,2,2026,2026,True,7,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_32c1e900b76d,LN_32c1e900b76d,TG,GC_10b2b8a4c5d8,conventional thermogalvanic cell,device_or_context,1,1,2025,2025,True,2,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_ba3f06fc8f43,LN_ba3f06fc8f43,TG,GC_10be4fd59f87,thermo voltage,outcome_or_property,1,1,2022,2022,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
LN_f54202b40d57,LN_f54202b40d57,TG,GC_10fd6ae5e720,cc/tio2,literal_formula,1,1,2026,2026,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_f62aef084bb4,LN_f62aef084bb4,TG,GC_112684390286,cu/cuso4 thermogalvanic cell,device_or_context,1,1,2022,2022,True,4,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_e895a597af47,LN_e895a597af47,TG,GC_1138bf4e4525,galvanic thermogalvanic,untyped_extractive_keyword,1,1,2025,2025,True,3,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_bccdd61ec070,LN_bccdd61ec070,TG,GC_115b5591595d,cuprous ion,material_or_structure,1,1,1993,1993,True,5,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_f53e94117152,LN_f53e94117152,TG,GC_118af0040619,thermopower,outcome_or_property,19,29,2020,2026,True,52,2,1,0,0,2,0,False,outside_material_mechanism_focus,selected_direct_abstract_concept,True,True,exact_shared_pair_endpoint,AL_0fa026fe6a8a
LN_67082ff9e5de,LN_67082ff9e5de,TG,GC_1194ca42a9b1,temperature dependent reaction,mechanism_or_process,1,1,2023,2023,True,5,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_pair_endpoint,
LN_591b9348cfa9,LN_591b9348cfa9,TG,GC_11a50e06fbff,iot era,untyped_extractive_keyword,1,1,2026,2026,False,0,0,0,0,0,0,0,False,not_in_shared_pair_inventory,selected_direct_abstract_concept,False,False,layer_isolated_selected_concept,
