relation_id,paper_id,year,source_node_id,source_role,relation_type,target_node_id,target_role,evidence_scope
TR_b049855faf5b,P0003,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_b124e5eb8b63,P0003,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_a1208aa85859,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_125db93329fb,mechanism,same_paper_not_causal
TR_39a3bb4bcdd4,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_402d7ec84669,mechanism,same_paper_not_causal
TR_9fb0a8e1b757,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_175971ae3f58,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_af6bbcaf729f,mechanism,same_paper_not_causal
TR_2851934366ab,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_b3e2c786a6b7,outcome_property,same_paper_not_causal
TR_f192049437f5,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_ee692c072d47,P0003,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_38cd330fffd2,P0003,2025,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_b3e2c786a6b7,outcome_property,same_paper_not_causal
TR_42eaf2dca5c7,P0003,2025,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_05b63fcfb3c0,P0003,2025,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_7eb6ed3750eb,P0003,2025,TC_402d7ec84669,mechanism,typed_co_reported_in_abstract,TC_b3e2c786a6b7,outcome_property,same_paper_not_causal
TR_9199d703e803,P0003,2025,TC_402d7ec84669,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_ea47b25a60d6,P0003,2025,TC_402d7ec84669,mechanism,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_41249c001b9c,P0003,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_b3e2c786a6b7,outcome_property,same_paper_not_causal
TR_d0fbf20f63e2,P0003,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_388dec4c6eba,P0003,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_0a7a0ea939e6,P0003,2025,TC_af6bbcaf729f,mechanism,typed_co_reported_in_abstract,TC_b3e2c786a6b7,outcome_property,same_paper_not_causal
TR_b7a48f48d82f,P0003,2025,TC_af6bbcaf729f,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_3668370153ff,P0003,2025,TC_af6bbcaf729f,mechanism,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_39a751c47a64,P0003,2025,TC_b3e2c786a6b7,outcome_property,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_6de2eb080f3b,P0003,2025,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_edbfc922c39c,P0004,2024,TC_0b17f7e2fe9f,material_system,typed_co_reported_in_abstract,TC_f104995fe14f,structure_state,same_paper_not_causal
TR_ce5196369989,P0004,2024,TC_0b17f7e2fe9f,material_system,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_a3ef633aee4f,P0004,2024,TC_0b17f7e2fe9f,material_system,typed_co_reported_in_abstract,TC_e94eb572bc82,mechanism,same_paper_not_causal
TR_8be02bcd911e,P0004,2024,TC_0b17f7e2fe9f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_a46f7ee9d7f4,P0004,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_f104995fe14f,structure_state,same_paper_not_causal
TR_073d30d16c0c,P0004,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_f25235386f2e,P0004,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_e94eb572bc82,mechanism,same_paper_not_causal
TR_92d878f27ead,P0004,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_5f61d1211ce9,P0004,2024,TC_f104995fe14f,structure_state,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_ed436ebb1d55,P0004,2024,TC_f104995fe14f,structure_state,typed_co_reported_in_abstract,TC_e94eb572bc82,mechanism,same_paper_not_causal
TR_492f83efbf4b,P0004,2024,TC_f104995fe14f,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_6f540d261990,P0004,2024,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_a872aa168e15,P0004,2024,TC_e94eb572bc82,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_12fc1a7ec179,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_073c83472916,structure_state,same_paper_not_causal
TR_79d42ca6f0f2,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_077323f7819d,structure_state,same_paper_not_causal
TR_05fee712c53a,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_88c37c0e06f9,structure_state,same_paper_not_causal
TR_d21ff137e180,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_a9af609cf89a,structure_state,same_paper_not_causal
TR_6d8e1a91490e,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_493b5b586992,outcome_property,same_paper_not_causal
TR_64cc9f2b32c2,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_621f048a7e27,outcome_property,same_paper_not_causal
TR_6a8507943957,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_7d3a34d8db98,outcome_property,same_paper_not_causal
TR_3b7d6d53cae8,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_1add2acacaef,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_f2a027de27fd,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_9a264c120485,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_a832571e9471,P0005,2024,TC_d86f1bd465ef,material_system,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_b3f00e360cf7,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_493b5b586992,outcome_property,same_paper_not_causal
TR_ea16239cb63d,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_621f048a7e27,outcome_property,same_paper_not_causal
TR_c04eb3372235,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_7d3a34d8db98,outcome_property,same_paper_not_causal
TR_34d2594d8a73,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_5a0a95f89bba,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_b226bd13b5ce,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_125d969d4a38,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_eba07bfd459f,P0005,2024,TC_073c83472916,structure_state,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_325a5d90cf4c,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_493b5b586992,outcome_property,same_paper_not_causal
TR_d21b0935681d,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_621f048a7e27,outcome_property,same_paper_not_causal
TR_f5facf5f029e,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_7d3a34d8db98,outcome_property,same_paper_not_causal
TR_0ed000d77e77,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_cf842a8987db,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_a3d2bca2aae1,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_48cab86446b9,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_b38cfea389ec,P0005,2024,TC_077323f7819d,structure_state,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_46aeba05521c,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_493b5b586992,outcome_property,same_paper_not_causal
TR_18926ccdfc35,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_621f048a7e27,outcome_property,same_paper_not_causal
TR_6f7413ad2ca8,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_7d3a34d8db98,outcome_property,same_paper_not_causal
TR_2be5f9768a30,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_c771a4916ad5,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_f192659abe87,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_183f5847ca1c,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_ab2b988ab969,P0005,2024,TC_88c37c0e06f9,structure_state,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_9015cf6127f0,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_493b5b586992,outcome_property,same_paper_not_causal
TR_1d11f73ca098,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_621f048a7e27,outcome_property,same_paper_not_causal
TR_556d2a4fad49,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_7d3a34d8db98,outcome_property,same_paper_not_causal
TR_7377b63a2dd4,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_172d54b3fc84,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_d820258ceb5a,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_45b7c28bf061,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_91b5ac503a5f,P0005,2024,TC_a9af609cf89a,structure_state,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_64bef289ec6c,P0005,2024,TC_493b5b586992,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_ec9256af7301,P0005,2024,TC_493b5b586992,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_6ad50dcae278,P0005,2024,TC_621f048a7e27,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_7ca349d4e93f,P0005,2024,TC_621f048a7e27,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_1c49653ae8d1,P0005,2024,TC_7d3a34d8db98,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_515717567280,P0005,2024,TC_7d3a34d8db98,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_f418a1b32b6d,P0005,2024,TC_a6ad80f6088e,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_b9e1db3b7af9,P0005,2024,TC_a6ad80f6088e,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_f0877d85e3da,P0005,2024,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_941a2f76489f,P0005,2024,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_6cdcb4e17788,P0005,2024,TC_fababc7795c1,outcome_property,typed_co_reported_in_abstract,TC_2e41eaecf73a,device_context,same_paper_not_causal
TR_74effad36ed8,P0005,2024,TC_fababc7795c1,outcome_property,typed_co_reported_in_abstract,TC_dc04ee57b5da,device_context,same_paper_not_causal
TR_5777e75f6337,P0006,2024,TC_16f1d3208623,structure_state,typed_co_reported_in_abstract,TC_2761e1d1b2a3,mechanism,same_paper_not_causal
TR_6d9654a8a206,P0006,2024,TC_16f1d3208623,structure_state,typed_co_reported_in_abstract,TC_d0a37a92a174,mechanism,same_paper_not_causal
TR_4bb37770a5d4,P0006,2024,TC_16f1d3208623,structure_state,typed_co_reported_in_abstract,TC_d1b9ab073d5a,mechanism,same_paper_not_causal
TR_1dddae1cb4f6,P0006,2024,TC_16f1d3208623,structure_state,typed_co_reported_in_abstract,TC_e0e17f6c7745,mechanism,same_paper_not_causal
TR_8884dcf8c051,P0006,2024,TC_16f1d3208623,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_cd255ec46ac6,P0006,2024,TC_2761e1d1b2a3,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_32fe9797d69c,P0006,2024,TC_d0a37a92a174,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_219a72909107,P0006,2024,TC_d1b9ab073d5a,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_811269cb743f,P0006,2024,TC_e0e17f6c7745,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_32189055422d,P0007,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_7cd71e740c61,mechanism,same_paper_not_causal
TR_b9358debd76d,P0007,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_9fb588619e48,device_context,same_paper_not_causal
TR_1443a3bf1e09,P0007,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_096aa2e202f1,P0007,2025,TC_7cd71e740c61,mechanism,typed_co_reported_in_abstract,TC_9fb588619e48,device_context,same_paper_not_causal
TR_99f04cc3ce43,P0007,2025,TC_7cd71e740c61,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_8e817bb11dbf,P0008,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_9d5e4f7bb6fc,P0008,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_125db93329fb,mechanism,same_paper_not_causal
TR_167c38bfef17,P0008,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_d2014d12e766,mechanism,same_paper_not_causal
TR_379d01613819,P0008,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_1fd5197bf355,P0008,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_a721334cee5c,P0008,2024,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_a0323880c2b0,P0008,2024,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_125db93329fb,mechanism,same_paper_not_causal
TR_d4d6cab07505,P0008,2024,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_d2014d12e766,mechanism,same_paper_not_causal
TR_6fe0215b4368,P0008,2024,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_ec5c93b14776,P0008,2024,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_bbad2a410e0b,P0008,2024,TC_fc263f2aab31,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_41c7663e817c,P0008,2024,TC_fc263f2aab31,material_system,typed_co_reported_in_abstract,TC_125db93329fb,mechanism,same_paper_not_causal
TR_2a3de7d68680,P0008,2024,TC_fc263f2aab31,material_system,typed_co_reported_in_abstract,TC_d2014d12e766,mechanism,same_paper_not_causal
TR_9b6f6dc238b2,P0008,2024,TC_fc263f2aab31,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_d37a4d4dfc00,P0008,2024,TC_fc263f2aab31,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_ec46a7d58652,P0008,2024,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_125db93329fb,mechanism,same_paper_not_causal
TR_452f3ca4bebe,P0008,2024,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_d2014d12e766,mechanism,same_paper_not_causal
TR_6ef052fcd37d,P0008,2024,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_b096e8c28b60,P0008,2024,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_8ce5d51b2dfb,P0008,2024,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_ca5c1455efc5,P0008,2024,TC_d2014d12e766,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_337ed39234fa,P0008,2024,TC_fcb70797c57c,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_d761ff36251f,P0009,2023,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_61242248a782,P0009,2023,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_4e95d8df0e7b,P0009,2023,TC_125db93329fb,mechanism,typed_co_reported_in_abstract,TC_98f332e0dc2a,device_context,same_paper_not_causal
TR_d032aa018b5c,P0009,2023,TC_bc5032b9de77,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_5e0a021d57e8,P0009,2023,TC_bc5032b9de77,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_7c1e0d1f714a,P0009,2023,TC_bc5032b9de77,mechanism,typed_co_reported_in_abstract,TC_98f332e0dc2a,device_context,same_paper_not_causal
TR_4d7a0cd242d6,P0009,2023,TC_bceb4fbe4ef6,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_6aee304e3967,P0009,2023,TC_bceb4fbe4ef6,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_6c06564a2283,P0009,2023,TC_bceb4fbe4ef6,mechanism,typed_co_reported_in_abstract,TC_98f332e0dc2a,device_context,same_paper_not_causal
TR_06580c0539f2,P0009,2023,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_9019d3e9e7e1,P0009,2023,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_98f332e0dc2a,device_context,same_paper_not_causal
