paper_id,source_membership,source_records,year,title,journal,doi,abstract,material_raw,mechanism_raw,total_concepts,core_concepts,material_concepts,mechanism_concepts,has_material,has_mechanism,prediction_ready,qc_flag,review_reason,recommended_source
P0756,iTE,iTE1_0449,2022,One-step fabrication of a bulk SnTe thermoelectric material with excellent performance through self-propagating high-temperature synthesis under a high-gravity field,MATERIALS CHEMISTRY FRONTIERS,10.1039/d2qm00258b,"Thermoelectric materials are attractive for the reversible conversion between thermal and electrical energy. The preparation of bulk thermoelectric materials usually involves multi-step processes with considerable time and energy consumption, which restricts their widespread application. We apply for the first time a fast and one-step method of self-propagating high-temperature synthesis (SHS) under a high-gravity field to SnTe-based thermoelectric materials. The thermoelectric properties have been investigated. The zT of the undoped SnTe sample reached 0.51 at 873 K, which is almost on par with those of other methods. The zT value increases to 0.82 at 873 K for the co-doped (Sn0.6Ge0.2Pb0.2)(0.96)Sb0.04Te sample. Compared with the conventional synthesis methods, the SHS under a high-gravity field technique shortens the synthesis time from several days to dozens of seconds and offers a fast, one-step method for producing bulk SnTe-based thermoelectric materials, which is more time-saving and more energy efficient.",SnTe and co-doped (Sn0.6Ge0.2Pb0.2)0.96Sb0.04Te bulk thermoelectric,self-propagating high-temperature synthesis under high gravity rapidly forms dense SnTe-based material; Ge/Pb/Sb co-doping improves ZT,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0770,iTE,iTE1_0463,2003,Thermoelectric efficiency and compatibility - art. no. 148301,PHYSICAL REVIEW LETTERS,10.1103/physrevlett.91.148301,"The intensive reduced efficiency eta(r) is derived for thermoelectric power generation (in one dimension) from intensive fields and currents, giving eta(r)= E.J/-delT.J(S). The overall efficiency is derivable from a thermodynamic state function, Phi=1/u+alphaT, where we introduce u=J/kappadelT as the relative current density. The method simplifies the computation and clarifies the physics behind thermoelectric devices by revealing a new materials property s=(root1+zT-1)/(alphaT), which we call the compatibility factor. Materials with dissimilar compatibility factors cannot be combined by segmentation into an efficient thermoelectric generator because of constraints imposed on u. Thus, control of the compatibility factor s is, in addition to z, essential for efficient operation of a thermoelectric device, and thus will facilitate rational materials selection, device design, and the engineering of functionally graded materials.",segmented or functionally graded thermoelectric materials,compatibility factor derived from reduced efficiency and relative current density constrains efficient material segmentation beyond zT alone,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0773,iTE,iTE1_0466,2009,Influence of dimensionality on thermoelectric device performance,JOURNAL OF APPLIED PHYSICS,10.1063/1.3074347,"The role of dimensionality on the electronic performance of thermoelectric devices is clarified using the Landauer formalism, which shows that the thermoelectric coefficients are related to the transmission, T(E), and how the conducting channels, M(E), are distributed in energy. The Landauer formalism applies from the ballistic to diffusive limits and provides a clear way to compare performance in different dimensions. It also provides a physical interpretation of the transport distribution, a quantity that arises in the Boltzmann transport equation approach. Quantitative comparison of thermoelectric coefficients in one, two, and three dimensions shows that the channels are utilized more effectively in lower dimensions. To realize the advantage of lower dimensionality, however, the packing density must be very high, so the thicknesses of the quantum wells or wires must be small. The potential benefits of engineering M(E) into a delta function are also investigated. When compared with a bulk semiconductor, we find the potential for similar to 50% improvement in performance. The shape of M(E) improves as dimensionality decreases, but lower dimensionality itself does not guarantee better performance because it is controlled by both the shape and the magnitude of M(E). The benefits of engineering the shape of M(E) appear to be modest, but approaches to increase the magnitude of M(E) could pay large dividends.","one-, two-, and three-dimensional thermoelectric devices","Landauer formalism shows lower-dimensional channel distributions can improve utilization, but performance depends on both shape and magnitude of conducting channels",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0777,iTE,iTE1_0470,2009,Thermodynamics of the thermoelectric potential,JOURNAL OF APPLIED PHYSICS,10.1063/1.3257250,"We derive the principal contributions to energy flux and entropy flux in a thermoelectric material using a force-flux description. Using the reduced current u=-J/kappa del T of the coupled thermal and electrical flows, we introduce the so-called thermoelectric potential T alpha+1/u. We show that this approach gives a simple description of the thermodynamics of the thermoelectric process, including the heat and entropy production terms. The thermoelectric potential gives a precise estimate of the thermodynamical best working conditions leading to a direct measurement of the irreversible contribution for practical applications where the optimal thermoelectric potential value cannot be maintained. (C) 2009 American Institute of Physics. [doi: 10.1063/1.3257250]",thermoelectric material described by thermoelectric potential T alpha + 1/u,force-flux thermodynamics expresses energy/entropy flux and irreversible losses through reduced current and thermoelectric potential,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0848,iTE,iTE1_0541,2014,Structural stability of diffusion barriers in thermoelectric SbTe: From first-principles calculations to experimental results,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.11.138,"This study involved developing robust diffusion barrier for n-type antimony telluride (SbTe) thermoelectric devices. Compared to conventional Ni barrier, the mid-band metals of Ta and TaN with favored ohmic-like contact exhibited smaller diffusion tail because of structurally stable interface on SbTe, which have been supported by first-principles calculations and demonstrated by experimental results. Furthermore, the TaN barrier has strong ionic Ta-N bonding and a high total energy of -4.7 eV/atom that could effectively suppress the formation of SbTe-compounds interfacial layer. (C) 2013 Elsevier B. V. All rights reserved.",n-type SbTe thermoelectric device interfaces with Ta and TaN diffusion barriers,structurally stable Ta/TaN interfaces and strong ionic Ta-N bonding suppress SbTe interfacial diffusion and compound formation,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0863,iTE,iTE1_0556,2023,Effect of a temperature gradient on the screening properties of ionic fluids,PHYSICAL REVIEW MATERIALS,10.1103/physrevmaterials.7.045803,"The electrostatic screening properties of ionic fluids are of paramount importance in countless physical processes. Yet the screening behavior of ionic conductors out of thermal equilibrium has to date mainly been studied in the context of thermoelectric phenomena by virtue of direct extensions of Debye-Huckel theories. We investigate how the static response of a symmetric ionic fluid is influenced by the presence of a thermal gradient by introducing a theory of electrostatic screening under a stationary temperature profile. By borrowing mathematical methods commonly used in the semiclassical approximation of quantum particles, we find analytical solutions to the asymptotic decay of the charge density which can be used to describe the nonequilibrium response of the system to external charge perturbations and for arbitrary ionic concentrations. Notably, a transition between monotonic and oscillatory screening regimes is observed as an effect of the temperature variation which generalizes known results of thermal equilibrium to out of equilibrium conditions. A final quantitative example on the screening of charged surfaces in aqueous electrolytes shows that the deviation from thermal equilibrium predicted by our solutions is generally larger than thermoelectric effects and should therefore be taken into account for a comprehensive description of the electrical double layer. Our findings pave the way to the rigorous treatment of nonequilibrium steady states in ionic systems with potential applications to the study of energy materials, nanostructured systems, and waste-heat-recovery technologies.",symmetric ionic fluids and aqueous electrolytes under temperature gradient,stationary thermal gradient modifies electrostatic screening and can shift charge-density decay between monotonic and oscillatory regimes,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P0966,iTE,iTE1_0663,2020,Thermal Dependence of the Mesoscale Ionic Diode: Modeling and Experimental Verification,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.0c02214,"Mesoscale ionic diodes, which can rectify ionic current at conditions at which their pore size is larger than 100 nm and thus over 100 times larger than the Debye length, have been recently discovered with potential applications in ionic circuits as well as osmotic power generation. Compared with the conventional nanoscale ionic diodes, the mesoscale ionic diodes can offer much higher conductance, ionic current resolution, and power generated. However, the thermal response, which has been proven playing a crucial role in nanofluidic devices, of the mesoscale ionic diode remains significantly unexplored. Here, we report the thermal dependence of the mesoscale ionic diode comprising a conical pore with a tip opening diameter of similar to 400 nm. To capture its underlying physics more accurately, our model takes into account the practical equilibrium chemistry reaction of functional carboxyl groups on the pore surface. Modeling results predict that in the mesoscale ionic diode prepared currents increase but the performance decreases with the increase of temperature, which is consistent with our experimental data and indicates that the ion transport properties apparently depend on the presence of highly mobile hydroxide ions. The results gathered can provide important guidance for the design of new mesoscale ionic diodes, enriching their applications in thermoelectric power and thermoresponsive chemical sensors.",mesoscale conical-pore ionic diode with carboxylated surface,"temperature affects carboxyl equilibrium chemistry and hydroxide-ion-mediated ion transport, changing rectification performance",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1027,iTE,iTE1_0727,2019,Modeling the magnetocaloric effect of manganite using hybrid genetic and support vector regression algorithms,PHYSICS LETTERS A,10.1016/j.physleta.2019.02.036,"Large magnetocaloric effect demonstrated by manganite-based compounds has advanced the possibility of practical implementation of magnetic refrigeration technology. In order to enhance the magnetocaloric effect of manganite based compounds and to reduce the experimental stress involved in maximum magnetic entropy change (MMEC) determination, this work develops for the first time, hybrid genetic algorithm (GA) and support vector regression (SVR) models for estimating the MMEC, using the ionic radii and crystal lattice parameters as descriptors. Aside from the performance superiority of hybrid GA-SVR-Ionic model (which uses ionic radii and the concentrations of the dopants as descriptors) as compared with GA-SVR-Lattice model, easy accessibility of its descriptors, ability to incorporate four different dopants are among the uniqueness of the proposed GA-SVR-Ionic model. (C) 2019 Elsevier B.V. All rights reserved.",manganite magnetocaloric compounds modeled with ionic radii and dopant concentrations,GA-SVR model uses ionic radii and dopant concentration descriptors to estimate magnetic entropy change rather than direct thermoelectric mechanism,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1150,iTE,iTE1_0856,1998,Phonon spectroscopy and transport properties of Y1-xNdxSr2Cu2.7Mo0.3O7-δ,SCIENCE IN CHINA SERIES A-MATHEMATICS PHYSICS ASTRONOMY,10.1007/bf02876236,"The Raman and infrared spectra, resistivity as well as thermoelectric power of Y1-xNdxSr2Cu2.7Mo0.3 O7-delta(x = 0, 0.1, 0.2, 0.5, 0.8 and 1.0) are studied carefully. It was found that the structure characteristics of RSr2Cu2.7Mo0.3O7-delta cuprates are different from those of RBa2Cu3O7-delta. The variations of the microstructure in Y1-xNdxSr2Cu2.7Mo0.3O7-delta with Nd-doping affect the carrier distribution, so as a result the superconductivity changes. Furthermore, it is pointed out that the microstructure variations with the large rare earth ionic substitution cause the widely existing rare earth ionic size effect in HTSC.",Y1-xNdxSr2Cu2.7Mo0.3O7-delta cuprates,"large rare-earth ionic substitution changes microstructure and carrier distribution, altering superconducting and transport properties",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1165,iTE,iTE1_0872,2018,Vacancy mediated ionic mobility in a phonon glass material CuAgSe,SOLID STATE IONICS,10.1016/j.ssi.2018.10.005,"Characterizing atom/ion mobility in superionic materials is one of the most essential topics. In this work, we show that the copper ion mobility in a promising thermoelectric material CuxAgSey (x, y = 0.98, 1.02), can be significantly changed by modulating the element ratio, x/y. With Cu-63 NMR linewidth as a direct measure of the copper ion mobility, we observed distinguishable Cu ion mobility in the samples with different ratios even under ambient temperatures. This distinction was further evaluated in terms of correlation times and activation energy of copper diffusion. The contrast in ion mobility could be understood from the point of view of vacancy mediation. This work gives fruitful information for understanding ion dynamics and related topics.",CuxAgSey phonon-glass material,"Cu/Ag/Se stoichiometry tunes vacancy-mediated Cu-ion mobility, correlation time, and activation energy",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1218,iTE,iTE1_0928,1992,IONIC AND ELECTRONIC TRANSPORT IN LIQUID-METALS - RELATION BETWEEN LONGITUDINAL AND TRANSVERSE EFFECTS,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/0022-3697(92)90077-q,"Utilizing relations due to Moreau and to Bridgman, plus the Wiedemann-Franz law, it is first demonstrated that a longitudinal effect, the Thomson thermoelectric coefficient, sigma(T) is given by LP/R, where L is the Lorenz number while P and R characterize transverse effects, represented by Ettingshausen and Hall coefficients, respectively. Corresponding effects are then defined for ionic transport, motivated by the observed Haeffner effect for isotopes but written initially for an isotopically pure liquid metal. In this way, we have related a longitudinal ionic density gradient to a similar transverse gradient in the Hall configuration in a transverse magnetic field. The latter gradient is shown to be precisely determined by the ratio eE(H)/k(B)T, where E(H) is the Hall electric field. Generalizing to a binary mixture of isotopes, the Haeffner effect follows directly by momentum transfer arguments.",isotopically pure liquid metals and binary isotope liquid-metal mixtures,"relations among Thomson, Ettingshausen, Hall, and Haeffner effects connect longitudinal ionic density gradients to transverse Hall-field-driven gradients",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1281,iTE,iTE1_0997,1992,STUDY BY SECONDARY ION MASS-SPECTROMETRY OF POLY(PARA-PHENYLENE) FILMS AND OF INDUCED PHENOMENA BY IONIC IMPLANTATION,JOURNAL DE PHYSIQUE III,10.1051/jp3:1992211,The study by SIMS of polyparaphenylene films has allowed us to show the presence of nitrogen and oxygen atoms ; with N-15 and O-18 preliminary implantation we have determined nitrogen and oxygen atomic concentrations which are respectively inferior to 1 % and about 4 %. These atomic impureties are located behind the implanted layer in a defect zone whose importance increases with implantation parameters.,"poly(p-phenylene) films with N, O impurities and implanted N15/O18",SIMS identifies nitrogen/oxygen impurities and implantation-induced defect zones behind implanted layers,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1306,iTE,iTE2_0023,2000,Experimental thermoelectric power of liquid silver-germanium alloys interpreted with an analytical energy-dependent calculation,PHILOSOPHICAL MAGAZINE B-PHYSICS OF CONDENSED MATTER STATISTICAL MECHANICS ELECTRONIC OPTICAL AND MAGNETIC PROPERTIES,10.1080/13642810008205759,"The absolute thermoelectric power of liquid Ag-Ge alloys has been measured as a Function of temperature over the whole phase diagram in 10 at.% steps, from the liquidus to 1150 degrees C. To interpret these original measurements we present an analytical expression of the thermoelectric power of the liquid alloys within the extended Faber-Ziman formalism in terms of partial structure factors and t-matrix formulation including, for the first time to our knowledge, an analytical expression of the energy-dependent contribution. The experimental first peak asymmetry of both germanium and silver structure factors cannot be reproduced with hard spheres. The Silbert-Young (1976, Phys. Lett. A, 58, 469) square-well potential describes them better for pure metal. To minimize the uncertainty in the knowledge of the partial structure factors in the electronic transport properties of liquid metals, we used the same model extended to alloys by Gopala Rao and Das (1987, Phys. Rev. B, 36, 6325). The muffin-tin potential used in this calculation to determine the t matrix is derived both from a screened ionic and from a neutral atomic potential.",liquid Ag-Ge alloys with screened ionic and neutral atomic potentials,thermoelectric power is interpreted through extended Faber-Ziman transport using partial structure factors and energy-dependent t-matrix scattering,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1346,iTE,iTE2_0063,1998,Density fluctuation of superionic conductors based on lattice gas model,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,10.1143/jpsj.67.1667,The number density fluctuation of mobile ions in superionic conductors (SIC) is studied by using the coupled phonon-lattice gas model. The dynamical structure factor of SIC of alpha-AgI type is calculated by using the generalized Langevin equation for the number density fluctuation caused by the mobile ion hopping. It is found that the calculated dynamical structure factor is of a non-lorentzian type with asymmetric temperature dependence.,alpha-AgI-type superionic conductors in a coupled phonon-lattice gas model,mobile-ion hopping causes non-Lorentzian asymmetric number-density fluctuations in the dynamical structure factor,0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
P1497,iTE,iTE2_0220,2022,Redox-Addressable Single-Molecule Junctions Incorporating a Persistent Organic Radical,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202116985,"Integrating radical (open-shell) species into non-cryogenic nanodevices is key to unlocking the potential of molecular electronics. While many efforts have been devoted to this issue, in the absence of a chemical/electrochemical potential the open-shell character is generally lost in contact with the metallic electrodes. Herein, single-molecule devices incorporating a 6-oxo-verdazyl persistent radical have been fabricated using break-junction techniques. The open-shell character is retained at room temperature, and electrochemical gating permits in situ reduction to a closed-shell anionic state in a single-molecule transistor configuration. Furthermore, electronically driven rectification arises from bias-dependent alignment of the open-shell resonances. The integration of radical character, transistor-like switching, and rectification in a single molecular component paves the way to further studies of the electronic, magnetic, and thermoelectric properties of open-shell species.",single-molecule junctions with 6-oxo-verdazyl persistent organic radical,"open-shell radical states retained at room temperature enable electrochemical switching, rectification, and future thermoelectric molecular transport",0.0,0.0,0.0,0.0,False,False,False,missing material and mechanism,no_typed_node_in_existing_audited_layers,abstract_reextraction
