literal_group_id,mention_id
iTE:literal:84722d009d9fb7,iTE:P0506:n2
iTE:literal:84722d009d9fb7,iTE:P0509:n2
iTE:literal:84722d009d9fb7,iTE:P0542:n2
iTE:literal:84722d009d9fb7,iTE:P0547:n3
iTE:literal:84722d009d9fb7,iTE:P0577:n2
iTE:literal:84722d009d9fb7,iTE:P0581:n2
iTE:literal:84722d009d9fb7,iTE:P0595:n4
iTE:literal:84722d009d9fb7,iTE:P0617:n2
iTE:literal:84722d009d9fb7,iTE:P0618:n2
iTE:literal:84722d009d9fb7,iTE:P0630:n2
iTE:literal:84722d009d9fb7,iTE:P0632:n3
iTE:literal:84722d009d9fb7,iTE:P0636:n3
iTE:literal:84722d009d9fb7,iTE:P0704:n2
iTE:literal:84722d009d9fb7,iTE:P0718:n3
iTE:literal:84722d009d9fb7,iTE:P0743:n2
iTE:literal:84722d009d9fb7,iTE:P0782:n2
iTE:literal:84722d009d9fb7,iTE:P0785:n2
iTE:literal:84722d009d9fb7,iTE:P0804:n2
iTE:literal:84722d009d9fb7,iTE:P0817:n2
iTE:literal:84722d009d9fb7,iTE:P0824:n2
iTE:literal:84722d009d9fb7,iTE:P0854:n2
iTE:literal:84722d009d9fb7,iTE:P0932:n5
iTE:literal:84722d009d9fb7,iTE:P0964:n2
iTE:literal:84722d009d9fb7,iTE:P0988:n2
iTE:literal:84722d009d9fb7,iTE:P1004:n2
iTE:literal:84722d009d9fb7,iTE:P1024:n2
iTE:literal:84722d009d9fb7,iTE:P1031:n4
iTE:literal:84722d009d9fb7,iTE:P1069:n2
iTE:literal:84722d009d9fb7,iTE:P1072:n2
iTE:literal:84722d009d9fb7,iTE:P1076:n2
iTE:literal:84722d009d9fb7,iTE:P1081:n2
iTE:literal:84722d009d9fb7,iTE:P1121:n2
iTE:literal:84722d009d9fb7,iTE:P1164:n3
iTE:literal:84722d009d9fb7,iTE:P1197:n2
iTE:literal:84722d009d9fb7,iTE:P1254:n2
iTE:literal:84722d009d9fb7,iTE:P1347:n2
iTE:literal:84722d009d9fb7,iTE:P1362:n2
iTE:literal:84722d009d9fb7,iTE:P1391:n2
iTE:literal:84722d009d9fb7,iTE:P1457:n2
iTE:literal:84722d009d9fb7,iTE:P1482:n3
iTE:literal:84722d009d9fb7,iTE:P1490:n1
iTE:literal:84722d009d9fb7,iTE:P1512:n2
iTE:literal:84722d009d9fb7,iTE:P1517:n2
iTE:literal:84722d009d9fb7,iTE:P1525:n3
iTE:literal:84722d009d9fb7,iTE:P1539:n3
iTE:literal:84722d009d9fb7,iTE:P1635:n2
iTE:literal:84722d009d9fb7,iTE:P1670:n3
iTE:literal:fee5b963b5d933,iTE:P0364:n4
iTE:literal:fee5b963b5d933,iTE:P0913:n2
iTE:literal:fee5b963b5d933,iTE:P1037:n2
iTE:literal:d730090df7a5a3,iTE:P0971:n2
iTE:literal:d730090df7a5a3,iTE:P1294:n2
iTE:literal:2dab25a3270cb8,iTE:P0334:n3
iTE:literal:2dab25a3270cb8,iTE:P0753:n4
iTE:literal:2dab25a3270cb8,iTE:P0993:n2
iTE:literal:2dab25a3270cb8,iTE:P1444:n1
iTE:literal:2dab25a3270cb8,iTE:P1472:n2
iTE:literal:2dab25a3270cb8,iTE:P1475:n2
iTE:literal:2dab25a3270cb8,iTE:P1479:n1
iTE:literal:2dab25a3270cb8,iTE:P1492:n4
iTE:literal:fe2b80d315da97,iTE:P0541:n3
iTE:literal:fe2b80d315da97,iTE:P0549:n1
iTE:literal:83799d7308fc95,iTE:P0458:n1
iTE:literal:83799d7308fc95,iTE:P0479:n2
iTE:literal:83799d7308fc95,iTE:P0494:n1
iTE:literal:83799d7308fc95,iTE:P0828:n1
iTE:literal:83799d7308fc95,iTE:P0938:n5
iTE:literal:83799d7308fc95,iTE:P1180:n1
iTE:literal:742ab704535cec,iTE:P0495:n2
iTE:literal:742ab704535cec,iTE:P0519:n1
iTE:literal:742ab704535cec,iTE:P0680:n2
iTE:literal:742ab704535cec,iTE:P1029:n2
iTE:literal:5797cadd9eb3e7,iTE:P0452:n2
iTE:literal:5797cadd9eb3e7,iTE:P1029:n3
iTE:literal:1c0fc276ef8407,iTE:P1089:n2
iTE:literal:1c0fc276ef8407,iTE:P1163:n2
iTE:literal:c278a24343d78f,iTE:P1062:n2
iTE:literal:c278a24343d78f,iTE:P0468:n2
iTE:literal:c278a24343d78f,iTE:P0491:n2
iTE:literal:c278a24343d78f,iTE:P0539:n3
iTE:literal:c278a24343d78f,iTE:P0654:n2
iTE:literal:c278a24343d78f,iTE:P0725:n2
iTE:literal:c278a24343d78f,iTE:P0821:n2
iTE:literal:c278a24343d78f,iTE:P0826:n2
iTE:literal:c278a24343d78f,iTE:P0894:n3
iTE:literal:c278a24343d78f,iTE:P0902:n3
iTE:literal:c278a24343d78f,iTE:P0928:n5
iTE:literal:c278a24343d78f,iTE:P1031:n5
iTE:literal:c278a24343d78f,iTE:P1041:n2
iTE:literal:c278a24343d78f,iTE:P1047:n2
iTE:literal:c278a24343d78f,iTE:P1128:n2
iTE:literal:c278a24343d78f,iTE:P1158:n2
iTE:literal:c278a24343d78f,iTE:P1238:n2
iTE:literal:c278a24343d78f,iTE:P1247:n2
iTE:literal:c278a24343d78f,iTE:P1526:n3
iTE:literal:c278a24343d78f,iTE:P1573:n2
iTE:literal:c278a24343d78f,iTE:P1653:n3
iTE:literal:c278a24343d78f,iTE:P1934:n2
iTE:literal:055861b7663c07,iTE:P0675:n2
iTE:literal:055861b7663c07,iTE:P0420:n3
iTE:literal:055861b7663c07,iTE:P0440:n2
iTE:literal:055861b7663c07,iTE:P0526:n3
iTE:literal:055861b7663c07,iTE:P0578:n2
iTE:literal:055861b7663c07,iTE:P0579:n3
iTE:literal:055861b7663c07,iTE:P0668:n2
iTE:literal:055861b7663c07,iTE:P0687:n2
iTE:literal:055861b7663c07,iTE:P0882:n2
iTE:literal:055861b7663c07,iTE:P0924:n3
iTE:literal:055861b7663c07,iTE:P0933:n3
iTE:literal:055861b7663c07,iTE:P1063:n2
iTE:literal:055861b7663c07,iTE:P1074:n2
iTE:literal:055861b7663c07,iTE:P1450:n3
iTE:literal:055861b7663c07,iTE:P1454:n2
iTE:literal:055861b7663c07,iTE:P1566:n3
iTE:literal:6191b5381aad91,iTE:P1487:n3
iTE:literal:6191b5381aad91,iTE:P0362:n4
iTE:literal:6191b5381aad91,iTE:P0401:n4
iTE:literal:6191b5381aad91,iTE:P0461:n2
iTE:literal:6191b5381aad91,iTE:P0553:n3
iTE:literal:6191b5381aad91,iTE:P0643:n2
iTE:literal:6191b5381aad91,iTE:P0683:n3
iTE:literal:6191b5381aad91,iTE:P0696:n4
iTE:literal:6191b5381aad91,iTE:P0701:n2
iTE:literal:6191b5381aad91,iTE:P0768:n3
iTE:literal:6191b5381aad91,iTE:P0811:n2
iTE:literal:6191b5381aad91,iTE:P0911:n2
iTE:literal:6191b5381aad91,iTE:P0919:n4
iTE:literal:6191b5381aad91,iTE:P0927:n3
iTE:literal:6191b5381aad91,iTE:P0965:n2
iTE:literal:6191b5381aad91,iTE:P1248:n2
iTE:literal:6191b5381aad91,iTE:P1520:n4
iTE:literal:6191b5381aad91,iTE:P1614:n3
iTE:literal:6191b5381aad91,iTE:P1676:n2
iTE:literal:6191b5381aad91,iTE:P1711:n3
iTE:literal:6191b5381aad91,iTE:P1754:n1
iTE:literal:281ec7f5d60c94,iTE:P1697:n3
iTE:literal:281ec7f5d60c94,iTE:P1094:n2
iTE:literal:43b2fb063343d3,iTE:P1008:n2
iTE:literal:43b2fb063343d3,iTE:P1133:n2
iTE:literal:43b2fb063343d3,iTE:P1459:n3
iTE:literal:fc4b5a0896f1df,iTE:P0876:n2
iTE:literal:fc4b5a0896f1df,iTE:P1033:n2
iTE:literal:fc4b5a0896f1df,iTE:P1706:n3
iTE:literal:fc4b5a0896f1df,iTE:P1708:n3
iTE:literal:bbfda222f52669,iTE:P0550:n1
iTE:literal:bbfda222f52669,iTE:P1209:n2
iTE:literal:5b90558ee88876,iTE:P0908:n1
iTE:literal:5b90558ee88876,iTE:P0959:n1
iTE:literal:8ed3f6ad685b95,iTE:P0931:n2
iTE:literal:8ed3f6ad685b95,iTE:P1503:n2
iTE:literal:a8070ed6b621d0,iTE:P0929:n1
iTE:literal:a8070ed6b621d0,iTE:P1421:n2
iTE:literal:1a4122951dd4d9,iTE:P0367:n2
iTE:literal:1a4122951dd4d9,iTE:P0438:n2
iTE:literal:0d4b1ccd3e7f77,iTE:P0750:n2
iTE:literal:0d4b1ccd3e7f77,iTE:P0781:n2
iTE:literal:46d6f7ea159c95,iTE:P1620:n3
iTE:literal:46d6f7ea159c95,iTE:P1752:n2
iTE:literal:b10e99f565405f,iTE:P0426:n2
iTE:literal:b10e99f565405f,iTE:P0582:n2
iTE:literal:b10e99f565405f,iTE:P0742:n2
iTE:literal:b10e99f565405f,iTE:P0832:n2
iTE:literal:b10e99f565405f,iTE:P1039:n2
iTE:literal:b10e99f565405f,iTE:P1049:n2
iTE:literal:b10e99f565405f,iTE:P1157:n2
iTE:literal:b10e99f565405f,iTE:P1171:n2
iTE:literal:b10e99f565405f,iTE:P1487:n1
iTE:literal:b10e99f565405f,iTE:P1968:n2
iTE:literal:3312060884f30a,iTE:P0847:n2
iTE:literal:3312060884f30a,iTE:P1103:n1
iTE:literal:55266623a8627f,iTE:P0606:n3
iTE:literal:55266623a8627f,iTE:P0845:n4
iTE:literal:55266623a8627f,iTE:P1514:n2
iTE:literal:55266623a8627f,iTE:P1632:n2
iTE:literal:77b9e8342212e4,iTE:P1484:n1
iTE:literal:77b9e8342212e4,iTE:P1500:n1
iTE:literal:22be471d7c391c,iTE:P0957:n2
iTE:literal:22be471d7c391c,iTE:P1332:n2
iTE:literal:6aecfe017f0c1e,iTE:P0955:n2
iTE:literal:6aecfe017f0c1e,iTE:P1492:n2
iTE:literal:6aecfe017f0c1e,iTE:P1940:n2
iTE:literal:e4180bb9ca9770,iTE:P0342:n2
iTE:literal:e4180bb9ca9770,iTE:P0878:n1
iTE:literal:3fe6fcca82d666,iTE:P0377:n3
iTE:literal:3fe6fcca82d666,iTE:P0399:n3
iTE:literal:3fe6fcca82d666,iTE:P0462:n4
iTE:literal:3fe6fcca82d666,iTE:P0518:n4
iTE:literal:3fe6fcca82d666,iTE:P0632:n2
iTE:literal:3fe6fcca82d666,iTE:P0944:n2
iTE:literal:3fe6fcca82d666,iTE:P1502:n2
iTE:literal:3fe6fcca82d666,iTE:P1599:n2
iTE:literal:3fe6fcca82d666,iTE:P1686:n2
iTE:literal:3fe6fcca82d666,iTE:P1903:n2
iTE:literal:279a9ec28fdf84,iTE:P1056:n2
iTE:literal:279a9ec28fdf84,iTE:P1546:n2
iTE:literal:a400a9f5286a49,iTE:P0960:n1
iTE:literal:a400a9f5286a49,iTE:P1684:n2
iTE:literal:44789a674ea0e1,iTE:P1032:n2
iTE:literal:44789a674ea0e1,iTE:P1837:n2
iTE:literal:5ea9a02e198ee5,iTE:P0412:n2
iTE:literal:5ea9a02e198ee5,iTE:P0511:n2
iTE:literal:5ea9a02e198ee5,iTE:P1682:n2
iTE:literal:d797a2c44b3f2d,iTE:P1270:n2
iTE:literal:d797a2c44b3f2d,iTE:P1359:n2
iTE:literal:d797a2c44b3f2d,iTE:P1952:n2
iTE:literal:4759ad611394a4,iTE:P1043:n1
iTE:literal:4759ad611394a4,iTE:P1127:n1
iTE:literal:a0e05d8f4a5178,iTE:P0504:n2
iTE:literal:a0e05d8f4a5178,iTE:P1129:n2
iTE:literal:4dbaa586691a70,iTE:P0917:n1
iTE:literal:4dbaa586691a70,iTE:P1511:n2
iTE:literal:7c02451c5171d7,iTE:P0873:n2
iTE:literal:7c02451c5171d7,iTE:P1716:n1
iTE:literal:5866fa74a25d2d,iTE:P0948:n1
iTE:literal:5866fa74a25d2d,iTE:P1009:n1
iTE:literal:1d19f4967106e5,iTE:P0380:n2
iTE:literal:1d19f4967106e5,iTE:P0723:n2
iTE:literal:1d19f4967106e5,iTE:P1889:n1
iTE:literal:5f496480a3127e,iTE:P1450:n2
iTE:literal:5f496480a3127e,iTE:P1517:n3
iTE:literal:5f496480a3127e,iTE:P1587:n4
iTE:literal:b4769b937ca7cc,iTE:P0823:n2
iTE:literal:b4769b937ca7cc,iTE:P1298:n2
iTE:literal:b4769b937ca7cc,iTE:P1591:n2
iTE:literal:c1d2ccf6d59cc6,iTE:P1376:n2
iTE:literal:c1d2ccf6d59cc6,iTE:P1527:n2
iTE:literal:8b9c96d213c335,iTE:P0661:n2
iTE:literal:8b9c96d213c335,iTE:P1164:n2
iTE:literal:b73ef977ad8b33,iTE:P1291:n1
iTE:literal:b73ef977ad8b33,iTE:P1411:n1
iTE:literal:3d41c3b1ffc321,iTE:P1763:n1
iTE:literal:3d41c3b1ffc321,iTE:P1814:n2
iTE:literal:92a039aec91299,iTE:P1141:n2
iTE:literal:92a039aec91299,iTE:P1545:n2
iTE:literal:92a039aec91299,iTE:P1706:n2
iTE:literal:a6478684773cd8,iTE:P1526:n2
iTE:literal:a6478684773cd8,iTE:P1633:n3
iTE:literal:e1c22fbbd18daf,iTE:P1013:n2
iTE:literal:e1c22fbbd18daf,iTE:P1823:n2
iTE:literal:15354d163b7f31,iTE:P0432:n5
iTE:literal:15354d163b7f31,iTE:P0598:n2
iTE:literal:3019071d610565,iTE:P0335:n3
iTE:literal:3019071d610565,iTE:P0376:n3
iTE:literal:fc79d7b4f42019,iTE:P0774:n2
iTE:literal:fc79d7b4f42019,iTE:P0830:n3
iTE:literal:fc79d7b4f42019,iTE:P0942:n2
iTE:literal:fc79d7b4f42019,iTE:P1009:n2
iTE:literal:bf43f670b1abf6,iTE:P0665:n3
iTE:literal:bf43f670b1abf6,iTE:P0906:n3
iTE:literal:bf43f670b1abf6,iTE:P0974:n2
iTE:literal:bf43f670b1abf6,iTE:P1087:n2
iTE:literal:bf43f670b1abf6,iTE:P1570:n2
iTE:literal:4285a13559322d,iTE:P1552:n3
iTE:literal:4285a13559322d,iTE:P1651:n2
iTE:literal:c59b7e2dbfc698,iTE:P0622:n3
iTE:literal:c59b7e2dbfc698,iTE:P1379:n2
iTE:literal:5ecfa4e096c036,iTE:P1132:n2
iTE:literal:5ecfa4e096c036,iTE:P1840:n2
iTE:literal:3ae9d09d6bf61d,iTE:P1006:n2
iTE:literal:3ae9d09d6bf61d,iTE:P1018:n2
iTE:literal:b80a95691ac16a,iTE:P1356:n1
iTE:literal:b80a95691ac16a,iTE:P1813:n2
iTE:literal:4e5d829ff4908d,iTE:P0994:n3
iTE:literal:4e5d829ff4908d,iTE:P1135:n2
iTE:literal:c22d8498b40496,iTE:P0465:n3
iTE:literal:c22d8498b40496,iTE:P0495:n3
iTE:literal:607b5121a5f957,iTE:P1313:n1
iTE:literal:607b5121a5f957,iTE:P1755:n2
iTE:literal:572870e1ca0fb2,iTE:P1463:n2
iTE:literal:572870e1ca0fb2,iTE:P1498:n1
iTE:literal:a547861c6a8b6b,iTE:P0341:n1
iTE:literal:a547861c6a8b6b,iTE:P0412:n4
iTE:literal:e871776f45f180,iTE:P1780:n1
iTE:literal:e871776f45f180,iTE:P1797:n1
iTE:literal:03a741392d3ac6,iTE:P0375:n2
iTE:literal:03a741392d3ac6,iTE:P0376:n2
iTE:literal:8c1f09c9412f4d,iTE:P0454:n1
iTE:literal:8c1f09c9412f4d,iTE:P0940:n1
iTE:literal:5904825b626388,iTE:P0580:n3
iTE:literal:5904825b626388,iTE:P0645:n2
iTE:literal:a5be0a35459723,iTE:P0528:n2
iTE:literal:a5be0a35459723,iTE:P0585:n2
iTE:literal:ef3f7b1e7a4aa2,iTE:P0359:n4
iTE:literal:ef3f7b1e7a4aa2,iTE:P0919:n3
iTE:literal:ef3f7b1e7a4aa2,iTE:P1851:n2
iTE:literal:902e169d8e311f,iTE:P0350:n5
iTE:literal:902e169d8e311f,iTE:P0369:n3
iTE:literal:902e169d8e311f,iTE:P0408:n5
iTE:literal:902e169d8e311f,iTE:P0451:n3
iTE:literal:902e169d8e311f,iTE:P0559:n2
iTE:literal:902e169d8e311f,iTE:P0611:n3
iTE:literal:902e169d8e311f,iTE:P0615:n2
iTE:literal:902e169d8e311f,iTE:P0735:n2
iTE:literal:902e169d8e311f,iTE:P0757:n2
iTE:literal:9c9aaf161ae533,iTE:P0447:n1
iTE:literal:9c9aaf161ae533,iTE:P0561:n2
iTE:literal:7d18619331d30d,iTE:P1646:n2
iTE:literal:7d18619331d30d,iTE:P1808:n2
iTE:literal:7d18619331d30d,iTE:P1898:n1
iTE:literal:7d18619331d30d,iTE:P1931:n1
iTE:literal:bf43df37c8624b,iTE:P1747:n2
iTE:literal:bf43df37c8624b,iTE:P1748:n1
iTE:literal:bf43df37c8624b,iTE:P1935:n1
iTE:literal:f4ad3bfafd37c5,iTE:P0335:n4
iTE:literal:f4ad3bfafd37c5,iTE:P0350:n4
iTE:literal:f4ad3bfafd37c5,iTE:P0352:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0366:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0403:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0435:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0451:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0503:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0509:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0548:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0559:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0577:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0719:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0764:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0834:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0859:n3
iTE:literal:f4ad3bfafd37c5,iTE:P0935:n2
iTE:literal:f4ad3bfafd37c5,iTE:P0963:n2
iTE:literal:f4ad3bfafd37c5,iTE:P1007:n2
iTE:literal:f4ad3bfafd37c5,iTE:P1141:n3
iTE:literal:f4ad3bfafd37c5,iTE:P1361:n2
iTE:literal:f4ad3bfafd37c5,iTE:P1469:n2
iTE:literal:f4ad3bfafd37c5,iTE:P1626:n2
iTE:literal:5f860387f862f9,iTE:P0368:n4
iTE:literal:5f860387f862f9,iTE:P0744:n2
iTE:literal:0a6b3761d69594,iTE:P0426:n1
iTE:literal:0a6b3761d69594,iTE:P0847:n1
iTE:literal:750caa9a3494c3,iTE:P0662:n1
iTE:literal:750caa9a3494c3,iTE:P1457:n1
iTE:literal:ebfb798aff9e0e,iTE:P0478:n1
iTE:literal:ebfb798aff9e0e,iTE:P0508:n1
iTE:literal:d0878cb46d50a5,iTE:P0350:n2
iTE:literal:d0878cb46d50a5,iTE:P0532:n2
iTE:literal:d0878cb46d50a5,iTE:P0679:n3
iTE:literal:d0878cb46d50a5,iTE:P0685:n2
iTE:literal:98197a090f5b6f,iTE:P1565:n2
iTE:literal:98197a090f5b6f,iTE:P1644:n1
iTE:literal:dc9a6a9dca5210,iTE:P0636:n1
iTE:literal:dc9a6a9dca5210,iTE:P0718:n1
iTE:literal:dc9a6a9dca5210,iTE:P1385:n1
iTE:literal:80b1fc0098f080,iTE:P0359:n5
iTE:literal:80b1fc0098f080,iTE:P0393:n2
iTE:literal:6ee4a76620e6c7,iTE:P0336:n3
iTE:literal:6ee4a76620e6c7,iTE:P0337:n4
iTE:literal:6ee4a76620e6c7,iTE:P0392:n4
iTE:literal:6ee4a76620e6c7,iTE:P0503:n2
iTE:literal:6ee4a76620e6c7,iTE:P0616:n2
iTE:literal:6ee4a76620e6c7,iTE:P1488:n2
iTE:literal:d51185799645ca,iTE:P1544:n3
iTE:literal:d51185799645ca,iTE:P1958:n2
iTE:literal:2d67839afe345f,iTE:P1363:n2
iTE:literal:2d67839afe345f,iTE:P1648:n2
iTE:literal:74970da416ac7e,iTE:P1142:n2
iTE:literal:74970da416ac7e,iTE:P1304:n2
iTE:literal:a5ba1693ea4491,iTE:P0596:n4
iTE:literal:a5ba1693ea4491,iTE:P0843:n3
iTE:literal:a5ba1693ea4491,iTE:P0856:n3
iTE:literal:a5ba1693ea4491,iTE:P0910:n2
iTE:literal:a5ba1693ea4491,iTE:P0977:n2
iTE:literal:a5ba1693ea4491,iTE:P1152:n2
iTE:literal:a5ba1693ea4491,iTE:P1243:n2
iTE:literal:a5ba1693ea4491,iTE:P1276:n2
iTE:literal:a5ba1693ea4491,iTE:P1282:n2
iTE:literal:a5ba1693ea4491,iTE:P1370:n2
iTE:literal:a5ba1693ea4491,iTE:P1398:n2
iTE:literal:a5ba1693ea4491,iTE:P1453:n3
iTE:literal:a5ba1693ea4491,iTE:P1466:n3
iTE:literal:a5ba1693ea4491,iTE:P1467:n2
iTE:literal:a5ba1693ea4491,iTE:P1481:n2
iTE:literal:a5ba1693ea4491,iTE:P1489:n4
iTE:literal:a5ba1693ea4491,iTE:P1603:n2
iTE:literal:a5ba1693ea4491,iTE:P1618:n2
iTE:literal:a5ba1693ea4491,iTE:P1654:n3
iTE:literal:a5ba1693ea4491,iTE:P1690:n2
iTE:literal:a5ba1693ea4491,iTE:P1695:n2
iTE:literal:a5ba1693ea4491,iTE:P1722:n3
iTE:literal:a5ba1693ea4491,iTE:P1741:n2
iTE:literal:9db6151e676e1b,iTE:P1256:n1
iTE:literal:9db6151e676e1b,iTE:P1465:n3
iTE:literal:d009eb71dbbdf7,iTE:P0638:n2
iTE:literal:d009eb71dbbdf7,iTE:P1137:n2
iTE:literal:d009eb71dbbdf7,iTE:P1149:n2
iTE:literal:d009eb71dbbdf7,iTE:P1297:n2
iTE:literal:d009eb71dbbdf7,iTE:P1671:n3
iTE:literal:a1da4e734503b9,iTE:P0563:n3
iTE:literal:a1da4e734503b9,iTE:P1010:n1
iTE:literal:a1da4e734503b9,iTE:P1290:n2
iTE:literal:a1da4e734503b9,iTE:P1819:n2
iTE:literal:a1da4e734503b9,iTE:P1897:n2
iTE:literal:743e594e08503d,iTE:P0939:n1
iTE:literal:743e594e08503d,iTE:P1203:n1
iTE:literal:39157f7c0edb7d,iTE:P0538:n2
iTE:literal:39157f7c0edb7d,iTE:P0602:n2
iTE:literal:ac6381a8911d87,iTE:P0835:n2
iTE:literal:ac6381a8911d87,iTE:P0933:n1
iTE:literal:351b9f12c3d63b,iTE:P0807:n4
iTE:literal:351b9f12c3d63b,iTE:P1510:n1
iTE:literal:351b9f12c3d63b,iTE:P1516:n1
iTE:literal:d1c71a82d02b07,iTE:P0711:n2
iTE:literal:d1c71a82d02b07,iTE:P1578:n2
iTE:literal:614559f1a1c9a4,iTE:P1530:n2
iTE:literal:614559f1a1c9a4,iTE:P1558:n2
