paper_id,domain,title,journal,doi,year,source_membership,coverage_status,txt_record_present,txt_header_line,node_count,relation_count,claim_id,abstract,abstract_sha256,corpus_path,corpus_csv_row,source_record_ids,limitation_note,reconstruction_run_id,selection_basis
P0176,TG,Gutmann Donor Theory-Guided Design of Mononuclear Ionic Cluster for Exceptional N-Type Thermoelectric Ionogel,ADVANCED SCIENCE,10.1002/advs.202520143,2026,iTE|TG,extracted_core_claim,True,457,3,1,TG:P0176:claim_block,"Quasi-solid-state, ionic liquid-based thermogalvanic gels offer a significant solution for designing ultrasensitive ionic thermopiles due to their exceptional thermopower, superior thermal stability, and high flexibility. Constructing ternary ionogels through ionic doping-induced ionic aggregates and modulation of ionic transport heat have been proved to be an effective strategy for achieving further enhancement of ionic thermopower. However, the theoretical basis and systematic optimization of ion-selective doping have not been effectively verified. This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat. At 80% relative humidity, this approach achieves a remarkably high negative thermopower of -25.85 mV K-1 and a high ionic conductivity of 3.21 mS cm-1. Furthermore, this work synergistically complements the Gutmann donor anion-doping strategy by tailoring the structure of the polyacrylate elastomer matrix and the type of cationic dopant. Ultimately, a wearable device prototype integrating 10 n-type ion thermoelectric capacitors is demonastrated. This device yields a thermally responsive voltage of 0.774 V (Delta T = 3K), demonstrating promise for designing high-thermopower ionic thermopiles and harvesting low-grade thermal energy.",2a026b5173929804b92c5266f38bdd54d45fd18100831a21fda8db1405ed3dc4,cleaned_ite_tg/data/tg_clean.csv,13,iTE1_0125; TG_0175,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. transport heat 不能未经温度与定义转换直接合并成 transport entropy。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0180,TG,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,MATERIALS TODAY SUSTAINABILITY,10.1016/j.mtsust.2022.100293,2023,iTE|TG,extracted_core_claim,True,523,3,2,TG:P0180:claim_block,"Harvesting abundant and ubiquitous low-grade thermal energy and simultaneously converting it into electrical energy hold the potential of solving the existing energy crisis. Advances in thermoelectric materials now allow thermoelectric ionogel electrolyte to enhance the energy conversion and storage capacities under a thermal gradient. Here, we report an ionic thermoelectric (i-TE) material based on polyacrylamide (PAM) carboxymethyl cellulose (CMC) double network gel substrate with flexible and high thermal-electrical conversion properties. By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature. It exhibited an excellent tensile property (634%) and adhesion, and avoids electrolyte leakage to a large extent. Moreover, the application in ionic capacitors also demonstrates the superior thermo-electric conversion capability of i-TE gels. We believe that i-TE materials will pave a new pathway for low-grade thermal harvesting and self-driven flexible wearable electronics.(c) 2022 Elsevier Ltd. All rights reserved.",834a1d6f7de51193c2ce1d22ab7e780b4b74a6bccb7ce561f5dabde9a50ccd9b,cleaned_ite_tg/data/tg_clean.csv,18,iTE1_0231; TG_0179,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留耦合而不是拆成两个已知定量贡献；原始功率因子单位待核，不在本轮静默改写。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0188,TG,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,SMALL,10.1002/smll.202407622,2025,iTE|TG,extracted_core_claim,True,512,2,1,TG:P0188:claim_block,"Thermoelectric generators (TEGs) based on thermogalvanic cells can convert low-temperature waste heat into electricity. Organic redox couples are well-suited for wearable devices due to their nontoxicity and the potential to enhance the ionic Seebeck coefficient through functional-group modifications. Pyrazine-based organic redox couples with different functional groups is comparatively analyzed through cyclic voltammetry under varying temperatures. The results reveal substantial differences in entropy changes with temperature and highlight 2,5-pyrazinedicarboxylic acid dihydrate (PDCA) as the optimal candidate. How the functional groups of the pyrazine compounds impact the ionic Seebeck coefficient is examined, by calculating the electrostatic potential based on density functional theory. To evaluate the thermoelectric properties, PDCA is integrated in different concentrations into a double-network hydrogel comprising poly(vinyl alcohol) and polyacrylamide. The resulting champion device exhibits an impressive ionic Seebeck coefficient (Si) of 2.99 mV K-1, with ionic and thermal conductivities of approximate to 67.6 mu S cm-1 and approximate to 0.49 W m-1 K-1, respectively. Finally, a TEG is constructed by connecting 36 pieces of 20 x 10-3 m PDCA-soaked hydrogel in series. It achieves a maximum power output of approximate to 0.28 mu W under a temperature gradient of 28.3 degrees C and can power a small light-emitting diode. These findings highlight the significant potential of TEGs for wearable devices. Four types of pyrazine-based organic redox couples are compared, and the best-performing one, 2,5-pyrazinedicarboxylic acid dihydrate (PDCA), is subsequently incorporated into a poly(vinyl alcohol)/ polyacrylamide hydrogel at varying concentrations to evaluate its thermoelectric properties. To demonstrate practical applications, nine pieces of the 20 x 10-3 m PDCA-soaked hydrogel are connected in series to form a thermoelectric generator (TEG), showcasing its potential for wearable power generation. image",68a1579697a262d46bbf5b9413e57be077b51fb332c4d2d1293deb8d99a06500,cleaned_ite_tg/data/tg_clean.csv,17,iTE1_0225; TG_0187,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未明确选择性溶剂化机制；正文与附加摘要关于串联片数有 36/9 冲突，不在本轮修正。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0197,TG,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,JOURNAL OF ENERGY STORAGE,10.1016/j.est.2024.110437,2024,iTE|TG,extracted_core_claim,True,495,5,4,TG:P0197:claim_block,"Ionic thermoelectric (i-TE) supercapacitors are capable of converting low-grade heat directly into electricity, which has enormous potential for wearable power sources and the Internet of Things. However, the low thermoelectric conversion efficiency limits their applications. Here, we report a method for forming polar corona in a three-dimensional (3D) network based on chitosan-polyacrylamide-silicon dioxide (PACS) hydrogel, significantly increasing the maximum thermogalvanic power density of 187.2 mW m(-2) at a temperature difference (Delta T) of 5 K. The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination. In addition, demonstrating an impressive ionic conductivity of 50.2 mS cm(-1) as well as a maximum thermal charging voltage of 200 mV (Delta T of 8 K), this work provides a new strategy for broadening applications of ionic thermally chargeable supercapacitors in harvesting low-grade heat and wearable devices.",8a5c791f1138bb9589158c6124ef565b181e7d9aed6ba78391ddac08713174c2,cleaned_ite_tg/data/tg_clean.csv,16,iTE1_0224; TG_0196,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0201,TG,Ionic thermoelectric materials for near ambient temperature energy harvesting,APPLIED PHYSICS LETTERS,10.1063/5.0032119,2021,iTE|TG,extracted_core_claim,True,418,4,2,TG:P0201:claim_block,"Ionic thermoelectric (i-TE) materials, using ions as the energy carrier, can generate a voltage under a temperature difference, bearing similarities to the Seebeck effect of electrons and holes in solid-state materials. Recent experiments have demonstrated large thermopower of quasi-solid-state i-TE materials, which are attractive for harvesting ambient heat as large enough voltage can be generated under a small temperature difference to match the voltage input needs of sensors for internet-of-things applications. In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect. Strategies to improve performances of materials and devices are elaborated, together with needs for future research in understanding microscopic origins of different effects.",134b656668c7eaa4f58d14f54c5e844effd86a040d6c20c18365746fb80041f4,cleaned_ite_tg/data/tg_clean.csv,10,iTE1_0069; TG_0200,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述概念性陈述，不和原始实验机制证据等权；Soret 同义依据在此句明确给出。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0227,TG,Enhanced Thermoelectric Power in Ionic Liquids,CHEMELECTROCHEM,10.1002/celc.201300074,2014,iTE|TG,extracted_core_claim,True,549,3,2,TG:P0227:claim_block,"The thiolate/disulfide organic redox couple (McMT (-) /BMT), derived from 2-mercapto-5-methyl-1,3,4-thiadiazole (McMT), recently proposed as an alternative to usual inorganic couples in dye-sensitized solar cells, exhibits a remarkable reversibility and stability in a thermogalvanic cell containing a 1-ethyl-3methyimidazolium tetrafluoroborate/acetonitrile (EMIMBF4/AN) mixture. The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations. The control of these parameters can be used to enhance the thermopower and the thermoelectric efficiency of future ionicliquid thermocells.",efb2457541e152180818e7ca1cb4f678112b41a11be30a601a5e4c7a8c73d0c1,cleaned_ite_tg/data/tg_clean.csv,20,iTE1_0252; TG_0226,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. thermoelectric power 此处很可能指 thermopower，但不能当输出功率；保留待定，不作单位不明的数值换算。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0247,TG,Water-Thermal Self-Cycling Thermoelectric Hydrogel for Continuous Energy Harvesting from Body Heat,ADVANCED ENERGY MATERIALS,10.1002/aenm.202500540,2025,iTE|TG,extracted_core_claim,True,469,3,2,TG:P0247:claim_block,"The ability to continuously harvest energy from the human body has immense potential for powering wearable devices and biomedical systems, yet current thermoelectric hydrogels are constrained by rapid dehydration, limiting operational lifespans to less than 120 m and achieving temperature gradients of only approximate to 5 degrees C. Here, a self-cycling thermoelectric hydrogel is presented that addresses these challenges by autonomously regulating water-thermal cycling. This strategy achieves a maximum temperature gradient of 13 degrees C-more than 2.6 times the state-of-the-art-and maintains stable thermoelectric output for over 1500 min, the longest lifespan reported for such materials. Additionally, the hydrogel fully recovers hydration within 5 h, enabling robust reusability. Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1. This study introduces a scalable design for wearable thermoelectric materials, paving the way for advancements in health monitoring, environmental sensing, and wearable electronics.",fbddf3a982259194367e99f6bc98bddc73f3e359f3b746c3b0289c47f0bed233,cleaned_ite_tg/data/tg_clean.csv,14,iTE1_0176; TG_0246,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ionic interactions 过于宽泛；不能细化为氢键、配位或离子对。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0267,TG,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,SMALL,10.1002/smll.202407529,2025,iTE|TG,extracted_core_claim,True,386,3,1,TG:P0267:claim_block,"This research reports a continuous output ionic thermoelectric (i-TE) system based on MXene/PVA (polyvinyl alcohol) hydrogel, by utilizing thermo-diffusion of Cu2+ and Cl- ions and the redox reaction involving Cu/Cu2+ at the electrode interfaces. The thermopower of the i-TE system can be independently tuned to a value of -3.13 mVK-1 by adjusting the ion diffusivity via MXene (Ti3C2Tx). The i-TE system demonstrates a rapid response time of less than 100 s, outperforming any other polyelectrolyte-based system. Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega. A three-serial-connected i-TE module demonstrates an output voltage of 26 mV with 6 degrees C temperature difference, confirming the feasibility of creating an array of i-TE devices for substantial energy output. Beyond energy harvesting, the MXene/PVA hydrogel serves as multifunctional strain/temperature sensors, capable of detecting mechanical strains via the piezoresistive effect and locating finger contact points via the ionic thermoelectric effect.",6a0a04e9158413f41b0d851f998b9999874167c13b1345c002b033de65ab09fc,cleaned_ite_tg/data/tg_clean.csv,7,iTE1_0027; TG_0266,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 电极反应支持持续电流；不等同反应熵主导的 thermogalvanic 电压来源。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0268,TG,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2024.152734,2024,iTE|TG,extracted_core_claim,True,371,5,2,TG:P0268:claim_block,"Gelatin-based ionic hydrogels are flexible, bio-compatible, and abundant materials, showing immense potential as quasi -solid -state electrolytes in energy conversion and storage applications. Recent studies highlighted the critical synergy between hydrogel electrolytes and electrodes on the thermopower and energy density in emerging ionic thermoelectric (i -TE) devices. In this work, the significant impact from electrodes to the thermoelectric response of gelatin hydrogels is explored and explained at the molecular level. A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion. The thermopowers of Gelatin-CsCl change from p- (0.1-0.5 mV K - 1 ) to n -type (up to -2.89 +/- 0.34 mV K - 1 ) and remain thermally stable at a large temperature difference of -36.8 K. The power factor and average power density in the ionic thermoelectric supercapacitors (ITESCs) made from Gelatin -0.02 M CsCl and CBP electrodes reach 2.13 +/- 0.50 mu W m - 1 K -2 and 145.37 mu W m - 2 at a small temperature difference of -7.7 K. Furthermore, the highest normalized instantaneous power density achieved during the quasi-continuous charge-discharge cycles is 39.42 mu W m - 2 K -2 , among the best ITESCs. This work provides fundamental insights into the previously overlooked synergy between gelatin hydrogels and electrodes for adjustable and thermally stable i -TE conversion and energy storage devices.",14c2a257304cc8c86f36885d464f4f0eb8f6185d85dca256bec8548746ffcbf7,cleaned_ite_tg/data/tg_clean.csv,6,iTE1_0024; TG_0267,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 渗入与阳离子限制的联合归因保留在原文；不强拆其独立贡献。阳离子限制不等于阴离子固定。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0274,TG,High-performance ionic thermoelectric materials and emerging applications of ionic thermoelectric devices,MATERIALS TODAY ENERGY,10.1016/j.mtener.2023.101342,2023,iTE|TG,no_selected_core_claim,True,411,0,0,TG:P0274:claim_block,"The recovery of low-level thermal energy, the conversion of solar thermal energy and the reuse of human thermal energy determine that thermoelectric materials are extremely attractive in terms of energy conversion and reuse. In recent years, as candidate materials for green energy conversion, ionic ther-moelectric materials have gradually become research hotspots due to their excellent thermoelectric conversion performance, cost-effective energy efficiency and eco-friendliness. Although ionic thermo-electric materials and devices have developed rapidly in recent years, there are still gaps in the detailed summary of material performance optimization measures and device application scenarios. Therefore, this review compares and summarizes the performance of ionic thermoelectric materials and related influencing factors. After that, the application of ionic thermoelectric materials and the assembly of their devices are highlighted. Finally, the prospects for future development trends are put forward as well as the suggestions of related research efforts are presented.& COPY; 2023 Elsevier Ltd. All rights reserved.",db22cbddcc0a5c353e6f8a0ad2aec767052d0acd69dc6a70fb0b9da129748126,cleaned_ite_tg/data/tg_clean.csv,9,iTE1_0053; TG_0273,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述摘要只介绍覆盖范围，没有具体材料—机制—效应陈述；本试抽标为 no_extractable_claims，不代表全文无机制。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0334,iTE,Unlocking new possibilities in ionic thermoelectric materials: a machine learning perspective,NATIONAL SCIENCE REVIEW,10.1093/nsr/nwae411,2025,iTE,extracted_core_claim,True,43,3,2,iTE:P0334:claim_block,"The high thermopower of ionic thermoelectric (i-TE) materials holds promise for miniaturized waste-heat recovery devices and thermal sensors. However, progress is hampered by laborious trial-and-error experimentations, which lack theoretical underpinning. Herein, by introducing the simplified molecular-input line-entry system, we have addressed the challenge posed by the inconsistency of i-TE material types, and present a machine learning model that evaluates the Seebeck coefficient with an R2 of 0.98 on the test dataset. Using this tool, we experimentally identify a waterborne polyurethane/potassium iodide ionogel with a Seebeck coefficient of 41.39 mV/K. Furthermore, interpretable analysis reveals that the number of rotatable bonds and the octanol-water partition coefficient of ions negatively affect Seebeck coefficients, which is corroborated by molecular dynamics simulations. This machine learning-assisted framework represents a pioneering effort in the i-TE field, offering significant promise for accelerating the discovery and development of high-performance i-TE materials. This work uses machine learning to predict the Seebeck coefficients of ionic thermoelectric materials, offering a faster path to discovering high-performance materials for efficient energy conversion.",b7334d5fc8e467afe2503c38980db62905bc1ba797b9efed9d7357519e104dc1,cleaned_ite_tg/data/ite_clean.csv,2,iTE1_0000,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 描述符—性能关联，不把可解释模型的结果转成已证明的微观因果。描述符被五层 schema 勉强放入 physical_consequence，需增设 quantity_role=descriptor。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0335,iTE,Remarkable ionic thermoelectric performance of high-entropy gel thermocell near room temperature,ENERGY & ENVIRONMENTAL SCIENCE,10.1039/d4ee04247f,2025,iTE,extracted_core_claim,True,56,4,3,iTE:P0335:claim_block,"Gel thermocell, as a green and clean energy conversion technology, has a high ionic thermopower, and it is capable of functioning for self-powered sensors near room temperature. However, ionic thermoelectric performance is currently limited and needs to be improved to meet the practical requirements. To date, it has been a major challenge to significantly improve performance, including ionic thermopower, output power density, and energy harvesting. Herein, we propose a high-entropy concept by controlling the gel compositions to achieve remarkable ionic thermoelectric performance. The high-entropy results from multi-ion coupling, especially for anions, to improve redox reaction entropy change, exchange current density, and ionic conductivity, pushing the performance to high levels. The fabricated high-entropy gel thermocell showed an ionic thermopower of 31 mV K-1, a normalized maximum output power density of 11.4 mW m-2 K-2, and a one-hour continuous discharge energy density of 4.3 J m-2 K-2. Moreover, a device assembled by twelve thermocells delivered a maximum output power density of 2.0 mW m-2 K-2. Thus, the strategy proposed in this work provides guidelines for designing other high-performance gels.",efa918a200a0f0a0c2eee5e4b7819751ff5fb45b7d649e06cfa6cb7c8b9e06c2,cleaned_ite_tg/data/ite_clean.csv,3,iTE1_0001,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 improve 原意；不自动解释为熵的带符号数值必然增加。iTE 归属不排除氧化还原机制。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0336,iTE,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,ADVANCED MATERIALS,10.1002/adma.202510199,2025,iTE,extracted_core_claim,True,71,3,2,iTE:P0336:claim_block,"Ionic thermoelectric (i-TE) materials show promise for flexible energy harvesting and self-powered sensing due to their high ionic Seebeck coefficients (S i). However, achieving both high thermoelectric performance and mechanical stretchability, especially in n-type systems, remains a critical challenge. Herein, a poly(vinyl alcohol) (PVA)-based n-type i-TE hydrogel is presented that exhibits both large negative S i (-38.6 mV K-1) and excellent stretchability (382.5%) through synergistic effect of coordination and hydrophobic interactions. Leveraging the amphiphilic nature of PVA, its hydrophilic hydroxyl groups form coordination bonds with Cu2+ ions from copper chloride (CuCl2), while its hydrophobic backbone interacts with water-soluble conjugated polymer (poly(3-(3 '-N,N,N-triethylammonium-1 '-propy-loxy)-4-methyl-2,5-thiophene chloride (PMNT). Meanwhile, hydrophobic associations also occur among PMNT chains due to strong pi-pi stacking and backbone hydrophobicity. This dual-interaction strategy approach enhances the thermophoretic difference between chloride anions (from both CuCl2 and PMNT) and cations, enabling the giant ionic thermopower. Besides, the long-range hydrophobic interactions contribute to the overall mechanical robustness. The developed hydrogels are successfully implemented in self-powered temperature sensors and low-grade heat harvesting systems, such as powering a cooling fan by utilizing the waste heat from a working tablet. This work offers an alternative pathway toward developing high-performance i-TE materials for wearable electronics and low-grade heat harvesting applications.",a1fffe0d882e172020b3ed29a83744b6f7be71af651e8a40c35ee285897c423e,cleaned_ite_tg/data/ite_clean.csv,4,iTE1_0002,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 双重相互作用需回看上文配位／疏水作用；不能仅凭此句细化对象或补出传递熵。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0337,iTE,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,ADVANCED ENERGY MATERIALS,10.1002/aenm.202405502,2025,iTE,extracted_core_claim,True,84,4,3,iTE:P0337:claim_block,"Ionic thermoelectric materials have emerged as a promising avenue for harvesting low-grade waste heat, with significant potential for applications in wearable electronics. This study introduces a novel design for ionic thermoelectric capacitors (ITECs) by incorporating host-guest complexation between alpha-cyclodextrin (alpha-CD) and triiodide ions (I3-). The strong host-guest complexation between alpha-CD and I3- confines the diffusion of I3- within the cylindrical cavities of alpha-CD, as evidenced by UV-vis spectroscopy and 13C-NMR analysis. This confinement enhances the ion mobility difference between I3- and sodium ions, which in turn significantly boosts the ionic thermopower of the polyvinyl alcohol/alpha-CD/NaI hydrogels. Accordingly, the optimized sample achieves an impressive positive ionic thermopower of 14.24 mV K-1 and a high ionic power factor of 477.2 mu W K-2 m-1. Furthermore, the stretchable ITEC demonstrates a substantial power density of 5.9 mW m-2. When integrated into a 3-leg device, a stable thermovoltage of 176 mV is generated under a temperature gradient of 4.4 K, thus highlighting the potential of this system for efficient thermal energy harvesting.",d8605bce09b31bed94feda6f38f1513797fb0d224e57b38b72b43afad7de7e26,cleaned_ite_tg/data/ite_clean.csv,5,iTE1_0003,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 扩散受限不等于完全固定；保留 I3- 与 Na+ 的对象特异性。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0338,iTE,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,SMALL,10.1002/smll.202501960,2025,iTE,extracted_core_claim,True,99,3,2,iTE:P0338:claim_block,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes. In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties. The as-prepared hydrogel with thermopower of 17.0 +/- 1.0 mV K-1 stables at 82% of its original performance when immersed in the electrolyte. Notably, even after being air-dried for 135 days, its thermopower returns to 87% of the original value through replenishing electrolyte solution and its 3D shape fully recovers. Meanwhile, the dual-driven nature for moisture and temperature as well as the pH sensitivity of this network is systematically investigated. The maximum output voltage of a single sample reaches 0.215 V at a Delta T of 3.7 K, and it works continuously for more than 26 h. This study offers a new approach to overcoming the short-term service bottleneck of i-TEs and provides a practical scheme for the multi-source drive of self-powered TE equipment.",9eda9c5a6bad169ef09462c7f051ed12691db6ecb8a4634ab1153dd97ab8e2d5,cleaned_ite_tg/data/ite_clean.csv,6,iTE1_0005,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 两策略联合报告，二元边不代表已经验证各自独立贡献。没有给出完整离子迁移机制。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0339,iTE,Phase transition driven tough hydrogel ionic thermoelectric cell with giant thermopower,NATURE COMMUNICATIONS,10.1038/s41467-025-64054-1,2025,iTE,extracted_core_claim,True,112,4,3,iTE:P0339:claim_block,"The application of quasi-solid ionic thermoelectric (i-TE) cells holds great potential for powering ubiquitous wearable electronics without the need for cables or batteries. However, their practical application is restricted by low thermopower. Herein, a temperature-responsive supramolecular hydrogel, P(N-acryloylsemicarbazide-co-acrylic acid) (PNA), has been developed as a i-TE cell that integrates good mechanical and electrochemical properties. The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate. A single PNA i-TE cell can generate a thermopower of 2.04 volts with a temperature difference of 50 K. The Seebeck coefficient (Se), specific output power density (Pmax/(Delta T)2\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$${P}_{\max }/{(\Delta T)}<^>{2}$$\end{document}) and figure of merit (ZT) of PNA i-TE cell can reach up to 40.9 mV K-1, 35.2 mW m-2 K-2 and 1.33 respectively. This ionic hydrogel is promising for the design of high performance polymer based i-TE cells in an environmentally friendly and cost-effective manner.",dc864a685e84aaa2edaa522330d5537ccca4e277ec361472c3cf51d1004f4975,cleaned_ite_tg/data/ite_clean.csv,7,iTE1_0006,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0340,iTE,Wearable Solar Ionic Thermoelectric Detectors for Human Motion Monitoring and Language Recognition Conversion,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202422592,2025,iTE,extracted_core_claim,True,127,3,2,iTE:P0340:claim_block,"Flexible self-powered sensors with the significant ability to the information perception, decoding, and conveying processes have attracted tremendous attention in healthcare monitoring, motion detection, and intelligent interaction. Also, the solar thermoelectric technology holding the effective solar energy/heat harvesting capacity for sustainable electricity generation shows attractive prospects in self-powered wearable sensing but is terribly limited by its poor flexibility and complex construction. Herein, a solar thermoelectric system, prepared via facilely sandwiching the self-assemble MoS2/Carbon hollow nanoflower-based fabrics with [Fe(CN)6]3-/4- thermoelectric gels, is successfully applied for the self-powered wearable sensing. Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%. The strong heat concentration can supply a considered temperature gradient of 42.7 K for thermoelectric gels with a Seebeck coefficient of 1.08 mV K-1 under a solar intensity of 1 sun, outputting a voltage density of 101.2 V m-2 with a response of 431 ms. Their promising application in self-powered wearable fields, such as noncontact motion monitoring and language interaction is foreseen.",2116ff959906a16eac6b35a0d398c3e5114949e80bbfc03b425382cd56e50869,cleaned_ite_tg/data/ite_clean.csv,8,iTE1_0007,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 这是光热环节，不据此补离子／氧化还原微观机制。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
