candidate_id,domain,left_unit_id,right_unit_id,left_label,right_label,left_paper_support,right_paper_support,candidate_channels,char_ngram_cosine,structural_jaccard,literal_key_equal,decision_status,concept_relation,human_reason
pair:c17b0b0e9eeba968,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:daac3d953b48b7,concentration gradient,concentration gradients,2,1,char_ngram_tfidf,0.910387,0.0,False,unreviewed_candidate,,
pair:dc283f04445672a8,TG,TG:retrieval:c467d14ef0b9d8,TG:retrieval:fcba21b2ea6a99,ohmic resistances,ohmic resistance,1,1,char_ngram_tfidf,0.909565,0.0,False,unreviewed_candidate,,
pair:7248351aa66090ae,TG,TG:retrieval:9c13b05cadad1b,TG:retrieval:daac3d953b48b7,ion concentration gradients,concentration gradients,1,1,char_ngram_tfidf,0.885303,0.0,False,unreviewed_candidate,,
pair:7fb2fe0875f694fd,TG,TG:retrieval:4e7fa4fc571f61,TG:retrieval:9946ad12db3f14,heat-to-electricity conversion efficiency,heat-to-electricity energy conversion efficiency,1,1,char_ngram_tfidf,0.879233,0.0,False,unreviewed_candidate,,
pair:d5372559cab820d7,TG,TG:retrieval:9b6038c8746fbb,TG:retrieval:c63eb3b24487a0,thermogalvanic effect,thermogalvanic effects,9,2,char_ngram_tfidf,0.867052,0.0,False,unreviewed_candidate,,
pair:b451515735273f76,TG,TG:retrieval:063259d1f77f8f,TG:retrieval:81b7f0b52b56ba,short-circuit current,short-circuit current density,1,1,char_ngram_tfidf,0.864839,0.0,False,unreviewed_candidate,,
pair:5ca71bc3141664f6,TG,TG:retrieval:055861b7663c07,TG:retrieval:4f5fe169c39932,thermoelectric performance,ionic thermoelectric performance,3,1,char_ngram_tfidf,0.863632,0.0,False,unreviewed_candidate,,
pair:a40025a56d190664,TG,TG:retrieval:4e7fa4fc571f61,TG:retrieval:c79883d3f65393,heat-to-electricity conversion efficiency,heat-to-electricity conversion,1,2,char_ngram_tfidf,0.858966,0.0,False,unreviewed_candidate,,
pair:4b3754acd79bf4ba,TG,TG:retrieval:4c908e59029d33,TG:retrieval:89e24b532747aa,hydrogen bonds between water molecules,hydrogen bonding between water molecules,1,1,char_ngram_tfidf,0.845381,0.0,False,unreviewed_candidate,,
pair:32b027ca448ab08a,TG,TG:retrieval:3ca65ab2ad7ece,TG:retrieval:63858b1c570195,electrical conductivity,ionic electrical conductivity,1,1,char_ngram_tfidf,0.841487,0.0,False,unreviewed_candidate,,
pair:4882fd3baae62c6d,TG,TG:retrieval:35242df890d139,TG:retrieval:4e1443539e142d,power conversion efficiency,conversion efficiency,1,2,char_ngram_tfidf,0.829618,0.0,False,unreviewed_candidate,,
pair:a5caa3ec61f99dc7,TG,TG:retrieval:33b5ca3a89bbbd,TG:retrieval:71d48b62233929,maximum power output density,maximum power output,1,1,char_ngram_tfidf,0.82197,0.0,False,unreviewed_candidate,,
pair:5d9babc4d11868bb,TG,TG:retrieval:87ccc8be0e0b76,TG:retrieval:9d159ecc79dc1d,thermogalvanic currents,galvanic currents,2,1,char_ngram_tfidf,0.81963,0.0,False,unreviewed_candidate,,
pair:3d01dc3ed3dc364e,TG,TG:retrieval:0f9bdfc89ff537,TG:retrieval:c5511a256a5e96,Thermogalvanic corrosion,thermogalvanic corrosion of iron,1,1,char_ngram_tfidf,0.812306,0.0,False,unreviewed_candidate,,
pair:9f02ba7bcb99cadd,TG,TG:retrieval:674120f1da5486,TG:retrieval:933a27575fdacf,power outputs,power output,1,2,char_ngram_tfidf,0.810635,0.0,False,unreviewed_candidate,,
pair:55abcbb8398982bf,TG,TG:retrieval:a1da4e734503b9,TG:retrieval:c278a24343d78f,low thermal conductivity,thermal conductivity,2,2,char_ngram_tfidf,0.809207,0.0,False,unreviewed_candidate,,
pair:83de12be8192fd83,TG,TG:retrieval:d0c702265dada0,TG:retrieval:f76f3a08b07f7d,concentration difference between the two regions separated by the membrane,concentration differences between the two region separated by the ion-exchange membrane,1,1,char_ngram_tfidf,0.800588,0.0,False,unreviewed_candidate,,
pair:d3eca26e2540f165,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:9c13b05cadad1b,concentration gradient,ion concentration gradients,2,1,char_ngram_tfidf,0.800419,0.0,False,unreviewed_candidate,,
pair:fe2f9ceea20b7017,TG,TG:retrieval:5d875887f9af01,TG:retrieval:5f67823c585c24,concentration distribution,electrolyte concentration distribution,1,1,char_ngram_tfidf,0.797827,0.0,False,unreviewed_candidate,,
pair:e7c94c958fb8f900,TG,TG:retrieval:3a7ebbd8452408,TG:retrieval:ae544b7af8b85b,ion diffusion coefficients,diffusion coefficient,1,1,char_ngram_tfidf,0.796687,0.0,False,unreviewed_candidate,,
pair:fafa4b56483e6869,TG,TG:retrieval:5158ccfb155c76,TG:retrieval:669a448f68a152,interfacial resistance,interfacial resistance gating,1,1,char_ngram_tfidf,0.796477,0.0,False,unreviewed_candidate,,
pair:6fce164e4082e29e,TG,TG:retrieval:05caf78eab06c8,TG:retrieval:c278a24343d78f,effective thermal conductivity,thermal conductivity,1,2,char_ngram_tfidf,0.793137,0.0,False,unreviewed_candidate,,
pair:729d4e46d5528548,TG,TG:retrieval:7c24976382113f,TG:retrieval:d79e59b1b9284b,thermogalvanic reaction sites,thermogalvanic reaction,1,1,char_ngram_tfidf,0.792769,0.0,False,unreviewed_candidate,,
pair:0ee29684dd205727,TG,TG:retrieval:33b5ca3a89bbbd,TG:retrieval:464afa0930063c,maximum power output density,maximum power density,1,1,char_ngram_tfidf,0.79061,0.0,False,unreviewed_candidate,,
pair:37cf6e558450d617,TG,TG:retrieval:4e1443539e142d,TG:retrieval:67b1acb206baf5,conversion efficiency,energy conversion efficiency,2,1,char_ngram_tfidf,0.786946,0.0,False,unreviewed_candidate,,
pair:60e031660919b96b,TG,TG:retrieval:063259d1f77f8f,TG:retrieval:4a606af997cb13,short-circuit current,short circuit current,1,1,char_ngram_tfidf,0.786862,0.0,False,unreviewed_candidate,,
pair:03aaf6e734462699,TG,TG:retrieval:336c4140796b63,TG:retrieval:b8cf517bf9506e,electrocatalysis,electrostatic electrocatalysis,1,1,char_ngram_tfidf,0.780306,0.0,False,unreviewed_candidate,,
pair:2da1781d62a36d79,TG,TG:retrieval:2c18a34bbe7111,TG:retrieval:69a60adb03910f,thermoelectric voltage output,thermoelectric voltage,1,1,char_ngram_tfidf,0.774381,0.0,False,unreviewed_candidate,,
pair:679a4a03adbb3111,TG,TG:retrieval:3435acf01e3fc5,TG:retrieval:e1cce92f2f7a65,open-circuit voltage,open circuit voltage,2,1,char_ngram_tfidf,0.773231,0.0,False,unreviewed_candidate,,
pair:c6e1d07b11f6329d,TG,TG:retrieval:4b33d1d8f5ffe1,TG:retrieval:809d9faf6d0f7b,constant elastic modulus,elastic modulus,1,1,char_ngram_tfidf,0.771536,0.0,False,unreviewed_candidate,,
pair:aa620cf6fbcc999b,TG,TG:retrieval:89e24b532747aa,TG:retrieval:9d6d8c94579196,hydrogen bonding between water molecules,hydrogen bonding between solvent molecules,1,1,char_ngram_tfidf,0.768784,0.0,False,unreviewed_candidate,,
pair:3b06f5b03a3daaf9,TG,TG:retrieval:4f207cc6aca2b4,TG:retrieval:afc038f16cb296,thermodiffusion,anion thermodiffusion,3,1,char_ngram_tfidf,0.76635,0.0,False,unreviewed_candidate,,
pair:5d9fa53318d2c49d,TG,TG:retrieval:4f207cc6aca2b4,TG:retrieval:86807e23c06ce3,thermodiffusion,thermodiffusion effect,3,1,char_ngram_tfidf,0.765549,0.0,False,unreviewed_candidate,,
pair:f7f2e87a8ea3b53f,TG,TG:retrieval:9451f9d97d7cd4,TG:retrieval:c6a3a3fd212556,electroactive surface area,effective surface area,2,1,char_ngram_tfidf,0.765321,0.0,False,unreviewed_candidate,,
pair:a5b3325cef273a86,TG,TG:retrieval:1f189daeb2bf63,TG:retrieval:67b1acb206baf5,energy conversion,energy conversion efficiency,1,1,char_ngram_tfidf,0.764586,0.0,False,unreviewed_candidate,,
pair:7b4b05edaf361518,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:9339be66084b0a,concentration gradient,concentration gradient effects,2,1,char_ngram_tfidf,0.764247,0.0,False,unreviewed_candidate,,
pair:fa9a2f53840aaa9e,TG,TG:retrieval:09fd1f02ad5e1d,TG:retrieval:8cc094c3ff3cd9,Seebeck coefficient,Seebeck coefficient and sign,19,1,char_ngram_tfidf,0.759881,0.0,False,unreviewed_candidate,,
pair:f271c771a28f57e0,TG,TG:retrieval:9339be66084b0a,TG:retrieval:daac3d953b48b7,concentration gradient effects,concentration gradients,1,1,char_ngram_tfidf,0.758497,0.0,False,unreviewed_candidate,,
pair:deac45ddd133e18e,TG,TG:retrieval:07b7f57f9beff2,TG:retrieval:4ae99f9560b451,anti-freezing properties,anti-freezing,1,2,char_ngram_tfidf,0.758078,0.0,False,unreviewed_candidate,,
pair:c451313462206072,TG,TG:retrieval:2bada4013d3045,TG:retrieval:9abcc8794c4aa6,temperature difference across the cell,temperature difference across the droplet,1,1,char_ngram_tfidf,0.756942,0.0,False,unreviewed_candidate,,
pair:21f4c95eddcb9b70,TG,TG:retrieval:1cfde907dadf38,TG:retrieval:ad03284b802e7a,solvation entropy difference,solvation entropy differences of redox ions,1,1,char_ngram_tfidf,0.753061,0.0,False,unreviewed_candidate,,
pair:018b17985bfdf377,TG,TG:retrieval:9946ad12db3f14,TG:retrieval:c79883d3f65393,heat-to-electricity energy conversion efficiency,heat-to-electricity conversion,1,2,char_ngram_tfidf,0.748284,0.0,False,unreviewed_candidate,,
pair:ac81f09b55edb4d9,TG,TG:retrieval:4f207cc6aca2b4,TG:retrieval:d139d5fcf6355e,thermodiffusion,thermodiffusion of the cation,3,1,char_ngram_tfidf,0.746614,0.0,False,unreviewed_candidate,,
pair:99f3c346ecd89c11,TG,TG:retrieval:b38c11cd557a35,TG:retrieval:c8392dc7c2bc93,photothermal layer,upper photothermal layer,1,1,char_ngram_tfidf,0.745919,0.0,False,unreviewed_candidate,,
pair:ab9494ce8b2ef8a6,TG,TG:retrieval:3a7ebbd8452408,TG:retrieval:b7396daa0c012d,ion diffusion coefficients,higher diffusion coefficients,1,1,char_ngram_tfidf,0.743521,0.0,False,unreviewed_candidate,,
pair:6a941b72b7da65da,TG,TG:retrieval:77a080960635e0,TG:retrieval:d6c7e9d9cf1bf4,sodium sulphate,sodium hydrogen sulphate,1,1,char_ngram_tfidf,0.743116,0.0,False,unreviewed_candidate,,
pair:3caebf9d0a6455e2,TG,TG:retrieval:195509cbe46ffb,TG:retrieval:3560c1a04740b8,electric power generation,power generation,1,1,char_ngram_tfidf,0.742618,0.0,False,unreviewed_candidate,,
pair:8325970e60ed6145,TG,TG:retrieval:4f207cc6aca2b4,TG:retrieval:dfc7928d56ae8e,thermodiffusion,thermodiffusion term,3,1,char_ngram_tfidf,0.741743,0.0,False,unreviewed_candidate,,
pair:53b1427a896b0924,TG,TG:retrieval:0d7dd542b4c314,TG:retrieval:a2d44f8be49824,thermo-diffusion effect of electrolyte ions,thermodiffusion effect of electrolyte,1,1,char_ngram_tfidf,0.740616,0.0,False,unreviewed_candidate,,
pair:cecffccf86fb3e70,TG,TG:retrieval:399e0bb9efaec3,TG:retrieval:ef3f7b1e7a4aa2,redox ion transport,ion transport,1,1,char_ngram_tfidf,0.739513,0.0,False,unreviewed_candidate,,
pair:2a2f483bad175803,TG,TG:retrieval:5f67823c585c24,TG:retrieval:6c11edd7870173,electrolyte concentration distribution,electrolyte concentration,1,1,char_ngram_tfidf,0.738371,0.0,False,unreviewed_candidate,,
pair:f51be4d2ce3e7865,TG,TG:retrieval:5f2aaf7b523a5d,TG:retrieval:8cd0541cb0e793,electron transfer resistance,mass transfer resistance,1,1,char_ngram_tfidf,0.7369,0.0,False,unreviewed_candidate,,
pair:58ffeffc5b81bca7,TG,TG:retrieval:3ca65ab2ad7ece,TG:retrieval:c278a24343d78f,electrical conductivity,thermal conductivity,1,2,char_ngram_tfidf,0.736834,0.0,False,unreviewed_candidate,,
pair:c08aa6706eb318d7,TG,TG:retrieval:559f8bdbda9320,TG:retrieval:5f2aaf7b523a5d,decrease in electron transfer resistance,electron transfer resistance,1,1,char_ngram_tfidf,0.736585,0.0,False,unreviewed_candidate,,
pair:ac46b722785a5d7f,TG,TG:retrieval:c1c65175e9223a,TG:retrieval:fe6ba53124bd1a,redox solvation entropy,solvation entropy,1,1,char_ngram_tfidf,0.736196,0.0,False,unreviewed_candidate,,
pair:c21fa554f6c6156e,TG,TG:retrieval:8cc094c3ff3cd9,TG:retrieval:b99fead199ac03,Seebeck coefficient and sign,Seebeck coefficients,1,2,char_ngram_tfidf,0.736167,0.0,False,unreviewed_candidate,,
pair:ea043d6037bc8697,TG,TG:retrieval:4a1898716ef677,TG:retrieval:ac2c6b98eeb481,performance,performance difference,4,1,char_ngram_tfidf,0.735696,0.0,False,unreviewed_candidate,,
pair:512c0f1171770525,TG,TG:retrieval:63858b1c570195,TG:retrieval:f4ad3bfafd37c5,ionic electrical conductivity,ionic conductivity,1,4,char_ngram_tfidf,0.734765,0.0,False,unreviewed_candidate,,
pair:3b00b1adbd9523ee,TG,TG:retrieval:4e1443539e142d,TG:retrieval:9c159c91bb505b,conversion efficiency,solar thermal conversion efficiency,2,1,char_ngram_tfidf,0.733923,0.0,False,unreviewed_candidate,,
pair:25d3156249a1c877,TG,TG:retrieval:0f7abdcda94d4a,TG:retrieval:b99fead199ac03,apparent Seebeck coefficients,Seebeck coefficients,1,2,char_ngram_tfidf,0.730103,0.0,False,unreviewed_candidate,,
pair:1d130e861d54b3e9,TG,TG:retrieval:33b5ca3a89bbbd,TG:retrieval:d9627997fdee71,maximum power output density,power output density,1,1,char_ngram_tfidf,0.728574,0.0,False,unreviewed_candidate,,
pair:73fc60c3ac996af6,TG,TG:retrieval:09fd1f02ad5e1d,TG:retrieval:0e7e949952fd9d,Seebeck coefficient,initial Seebeck coefficient,19,1,char_ngram_tfidf,0.728508,0.0,False,unreviewed_candidate,,
pair:fb208d7f84af42f0,TG,TG:retrieval:4811c1dab58b4c,TG:retrieval:99cd8f86129b8e,output power,output power density,3,1,char_ngram_tfidf,0.728184,0.0,False,unreviewed_candidate,,
pair:f1b8a86f577b9c6e,TG,TG:retrieval:4bd655270affc3,TG:retrieval:ae7a904595125e,mutual power enhancement,power enhancement,1,1,char_ngram_tfidf,0.728075,0.0,False,unreviewed_candidate,,
pair:8a8c799ec4fc8839,TG,TG:retrieval:ab130a8a284287,TG:retrieval:e30f2b02b4b899,creation of the concentration difference,Concentration difference,1,1,char_ngram_tfidf,0.727684,0.0,False,unreviewed_candidate,,
pair:d9220f5ef35c06fa,TG,TG:retrieval:4341dc6ea1a614,TG:retrieval:c63eb3b24487a0,thermodiffusive and thermogalvanic effects,thermogalvanic effects,1,2,char_ngram_tfidf,0.725962,0.0,False,unreviewed_candidate,,
pair:0a163e9381a09d2b,TG,TG:retrieval:39ec695e66ef19,TG:retrieval:d0d28347966aaa,salting out effect,salting-out effect,1,1,char_ngram_tfidf,0.725948,0.0,False,unreviewed_candidate,,
pair:31d01002551c048e,TG,TG:retrieval:16a3022b0f2869,TG:retrieval:ea6b132070b2dc,electrochemical active surface,electrochemically active surface area,1,1,char_ngram_tfidf,0.725636,0.0,False,unreviewed_candidate,,
pair:1474e06a90d0b8f4,TG,TG:retrieval:0a77fb0ceef3eb,TG:retrieval:40038d1502d0e9,cation exchange membrane,resistance of the ion exchange membrane,1,1,char_ngram_tfidf,0.725259,0.0,False,unreviewed_candidate,,
pair:4599a006a9546934,TG,TG:retrieval:1aa8b41b4be2f2,TG:retrieval:25cf535032e514,corrosion rates,corrosion,1,2,char_ngram_tfidf,0.722194,0.0,False,unreviewed_candidate,,
pair:1e476d3d3d89271e,TG,TG:retrieval:70ca2912d4b104,TG:retrieval:d79e59b1b9284b,thermogalvanic redox,thermogalvanic reaction,1,1,char_ngram_tfidf,0.721475,0.0,False,unreviewed_candidate,,
pair:a2b65fa4dc770e7c,TG,TG:retrieval:c7342afa2274db,TG:retrieval:ea6b132070b2dc,electrochemically accessible surface areas,electrochemically active surface area,1,1,char_ngram_tfidf,0.720713,0.0,False,unreviewed_candidate,,
pair:77eec40726ff65b5,TG,TG:retrieval:9b852b6e7f77e3,TG:retrieval:c9c9b8fc2a5cd4,mechanical properties,thermopower and mechanical properties,1,1,char_ngram_tfidf,0.720072,0.0,False,unreviewed_candidate,,
pair:efd1fae352530c9f,TG,TG:retrieval:8e013290b56ade,TG:retrieval:be9fd247023fcd,gold nanoparticles,dissolution of the gold nanoparticles,1,1,char_ngram_tfidf,0.718992,0.0,False,unreviewed_candidate,,
pair:83c12d3172958dc0,TG,TG:retrieval:2ad4a672107db5,TG:retrieval:9b852b6e7f77e3,mechanical tensile properties,mechanical properties,1,1,char_ngram_tfidf,0.718858,0.0,False,unreviewed_candidate,,
pair:3e998d8b1b3fae92,TG,TG:retrieval:2de2f061513355,TG:retrieval:dcb34b271703ff,ice crystallization,crystallization,1,1,char_ngram_tfidf,0.718029,0.0,False,unreviewed_candidate,,
pair:8377d38ee5763e5e,TG,TG:retrieval:6191b5381aad91,TG:retrieval:6ee4a76620e6c7,thermopower,ionic thermopower,14,1,char_ngram_tfidf,0.718017,0.0,False,unreviewed_candidate,,
pair:d857f163ab301812,TG,TG:retrieval:09fd1f02ad5e1d,TG:retrieval:9ca52161c3162c,Seebeck coefficient,apparent Seebeck coefficient,19,1,char_ngram_tfidf,0.71762,0.0,False,unreviewed_candidate,,
pair:df32cf8c40f6af47,TG,TG:retrieval:25cf535032e514,TG:retrieval:34d4da4fbad383,corrosion,corrosion area,2,1,char_ngram_tfidf,0.71562,0.0,False,unreviewed_candidate,,
pair:f6aaf6cc067bc53d,TG,TG:retrieval:18f7c1a16da335,TG:retrieval:4c908e59029d33,hydrogen bonds among water molecules,hydrogen bonds between water molecules,1,1,char_ngram_tfidf,0.715033,0.0,False,unreviewed_candidate,,
pair:3936091043ef0528,TG,TG:retrieval:087881be01e187,TG:retrieval:468793fa677c8b,electrical performance,mechanical performance,1,1,char_ngram_tfidf,0.714744,0.0,False,unreviewed_candidate,,
pair:0c7bfd50e378ad58,TG,TG:retrieval:39e87a5dfaa2d0,TG:retrieval:4e6adfe6133e86,thermogalvanic effect of Fe2+/Fe3+,thermogalvanic effect (Fe2+/Fe3+),1,1,char_ngram_tfidf,0.710514,0.0,False,unreviewed_candidate,,
pair:831fd3cb5762c9b6,TG,TG:retrieval:0ef47e95beb534,TG:retrieval:89e24b532747aa,hydrogen bonding between ethylene glycol and water molecules,hydrogen bonding between water molecules,1,1,char_ngram_tfidf,0.709485,0.0,False,unreviewed_candidate,,
pair:f62a178b196c4e41,TG,TG:retrieval:7b2c268e600f71,TG:retrieval:ae54457f61857f,power density,power density output,2,1,char_ngram_tfidf,0.704197,0.0,False,unreviewed_candidate,,
pair:49be75ed620ae59b,TG,TG:retrieval:44de760f25cea0,TG:retrieval:4c908e59029d33,hydrogen bonds between water and DMSO,hydrogen bonds between water molecules,1,1,char_ngram_tfidf,0.702514,0.0,False,unreviewed_candidate,,
pair:2cee501e65a068a8,TG,TG:retrieval:35242df890d139,TG:retrieval:67b1acb206baf5,power conversion efficiency,energy conversion efficiency,1,1,char_ngram_tfidf,0.702041,0.0,False,unreviewed_candidate,,
pair:8c0dc8eb167685b0,TG,TG:retrieval:3b6c9516301f0d,TG:retrieval:fd6d1cc66e16df,absolute temperature coefficient,temperature coefficient,1,2,char_ngram_tfidf,0.701541,0.0,False,unreviewed_candidate,,
pair:f6268d463c68cf82,TG,TG:retrieval:4dc19b02a7c332,TG:retrieval:7c3394f61a21e1,interelectrode temperature difference,temperature difference,1,3,char_ngram_tfidf,0.69724,0.0,False,unreviewed_candidate,,
pair:e8bbb16f5068f7cc,TG,TG:retrieval:3f78ba55b6756f,TG:retrieval:c293f43f5d8183,diffusive mass transfer,convective mass transfer,1,1,char_ngram_tfidf,0.696981,0.0,False,unreviewed_candidate,,
pair:b7c926d6a9fc96cc,TG,TG:retrieval:4ab3c9751650d7,TG:retrieval:e62adce6cbe4c7,redox reaction entropy,redox reactions,1,3,char_ngram_tfidf,0.696099,0.0,False,unreviewed_candidate,,
pair:f55181addf489c3d,TG,TG:retrieval:9451f9d97d7cd4,TG:retrieval:ea6b132070b2dc,electroactive surface area,electrochemically active surface area,2,1,char_ngram_tfidf,0.695732,0.0,False,unreviewed_candidate,,
pair:6ad009ce3363b38e,TG,TG:retrieval:06f81012937940,TG:retrieval:d19dc9d1b6a37e,solvation entropy change and concentration ratio difference of redox ions,entropy change and concentration difference of redox couple,1,1,char_ngram_tfidf,0.695507,0.0,False,unreviewed_candidate,,
pair:db150397405f77c1,TG,TG:retrieval:2c18a34bbe7111,TG:retrieval:e75ed2124c362e,thermoelectric voltage output,voltage output,1,1,char_ngram_tfidf,0.694245,0.0,False,unreviewed_candidate,,
pair:4a0808c37a66c916,TG,TG:retrieval:142a667fa51f88,TG:retrieval:aba77aeae1e828,continuous concentration gradient of redox ions,concentration gradient of redox ion pairs,1,1,char_ngram_tfidf,0.691812,0.0,False,unreviewed_candidate,,
pair:ad29dc443159e871,TG,TG:retrieval:1f9afd542a944a,TG:retrieval:5e3bbb57637208,current density,output current density,1,1,char_ngram_tfidf,0.691684,0.0,False,unreviewed_candidate,,
pair:b0e5ce17f8fae5ae,TG,TG:retrieval:0f9bdfc89ff537,TG:retrieval:583c261fa9b9fc,Thermogalvanic corrosion,thermogalvanic corrosion of the copper electrode,1,1,char_ngram_tfidf,0.691492,0.0,False,unreviewed_candidate,,
pair:b7e0ae9a7dbffb71,TG,TG:retrieval:86807e23c06ce3,TG:retrieval:a2d44f8be49824,thermodiffusion effect,thermodiffusion effect of electrolyte,1,1,char_ngram_tfidf,0.690612,0.0,False,unreviewed_candidate,,
pair:b96eb93c6e07607d,TG,TG:retrieval:521028e56e2f46,TG:retrieval:9b852b6e7f77e3,compliant mechanical properties,mechanical properties,1,1,char_ngram_tfidf,0.68939,0.0,False,unreviewed_candidate,,
pair:c9f1ef0db4bb5d9d,TG,TG:retrieval:ae544b7af8b85b,TG:retrieval:b7396daa0c012d,diffusion coefficient,higher diffusion coefficients,1,1,char_ngram_tfidf,0.689305,0.0,False,unreviewed_candidate,,
pair:6c9ca3ebc1aaad8a,TG,TG:retrieval:3b0484b5304e7b,TG:retrieval:b3e65e6d9b7b8a,activation overpotential,lithiation overpotential,1,1,char_ngram_tfidf,0.688671,0.0,False,unreviewed_candidate,,
pair:743bb42fc5ed1778,TG,TG:retrieval:67b1acb206baf5,TG:retrieval:9946ad12db3f14,energy conversion efficiency,heat-to-electricity energy conversion efficiency,1,1,char_ngram_tfidf,0.687236,0.0,False,unreviewed_candidate,,
pair:0bbbe92fabc907b3,TG,TG:retrieval:933a27575fdacf,TG:retrieval:d9627997fdee71,power output,power output density,2,1,char_ngram_tfidf,0.686842,0.0,False,unreviewed_candidate,,
pair:e39dcd06c78d782a,TG,TG:retrieval:1cfde907dadf38,TG:retrieval:ecbb6ef794f31b,solvation entropy difference,redox entropy difference,1,1,char_ngram_tfidf,0.686625,0.0,False,unreviewed_candidate,,
pair:ee184991ddcb33b8,TG,TG:retrieval:25d2fc370f09b1,TG:retrieval:6309c09c15d3df,entropy difference of the redox couple,entropy difference of the [Fe(CN)6]3-/4-redox couple,1,1,char_ngram_tfidf,0.6866,0.0,False,unreviewed_candidate,,
pair:97f0d73d5ff31f96,TG,TG:retrieval:055861b7663c07,TG:retrieval:087881be01e187,thermoelectric performance,electrical performance,3,1,char_ngram_tfidf,0.684609,0.0,False,unreviewed_candidate,,
pair:f5321510c5f15f1f,TG,TG:retrieval:cbd769a8aefe16,TG:retrieval:fbd6da8a946037,thermosensitive crystallization process,thermosensitive-crystallization,1,1,char_ngram_tfidf,0.681265,0.0,False,unreviewed_candidate,,
pair:238e0ffd5b7bcffb,TG,TG:retrieval:464afa0930063c,TG:retrieval:71d48b62233929,maximum power density,maximum power output,1,1,char_ngram_tfidf,0.681041,0.0,False,unreviewed_candidate,,
pair:d0e7db676aa69d07,TG,TG:retrieval:05caf78eab06c8,TG:retrieval:a1da4e734503b9,effective thermal conductivity,low thermal conductivity,1,2,char_ngram_tfidf,0.680276,0.0,False,unreviewed_candidate,,
pair:04c0eac831b00410,TG,TG:retrieval:7b2c268e600f71,TG:retrieval:99cd8f86129b8e,power density,output power density,2,1,char_ngram_tfidf,0.676891,0.0,False,unreviewed_candidate,,
pair:49bdac144cd0d300,TG,TG:retrieval:99756452b1393a,TG:retrieval:fd6d1cc66e16df,temperature coefficient (alpha),temperature coefficient,1,2,char_ngram_tfidf,0.676654,0.0,False,unreviewed_candidate,,
pair:d4b98667a661fe60,TG,TG:retrieval:4a1898716ef677,TG:retrieval:f33af28b6a45b8,performance,cell performance,4,1,char_ngram_tfidf,0.676368,0.0,False,unreviewed_candidate,,
pair:58023f5d5ca3500d,TG,TG:retrieval:17c80fd6e152a2,TG:retrieval:cd680da98e84cd,electrical energy,heat into electrical energy,1,1,char_ngram_tfidf,0.676174,0.0,False,unreviewed_candidate,,
