paper_id,source,year,title,doi,concept,concept_type,graph_role
TG_0006,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,thermoelectric conversion,material_system,background
TG_0006,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,temperature difference,material_system,background
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,redox couple,redox_chemistry,background
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,thermoelectric conversion,material_system,background
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,low temperatures,material_system,recommendation_candidate
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,thermogalvanic redox,material_system,recommendation_candidate
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,pva hydrogel,material_system,recommendation_candidate
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,body temperature,material_system,background
TG_0007,TG,2024,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,10.1038/s41378-024-00693-6,self-powered temperature,material_system,background
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,thermogalvanic cells,material_system,background
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,thermogalvanic redox,material_system,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,redox reaction,redox_chemistry,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,redox ions,material_system,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,concentration gradient,material_system,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,ion concentration,material_system,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,thermogalvanic power,material_system,recommendation_candidate
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,concentration difference,material_system,background
TG_0008,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,thermogalvanic devices,material_system,background
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,thermogalvanic cells,material_system,background
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,thermogalvanic cell,material_system,background
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,concentration gradient,material_system,recommendation_candidate
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,ambient temperature,material_system,recommendation_candidate
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,electrolyte concentration,material_system,background
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,water evaporation,material_system,background
TG_0009,TG,2025,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,10.1002/adfm.202503541,boosting thermopower,property_metric,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,power density,property_metric,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,energy conversion,material_system,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,temperature gradient,material_system,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,thermogalvanic cells,material_system,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,redox pair,material_system,recommendation_candidate
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,conversion devices,material_system,recommendation_candidate
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,significant attention,material_system,recommendation_candidate
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,redox pairs,material_system,recommendation_candidate
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,functional groups,material_system,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,energy conversion devices,material_system,background
TG_0010,TG,2025,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,10.1021/acsaem.4c02835,redox chemistry,material_system,background
TG_0011,TG,2025,Self-powered versatile on-hand virtual interface enabled by thermogalvanic hydrogel,10.1016/j.cej.2025.167739,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0011,TG,2025,Self-powered versatile on-hand virtual interface enabled by thermogalvanic hydrogel,10.1016/j.cej.2025.167739,human-machine interaction,material_system,background
TG_0012,TG,2025,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring,10.1039/d5ta00253b,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,enhancing thermodiffusion,transport_mechanism,recommendation_candidate
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,ionic conductivity,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,power density,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,energy conversion,material_system,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,thermogalvanic cells,material_system,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,ionic seebeck,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,ionic seebeck coefficient,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,output power density,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,maximum power density,property_metric,recommendation_candidate
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,normalized maximum power density,property_metric,recommendation_candidate
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,electrostatic interactions,solvation_entropy,recommendation_candidate
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,thermal energy conversion,material_system,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,seebeck coefficient,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,conversion technologies,material_system,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,energy conversion technologies,material_system,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,low thermopower,property_metric,background
TG_0013,TG,2025,Solid-state n-type thermodiffusion-assisted thermogalvanic cells with unprecedented thermal energy conversion,10.1039/d5ee01216c,n-type thermogalvanic,material_system,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,power density,property_metric,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,high thermopower,property_metric,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,output power density,property_metric,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,thermogalvanic redox,material_system,recommendation_candidate
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,ionic thermocells,material_system,recommendation_candidate
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,hydrogel thermocell,material_system,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,specific output power density,property_metric,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,high specific output power density,property_metric,background
TG_0014,TG,2023,Strong Tough Thermogalvanic Hydrogel Thermocell With Extraordinarily High Thermoelectric Performance,10.1002/adma.202300696,stretchable thermogalvanic,material_system,background
TG_0015,TG,2025,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,10.1002/smll.202405911,redox couple,redox_chemistry,background
TG_0015,TG,2025,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,10.1002/smll.202405911,high thermopower,property_metric,background
TG_0015,TG,2025,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,10.1002/smll.202405911,redox thermogalvanic,material_system,background
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,temperature difference,material_system,background
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,redox couple,redox_chemistry,background
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,thermogalvanic hydrogel,material_system,recommendation_candidate
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,redox ions,material_system,recommendation_candidate
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,thermogalvanic gels,material_system,background
TG_0016,TG,2025,Deep-learning-assisted thermogalvanic hydrogel fiber sensor for self-powered in-nostril respiratory monitoring,10.1016/j.jcis.2024.09.132,alcohol hydrogel,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,solvation structure,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,power density,property_metric,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,energy conversion,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,temperature range,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,thermogalvanic cells,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,high temperature,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,thermogalvanic cell,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,temperature coefficient,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,concentration gradient,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,lower temperatures,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,considerable attention,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,organic solvents,material_system,recommendation_candidate
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,thermogalvanic electrolyte,material_system,background
TG_0017,TG,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,working temperature,material_system,background
TG_0018,TG,2024,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,10.1016/j.cej.2024.150816,ionic thermoelectric,material_system,background
TG_0018,TG,2024,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,10.1016/j.cej.2024.150816,ionic conductivity,property_metric,background
TG_0018,TG,2024,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,10.1016/j.cej.2024.150816,high conductivity,property_metric,recommendation_candidate
TG_0018,TG,2024,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,10.1016/j.cej.2024.150816,ionic gel,material_system,recommendation_candidate
TG_0018,TG,2024,Coupling thermogalvanic and piezoresistive effects in a robust hydrogel for Deep-Learning-Assisted Self-Powered sign language and object recognition,10.1016/j.cej.2024.150816,coupling thermogalvanic,material_system,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,ionic thermoelectric,material_system,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,thermogalvanic cells,material_system,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,high thermopower,property_metric,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,temperature gradients,material_system,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,molecular dynamics simulations,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,thermogalvanic redox,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,dynamics simulations,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,entropy difference,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,redox pair,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,ionic thermoelectric devices,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,large temperature,material_system,recommendation_candidate
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,seebeck coefficient,property_metric,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,configurational entropy,phase_or_species_transition,background
TG_0019,TG,2025,On a Continuous Aqueous Thermogalvanic Redox Agent with Anomalous Thermopower,10.1021/acs.nanolett.5c02774,aqueous thermogalvanic,material_system,background
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,power density,property_metric,background
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,energy conversion,material_system,background
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,thermogalvanic cells,material_system,background
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,thermogalvanic cell,material_system,background
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,ion concentration,material_system,recommendation_candidate
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,concentration gradients,material_system,recommendation_candidate
TG_0020,TG,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,redox pairs,material_system,recommendation_candidate
