pair_id,domain,left_mention_id,right_mention_id,left_concept_id,right_concept_id,decision,semantic_relation,reason,review_source,review_status,merge_applied
pair:dff73e3b9239f7941f9c,iTE,iTE:P0337:n4,iTE:P0413:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:655b06816b20f97c2461,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 超高离子alpha,equivalent_proposals,astra_adjudicated,False
pair:85f1d3cf88928703bed0,iTE,iTE:P0337:n4,iTE:P0436:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:0d876ccd21ad800d2d5c,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 大离子热电势系数,equivalent_proposals,astra_adjudicated,False
pair:8095fe0bbe726a3d1c01,iTE,iTE:P0337:n4,iTE:P0503:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:b890432570a6fbd4942b,iTE,iTE:P0337:n4,iTE:P0616:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:ca233f75a7954a9caeb0,iTE,iTE:P0337:n4,iTE:P1488:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:5db942ae17cabc5175f8,iTE,iTE:P0344:n4,iTE:P0345:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:de3de1e8fe8e4b10790c,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:5fb924c17606f9f951ce,iTE,iTE:P0344:n4,iTE:P0352:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:1828cf58681c06cf6b97,iTE,iTE:P0344:n4,iTE:P0364:n4,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:b5f6effd3907a02608b2,iTE,iTE:P0344:n4,iTE:P0379:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:0d77a0ecf1adca88efdb,iTE,iTE:P0344:n4,iTE:P0385:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:ffbf032dc76619537026,iTE,iTE:P0344:n4,iTE:P0406:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:8a05a9a9468a02f10e11,iTE,iTE:P0344:n4,iTE:P0414:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:ada36745687caea4218d,iTE,iTE:P0344:n4,iTE:P0446:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:bdcfc02b1959c16a7b57,iTE,iTE:P0344:n4,iTE:P0454:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:3d3d38907ff6b68726e9,iTE,iTE:P0344:n4,iTE:P0462:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:11e3dfcd4db3038b4595,iTE,iTE:P0344:n4,iTE:P0498:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:c2f2ec656a5473848b09,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 有限温差非线性表观离子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:ea56f62056d8a98e675d,iTE,iTE:P0344:n4,iTE:P0506:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:4efa1f66e6fee63cab73,iTE,iTE:P0344:n4,iTE:P0509:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:b2f428631c23b3e7c3e9,iTE,iTE:P0344:n4,iTE:P0547:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:08bad0d8741cb2b43914,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电动学等效Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:aa32bb81b990365ea87d,iTE,iTE:P0344:n4,iTE:P0577:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:f6509061cc6783c2f1d9,iTE,iTE:P0344:n4,iTE:P0581:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:fb919601d5c40fe8c559,iTE,iTE:P0344:n4,iTE:P0595:n4,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:3b4f5c5354a756670bf9,iTE,iTE:P0344:n4,iTE:P0617:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:a5a8952bd5cf6d9878a4,accept,equivalent_to,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
