entry_id,paper_id,source,year,title,doi,role,text,label,x,y
iTE1_0005_material,iTE1_0005,iTE1,2025,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,10.1002/smll.202501960,material,ionic thermoelectric hydrogel with oxygen-containing functional groups and oriented ionic transport nanochannels,ionic thermoelectric hydrogel with oxygen...,13.830203,-0.11710302
iTE1_0005_mechanism,iTE1_0005,iTE1,2025,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,10.1002/smll.202501960,mechanism,"oxygen-containing functional groups and oriented ionic transport nanochannels maintain ionic transport, enable electrolyte replenishment after drying, and support long-term thermopower recovery",oxygen-containing functional groups and o...,11.516864,-1.0964111
iTE1_0006_material,iTE1_0006,iTE1,2025,Phase transition driven tough hydrogel ionic thermoelectric cell with giant thermopower,10.1038/s41467-025-64054-1,material,temperature-responsive supramolecular P(N-acryloylsemicarbazide-co-acrylic acid) (PNA) hydrogel,temperature-responsive supramolecular P(N...,14.7043495,0.29081538
iTE1_0006_mechanism,iTE1_0006,iTE1,2025,Phase transition driven tough hydrogel ionic thermoelectric cell with giant thermopower,10.1038/s41467-025-64054-1,mechanism,volume phase transition generates ion entropy difference and enhances redox reaction efficiency and ionic thermodiffusion rate,volume phase transition generates ion...,12.978231,-2.304813
iTE1_0007_material,iTE1_0007,iTE1,2025,Wearable Solar Ionic Thermoelectric Detectors for Human Motion Monitoring and Language Recognition Conversion,10.1002/adfm.202422592,material,self-assembled MoS2/carbon hollow nanoflower fabric with [Fe(CN)6]3-/4- thermoelectric gel,self-assembled MoS2/carbon hollow nanoflo...,15.2194195,-1.4639295
iTE1_0007_mechanism,iTE1_0007,iTE1,2025,Wearable Solar Ionic Thermoelectric Detectors for Human Motion Monitoring and Language Recognition Conversion,10.1002/adfm.202422592,mechanism,"MoS2/carbon hollow heterostructure gives strong light absorption and photothermal conversion, creating a temperature gradient that drives thermoelectric gel voltage output",MoS2/carbon hollow heterostructure gives...,12.020706,-2.0334334
iTE1_0008_material,iTE1_0008,iTE1,2025,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,material,PVA/CNF/PVP/EMIM:DCA complex ionogel; CNF = cellulose nanofibers; PVP = polyvinyl pyrrolidone; EMIM:DCA = 1-ethyl-3-methylimidazolium dicyanamide,PVA/CNF/PVP/EMIM:DCA complex ionogel; CNF...,15.290419,0.90238935
iTE1_0008_mechanism,iTE1_0008,iTE1,2025,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,mechanism,"reversible hydrogen bonds, PVA crystalline segments, hydrogen bonding, ion-dipole interactions, and other noncovalent interactions form a dynamic self-healing stretchable network","reversible hydrogen bonds, PVA crystallin...",13.269295,-1.0028137
iTE1_0009_material,iTE1_0009,iTE1,2025,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,10.1002/aenm.202500584,material,"n-type ionic hydrogel electrolyte from quaternized chitosan and guanidine cross-linked by glutaraldehyde, with crown ether and NiCo(CO3)(OH)2 anode",n-type ionic hydrogel electrolyte from...,14.222012,0.25664875
iTE1_0009_mechanism,iTE1_0009,iTE1,2025,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,10.1002/aenm.202500584,mechanism,dual positive groups provide bidirectional cationic anchoring; crown ether complexation enhances thermal diffusion; hydrophilic NiCo(CO3)(OH)2 electrode facilitates interfacial ion and electron transfer,dual positive groups provide bidirectiona...,12.575585,-1.4805844
iTE1_0010_material,iTE1_0010,iTE1,2025,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,material,Portland cement/cement-based material with pore solution containing OH- ions,Portland cement/cement-based material wit...,12.985591,2.1532347
iTE1_0010_mechanism,iTE1_0010,iTE1,2025,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,10.1016/j.conbuildmat.2025.144173,mechanism,"OH- ions migrate toward the colder region under a temperature gradient, giving n-type behavior; ion leaching changes the material from n-type to p-type; optimized pore structure improves ion transport and storage",OH- ions migrate toward the...,11.445276,-0.27436483
iTE1_0011_material,iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,material,PVA/CMC-Na/NaTFSI ionic thermoelectric hydrogel fabricated by electrohydrodynamic printing and freeze-thaw processing,PVA/CMC-Na/NaTFSI ionic thermoelectric hy...,13.811656,-0.18343827
iTE1_0011_mechanism,iTE1_0011,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,mechanism,"EHD printing produces ordered ion distribution; electronegative CMC-Na induces Manning counterion condensation, improving selective ion migration and Seebeck coefficient",EHD printing produces ordered ion...,11.49573,-3.3374267
iTE1_0012_material,iTE1_0012,iTE1,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,material,ionic thermoelectric gelatin tactile sensor,ionic thermoelectric gelatin tactile sensor,12.84759,0.039870474
iTE1_0012_mechanism,iTE1_0012,iTE1,2025,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,10.1016/j.nanoen.2025.111156,mechanism,"thermoelectric response arises from synergy between ion thermodiffusion and thermogalvanic effects; applied pressure changes thermopower, enabling force-temperature decoupling",thermoelectric response arises from syner...,13.476755,-1.8648612
iTE1_0013_material,iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,material,adhesive self-healing cationic high-entropy gel G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+,adhesive self-healing cationic high-entro...,13.438348,-0.76348543
iTE1_0013_mechanism,iTE1_0013,iTE1,2025,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,10.1002/anie.202511293,mechanism,"multication-anion interactions in a high-entropy gel improve redox reaction entropy change, exchange current density, and ionic conductivity; thermogalvanic and thermodiffusion effects jointly contribute",multication-anion interactions in a high...,13.19081,-1.9156828
iTE1_0014_material,iTE1_0014,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,material,hardened cement modified with nickel foam-carbon nanotube electrodes and PVA hydrogel,hardened cement modified with nickel...,14.077211,0.59984
iTE1_0014_mechanism,iTE1_0014,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,mechanism,PVA hydrogel changes capillary porosity and charge transport; pure cement thermopower is attributed to water diffusion inside CNT nanochannels and cement microcracks/capillaries,PVA hydrogel changes capillary porosity...,12.97342,2.0246382
iTE1_0015_material,iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,material,Fmoc-FF/choline chloride/ethylene glycol deep-eutectic-solvent eutectogel,Fmoc-FF/choline chloride/ethylene glycol...,16.116468,1.324176
iTE1_0015_mechanism,iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,mechanism,Fmoc-FF forms porous eutectogels through pi-pi interactions between Fmoc groups; deep eutectic solvent provides ionic conductivity while preserving biodegradable peptide network,Fmoc-FF forms porous eutectogels through...,16.164846,1.275345
iTE1_0016_material,iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,material,"all-wood ionic gel from reconstructed lignocellulose channels with sodium lignosulfonate, NaOH, and urea",all-wood ionic gel from reconstructed...,15.636537,0.44658464
iTE1_0016_mechanism,iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,mechanism,reconstructed lignocellulose ion channels enriched with negative charges and fixed anions promote rapid selective cation migration under a temperature gradient,reconstructed lignocellulose ion channels...,11.939511,-2.3326786
iTE1_0017_material,iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,material,amine-functionalized lignin-based hydrogel infiltrated with 1 M KCl electrolyte,amine-functionalized lignin-based hydroge...,14.130652,0.36449677
iTE1_0017_mechanism,iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,mechanism,cross-linking and amine functionalization transform lignin hydrogel from p-type to n-type; KCl infiltration provides high ionic conductivity and negative thermopower,cross-linking and amine functionalization...,11.521403,-0.3953561
iTE1_0018_material,iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,material,cryo-temperature ionic thermoelectric liquid cell using formamide/water eutectic solvent,cryo-temperature ionic thermoelectric liq...,16.103313,1.2870303
iTE1_0018_mechanism,iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,mechanism,"formamide disrupts the water hydrogen-bond network to form a deep eutectic solvent, enabling low-temperature operation; hydrophilic and gold-coated electrode treatments improve cell output",formamide disrupts the water hydrogen-bon...,16.12155,1.2515752
iTE1_0019_material,iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,material,PVDF-HFP/EMIM:DCA ionogel fiber modified with ethanol and NaTFSI,PVDF-HFP/EMIM:DCA ionogel fiber modified...,15.187992,1.0442568
iTE1_0019_mechanism,iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,mechanism,"ethanol and NaTFSI improve ionic mobility and enhance diffusion difference between cations and anions, increasing ionic conductivity and Seebeck coefficient",ethanol and NaTFSI improve ionic...,11.776978,-3.232104
iTE1_0020_material,iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,material,"ionic thermoelectric-electrochemical cell using asymmetric gels with FeCN4-/3-, I-/I3-, and CF3SO3K",ionic thermoelectric-electrochemical cell...,12.371177,-0.13859503
iTE1_0020_mechanism,iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,mechanism,tailoring asymmetric gel compositions and redox-couple ratios improves thermoelectric-electrochemical conversion; built-in CEM further increases output power density,tailoring asymmetric gel compositions and...,13.127537,-1.5609974
iTE1_0021_material,iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,material,lignin-derived hydrogel infiltrated with 6 M KOH electrolyte,lignin-derived hydrogel infiltrated with...,14.183555,0.32474568
iTE1_0021_mechanism,iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,mechanism,"lignin hydrogel composition, crosslinker/electrolyte type, and KOH concentration tune ionic conductivity and Seebeck coefficient for sustainable ionic thermoelectric conversion","lignin hydrogel composition, crosslinker/...",11.180632,-3.2930079
iTE1_0022_material,iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,material,ionic thermoelectric materials; review of thermally diffusive and thermogalvanic i-TEs,ionic thermoelectric materials; review of...,11.031515,1.013346
iTE1_0022_mechanism,iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,mechanism,"performance strategies include increasing Seebeck coefficient and electrical conductivity, reducing thermal conductivity, hybridizing electron-type and ion-type materials, and tuning electrode-electrolyte interactions",performance strategies include increasing...,11.039744,-3.4141705
iTE1_0023_material,iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,material,mixed ion-electron conducting ionic thermoelectric material with ionic circuit,mixed ion-electron conducting ionic therm...,14.299031,3.4080822
iTE1_0023_mechanism,iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,mechanism,conveyor mode uses ion-electronic friction to couple thermally diffused ions with electrons; persistent ionic transport through the ionic circuit enables continuous power generation,conveyor mode uses ion-electronic frictio...,11.542763,-1.211873
iTE1_0024_material,iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,material,gelatin-CsCl hydrogel with carbon-based paper electrodes,gelatin-CsCl hydrogel with carbon-based p...,14.079773,0.39568716
iTE1_0024_mechanism,iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,mechanism,"carbon-based paper electrodes infiltrate electrolyte and restrict cations, facilitating anion thermodiffusion and shifting gelatin-CsCl thermopower toward n-type behavior",carbon-based paper electrodes infiltrate...,13.012274,-1.79357
iTE1_0025_material,iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,material,PVDF-HFP/EMIM:DCA/ethanol/NaTFSI/SiO2 ionogel fiber (PH/ED-E-Na-SiO2),PVDF-HFP/EMIM:DCA/ethanol/NaTFSI/SiO2 ion...,15.189791,1.0630591
iTE1_0025_mechanism,iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,mechanism,"antisolvent-doping-hybrid strategy lowers crystallinity and improves ion dissociation, migration, and cation-anion diffusion difference",antisolvent-doping-hybrid strategy lowers...,12.859766,-2.2568383
iTE1_0026_material,iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,material,anisotropic ionic hydrogel thermoelectric material based on oriented cellulose and polymer molecular chains,anisotropic ionic hydrogel thermoelectric...,15.479937,0.2702685
iTE1_0026_mechanism,iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,mechanism,synergistic coordination and hydration plus subnanometer ion confinement in oriented chains facilitate selective ion migration under a temperature gradient,synergistic coordination and hydration pl...,11.945773,-2.2651682
iTE1_0027_material,iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,material,MXene/PVA hydrogel ionic thermoelectric system with Cu2+/Cl- ions and copper electrodes,MXene/PVA hydrogel ionic thermoelectric s...,13.762918,0.01988008
iTE1_0027_mechanism,iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,mechanism,MXene (Ti3C2Tx) tunes ion diffusivity for negative thermopower; Cu/Cu2+ redox reaction at copper electrodes enables continuous current output,MXene (Ti3C2Tx) tunes ion diffusivity...,12.950253,-1.6420196
iTE1_0028_material,iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,material,"chitosan-derived bamboo-like carbon microtubes, gelatin-based electrolyte, and CMT@MnO2 hybrid electrode in ITESCs",chitosan-derived bamboo-like carbon micro...,13.46465,1.1294271
iTE1_0028_mechanism,iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,mechanism,"bamboo-like nitrogen-containing carbon microtubes improve electrolyte/electrode electrochemical characteristics and raise ionic conductivity, Seebeck coefficient, and capacitance",bamboo-like nitrogen-containing carbon mi...,11.110748,-3.4059572
iTE1_0029_material,iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,material,high-thermopower flame-retardant ionic hydrogel (HIG) with NaCl; n-HIG/p-HIG pair,high-thermopower flame-retardant ionic hy...,14.244384,-0.21215668
iTE1_0029_mechanism,iTE1_0029,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,mechanism,NaCl content tunes thermoelectric type from n-type to p-type; high ion selectivity enables p-n junction thermopower and fire-triggered voltage response,NaCl content tunes thermoelectric type...,11.470599,-0.30843848
iTE1_0030_material,iTE1_0030,iTE1,2025,Radiation-enhanced and moisture-synergized wearable ionic thermoelectric generator based on adhesive ionic thermoelectric elastomer,10.1016/j.cej.2025.168065,material,adhesive ionic thermoelectric elastomer integrated into stretchable fabric generator with passive radiative cooling,adhesive ionic thermoelectric elastomer i...,12.7591505,-0.17720445
iTE1_0030_mechanism,iTE1_0030,iTE1,2025,Radiation-enhanced and moisture-synergized wearable ionic thermoelectric generator based on adhesive ionic thermoelectric elastomer,10.1016/j.cej.2025.168065,mechanism,passive radiative cooling and moisture-induced potential synergize with thermoelectric voltage; adhesive ionic thermoelectric units maintain compact thermal contact and electrical connection,passive radiative cooling and moisture-in...,12.32492,-0.49173704
iTE1_0031_material,iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,material,PVA/sodium alginate double-network hydrogel cement-based composite with Ca(NO3)2 treatment,PVA/sodium alginate double-network hydrog...,14.560962,-0.3267448
iTE1_0031_mechanism,iTE1_0031,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,mechanism,hydrogel hydroxyl groups interact with cations and anions to increase thermal-migration entropy difference; hydrogel network accelerates ion transport; Ca(NO3)2 optimizes cement-matrix ionic composition,hydrogel hydroxyl groups interact with...,13.034734,-2.127891
iTE1_0032_material,iTE1_0032,iTE1,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,material,ionic thermoelectric osmotic energy conversion device with ion exchange membrane and aqueous solutions,ionic thermoelectric osmotic energy conve...,12.166287,-0.9015537
iTE1_0032_mechanism,iTE1_0032,iTE1,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,mechanism,ion-selective nanopore transport under a temperature gradient converts heat to osmotic power; higher pH strengthens nanopore surface charge density and increases output power,ion-selective nanopore transport under a...,12.064761,-2.1563444
iTE1_0033_material,iTE1_0033,iTE1,2025,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,10.1007/s42765-025-00529-6,material,natural leather collagen fiber-based ionic thermoelectric detector with trisodium citrate (SC),natural leather collagen fiber-based ioni...,12.8333235,0.27618748
iTE1_0033_mechanism,iTE1_0033,iTE1,2025,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,10.1007/s42765-025-00529-6,mechanism,leather collagen channels and fast-moving citrate-associated cations enhance ion transport and thermoelectric sensing for anti-scalding detection,leather collagen channels and fast-moving...,11.902116,-0.95869917
iTE1_0034_material,iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,material,"PEO-based n-type solid-state ionic thermoelectric composites with LiTFSI, MgTFSI2, Na+, Mg2+, and Zn2+ cations",PEO-based n-type solid-state ionic thermo...,12.907399,0.6841025
iTE1_0034_mechanism,iTE1_0034,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,mechanism,selective cation coordination with ether oxygen atoms in PEO tunes cation/anion diffusion coefficients and Eastman entropy; divalent cations produce stronger n-type thermopower,selective cation coordination with ether...,12.802503,-2.258631
iTE1_0035_material,iTE1_0035,iTE1,2026,Thermodynamic Design Strategy for Ionic Thermoelectric Polymer Complexes with Giant Thermopower and Power Density,10.1002/adfm.202514954,material,p-type and n-type ionic thermoelectric polymer complexes,p-type and n-type ionic thermoelectric...,11.5471735,1.8556417
iTE1_0035_mechanism,iTE1_0035,iTE1,2026,Thermodynamic Design Strategy for Ionic Thermoelectric Polymer Complexes with Giant Thermopower and Power Density,10.1002/adfm.202514954,mechanism,"thermodynamic design tailors interactions between ions and polymer matrices to control ionic entropy, transport, and thermoelectric efficiency",thermodynamic design tailors interactions...,12.018964,-1.2979652
iTE1_0036_material,iTE1_0036,iTE1,2025,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,10.1002/smll.202502884,material,P-N integrated ionic thermoelectric generator using cation-selective and anion-selective hydrogels containing NaCl,P-N integrated ionic thermoelectric gener...,13.454164,-0.21473831
iTE1_0036_mechanism,iTE1_0036,iTE1,2025,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,10.1002/smll.202502884,mechanism,"anion/cation-selective polymer networks attract counterions and regulate ion thermal mobility, enhancing or changing Seebeck coefficient for series-integrated p/n i-TEGs",anion/cation-selective polymer networks a...,11.674163,-3.3789654
iTE1_0037_material,iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,material,PAM/CMC-xLiCl ionic thermoelectric hydrogels,PAM/CMC-xLiCl ionic thermoelectric hydrogels,13.750521,-0.21108611
iTE1_0037_mechanism,iTE1_0037,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,mechanism,"dual-network PAM/CMC structure provides mechanical robustness; LiCl supplies conductive ions, hydration-based antifreezing, and moisture-assisted self-regeneration",dual-network PAM/CMC structure provides m...,12.98866,-0.81387234
iTE1_0038_material,iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,material,ionic thermoelectric generator with self-assembled polyethylene glycol (PEG) clusters stabilized by alkoxide end groups,ionic thermoelectric generator with self...,12.747828,-0.103848495
iTE1_0038_mechanism,iTE1_0038,iTE1,2026,Thermal potential induced redox reaction enabled ionic thermoelectric generator,10.1016/j.nanoen.2025.111648,mechanism,ionic thermodiffusion-induced thermal potentials drive reversible redox reactions; PEG clusters enable output current and charge transfer at electrode interfaces,ionic thermodiffusion-induced thermal pot...,12.875127,-1.5796987
iTE1_0039_material,iTE1_0039,iTE1,2026,Harvesting body heat through clay-based ionic thermoelectric devices,10.1039/d5mh01762a,material,reconstructed montmorillonite clay (MMT) nanofluidic membrane on PET film,reconstructed montmorillonite clay (MMT)...,12.556803,1.6757612
iTE1_0039_mechanism,iTE1_0039,iTE1,2026,Harvesting body heat through clay-based ionic thermoelectric devices,10.1039/d5mh01762a,mechanism,"interconnected atomically thin 2D clay channels transport intercalating cations thermally; atmospheric water hydrates channels, increasing ionic conductivity and Seebeck coefficient",interconnected atomically thin 2D clay...,11.317725,-3.2866027
iTE1_0040_material,iTE1_0040,iTE1,2025,An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting,10.1039/d4ta07484j,material,sodium polystyrene sulfonate modified PVA interpenetrating-network n-type ionic thermoelectric hydrogel,sodium polystyrene sulfonate modified PVA...,14.020494,-0.22758885
