concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,cutoff_year,target_year,source_pair_evidence_papers,source_pair_recent_papers_3y,target_frequency_u,target_frequency_v,target_frequency_min,target_frequency_sum,target_common_neighbors,target_jaccard,next_year_target_cooccurrence,source_pair_evidence_papers_rank,source_pair_recent_papers_3y_rank,target_frequency_min_rank,target_common_neighbors_rank,target_jaccard_rank,transparent_readiness_score,score_definition,observation_status
C46747A02A1,C872881EC3C,ion-pairing and complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,2022,2023,2,2,4,6,4,10,1,0.09090909090909091,1,0.38461538461538464,0.8076923076923077,0.7692307692307693,0.8461538461538461,0.8846153846153846,0.7384615384615385,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,2022,2023,3,1,2,5,2,7,1,0.09090909090909091,0,0.8461538461538461,0.34615384615384615,0.6153846153846154,0.8461538461538461,0.8846153846153846,0.7076923076923076,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2022,2023,3,1,5,1,1,6,1,0.1,0,0.8461538461538461,0.34615384615384615,0.3076923076923077,0.8461538461538461,1.0,0.6692307692307693,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,2022,2023,2,1,5,5,5,10,1,0.08333333333333333,0,0.38461538461538464,0.34615384615384615,0.9230769230769231,0.8461538461538461,0.7692307692307693,0.6538461538461539,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,2022,2023,2,1,6,5,5,11,1,0.07142857142857142,0,0.38461538461538464,0.34615384615384615,0.9230769230769231,0.8461538461538461,0.6923076923076923,0.6384615384615385,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C08389FD6C6,C188B56F6F1,moisture-gradient ion transport,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2022,2023,3,2,3,9,3,12,0,0.0,1,0.8461538461538461,0.8076923076923077,0.6923076923076923,0.34615384615384615,0.34615384615384615,0.6076923076923076,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,2022,2023,4,3,10,1,1,11,0,0.0,0,1.0,1.0,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.6,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2022,2023,2,2,9,5,5,14,0,0.0,0,0.38461538461538464,0.8076923076923077,0.9230769230769231,0.34615384615384615,0.34615384615384615,0.5615384615384615,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2022,2023,2,2,9,1,1,10,0,0.0,0,0.38461538461538464,0.8076923076923077,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.4384615384615385,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,2022,2023,2,1,3,1,1,4,0,0.0,0,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.34615384615384615,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,2022,2023,2,1,2,1,1,3,0,0.0,0,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.34615384615384615,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,2022,2023,2,1,10,1,1,11,0,0.0,0,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.34615384615384615,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,2022,2023,2,1,5,1,1,6,0,0.0,0,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.34615384615384615,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C10C4FF4B6C,C46747A02A1,hydrogen bonding,ion-pairing and complexation,solvation_entropy,solvation_entropy,2023,2024,3,3,7,5,5,12,2,0.125,0,0.74,0.9,0.78,0.72,0.68,0.764,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C46747A02A1,C7932B1CE8C,ion-pairing and complexation,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2023,2024,3,3,5,7,5,12,2,0.1111111111111111,0,0.74,0.9,0.78,0.72,0.64,0.756,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,C46747A02A1,ionic thermodiffusion (Soret effect),ion-pairing and complexation,transport_mechanism,solvation_entropy,2023,2024,2,2,13,5,5,18,4,0.26666666666666666,0,0.32,0.54,0.78,1.0,0.96,0.72,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2023,2024,2,1,13,11,11,24,3,0.2,0,0.32,0.14,1.0,0.94,0.88,0.6559999999999999,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C10C4FF4B6C,CFBB5A400A1,hydrogen bonding,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2023,2024,2,2,7,2,2,9,3,0.3333333333333333,0,0.32,0.54,0.46,0.94,1.0,0.6519999999999999,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C08389FD6C6,CC028ABF9C6,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2023,2024,2,2,5,9,5,14,2,0.18181818181818182,1,0.32,0.54,0.78,0.72,0.82,0.636,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2023,2024,3,3,12,9,9,21,0,0.0,0,0.74,0.9,0.96,0.22,0.22,0.6080000000000001,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2023,2024,4,2,9,2,2,11,1,0.1,0,0.92,0.54,0.46,0.48,0.58,0.596,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,2023,2024,6,4,13,2,2,15,0,0.0,0,1.0,1.0,0.46,0.22,0.22,0.5800000000000001,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,CE6FC512ED2,ionic thermodiffusion (Soret effect),dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2023,2024,2,2,13,2,2,15,2,0.18181818181818182,0,0.32,0.54,0.46,0.72,0.82,0.572,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
CB25BC3FC14,CC028ABF9C6,double/interpenetrating network,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2023,2024,2,2,2,9,2,11,2,0.16666666666666666,0,0.32,0.54,0.46,0.72,0.74,0.556,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C7932B1CE8C,CFBB5A400A1,chaotropic polymer-water disruption,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,2023,2024,2,2,7,2,2,9,2,0.16666666666666666,0,0.32,0.54,0.46,0.72,0.74,0.556,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2023,2024,3,2,7,2,2,9,1,0.07692307692307693,0,0.74,0.54,0.46,0.48,0.48,0.5399999999999999,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,2023,2024,2,1,8,6,6,14,2,0.1,0,0.32,0.14,0.88,0.72,0.58,0.528,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
CBFAB31D6E6,CC028ABF9C6,electrostatic interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2023,2024,2,2,1,9,1,10,2,0.2222222222222222,0,0.32,0.54,0.12,0.72,0.92,0.524,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,2023,2024,2,1,8,8,8,16,2,0.09090909090909091,0,0.32,0.14,0.92,0.72,0.52,0.524,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,2023,2024,4,1,2,8,2,10,1,0.0625,0,0.92,0.14,0.46,0.48,0.44,0.488,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,2023,2024,4,3,2,1,1,3,0,0.0,0,0.92,0.9,0.12,0.22,0.22,0.4760000000000001,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,2023,2024,3,2,5,2,2,7,0,0.0,0,0.74,0.54,0.46,0.22,0.22,0.43600000000000005,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,2023,2024,3,2,13,1,1,14,0,0.0,0,0.74,0.54,0.12,0.22,0.22,0.368,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C8AD5B453CC,CFBB5A400A1,ion diffusion,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2023,2024,2,2,2,2,2,4,0,0.0,0,0.32,0.54,0.46,0.22,0.22,0.352,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2023,2024,2,2,12,2,2,14,0,0.0,0,0.32,0.54,0.46,0.22,0.22,0.352,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C46747A02A1,CE6FC512ED2,ion-pairing and complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2023,2024,2,2,5,2,2,7,0,0.0,0,0.32,0.54,0.46,0.22,0.22,0.352,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,2023,2024,2,1,8,1,1,9,0,0.0,0,0.32,0.14,0.12,0.22,0.22,0.20400000000000001,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,2023,2024,2,1,12,1,1,13,0,0.0,0,0.32,0.14,0.12,0.22,0.22,0.20400000000000001,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_historical
C10C4FF4B6C,C46747A02A1,hydrogen bonding,ion-pairing and complexation,solvation_entropy,solvation_entropy,2024,2025,5,5,9,8,8,17,8,0.42105263157894735,0,0.9024390243902439,0.975609756097561,0.8780487804878049,1.0,1.0,0.9512195121951219,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C46747A02A1,C7932B1CE8C,ion-pairing and complexation,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2024,2025,4,4,8,8,8,16,4,0.2,0,0.7926829268292683,0.9024390243902439,0.8780487804878049,0.8780487804878049,0.7560975609756098,0.8414634146341463,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C3002C089A5,C46747A02A1,ionic thermodiffusion (Soret effect),ion-pairing and complexation,transport_mechanism,solvation_entropy,2024,2025,3,3,13,8,8,21,5,0.2777777777777778,0,0.5975609756097561,0.7926829268292683,0.8780487804878049,0.9390243902439024,0.9390243902439024,0.8292682926829269,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C188B56F6F1,C3002C089A5,ion-selectivity membrane transport,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,2024,2025,3,3,13,13,13,26,3,0.21428571428571427,0,0.5975609756097561,0.7926829268292683,0.9878048780487805,0.7804878048780488,0.8170731707317073,0.7951219512195121,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2024,2025,3,2,13,16,13,29,4,0.2,0,0.5975609756097561,0.4634146341463415,0.9878048780487805,0.8780487804878049,0.7560975609756098,0.7365853658536585,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C08389FD6C6,C7932B1CE8C,moisture-gradient ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,2024,2025,2,2,8,8,8,16,5,0.2777777777777778,1,0.24390243902439024,0.4634146341463415,0.8780487804878049,0.9390243902439024,0.9390243902439024,0.6926829268292682,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C3002C089A5,CE6FC512ED2,ionic thermodiffusion (Soret effect),dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2024,2025,4,4,13,2,2,15,2,0.18181818181818182,0,0.7926829268292683,0.9024390243902439,0.47560975609756095,0.5853658536585366,0.6951219512195121,0.6902439024390243,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2024,2025,6,4,16,2,2,18,2,0.1111111111111111,0,0.9634146341463414,0.9024390243902439,0.47560975609756095,0.5853658536585366,0.4878048780487805,0.6829268292682926,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
CB25BC3FC14,CC028ABF9C6,double/interpenetrating network,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2024,2025,2,2,3,16,3,19,6,0.3,1,0.24390243902439024,0.4634146341463415,0.7073170731707317,0.975609756097561,0.975609756097561,0.673170731707317,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,2024,2025,6,2,13,3,3,16,2,0.16666666666666666,0,0.9634146341463414,0.4634146341463415,0.7073170731707317,0.5853658536585366,0.6341463414634146,0.6707317073170731,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C3002C089A5,C539540C36B,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2024,2025,4,4,13,1,1,14,2,0.18181818181818182,0,0.7926829268292683,0.9024390243902439,0.17073170731707318,0.5853658536585366,0.6951219512195121,0.6292682926829268,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,2024,2025,5,2,3,14,3,17,2,0.08,0,0.9024390243902439,0.4634146341463415,0.7073170731707317,0.5853658536585366,0.43902439024390244,0.6195121951219512,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2024,2025,5,4,8,2,2,10,1,0.07692307692307693,0,0.9024390243902439,0.9024390243902439,0.47560975609756095,0.3902439024390244,0.4146341463414634,0.6170731707317072,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,2024,2025,2,2,13,3,3,16,3,0.23076923076923078,0,0.24390243902439024,0.4634146341463415,0.7073170731707317,0.7804878048780488,0.8536585365853658,0.6097560975609756,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2024,2025,2,1,13,12,12,25,4,0.23529411764705882,0,0.24390243902439024,0.0975609756097561,0.9512195121951219,0.8780487804878049,0.8780487804878049,0.6097560975609755,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C08389FD6C6,CFBB5A400A1,moisture-gradient ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2024,2025,2,2,8,2,2,10,3,0.25,0,0.24390243902439024,0.4634146341463415,0.47560975609756095,0.7804878048780488,0.9024390243902439,0.573170731707317,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C10C4FF4B6C,CFBB5A400A1,hydrogen bonding,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2024,2025,2,2,9,2,2,11,3,0.21428571428571427,0,0.24390243902439024,0.4634146341463415,0.47560975609756095,0.7804878048780488,0.8170731707317073,0.5560975609756097,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2024,2025,3,3,13,2,2,15,1,0.1111111111111111,0,0.5975609756097561,0.7926829268292683,0.47560975609756095,0.3902439024390244,0.4878048780487805,0.548780487804878,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C5E47CC0A62,CC028ABF9C6,Hofmeister/chaotropic effect,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2024,2025,2,2,2,16,2,18,3,0.15789473684210525,1,0.24390243902439024,0.4634146341463415,0.47560975609756095,0.7804878048780488,0.5853658536585366,0.5097560975609756,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,2024,2025,3,1,8,3,3,11,2,0.14285714285714285,0,0.5975609756097561,0.0975609756097561,0.7073170731707317,0.5853658536585366,0.5487804878048781,0.5073170731707317,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,2024,2025,3,1,8,14,8,22,2,0.06666666666666667,0,0.5975609756097561,0.0975609756097561,0.8780487804878049,0.5853658536585366,0.36585365853658536,0.5048780487804878,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2024,2025,9,6,13,1,1,14,0,0.0,0,1.0,1.0,0.17073170731707318,0.17073170731707318,0.17073170731707318,0.502439024390244,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",complete_holdout
