concept_u_id,concept_v_id,source_support_year,target_first_year,hybrid_first_year,concept_u,concept_v,eligible_at_origin,event_type,duration_years,source_support_threshold
C46747A02A1,C46A965349B,2025,,,ion-pairing and complexation,anion transport,True,right_censored,0,2
C46747A02A1,C5CE88E5AD7,2025,,,ion-pairing and complexation,thermal migration,True,right_censored,0,2
C46747A02A1,C845F498233,2025,,,ion-pairing and complexation,ion-dipole interaction,True,right_censored,0,2
C46747A02A1,C8AD5B453CC,2025,,,ion-pairing and complexation,ion diffusion,True,right_censored,0,2
C46747A02A1,CAEE03ADAC5,2025,,,ion-pairing and complexation,bidirectional cationic anchoring thermodiffusion,True,right_censored,0,2
C46747A02A1,CE4B0E242E7,2025,,,ion-pairing and complexation,interfacial charge transfer,True,right_censored,0,2
C46747A02A1,CF203EF8121,2025,,,ion-pairing and complexation,Eastman entropy of transfer,True,right_censored,0,2
C539540C36B,C8AD5B453CC,2025,,,nanochannel-confined ion transport,ion diffusion,True,right_censored,0,2
C70B6BBB358,C78D65254F9,2025,,,temperature-sensitive phase transition,phase transition,True,right_censored,0,2
C7932B1CE8C,C845F498233,2025,,,chaotropic polymer-water disruption,ion-dipole interaction,True,right_censored,0,2
C7932B1CE8C,C8AD5B453CC,2025,,,chaotropic polymer-water disruption,ion diffusion,True,right_censored,0,2
C845F498233,CC028ABF9C6,2025,,,ion-dipole interaction,anti-freezing organohydrogel design,True,right_censored,0,2
C872881EC3C,C9516FFBFC5,2025,,,gel-confined redox transport,volume phase transition,True,right_censored,0,2
C872881EC3C,CAEE03ADAC5,2025,,,gel-confined redox transport,bidirectional cationic anchoring thermodiffusion,True,right_censored,0,2
CB25BC3FC14,CE10EBC642C,2025,,,double/interpenetrating network,Manning counterion condensation,True,right_censored,0,2
CE6FC512ED2,CF4A6A0344F,2025,,,dynamic crosslinked gel network,ion migration,True,right_censored,0,2
CF4A6A0344F,CF69DD93A68,2025,,,ion migration,selective ion transport,True,right_censored,0,2
C08389FD6C6,C7932B1CE8C,2024,2025.0,,moisture-gradient ion transport,chaotropic polymer-water disruption,True,exclusive_TG_cooccurrence,1,2
C08389FD6C6,CC028ABF9C6,2023,2024.0,,moisture-gradient ion transport,anti-freezing organohydrogel design,True,exclusive_TG_cooccurrence,1,2
C46747A02A1,C872881EC3C,2022,2023.0,2024.0,ion-pairing and complexation,gel-confined redox transport,True,exclusive_TG_cooccurrence,1,2
C17A556FB4A,CB25BC3FC14,2024,,2025.0,double-network hydrogel mechanics,double/interpenetrating network,True,hybrid_bridge_cooccurrence,1,2
C17A556FB4A,CE6FC512ED2,2024,,2025.0,double-network hydrogel mechanics,dynamic crosslinked gel network,True,hybrid_bridge_cooccurrence,1,2
C3002C089A5,C46747A02A1,2023,,2024.0,ionic thermodiffusion (Soret effect),ion-pairing and complexation,True,hybrid_bridge_cooccurrence,1,2
C3002C089A5,C8AD5B453CC,2020,,2021.0,ionic thermodiffusion (Soret effect),ion diffusion,True,hybrid_bridge_cooccurrence,1,2
C539540C36B,C96681C9193,2023,,2024.0,nanochannel-confined ion transport,ion channels,True,hybrid_bridge_cooccurrence,1,2
C08389FD6C6,C23B9BED21A,2024,,,moisture-gradient ion transport,ionic conduction,True,right_censored,1,2
C08389FD6C6,CBFAB31D6E6,2024,,,moisture-gradient ion transport,electrostatic interaction,True,right_censored,1,2
C0E0D20D156,C188B56F6F1,2024,,,polarized-membrane ionic thermal potential,ion-selectivity membrane transport,True,right_censored,1,2
C188B56F6F1,C8AD5B453CC,2024,,,ion-selectivity membrane transport,ion diffusion,True,right_censored,1,2
C188B56F6F1,CB25BC3FC14,2024,,,ion-selectivity membrane transport,double/interpenetrating network,True,right_censored,1,2
C188B56F6F1,CF4A6A0344F,2024,,,ion-selectivity membrane transport,ion migration,True,right_censored,1,2
C188B56F6F1,CF69DD93A68,2024,,,ion-selectivity membrane transport,selective ion transport,True,right_censored,1,2
C41DA9D5B12,C45C8AAD12E,2024,,,convection-resolved resistance decomposition,charge-transfer resistance engineering,True,right_censored,1,2
C41DA9D5B12,CE4B0E242E7,2024,,,convection-resolved resistance decomposition,interfacial charge transfer,True,right_censored,1,2
C78D65254F9,C9516FFBFC5,2024,,,phase transition,volume phase transition,True,right_censored,1,2
C8AD5B453CC,CC3BA67827F,2024,,,ion diffusion,ionic-electronic coupling,True,right_censored,1,2
C8AD5B453CC,CE6FC512ED2,2024,,,ion diffusion,dynamic crosslinked gel network,True,right_censored,1,2
CB25BC3FC14,CC3BA67827F,2024,,,double/interpenetrating network,ionic-electronic coupling,True,right_censored,1,2
CC3BA67827F,CFBB5A400A1,2024,,,ionic-electronic coupling,cation-anion thermodiffusion asymmetry,True,right_censored,1,2
C3002C089A5,CFBB5A400A1,2019,2022.0,2021.0,ionic thermodiffusion (Soret effect),cation-anion thermodiffusion asymmetry,True,hybrid_bridge_cooccurrence,2,2
C08389FD6C6,C98C1040415,2023,,,moisture-gradient ion transport,cation transport,True,right_censored,2,2
C08389FD6C6,CF203EF8121,2023,,,moisture-gradient ion transport,Eastman entropy of transfer,True,right_censored,2,2
C10C4FF4B6C,C46747A02A1,2023,,,hydrogen bonding,ion-pairing and complexation,True,right_censored,2,2
C10C4FF4B6C,CFBB5A400A1,2023,,,hydrogen bonding,cation-anion thermodiffusion asymmetry,True,right_censored,2,2
C10D3798CF7,CF203EF8121,2023,,,selective solvation,Eastman entropy of transfer,True,right_censored,2,2
C188B56F6F1,C96681C9193,2023,,,ion-selectivity membrane transport,ion channels,True,right_censored,2,2
C3002C089A5,C539540C36B,2023,,,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,True,right_censored,2,2
C3002C089A5,CEA29EF1A99,2023,,,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,True,right_censored,2,2
C46747A02A1,C7932B1CE8C,2023,,,ion-pairing and complexation,chaotropic polymer-water disruption,True,right_censored,2,2
C46747A02A1,CE6FC512ED2,2023,,,ion-pairing and complexation,dynamic crosslinked gel network,True,right_censored,2,2
C539540C36B,CF4A6A0344F,2023,,,nanochannel-confined ion transport,ion migration,True,right_censored,2,2
C7932B1CE8C,CE6FC512ED2,2023,,,chaotropic polymer-water disruption,dynamic crosslinked gel network,True,right_censored,2,2
C7932B1CE8C,CFBB5A400A1,2023,,,chaotropic polymer-water disruption,cation-anion thermodiffusion asymmetry,True,right_censored,2,2
C8AD5B453CC,CF203EF8121,2023,,,ion diffusion,Eastman entropy of transfer,True,right_censored,2,2
CBFAB31D6E6,CC028ABF9C6,2023,,,electrostatic interaction,anti-freezing organohydrogel design,True,right_censored,2,2
CC028ABF9C6,CC3BA67827F,2023,,,anti-freezing organohydrogel design,ionic-electronic coupling,True,right_censored,2,2
CB25BC3FC14,CC028ABF9C6,2023,2025.0,2025.0,double/interpenetrating network,anti-freezing organohydrogel design,True,same_year_TG_and_hybrid,2,2
C08389FD6C6,C188B56F6F1,2020,2023.0,,moisture-gradient ion transport,ion-selectivity membrane transport,True,exclusive_TG_cooccurrence,3,2
C188B56F6F1,CC028ABF9C6,2022,,,ion-selectivity membrane transport,anti-freezing organohydrogel design,True,right_censored,3,2
C188B56F6F1,CE6FC512ED2,2022,,,ion-selectivity membrane transport,dynamic crosslinked gel network,True,right_censored,3,2
C3002C089A5,CF4A6A0344F,2021,2025.0,,ionic thermodiffusion (Soret effect),ion migration,True,exclusive_TG_cooccurrence,4,2
C23B9BED21A,CF4A6A0344F,2021,,,ionic conduction,ion migration,True,right_censored,4,2
C3002C089A5,CC3BA67827F,2021,,,ionic thermodiffusion (Soret effect),ionic-electronic coupling,True,right_censored,4,2
C45C8AAD12E,C78D65254F9,2021,,,charge-transfer resistance engineering,phase transition,True,right_censored,4,2
C78D65254F9,CE4B0E242E7,2021,,,phase transition,interfacial charge transfer,True,right_censored,4,2
C78D65254F9,CF4A6A0344F,2021,,,phase transition,ion migration,True,right_censored,4,2
CC3BA67827F,CF4A6A0344F,2021,,,ionic-electronic coupling,ion migration,True,right_censored,4,2
C188B56F6F1,C539540C36B,2020,,,ion-selectivity membrane transport,nanochannel-confined ion transport,True,right_censored,5,2
CC028ABF9C6,CE6FC512ED2,2019,,2025.0,anti-freezing organohydrogel design,dynamic crosslinked gel network,True,hybrid_bridge_cooccurrence,6,2
C08389FD6C6,CC3BA67827F,2019,,,moisture-gradient ion transport,ionic-electronic coupling,True,right_censored,6,2
C23B9BED21A,C78D65254F9,2019,,,ionic conduction,phase transition,True,right_censored,6,2
