concept_u_id,concept_v_id,source_support_year,target_first_year,hybrid_first_year,concept_u,concept_v,eligible_at_origin,event_type,duration_years,source_support_threshold
C08389FD6C6,CC028ABF9C6,2022,2024.0,,moisture-gradient ion transport,anti-freezing organohydrogel design,True,exclusive_TG_cooccurrence,2,1
C3002C089A5,CBFAB31D6E6,2023,2025.0,,ionic thermodiffusion (Soret effect),electrostatic interaction,True,exclusive_TG_cooccurrence,2,1
C46747A02A1,C872881EC3C,2021,2023.0,2024.0,ion-pairing and complexation,gel-confined redox transport,True,exclusive_TG_cooccurrence,2,1
C872881EC3C,CA8C62A4868,2022,2024.0,2025.0,gel-confined redox transport,redox reaction entropy,True,exclusive_TG_cooccurrence,2,1
C10C4FF4B6C,C7932B1CE8C,2019,2022.0,2021.0,hydrogen bonding,chaotropic polymer-water disruption,True,hybrid_bridge_cooccurrence,2,1
C10C4FF4B6C,CC028ABF9C6,2019,2022.0,2021.0,hydrogen bonding,anti-freezing organohydrogel design,True,hybrid_bridge_cooccurrence,2,1
C3002C089A5,C46747A02A1,2022,,2024.0,ionic thermodiffusion (Soret effect),ion-pairing and complexation,True,hybrid_bridge_cooccurrence,2,1
C7932B1CE8C,CC028ABF9C6,2019,2022.0,2021.0,chaotropic polymer-water disruption,anti-freezing organohydrogel design,True,hybrid_bridge_cooccurrence,2,1
C08389FD6C6,C23B9BED21A,2023,,,moisture-gradient ion transport,ionic conduction,True,right_censored,2,1
C08389FD6C6,C3C17DDE1C9,2023,,,moisture-gradient ion transport,Gutmann-donor ionic-cluster thermodiffusion,True,right_censored,2,1
C08389FD6C6,C46A965349B,2023,,,moisture-gradient ion transport,anion transport,True,right_censored,2,1
C08389FD6C6,CBFAB31D6E6,2023,,,moisture-gradient ion transport,electrostatic interaction,True,right_censored,2,1
C08389FD6C6,CF203EF8121,2023,,,moisture-gradient ion transport,Eastman entropy of transfer,True,right_censored,2,1
C10C4FF4B6C,C46747A02A1,2023,,,hydrogen bonding,ion-pairing and complexation,True,right_censored,2,1
C10C4FF4B6C,C845F498233,2023,,,hydrogen bonding,ion-dipole interaction,True,right_censored,2,1
C10C4FF4B6C,CC3BA67827F,2023,,,hydrogen bonding,ionic-electronic coupling,True,right_censored,2,1
C10C4FF4B6C,CFBB5A400A1,2023,,,hydrogen bonding,cation-anion thermodiffusion asymmetry,True,right_censored,2,1
C188B56F6F1,C78D65254F9,2023,,,ion-selectivity membrane transport,phase transition,True,right_censored,2,1
C188B56F6F1,CC3BA67827F,2023,,,ion-selectivity membrane transport,ionic-electronic coupling,True,right_censored,2,1
C188B56F6F1,CF4A6A0344F,2023,,,ion-selectivity membrane transport,ion migration,True,right_censored,2,1
C3002C089A5,C539540C36B,2023,,,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,True,right_censored,2,1
C3002C089A5,C58F3B85353,2023,,,ionic thermodiffusion (Soret effect),thermoresponsive micellization p/n conversion,True,right_censored,2,1
C3002C089A5,C70B6BBB358,2023,,,ionic thermodiffusion (Soret effect),temperature-sensitive phase transition,True,right_censored,2,1
C3002C089A5,C845F498233,2023,,,ionic thermodiffusion (Soret effect),ion-dipole interaction,True,right_censored,2,1
C3C17DDE1C9,C46747A02A1,2023,,,Gutmann-donor ionic-cluster thermodiffusion,ion-pairing and complexation,True,right_censored,2,1
C3C17DDE1C9,C46A965349B,2023,,,Gutmann-donor ionic-cluster thermodiffusion,anion transport,True,right_censored,2,1
C3C17DDE1C9,CA8C62A4868,2023,,,Gutmann-donor ionic-cluster thermodiffusion,redox reaction entropy,True,right_censored,2,1
C3C17DDE1C9,CF203EF8121,2023,,,Gutmann-donor ionic-cluster thermodiffusion,Eastman entropy of transfer,True,right_censored,2,1
C41DA9D5B12,C45C8AAD12E,2023,,,convection-resolved resistance decomposition,charge-transfer resistance engineering,True,right_censored,2,1
C41DA9D5B12,CE4B0E242E7,2023,,,convection-resolved resistance decomposition,interfacial charge transfer,True,right_censored,2,1
C46747A02A1,C46A965349B,2023,,,ion-pairing and complexation,anion transport,True,right_censored,2,1
C46747A02A1,C7932B1CE8C,2023,,,ion-pairing and complexation,chaotropic polymer-water disruption,True,right_censored,2,1
C46747A02A1,C845F498233,2023,,,ion-pairing and complexation,ion-dipole interaction,True,right_censored,2,1
C46747A02A1,CAEE03ADAC5,2023,,,ion-pairing and complexation,bidirectional cationic anchoring thermodiffusion,True,right_censored,2,1
C46747A02A1,CF203EF8121,2023,,,ion-pairing and complexation,Eastman entropy of transfer,True,right_censored,2,1
C46A965349B,CA8C62A4868,2023,,,anion transport,redox reaction entropy,True,right_censored,2,1
C46A965349B,CF203EF8121,2023,,,anion transport,Eastman entropy of transfer,True,right_censored,2,1
C539540C36B,CEA29EF1A99,2023,,,nanochannel-confined ion transport,thermal-gradient heat-transfer control,True,right_censored,2,1
C539540C36B,CF4A6A0344F,2023,,,nanochannel-confined ion transport,ion migration,True,right_censored,2,1
C58F3B85353,CFBB5A400A1,2023,,,thermoresponsive micellization p/n conversion,cation-anion thermodiffusion asymmetry,True,right_censored,2,1
C70B6BBB358,C78D65254F9,2023,,,temperature-sensitive phase transition,phase transition,True,right_censored,2,1
C70B6BBB358,C872881EC3C,2023,,,temperature-sensitive phase transition,gel-confined redox transport,True,right_censored,2,1
C70B6BBB358,CB25BC3FC14,2023,,,temperature-sensitive phase transition,double/interpenetrating network,True,right_censored,2,1
C78D65254F9,C845F498233,2023,,,phase transition,ion-dipole interaction,True,right_censored,2,1
C7932B1CE8C,C845F498233,2023,,,chaotropic polymer-water disruption,ion-dipole interaction,True,right_censored,2,1
C7932B1CE8C,CB25BC3FC14,2023,,,chaotropic polymer-water disruption,double/interpenetrating network,True,right_censored,2,1
C7932B1CE8C,CC3BA67827F,2023,,,chaotropic polymer-water disruption,ionic-electronic coupling,True,right_censored,2,1
C7932B1CE8C,CFBB5A400A1,2023,,,chaotropic polymer-water disruption,cation-anion thermodiffusion asymmetry,True,right_censored,2,1
C845F498233,C8AD5B453CC,2023,,,ion-dipole interaction,ion diffusion,True,right_censored,2,1
C872881EC3C,CAEE03ADAC5,2023,,,gel-confined redox transport,bidirectional cationic anchoring thermodiffusion,True,right_censored,2,1
C8AD5B453CC,CBFAB31D6E6,2023,,,ion diffusion,electrostatic interaction,True,right_censored,2,1
C96681C9193,CF4A6A0344F,2023,,,ion channels,ion migration,True,right_censored,2,1
CB25BC3FC14,CC3BA67827F,2023,,,double/interpenetrating network,ionic-electronic coupling,True,right_censored,2,1
CB25BC3FC14,CE10EBC642C,2023,,,double/interpenetrating network,Manning counterion condensation,True,right_censored,2,1
CC028ABF9C6,CE10EBC642C,2023,,,anti-freezing organohydrogel design,Manning counterion condensation,True,right_censored,2,1
CEA29EF1A99,CF4A6A0344F,2023,,,thermal-gradient heat-transfer control,ion migration,True,right_censored,2,1
C10C4FF4B6C,CE6FC512ED2,2019,2022.0,,hydrogen bonding,dynamic crosslinked gel network,True,exclusive_TG_cooccurrence,3,1
C78D65254F9,CA8C62A4868,2020,2023.0,,phase transition,redox reaction entropy,True,exclusive_TG_cooccurrence,3,1
C78D65254F9,CB314592CFB,2021,2024.0,,phase transition,precipitation and species redistribution,True,exclusive_TG_cooccurrence,3,1
C872881EC3C,CB314592CFB,2021,2024.0,,gel-confined redox transport,precipitation and species redistribution,True,exclusive_TG_cooccurrence,3,1
C17A556FB4A,CB25BC3FC14,2022,,2025.0,double-network hydrogel mechanics,double/interpenetrating network,True,hybrid_bridge_cooccurrence,3,1
C17A556FB4A,CE6FC512ED2,2022,,2025.0,double-network hydrogel mechanics,dynamic crosslinked gel network,True,hybrid_bridge_cooccurrence,3,1
C08389FD6C6,C98C1040415,2022,,,moisture-gradient ion transport,cation transport,True,right_censored,3,1
C08389FD6C6,CF4A6A0344F,2022,,,moisture-gradient ion transport,ion migration,True,right_censored,3,1
C17A556FB4A,C188B56F6F1,2022,,,double-network hydrogel mechanics,ion-selectivity membrane transport,True,right_censored,3,1
C17A556FB4A,C5E63317596,2022,,,double-network hydrogel mechanics,hierarchical porous electrode interface,True,right_censored,3,1
C17A556FB4A,CC028ABF9C6,2022,,,double-network hydrogel mechanics,anti-freezing organohydrogel design,True,right_censored,3,1
C188B56F6F1,CB25BC3FC14,2022,,,ion-selectivity membrane transport,double/interpenetrating network,True,right_censored,3,1
C188B56F6F1,CE6FC512ED2,2022,,,ion-selectivity membrane transport,dynamic crosslinked gel network,True,right_censored,3,1
C188B56F6F1,CEA29EF1A99,2022,,,ion-selectivity membrane transport,thermal-gradient heat-transfer control,True,right_censored,3,1
C23B9BED21A,C8AD5B453CC,2022,,,ionic conduction,ion diffusion,True,right_censored,3,1
C3002C089A5,C45C8AAD12E,2022,,,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,True,right_censored,3,1
C3002C089A5,CE4B0E242E7,2022,,,ionic thermodiffusion (Soret effect),interfacial charge transfer,True,right_censored,3,1
C46747A02A1,CE6FC512ED2,2022,,,ion-pairing and complexation,dynamic crosslinked gel network,True,right_censored,3,1
C58F3B85353,CA8C62A4868,2022,,,thermoresponsive micellization p/n conversion,redox reaction entropy,True,right_censored,3,1
C58F3B85353,CF203EF8121,2022,,,thermoresponsive micellization p/n conversion,Eastman entropy of transfer,True,right_censored,3,1
C5E47CC0A62,C845F498233,2022,,,Hofmeister/chaotropic effect,ion-dipole interaction,True,right_censored,3,1
C5E47CC0A62,CBFAB31D6E6,2022,,,Hofmeister/chaotropic effect,electrostatic interaction,True,right_censored,3,1
C5E63317596,CB25BC3FC14,2022,,,hierarchical porous electrode interface,double/interpenetrating network,True,right_censored,3,1
C5E63317596,CC028ABF9C6,2022,,,hierarchical porous electrode interface,anti-freezing organohydrogel design,True,right_censored,3,1
C5E63317596,CE6FC512ED2,2022,,,hierarchical porous electrode interface,dynamic crosslinked gel network,True,right_censored,3,1
C78D65254F9,CE6FC512ED2,2022,,,phase transition,dynamic crosslinked gel network,True,right_censored,3,1
C845F498233,CC028ABF9C6,2022,,,ion-dipole interaction,anti-freezing organohydrogel design,True,right_censored,3,1
C8AD5B453CC,CF203EF8121,2022,,,ion diffusion,Eastman entropy of transfer,True,right_censored,3,1
C98C1040415,CF4A6A0344F,2022,,,cation transport,ion migration,True,right_censored,3,1
CBFAB31D6E6,CC028ABF9C6,2022,,,electrostatic interaction,anti-freezing organohydrogel design,True,right_censored,3,1
CC028ABF9C6,CC3BA67827F,2022,,,anti-freezing organohydrogel design,ionic-electronic coupling,True,right_censored,3,1
CE6FC512ED2,CF4A6A0344F,2022,,,dynamic crosslinked gel network,ion migration,True,right_censored,3,1
CB25BC3FC14,CC028ABF9C6,2022,2025.0,2025.0,double/interpenetrating network,anti-freezing organohydrogel design,True,same_year_TG_and_hybrid,3,1
C08389FD6C6,C78D65254F9,2019,2023.0,,moisture-gradient ion transport,phase transition,True,exclusive_TG_cooccurrence,4,1
CF4A6A0344F,CFBB5A400A1,2021,2025.0,,ion migration,cation-anion thermodiffusion asymmetry,True,exclusive_TG_cooccurrence,4,1
C539540C36B,C96681C9193,2020,,2024.0,nanochannel-confined ion transport,ion channels,True,hybrid_bridge_cooccurrence,4,1
C08389FD6C6,C539540C36B,2021,,,moisture-gradient ion transport,nanochannel-confined ion transport,True,right_censored,4,1
C08389FD6C6,CF69DD93A68,2021,,,moisture-gradient ion transport,selective ion transport,True,right_censored,4,1
C188B56F6F1,CC028ABF9C6,2021,,,ion-selectivity membrane transport,anti-freezing organohydrogel design,True,right_censored,4,1
C188B56F6F1,CF69DD93A68,2021,,,ion-selectivity membrane transport,selective ion transport,True,right_censored,4,1
C3002C089A5,CC3BA67827F,2021,,,ionic thermodiffusion (Soret effect),ionic-electronic coupling,True,right_censored,4,1
C45C8AAD12E,C46747A02A1,2021,,,charge-transfer resistance engineering,ion-pairing and complexation,True,right_censored,4,1
C46747A02A1,CE4B0E242E7,2021,,,ion-pairing and complexation,interfacial charge transfer,True,right_censored,4,1
C539540C36B,CF69DD93A68,2021,,,nanochannel-confined ion transport,selective ion transport,True,right_censored,4,1
C78D65254F9,C9516FFBFC5,2021,,,phase transition,volume phase transition,True,right_censored,4,1
C872881EC3C,C9516FFBFC5,2021,,,gel-confined redox transport,volume phase transition,True,right_censored,4,1
C8AD5B453CC,CC3BA67827F,2021,,,ion diffusion,ionic-electronic coupling,True,right_censored,4,1
C8AD5B453CC,CF4A6A0344F,2021,,,ion diffusion,ion migration,True,right_censored,4,1
C9516FFBFC5,CB314592CFB,2021,,,volume phase transition,precipitation and species redistribution,True,right_censored,4,1
CC3BA67827F,CFBB5A400A1,2021,,,ionic-electronic coupling,cation-anion thermodiffusion asymmetry,True,right_censored,4,1
C3002C089A5,CFBB5A400A1,2016,2022.0,2021.0,ionic thermodiffusion (Soret effect),cation-anion thermodiffusion asymmetry,True,hybrid_bridge_cooccurrence,5,1
C182567E63B,C188B56F6F1,2020,,,ion concentration-gradient formation,ion-selectivity membrane transport,True,right_censored,5,1
C182567E63B,C539540C36B,2020,,,ion concentration-gradient formation,nanochannel-confined ion transport,True,right_censored,5,1
C182567E63B,C8AD5B453CC,2020,,,ion concentration-gradient formation,ion diffusion,True,right_censored,5,1
C182567E63B,C96681C9193,2020,,,ion concentration-gradient formation,ion channels,True,right_censored,5,1
C188B56F6F1,C8AD5B453CC,2020,,,ion-selectivity membrane transport,ion diffusion,True,right_censored,5,1
C188B56F6F1,C96681C9193,2020,,,ion-selectivity membrane transport,ion channels,True,right_censored,5,1
C3002C089A5,C41DA9D5B12,2020,,,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,True,right_censored,5,1
C41BE9B5F0E,C5CA44ABCFC,2020,,,solvation-shell remodeling,redox-solvation hybrid entropy,True,right_censored,5,1
C46A965349B,CC3BA67827F,2020,,,anion transport,ionic-electronic coupling,True,right_censored,5,1
C539540C36B,C8AD5B453CC,2020,,,nanochannel-confined ion transport,ion diffusion,True,right_censored,5,1
C555F4672C1,C6C09287FDB,2020,,,configurational-entropy modulation,high-entropy redox/ion coupling,True,right_censored,5,1
C78D65254F9,CC5968B917E,2020,,,phase transition,convection and mass transport,True,right_censored,5,1
C8AD5B453CC,C96681C9193,2020,,,ion diffusion,ion channels,True,right_censored,5,1
CC3BA67827F,CF4A6A0344F,2020,,,ionic-electronic coupling,ion migration,True,right_censored,5,1
C08389FD6C6,C188B56F6F1,2017,2023.0,,moisture-gradient ion transport,ion-selectivity membrane transport,True,exclusive_TG_cooccurrence,6,1
CC028ABF9C6,CE6FC512ED2,2019,,2025.0,anti-freezing organohydrogel design,dynamic crosslinked gel network,True,hybrid_bridge_cooccurrence,6,1
C08389FD6C6,C96681C9193,2019,,,moisture-gradient ion transport,ion channels,True,right_censored,6,1
C10D3798CF7,CF203EF8121,2019,,,selective solvation,Eastman entropy of transfer,True,right_censored,6,1
C45C8AAD12E,C78D65254F9,2019,,,charge-transfer resistance engineering,phase transition,True,right_censored,6,1
C78D65254F9,CBFAB31D6E6,2019,,,phase transition,electrostatic interaction,True,right_censored,6,1
C78D65254F9,CE4B0E242E7,2019,,,phase transition,interfacial charge transfer,True,right_censored,6,1
C7932B1CE8C,CE6FC512ED2,2019,,,chaotropic polymer-water disruption,dynamic crosslinked gel network,True,right_censored,6,1
