concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label,pair_probability,node_adoption_compatibility,two_stage_score,future_rank,annual_graph_score,graph_rank_2027,calibrated_annual_probability,probability_note
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,0.193128228187561,28,30,28,30,90,48,48,90,0.5333333333333333,29,26,55,2.0,4.666666666666667,23,33,17,0.4146341463414634,5.4379337102061385,840,1,1,0,0,0,1,19,5,24,1,2026,2027-2027,0,0.5784431471140242,1.0,0.6526209677419355,35,0.7751612903225806,23,0.14247940042080232,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1090212017297744,26,29,26,29,58,41,41,58,0.7068965517241379,30,28,58,5.333333333333333,5.666666666666667,27,7,18,0.4864864864864865,5.849558909024207,754,1,1,0,0,0,1,18,11,29,1,2026,2027-2027,0,0.5642419841676386,1.0,0.6520161290322581,36,0.7735483870967742,24,0.14208034473323247,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1780344545841217,26,24,24,26,58,18,18,58,0.3103448275862069,30,11,41,5.333333333333333,1.3333333333333333,27,4,18,0.5625,6.149862774048442,624,1,1,0,0,0,1,18,9,27,1,2026,2027-2027,0,0.6627968857726384,1.0,0.660483870967742,23,0.768225806451613,25,0.14077007440720768,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,30,18,18,30,82,9,9,82,0.1097560975609756,42,6,48,5.666666666666667,1.6666666666666667,24,7,14,0.4117647058823529,4.392957355907628,540,1,1,1,0,0,1,15,2,17,1,2026,2027-2027,0,0.4467157232871648,1.0,0.6381048387096775,58,0.7660080645161291,26,0.14022711734370563,Exploratory one-year probability calibrated from 2020-2026 annual events
C3002C089A5,C46A965349B,ionic thermodiffusion (Soret effect),anion transport,transport_mechanism,transport_mechanism,0.4975960850715637,44,16,16,44,136,6,6,136,0.0441176470588235,77,4,81,12.666666666666666,1.0,27,6,14,0.3043478260869565,4.578920251499523,704,1,1,1,0,0,1,38,1,39,1,2026,2027-2027,0,0.4886599320857626,1.0,0.6453629032258065,46,0.759475806451613,27,0.13863804085061257,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,C188B56F6F1,hydrogen bonding,ion-selectivity membrane transport,solvation_entropy,transport_mechanism,0.2386625111103058,31,26,26,31,45,58,45,58,0.7758620689655172,31,30,61,7.333333333333333,5.333333333333333,22,27,16,0.3902439024390244,4.8628551287805575,806,1,1,0,0,0,1,15,18,33,1,2026,2027-2027,0,0.5099076943714194,1.0,0.6477822580645162,43,0.7540322580645162,28,0.13732537670311282,Exploratory one-year probability calibrated from 2020-2026 annual events
C78D65254F9,CE6FC512ED2,phase transition,dynamic crosslinked gel network,phase_or_species_transition,gel_microstructure,0.1266450583934784,28,29,28,29,90,41,41,90,0.4555555555555555,29,28,57,2.0,5.666666666666667,23,7,17,0.425,5.188922414461899,812,1,1,0,0,0,1,19,11,30,1,2026,2027-2027,0,0.4249506508828495,1.0,0.6350806451612904,62,0.7530645161290322,29,0.1370931112080606,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3441769778728485,30,21,21,30,82,14,14,82,0.1707317073170731,42,9,51,5.666666666666667,1.6666666666666667,24,7,15,0.4166666666666667,4.56087221369156,630,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3538466390388107,1.0,0.6241935483870968,77,0.7526209677419355,30,0.13698676666509177,Exploratory one-year probability calibrated from 2020-2026 annual events
CE6FC512ED2,CF4A6A0344F,dynamic crosslinked gel network,ion migration,gel_microstructure,transport_mechanism,0.1250012814998626,29,30,29,30,41,48,41,48,0.8541666666666666,28,26,54,5.666666666666667,4.666666666666667,7,33,17,0.4047619047619047,5.421426474393879,870,1,1,0,0,0,1,11,5,16,1,2026,2027-2027,0,0.2318783389893931,1.0,0.5987903225806451,112,0.7495564516129032,31,0.13625391756288707,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,C78D65254F9,ion-selectivity membrane transport,phase transition,transport_mechanism,phase_or_species_transition,0.1587248593568802,26,28,26,28,58,90,58,90,0.6444444444444445,30,29,59,5.333333333333333,2.0,27,23,16,0.4210526315789473,5.008516927141203,728,1,1,0,0,0,1,18,19,37,1,2026,2027-2027,0,0.5165107481394435,1.0,0.648991935483871,41,0.7468951612903227,32,0.13562017750230615,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,C845F498233,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3929056227207184,26,21,21,26,58,14,14,58,0.2413793103448276,30,9,39,5.333333333333333,1.6666666666666667,27,7,15,0.46875,4.883667109827889,546,1,1,0,0,0,1,18,2,20,1,2026,2027-2027,0,0.3055241866781257,1.0,0.6157258064516129,90,0.7464919354838709,33,0.135524373368858,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,CFBB5A400A1,ion-dipole interaction,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,0.3031588792800903,21,33,21,33,14,43,14,43,0.3255813953488372,9,30,39,1.6666666666666667,6.333333333333333,7,10,16,0.4210526315789473,4.883544630428217,693,1,1,0,0,0,1,2,16,18,1,2026,2027-2027,0,0.5256274454805951,1.0,0.6502016129032258,39,0.7447983870967742,34,0.135122619034378,Exploratory one-year probability calibrated from 2020-2026 annual events
C539540C36B,CC028ABF9C6,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0971523895859718,23,35,23,35,26,58,26,58,0.4482758620689655,16,36,52,2.6666666666666665,7.333333333333333,8,19,17,0.4146341463414634,5.357002480979477,805,1,1,0,0,0,1,3,25,28,1,2026,2027-2027,0,0.2608402685125585,1.0,0.6060483870967742,103,0.744274193548387,35,0.13499847032158804,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,C8AD5B453CC,hydrogen bonding,ion diffusion,solvation_entropy,transport_mechanism,0.187018871307373,31,23,23,31,45,45,45,45,1.0,31,22,53,7.333333333333333,3.0,22,27,16,0.4210526315789473,4.890375459701587,713,1,1,0,0,0,1,15,7,22,1,2026,2027-2027,0,0.4602361694269617,1.0,0.6417338709677419,52,0.7440725806451614,36,0.13495074645508,Exploratory one-year probability calibrated from 2020-2026 annual events
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0207484476268291,23,35,23,35,45,58,45,58,0.7758620689655172,22,36,58,3.0,7.333333333333333,27,19,17,0.4146341463414634,5.3173481132830664,805,1,1,0,0,0,1,7,25,32,1,2026,2027-2027,0,0.3585403193167392,1.0,0.6254032258064516,75,0.7427016129032259,37,0.1346266016824711,Exploratory one-year probability calibrated from 2020-2026 annual events
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,23,18,18,23,45,9,9,45,0.2,22,6,28,3.0,1.6666666666666667,27,7,14,0.5185185185185185,4.521267052946543,414,1,1,1,0,0,1,7,2,9,1,2026,2027-2027,0,0.3080895649200442,1.0,0.6163306451612903,89,0.7396370967741935,38,0.13390441984812454,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,CC028ABF9C6,ion-dipole interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.1170232370495796,21,35,21,35,14,58,14,58,0.2413793103448276,9,36,45,1.6666666666666667,7.333333333333333,7,19,17,0.4358974358974359,5.2672010655581145,735,1,1,0,0,0,1,2,25,27,1,2026,2027-2027,0,0.2128932543641239,1.0,0.5945564516129033,118,0.7395967741935483,39,0.13389493932227173,Exploratory one-year probability calibrated from 2020-2026 annual events
C7932B1CE8C,C845F498233,chaotropic polymer-water disruption,ion-dipole interaction,gel_microstructure,solvation_entropy,0.1857403963804245,30,21,21,30,34,14,14,34,0.4117647058823529,24,9,33,5.333333333333333,1.6666666666666667,8,7,17,0.5,5.516821315025371,630,1,1,0,0,0,1,13,2,15,1,2026,2027-2027,0,0.1848120191834042,1.0,0.5897177419354839,126,0.7317741935483871,40,0.13206642738705493,Exploratory one-year probability calibrated from 2020-2026 annual events
CBFAB31D6E6,CC028ABF9C6,electrostatic interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.1755702495574951,19,35,19,35,16,58,16,58,0.2758620689655172,7,36,43,0.3333333333333333,7.333333333333333,11,19,16,0.4210526315789473,5.0395893390675335,665,1,1,0,0,0,1,3,25,28,1,2026,2027-2027,0,0.5062745500073264,1.0,0.6471774193548387,44,0.7270161290322581,41,0.13096462535307363,Exploratory one-year probability calibrated from 2020-2026 annual events
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1279611140489578,23,29,23,29,45,41,41,45,0.9111111111111112,22,28,50,3.0,5.666666666666667,27,7,16,0.4444444444444444,4.94106127966883,667,1,1,0,0,0,1,7,11,18,1,2026,2027-2027,0,0.4129481856034608,1.0,0.6320564516129032,65,0.725241935483871,42,0.1305557864128523,Exploratory one-year probability calibrated from 2020-2026 annual events
C96681C9193,CF4A6A0344F,ion channels,ion migration,transport_mechanism,transport_mechanism,0.7790759801864624,18,30,18,30,9,48,9,48,0.1875,6,26,32,1.6666666666666667,4.666666666666667,7,33,13,0.3714285714285714,4.217723199302086,540,1,1,1,0,0,1,2,5,7,1,2026,2027-2027,0,0.5146149796107274,1.0,0.6483870967741936,42,0.7210080645161291,43,0.12958452949651833,Exploratory one-year probability calibrated from 2020-2026 annual events
C7932B1CE8C,CBFAB31D6E6,chaotropic polymer-water disruption,electrostatic interaction,gel_microstructure,solvation_entropy,0.2550182640552521,30,19,19,30,34,16,16,34,0.4705882352941176,24,7,31,5.333333333333333,0.3333333333333333,8,11,16,0.4848484848484848,5.2327562404141394,570,1,1,0,0,0,1,13,3,16,1,2026,2027-2027,0,0.220515168103299,1.0,0.5963709677419355,116,0.7202822580645161,44,0.12941864713047233,Exploratory one-year probability calibrated from 2020-2026 annual events
C7932B1CE8C,CB25BC3FC14,chaotropic polymer-water disruption,double/interpenetrating network,gel_microstructure,gel_microstructure,0.3435768783092499,30,24,24,30,34,18,18,34,0.5294117647058824,24,11,35,5.333333333333333,1.3333333333333333,8,4,15,0.3846153846153846,4.543688787406038,720,1,1,1,0,0,1,13,9,22,1,2026,2027-2027,0,0.4951433854534516,1.0,0.6459677419354839,45,0.7171774193548387,45,0.12871107893811384,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,C7932B1CE8C,ion-selectivity membrane transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,0.1767603904008865,26,30,26,30,58,34,34,58,0.5862068965517241,30,24,54,5.333333333333333,5.333333333333333,27,8,15,0.3658536585365853,4.51407144494412,780,1,1,0,0,0,1,18,13,31,1,2026,2027-2027,0,0.6544043997948821,1.0,0.6586693548387097,26,0.7125403225806451,46,0.12766046253737293,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,CE6FC512ED2,ion-dipole interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.1629067659378051,21,29,21,29,14,41,14,41,0.3414634146341463,9,28,37,1.6666666666666667,5.666666666666667,7,7,16,0.4705882352941176,5.1349380327572565,609,1,1,0,0,0,1,2,11,13,1,2026,2027-2027,0,0.3432592276359451,1.0,0.6217741935483871,81,0.7105645161290323,47,0.12721503722035823,Exploratory one-year probability calibrated from 2020-2026 annual events
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,0.7222399711608887,15,30,15,30,48,48,48,48,1.0,17,26,43,1.6666666666666667,4.666666666666667,33,33,12,0.3636363636363636,3.5943250702252603,450,1,1,1,0,0,1,1,5,6,1,2026,2027-2027,0,0.6916166338839296,1.0,0.6616935483870968,21,0.7104435483870969,48,0.12718780945849717,Exploratory one-year probability calibrated from 2020-2026 annual events
C539540C36B,C845F498233,nanochannel-confined ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.373820811510086,23,21,21,23,26,14,14,26,0.5384615384615384,16,9,25,2.6666666666666665,1.6666666666666667,8,7,15,0.5172413793103449,4.917681577132339,483,1,1,0,0,0,1,3,2,5,1,2026,2027-2027,0,0.1267171066984415,1.0,0.5679435483870968,155,0.709758064516129,49,0.12703361283016304,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,CC3BA67827F,ion-selectivity membrane transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.611656665802002,26,15,15,26,58,48,48,58,0.8275862068965517,30,17,47,5.333333333333333,1.6666666666666667,27,33,12,0.4137931034482758,3.5814114975903313,390,1,1,1,0,0,1,18,1,19,1,2026,2027-2027,0,0.6248232912167443,1.0,0.6556451612903226,30,0.7029838709677421,50,0.12551836228131066,Exploratory one-year probability calibrated from 2020-2026 annual events
C7932B1CE8C,C8AD5B453CC,chaotropic polymer-water disruption,ion diffusion,gel_microstructure,transport_mechanism,0.1731006801128387,30,23,23,30,34,45,34,45,0.7555555555555555,24,22,46,5.333333333333333,3.0,8,27,15,0.3947368421052631,4.541591775865149,690,1,1,0,0,0,1,13,7,20,1,2026,2027-2027,0,0.3480473684827087,1.0,0.6235887096774193,78,0.7016532258064516,51,0.12522254891026044,Exploratory one-year probability calibrated from 2020-2026 annual events
C10D3798CF7,C46747A02A1,selective solvation,ion-pairing and complexation,solvation_entropy,solvation_entropy,0.656085193157196,17,36,17,36,11,54,11,54,0.2037037037037037,7,32,39,1.3333333333333333,6.333333333333333,7,15,12,0.2926829268292683,3.868237022913444,612,1,1,1,0,0,1,18,17,35,1,2026,2027-2027,0,0.7024941934047843,1.0,0.6635080645161291,18,0.6965322580645161,52,0.1240896841141144,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,C539540C36B,hydrogen bonding,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,0.2157347947359085,31,23,23,31,45,26,26,45,0.5777777777777777,31,16,47,7.333333333333333,2.6666666666666665,22,8,14,0.35,4.166926462793911,713,1,1,0,0,0,1,15,3,18,1,2026,2027-2027,0,0.4489767095284309,1.0,0.6393145161290322,56,0.691008064516129,53,0.12287749191732382,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,CBFAB31D6E6,moisture-gradient ion transport,electrostatic interaction,transport_mechanism,solvation_entropy,0.2750903666019439,30,19,19,30,82,16,16,82,0.1951219512195122,42,7,49,5.666666666666667,0.3333333333333333,24,11,13,0.3611111111111111,3.9803043633362183,570,1,1,0,0,0,1,15,3,18,1,2026,2027-2027,0,0.4610530455675861,1.0,0.6423387096774194,51,0.69,54,0.12265739065011545,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,C8AD5B453CC,ion-dipole interaction,ion diffusion,solvation_entropy,transport_mechanism,0.3609344661235809,21,23,21,23,14,45,14,45,0.3111111111111111,9,22,31,1.6666666666666667,3.0,7,27,14,0.4666666666666667,4.189839920304436,483,1,1,0,0,0,1,2,7,9,1,2026,2027-2027,0,0.3378091591392405,1.0,0.6199596774193549,83,0.6847177419354838,55,0.12150959827434898,Exploratory one-year probability calibrated from 2020-2026 annual events
C96681C9193,CFBB5A400A1,ion channels,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.3922494351863861,18,33,18,33,9,43,9,43,0.2093023255813953,6,30,36,1.6666666666666667,6.333333333333333,7,10,13,0.3421052631578947,3.9839394007759137,594,1,1,1,0,0,1,2,16,18,1,2026,2027-2027,0,0.6612704303117608,1.0,0.6598790322580645,24,0.6805645161290322,56,0.12061364557163981,Exploratory one-year probability calibrated from 2020-2026 annual events
