concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label,pair_probability,node_adoption_compatibility,two_stage_score,future_rank,annual_graph_score,graph_rank_2027
C46747A02A1,CBFAB31D6E6,ion-pairing and complexation,electrostatic interaction,solvation_entropy,solvation_entropy,0.6686769127845764,36,19,19,36,54,16,16,54,0.2962962962962963,32,7,39,6.333333333333333,0.3333333333333333,15,11,17,0.4473684210526316,5.608388791155963,684,1,1,1,0,0,1,17,3,20,1,2026,2027-2027,0,0.3950119203084656,1.0,0.6290322580645161,69,0.820524193548387,12
C10C4FF4B6C,CBFAB31D6E6,hydrogen bonding,electrostatic interaction,solvation_entropy,solvation_entropy,0.8394593000411987,31,19,19,31,45,16,16,45,0.3555555555555555,31,7,38,7.333333333333333,0.3333333333333333,22,11,16,0.4705882352941176,5.235563667989383,589,1,1,1,0,0,1,15,3,18,1,2026,2027-2027,0,0.3688027327048378,1.0,0.626008064516129,74,0.8137096774193548,13
C46747A02A1,C8AD5B453CC,ion-pairing and complexation,ion diffusion,solvation_entropy,transport_mechanism,0.4042339026927948,36,23,23,36,54,45,45,54,0.8333333333333334,32,22,54,6.333333333333333,3.0,15,27,17,0.4047619047619047,5.352719445383161,828,1,1,0,0,0,1,17,7,24,1,2026,2027-2027,0,0.6062947882621452,1.0,0.6538306451612903,33,0.810282258064516,14
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0663753226399421,26,35,26,35,58,58,58,58,1.0,30,36,66,5.333333333333333,7.333333333333333,27,19,21,0.525,7.142173689390039,910,1,1,0,0,0,1,18,25,43,1,2026,2027-2027,0,0.5514269942242441,1.0,0.6514112903225806,37,0.8016532258064516,15
CC028ABF9C6,CF4A6A0344F,anti-freezing organohydrogel design,ion migration,gel_microstructure,transport_mechanism,0.007837857119739,35,30,30,35,58,48,48,58,0.8275862068965517,36,26,62,7.333333333333333,4.666666666666667,19,33,22,0.5116279069767442,7.593053997629763,1050,1,1,0,0,0,1,25,5,30,1,2026,2027-2027,0,0.396789713929069,1.0,0.6296370967741935,68,0.7998790322580647,16
C10C4FF4B6C,CF4A6A0344F,hydrogen bonding,ion migration,solvation_entropy,transport_mechanism,0.1693423986434936,31,30,30,31,45,48,45,48,0.9375,31,26,57,7.333333333333333,4.666666666666667,22,33,19,0.4523809523809524,6.0622604271344995,930,1,1,0,0,0,1,15,5,20,1,2026,2027-2027,0,0.6398523462775842,1.0,0.6568548387096774,28,0.7944354838709677,17
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,26,18,18,26,58,9,9,58,0.1551724137931034,30,6,36,5.333333333333333,1.6666666666666667,27,7,15,0.5172413793103449,5.25461588586469,468,1,1,1,0,0,1,18,2,20,1,2026,2027-2027,0,0.3773966757312934,1.0,0.6266129032258064,73,0.7927016129032258,18
C7932B1CE8C,CFBB5A400A1,chaotropic polymer-water disruption,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,0.1283621788024902,30,33,30,33,34,43,34,43,0.7906976744186046,24,30,54,5.333333333333333,6.333333333333333,8,10,20,0.4651162790697674,6.24713896187522,990,1,1,0,0,0,1,13,16,29,1,2026,2027-2027,0,0.4377275354874171,1.0,0.6356854838709678,61,0.788266129032258,19
C7932B1CE8C,CF4A6A0344F,chaotropic polymer-water disruption,ion migration,gel_microstructure,transport_mechanism,0.174262136220932,30,30,30,30,34,48,34,48,0.7083333333333334,24,26,50,5.333333333333333,4.666666666666667,8,33,18,0.4285714285714285,5.713476743298063,900,1,1,0,0,0,1,13,5,18,1,2026,2027-2027,0,0.4060029792766387,1.0,0.6308467741935484,67,0.7795564516129031,20
C3002C089A5,C96681C9193,ionic thermodiffusion (Soret effect),ion channels,transport_mechanism,transport_mechanism,0.4429627060890198,44,18,18,44,136,9,9,136,0.0661764705882353,77,6,83,12.666666666666666,1.6666666666666667,27,7,15,0.3191489361702128,4.936612432136139,792,1,1,1,0,0,1,38,2,40,1,2026,2027-2027,0,0.4085238161240619,1.0,0.6314516129032258,66,0.7779435483870968,21
C3002C089A5,C845F498233,ionic thermodiffusion (Soret effect),ion-dipole interaction,transport_mechanism,solvation_entropy,0.3329166769981384,44,21,21,44,136,14,14,136,0.1029411764705882,77,9,86,12.666666666666666,1.6666666666666667,27,7,16,0.3265306122448979,4.905286927994446,924,1,1,0,0,0,1,38,2,40,1,2026,2027-2027,0,0.525181636409746,1.0,0.6495967741935484,40,0.7772983870967742,22
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,0.193128228187561,28,30,28,30,90,48,48,90,0.5333333333333333,29,26,55,2.0,4.666666666666667,23,33,17,0.4146341463414634,5.4379337102061385,840,1,1,0,0,0,1,19,5,24,1,2026,2027-2027,0,0.5784431471140242,1.0,0.6526209677419355,35,0.7751612903225806,23
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1090212017297744,26,29,26,29,58,41,41,58,0.7068965517241379,30,28,58,5.333333333333333,5.666666666666667,27,7,18,0.4864864864864865,5.849558909024207,754,1,1,0,0,0,1,18,11,29,1,2026,2027-2027,0,0.5642419841676386,1.0,0.6520161290322581,36,0.7735483870967742,24
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1780344545841217,26,24,24,26,58,18,18,58,0.3103448275862069,30,11,41,5.333333333333333,1.3333333333333333,27,4,18,0.5625,6.149862774048442,624,1,1,0,0,0,1,18,9,27,1,2026,2027-2027,0,0.6627968857726384,1.0,0.660483870967742,23,0.768225806451613,25
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,30,18,18,30,82,9,9,82,0.1097560975609756,42,6,48,5.666666666666667,1.6666666666666667,24,7,14,0.4117647058823529,4.392957355907628,540,1,1,1,0,0,1,15,2,17,1,2026,2027-2027,0,0.4467157232871648,1.0,0.6381048387096775,58,0.7660080645161291,26
C3002C089A5,C46A965349B,ionic thermodiffusion (Soret effect),anion transport,transport_mechanism,transport_mechanism,0.4975960850715637,44,16,16,44,136,6,6,136,0.0441176470588235,77,4,81,12.666666666666666,1.0,27,6,14,0.3043478260869565,4.578920251499523,704,1,1,1,0,0,1,38,1,39,1,2026,2027-2027,0,0.4886599320857626,1.0,0.6453629032258065,46,0.759475806451613,27
C10C4FF4B6C,C188B56F6F1,hydrogen bonding,ion-selectivity membrane transport,solvation_entropy,transport_mechanism,0.2386625111103058,31,26,26,31,45,58,45,58,0.7758620689655172,31,30,61,7.333333333333333,5.333333333333333,22,27,16,0.3902439024390244,4.8628551287805575,806,1,1,0,0,0,1,15,18,33,1,2026,2027-2027,0,0.5099076943714194,1.0,0.6477822580645162,43,0.7540322580645162,28
C78D65254F9,CE6FC512ED2,phase transition,dynamic crosslinked gel network,phase_or_species_transition,gel_microstructure,0.1266450583934784,28,29,28,29,90,41,41,90,0.4555555555555555,29,28,57,2.0,5.666666666666667,23,7,17,0.425,5.188922414461899,812,1,1,0,0,0,1,19,11,30,1,2026,2027-2027,0,0.4249506508828495,1.0,0.6350806451612904,62,0.7530645161290322,29
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3441769778728485,30,21,21,30,82,14,14,82,0.1707317073170731,42,9,51,5.666666666666667,1.6666666666666667,24,7,15,0.4166666666666667,4.56087221369156,630,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3538466390388107,1.0,0.6241935483870968,77,0.7526209677419355,30
CE6FC512ED2,CF4A6A0344F,dynamic crosslinked gel network,ion migration,gel_microstructure,transport_mechanism,0.1250012814998626,29,30,29,30,41,48,41,48,0.8541666666666666,28,26,54,5.666666666666667,4.666666666666667,7,33,17,0.4047619047619047,5.421426474393879,870,1,1,0,0,0,1,11,5,16,1,2026,2027-2027,0,0.2318783389893931,1.0,0.5987903225806451,112,0.7495564516129032,31
C188B56F6F1,C78D65254F9,ion-selectivity membrane transport,phase transition,transport_mechanism,phase_or_species_transition,0.1587248593568802,26,28,26,28,58,90,58,90,0.6444444444444445,30,29,59,5.333333333333333,2.0,27,23,16,0.4210526315789473,5.008516927141203,728,1,1,0,0,0,1,18,19,37,1,2026,2027-2027,0,0.5165107481394435,1.0,0.648991935483871,41,0.7468951612903227,32
C188B56F6F1,C845F498233,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3929056227207184,26,21,21,26,58,14,14,58,0.2413793103448276,30,9,39,5.333333333333333,1.6666666666666667,27,7,15,0.46875,4.883667109827889,546,1,1,0,0,0,1,18,2,20,1,2026,2027-2027,0,0.3055241866781257,1.0,0.6157258064516129,90,0.7464919354838709,33
C845F498233,CFBB5A400A1,ion-dipole interaction,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,0.3031588792800903,21,33,21,33,14,43,14,43,0.3255813953488372,9,30,39,1.6666666666666667,6.333333333333333,7,10,16,0.4210526315789473,4.883544630428217,693,1,1,0,0,0,1,2,16,18,1,2026,2027-2027,0,0.5256274454805951,1.0,0.6502016129032258,39,0.7447983870967742,34
C539540C36B,CC028ABF9C6,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0971523895859718,23,35,23,35,26,58,26,58,0.4482758620689655,16,36,52,2.6666666666666665,7.333333333333333,8,19,17,0.4146341463414634,5.357002480979477,805,1,1,0,0,0,1,3,25,28,1,2026,2027-2027,0,0.2608402685125585,1.0,0.6060483870967742,103,0.744274193548387,35
C10C4FF4B6C,C8AD5B453CC,hydrogen bonding,ion diffusion,solvation_entropy,transport_mechanism,0.187018871307373,31,23,23,31,45,45,45,45,1.0,31,22,53,7.333333333333333,3.0,22,27,16,0.4210526315789473,4.890375459701587,713,1,1,0,0,0,1,15,7,22,1,2026,2027-2027,0,0.4602361694269617,1.0,0.6417338709677419,52,0.7440725806451614,36
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0207484476268291,23,35,23,35,45,58,45,58,0.7758620689655172,22,36,58,3.0,7.333333333333333,27,19,17,0.4146341463414634,5.3173481132830664,805,1,1,0,0,0,1,7,25,32,1,2026,2027-2027,0,0.3585403193167392,1.0,0.6254032258064516,75,0.7427016129032259,37
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,23,18,18,23,45,9,9,45,0.2,22,6,28,3.0,1.6666666666666667,27,7,14,0.5185185185185185,4.521267052946543,414,1,1,1,0,0,1,7,2,9,1,2026,2027-2027,0,0.3080895649200442,1.0,0.6163306451612903,89,0.7396370967741935,38
C845F498233,CC028ABF9C6,ion-dipole interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.1170232370495796,21,35,21,35,14,58,14,58,0.2413793103448276,9,36,45,1.6666666666666667,7.333333333333333,7,19,17,0.4358974358974359,5.2672010655581145,735,1,1,0,0,0,1,2,25,27,1,2026,2027-2027,0,0.2128932543641239,1.0,0.5945564516129033,118,0.7395967741935483,39
C7932B1CE8C,C845F498233,chaotropic polymer-water disruption,ion-dipole interaction,gel_microstructure,solvation_entropy,0.1857403963804245,30,21,21,30,34,14,14,34,0.4117647058823529,24,9,33,5.333333333333333,1.6666666666666667,8,7,17,0.5,5.516821315025371,630,1,1,0,0,0,1,13,2,15,1,2026,2027-2027,0,0.1848120191834042,1.0,0.5897177419354839,126,0.7317741935483871,40
CBFAB31D6E6,CC028ABF9C6,electrostatic interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.1755702495574951,19,35,19,35,16,58,16,58,0.2758620689655172,7,36,43,0.3333333333333333,7.333333333333333,11,19,16,0.4210526315789473,5.0395893390675335,665,1,1,0,0,0,1,3,25,28,1,2026,2027-2027,0,0.5062745500073264,1.0,0.6471774193548387,44,0.7270161290322581,41
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1279611140489578,23,29,23,29,45,41,41,45,0.9111111111111112,22,28,50,3.0,5.666666666666667,27,7,16,0.4444444444444444,4.94106127966883,667,1,1,0,0,0,1,7,11,18,1,2026,2027-2027,0,0.4129481856034608,1.0,0.6320564516129032,65,0.725241935483871,42
C96681C9193,CF4A6A0344F,ion channels,ion migration,transport_mechanism,transport_mechanism,0.7790759801864624,18,30,18,30,9,48,9,48,0.1875,6,26,32,1.6666666666666667,4.666666666666667,7,33,13,0.3714285714285714,4.217723199302086,540,1,1,1,0,0,1,2,5,7,1,2026,2027-2027,0,0.5146149796107274,1.0,0.6483870967741936,42,0.7210080645161291,43
C7932B1CE8C,CBFAB31D6E6,chaotropic polymer-water disruption,electrostatic interaction,gel_microstructure,solvation_entropy,0.2550182640552521,30,19,19,30,34,16,16,34,0.4705882352941176,24,7,31,5.333333333333333,0.3333333333333333,8,11,16,0.4848484848484848,5.2327562404141394,570,1,1,0,0,0,1,13,3,16,1,2026,2027-2027,0,0.220515168103299,1.0,0.5963709677419355,116,0.7202822580645161,44
C7932B1CE8C,CB25BC3FC14,chaotropic polymer-water disruption,double/interpenetrating network,gel_microstructure,gel_microstructure,0.3435768783092499,30,24,24,30,34,18,18,34,0.5294117647058824,24,11,35,5.333333333333333,1.3333333333333333,8,4,15,0.3846153846153846,4.543688787406038,720,1,1,1,0,0,1,13,9,22,1,2026,2027-2027,0,0.4951433854534516,1.0,0.6459677419354839,45,0.7171774193548387,45
C188B56F6F1,C7932B1CE8C,ion-selectivity membrane transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,0.1767603904008865,26,30,26,30,58,34,34,58,0.5862068965517241,30,24,54,5.333333333333333,5.333333333333333,27,8,15,0.3658536585365853,4.51407144494412,780,1,1,0,0,0,1,18,13,31,1,2026,2027-2027,0,0.6544043997948821,1.0,0.6586693548387097,26,0.7125403225806451,46
C845F498233,CE6FC512ED2,ion-dipole interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.1629067659378051,21,29,21,29,14,41,14,41,0.3414634146341463,9,28,37,1.6666666666666667,5.666666666666667,7,7,16,0.4705882352941176,5.1349380327572565,609,1,1,0,0,0,1,2,11,13,1,2026,2027-2027,0,0.3432592276359451,1.0,0.6217741935483871,81,0.7105645161290323,47
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,0.7222399711608887,15,30,15,30,48,48,48,48,1.0,17,26,43,1.6666666666666667,4.666666666666667,33,33,12,0.3636363636363636,3.5943250702252603,450,1,1,1,0,0,1,1,5,6,1,2026,2027-2027,0,0.6916166338839296,1.0,0.6616935483870968,21,0.7104435483870969,48
C539540C36B,C845F498233,nanochannel-confined ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.373820811510086,23,21,21,23,26,14,14,26,0.5384615384615384,16,9,25,2.6666666666666665,1.6666666666666667,8,7,15,0.5172413793103449,4.917681577132339,483,1,1,0,0,0,1,3,2,5,1,2026,2027-2027,0,0.1267171066984415,1.0,0.5679435483870968,155,0.709758064516129,49
C188B56F6F1,CC3BA67827F,ion-selectivity membrane transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.611656665802002,26,15,15,26,58,48,48,58,0.8275862068965517,30,17,47,5.333333333333333,1.6666666666666667,27,33,12,0.4137931034482758,3.5814114975903313,390,1,1,1,0,0,1,18,1,19,1,2026,2027-2027,0,0.6248232912167443,1.0,0.6556451612903226,30,0.7029838709677421,50
C7932B1CE8C,C8AD5B453CC,chaotropic polymer-water disruption,ion diffusion,gel_microstructure,transport_mechanism,0.1731006801128387,30,23,23,30,34,45,34,45,0.7555555555555555,24,22,46,5.333333333333333,3.0,8,27,15,0.3947368421052631,4.541591775865149,690,1,1,0,0,0,1,13,7,20,1,2026,2027-2027,0,0.3480473684827087,1.0,0.6235887096774193,78,0.7016532258064516,51
C10D3798CF7,C46747A02A1,selective solvation,ion-pairing and complexation,solvation_entropy,solvation_entropy,0.656085193157196,17,36,17,36,11,54,11,54,0.2037037037037037,7,32,39,1.3333333333333333,6.333333333333333,7,15,12,0.2926829268292683,3.868237022913444,612,1,1,1,0,0,1,18,17,35,1,2026,2027-2027,0,0.7024941934047843,1.0,0.6635080645161291,18,0.6965322580645161,52
C10C4FF4B6C,C539540C36B,hydrogen bonding,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,0.2157347947359085,31,23,23,31,45,26,26,45,0.5777777777777777,31,16,47,7.333333333333333,2.6666666666666665,22,8,14,0.35,4.166926462793911,713,1,1,0,0,0,1,15,3,18,1,2026,2027-2027,0,0.4489767095284309,1.0,0.6393145161290322,56,0.691008064516129,53
C08389FD6C6,CBFAB31D6E6,moisture-gradient ion transport,electrostatic interaction,transport_mechanism,solvation_entropy,0.2750903666019439,30,19,19,30,82,16,16,82,0.1951219512195122,42,7,49,5.666666666666667,0.3333333333333333,24,11,13,0.3611111111111111,3.9803043633362183,570,1,1,0,0,0,1,15,3,18,1,2026,2027-2027,0,0.4610530455675861,1.0,0.6423387096774194,51,0.69,54
C845F498233,C8AD5B453CC,ion-dipole interaction,ion diffusion,solvation_entropy,transport_mechanism,0.3609344661235809,21,23,21,23,14,45,14,45,0.3111111111111111,9,22,31,1.6666666666666667,3.0,7,27,14,0.4666666666666667,4.189839920304436,483,1,1,0,0,0,1,2,7,9,1,2026,2027-2027,0,0.3378091591392405,1.0,0.6199596774193549,83,0.6847177419354838,55
C96681C9193,CFBB5A400A1,ion channels,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.3922494351863861,18,33,18,33,9,43,9,43,0.2093023255813953,6,30,36,1.6666666666666667,6.333333333333333,7,10,13,0.3421052631578947,3.9839394007759137,594,1,1,1,0,0,1,2,16,18,1,2026,2027-2027,0,0.6612704303117608,1.0,0.6598790322580645,24,0.6805645161290322,56
CB25BC3FC14,CF4A6A0344F,double/interpenetrating network,ion migration,gel_microstructure,transport_mechanism,0.1291266977787017,24,30,24,30,18,48,18,48,0.375,11,26,37,1.3333333333333333,4.666666666666667,4,33,15,0.3846153846153846,4.806537510551875,720,1,1,0,0,0,1,9,5,14,1,2026,2027-2027,0,0.2211030384370104,1.0,0.596975806451613,115,0.6759677419354839,57
C96681C9193,CC028ABF9C6,ion channels,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0397294089198112,18,35,18,35,9,58,9,58,0.1551724137931034,6,36,42,1.6666666666666667,7.333333333333333,7,19,15,0.3947368421052631,4.784628227330057,630,1,1,0,0,0,1,2,25,27,1,2026,2027-2027,0,0.1783932560870276,1.0,0.5872983870967742,129,0.6749596774193549,58
C46A965349B,CFBB5A400A1,anion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.6425436735153198,16,33,16,33,6,43,6,43,0.1395348837209302,4,30,34,1.0,6.333333333333333,6,10,12,0.3243243243243243,3.723113171084801,528,1,1,1,0,0,1,1,16,17,1,2026,2027-2027,0,0.6951957804382751,1.0,0.6629032258064516,19,0.6744758064516129,59
CBFAB31D6E6,CE6FC512ED2,electrostatic interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.2271399199962616,19,29,19,29,16,41,16,41,0.3902439024390244,7,28,35,0.3333333333333333,5.666666666666667,11,7,14,0.4117647058823529,4.497916834281263,551,1,1,0,0,0,1,3,11,14,1,2026,2027-2027,0,0.6601839913531713,1.0,0.6592741935483871,25,0.6741129032258065,60
C539540C36B,CE6FC512ED2,nanochannel-confined ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1376950889825821,23,29,23,29,26,41,26,41,0.6341463414634146,16,28,44,2.6666666666666665,5.666666666666667,8,7,14,0.3684210526315789,4.217612282761154,667,1,1,0,0,0,1,3,11,14,1,2026,2027-2027,0,0.487867754022096,1.0,0.644758064516129,47,0.6682258064516129,61
C3002C089A5,CF69DD93A68,ionic thermodiffusion (Soret effect),selective ion transport,transport_mechanism,transport_mechanism,0.5532596707344055,44,11,11,44,136,12,12,136,0.088235294117647,77,11,88,12.666666666666666,3.3333333333333335,27,5,10,0.2222222222222222,3.3983324122951295,484,1,1,1,0,0,1,38,1,39,1,2026,2027-2027,0,0.2642321587096451,1.0,0.6066532258064516,102,0.6632661290322581,62
C539540C36B,C7932B1CE8C,nanochannel-confined ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,0.2454111725091934,23,30,23,30,26,34,26,34,0.7647058823529411,16,24,40,2.6666666666666665,5.333333333333333,8,8,13,0.325,3.8181427789574736,690,1,1,0,0,0,1,3,13,16,1,2026,2027-2027,0,0.6448833651937287,1.0,0.6574596774193548,27,0.6613709677419355,63
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.3174004256725311,44,12,12,44,136,29,29,136,0.213235294117647,77,13,90,12.666666666666666,1.0,27,13,11,0.2444444444444444,3.753101075175758,528,1,1,0,0,0,1,38,17,55,1,2026,2027-2027,0,0.889880035382896,1.0,0.6743951612903226,1,0.6611693548387096,64
C23B9BED21A,C3002C089A5,ionic conduction,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,0.606113851070404,11,44,11,44,55,136,55,136,0.4044117647058823,12,77,89,-0.3333333333333333,12.666666666666666,34,27,10,0.2222222222222222,3.2232615252565697,484,1,1,1,0,0,1,4,38,42,1,2026,2027-2027,0,0.4495608439538856,1.0,0.6399193548387097,55,0.6607661290322581,65
C845F498233,C96681C9193,ion-dipole interaction,ion channels,solvation_entropy,transport_mechanism,0.3756704926490783,21,18,18,21,14,9,9,14,0.6428571428571429,9,6,15,1.6666666666666667,1.6666666666666667,7,7,13,0.5,4.378467554795908,378,1,1,0,0,0,1,2,2,4,1,2026,2027-2027,0,0.1291988447691714,1.0,0.5697580645161291,154,0.6600806451612903,66
